province,position,name,nickname,party_affiliation,votes_obtained
Antique,Provincial Board Member,"Elio, Egidio Pecaoco",Doc,Independent,46187
Apayao,Provincial Governor,"Bulut, Elias, Jr. Cayaba",Butzy,Nationalist People's Coalition,38421
Apayao,Provincial Vice-Governor,"Pascua, Hector Reuel Dacumos",Hector,Lakas-Kampi,28840
Apayao,Provincial Board Member,"Umingli, Angel Enciso",Angelo,Lakas-Kampi,11096
Apayao,Provincial Board Member,"Amid, Frederick Castro",Erick,Lakas-Kampi,11739
Apayao,Provincial Board Member,"AgUnited Oppositions, Sedolito Bernard Amid",Lito,Lakas-Kampi,11924
Apayao,Provincial Board Member,"Hortelano, Jose Wanason",Joe,Lakas-Kampi,12084
Apayao,Provincial Board Member,"Agonoy, Norman Dacuycuy",Omman,Lakas-Kampi,9584
Apayao,Provincial Board Member,"Galleon, Catalina Caluducan",Taling,Lakas-Kampi,9996
Apayao,Provincial Board Member,"Balanay, Bobby Acebedo",Bob,Lakas-Kampi,10522
Apayao,Provincial Board Member,"Albano, Remy Negre",Insan,Lakas-Kampi,12123
Aurora,Provincial Governor,"Castillo, Bellaflor Angara",Bella,Laban ng Demokratikong Pilipino,46678
Aurora,Provincial Vice-Governor,"Noveras, Gerardo Angala",Jerry,Liberal Party,44606
Aurora,Provincial Board Member,"Pimentel, Cesar Bihasa",Doc,Laban ng Demokratikong Pilipino,21894
Aurora,Provincial Board Member,"Padua, Oscar Wenceslao",Oca,Laban ng Demokratikong Pilipino,25813
Aurora,Provincial Board Member,"Bautista, Philip Butch Molina",Butch,Laban ng Demokratikong Pilipino,25978
Aurora,Provincial Board Member,"Ong, Pedro Jr. Montes",Bobong,Nacionalista Party,31801
Aurora,Provincial Board Member,"Alipio, Ruben Jr. Soriano",Jojo,Laban ng Demokratikong Pilipino,14045
Aurora,Provincial Board Member,"Pascua, Renato Villena",Ato,Laban ng Demokratikong Pilipino,14197
Aurora,Provincial Board Member,"Valin, Denia Pena",Dinia,Laban ng Demokratikong Pilipino,15372
Aurora,Provincial Board Member,"Cabauatan, Joselito, Sr Blanche",Joe,Laban ng Demokratikong Pilipino,16027
Basilan,Provincial Governor,"Akbar, Jum Jainuddin",Jum,Lakas-Kampi,69350
Basilan,Provincial Vice-Governor,"Sakkalahul, Al Rasheed A. MatUnited Negros Allianceng",Al,Lakas-Kampi,72236
Basilan,Provincial Board Member,"Fernandez, Otoh Imamil",Eddie,Liberal Party,25070
Basilan,Provincial Board Member,"Jilhani, Placido Sulay",Cido,Lakas-Kampi,25096
Basilan,Provincial Board Member,"Muarip, Candu Ismael",Candu,Lakas-Kampi,25153
Basilan,Provincial Board Member,"Alano, Yusop Tanduh",Sup,Lakas-Kampi,35404
Basilan,Provincial Board Member,"Pacio, MUnited Negros Alliancep Hassan",Mon,Lakas-Kampi,42421
Basilan,Provincial Board Member,"Tahajid, Abdulatip Arad",Latip,Lakas-Kampi,45038
Basilan,Provincial Board Member,"Hantian, Ronie Ajijil",Ron,Lakas-Kampi,57935
Basilan,Provincial Board Member,"Hataman, Marwan Kannama",Mar,Liberal Party,61368
Bataan,Provincial Governor,"Garcia, Enrique Jr. Tuason",Tet,Lakas-Kampi,212808
Bataan,Provincial Vice-Governor,"Pascual, Efren Dominic Jr. Estanislao",Bondjong,Nacionalista Party,199819
Bataan,Provincial Board Member,"Cruz, Efren Jaring",Mec,Lakas-Kampi,53891
Bataan,Provincial Board Member,"Gaza, Aristotle Jorge",Aris,Lakas-Kampi,58761
Bataan,Provincial Board Member,"Payumo III, Jose Alejandre Penaflor",Jojo,Liberal Party,64971
Bataan,Provincial Board Member,"Ferrer, Gaudencio Corpus",Guding,Liberal Party,69009
Bataan,Provincial Board Member,"Dominguez, Dexter Bautista",Teri Onor,Nacionalista Party,85969
Bataan,Provincial Board Member,"Roxas, Gerardo Roque",Jerry,Lakas-Kampi,77994
Bataan,Provincial Board Member,"Manalaysay, Dante Robles",Dante,Lakas-Kampi,93477
Bataan,Provincial Board Member,"Florendo, Eduard Gundran",Ed,Lakas-Kampi,94640
Bataan,Provincial Board Member,"Banzon, Jovy Zabala",Jovy,Lakas-Kampi,98111
Bataan,Provincial Board Member,"Beltran, Manuel Naval",Manny,Lakas-Kampi,107767
Batanes,Provincial Governor,"Gato, Vicente De Sagon",Vic,Liberal Party,3413
Batanes,Provincial Vice-Governor,"Elica, Ferdinand Cultura",Ferdie,Lakas-Kampi,3014
Batanes,Provincial Board Member,"Castillo, Florante Santana",Anting,Liberal Party,1716
Batanes,Provincial Board Member,"Abad, Flinton Tabuso",Rock,Liberal Party,2043
Batanes,Provincial Board Member,"Delapa, Rogelio Castilar",Roger,Nacionalista Party,1417
Batanes,Provincial Board Member,"Imperial, Ramonito Dela Paz",Monito,Liberal Party,1521
Batanes,Provincial Board Member,"Villa, Ignacio Castro",Nanoy,Nacionalista Party,1529
Batangas,Provincial Governor,"Recto, Rosa ViLapiang Manggagawaa Santos",Ate Vi,Liberal Party,603159
Batangas,Provincial Vice-Governor,"Leviste, Jose Antonio II Sermonia",Kuya Marc,Liberal Party,668744
Batangas,Provincial Board Member,"Rosales, Roman Huertas",Boy,Lakas-Kampi,75642
Batangas,Provincial Board Member,"Bausas, Lorenzo Claudio",Loring,Liberal Party,94274
Batangas,Provincial Board Member,"De Loyola, Florencio Abacan",Flor,Lakas-Kampi,94536
Batangas,Provincial Board Member,"Atienza, Joel Cantos",Joe,Lakas-Kampi,119197
Batangas,Provincial Board Member,"De Leon, Christopher Strauss",Boyet,Liberal Party,149231
Batangas,Provincial Board Member,"Balba, Divina Gagalang",Devs,Liberal Party,90405
Batangas,Provincial Board Member,"Corona, Alfredo Castillo",Fred,Lakas-Kampi,106627
Batangas,Provincial Board Member,"Africa, Rowena Sombrano",Wheng,Nacionalista Party,100473
Batangas,Provincial Board Member,"Bolilia, Amado Carlos IV Alzola",Caloy,Liberal Party,107367
Batangas,Provincial Board Member,"Virtusio, Mabelle Dimaculangan",Mabel,Liberal Party,108223
Benguet,Provincial Governor,"Fongwan, Nestor Bagtang",Nestor,Lakas-Kampi,87618
Benguet,Provincial Vice-Governor,"Pacalso, Crescencio Carino",Cencio,Lakas-Kampi,100594
Benguet,Provincial Board Member,"Waguis, Johnny Diwas",Agi,Lakas-Kampi,20530
Benguet,Provincial Board Member,"Saguid, Benjamin Catores",Ben,Lakas-Kampi,20531
Benguet,Provincial Board Member,"Fianza, Alfonso Lorente",Ponso,Lakas-Kampi,25310
Benguet,Provincial Board Member,"Nazarro, Juan Jr Molintas",Coy,Lakas-Kampi,27005
Benguet,Provincial Board Member,"Cayat, Nardo Bestre",Nards,Lakas-Kampi,33930
Benguet,Provincial Board Member,"Balao, Concepcion Dalgis",Connie,Nationalist People's Coalition,35358
Benguet,Provincial Board Member,"Leon, Rogelio Polon",Rogel,Lakas-Kampi,38669
Benguet,Provincial Board Member,"Camsol, Apolinario Tino",Polon,Lakas-Kampi,40236
Benguet,Provincial Board Member,"Tingbaoen, Florence Belino",Flor,Lakas-Kampi,40623
Benguet,Provincial Board Member,"Dangwa, Nelson Cagas",Nelson,Independent,49685
Biliran,Provincial Governor,"Espina, Gerardo Jr. Jimenez",Gerryboy,Independent,32211
Biliran,Provincial Vice-Governor,"Montejo, Manuel Jr. Bornillo",Junmontoy,Lakas-Kampi,27337
Biliran,Provincial Board Member,"Apolinar, Eden Sangon",Eden,Nacionalista Party,16656
Biliran,Provincial Board Member,"Lagat, Martin Licayan",Tsip Lagat,Lakas-Kampi,17389
Biliran,Provincial Board Member,"Jadulco, Bebiano Santianez",Boboy,Lakas-Kampi,17754
Biliran,Provincial Board Member,"Caneja, Brigido III Cabidog",Kokoy,Nacionalista Party,18074
Biliran,Provincial Board Member,"Corpin, Dominador Paanod",Doming,Independent,11251
Biliran,Provincial Board Member,"Tubis, Eriberto Jr. Dadizon",Boboy,Nacionalista Party,13558
Biliran,Provincial Board Member,"Enage, Gina Maria Batongbacal",Gina,Nacionalista Party,15115
Biliran,Provincial Board Member,"Reveldez, Lorenzo Jr. Alcala",Ensong,Nacionalista Party,15845
Bohol,Provincial Governor,"Chatto, Edgardo Migrino",Edgar,Lakas-Kampi,218560
Bohol,Provincial Vice-Governor,"Lim, Concepcion Ong",Inday,Lakas-Kampi,169363
Bohol,Provincial Board Member,"Arcamo, Venzencio Buhion",Benjie,Lakas-Kampi,55196
Bohol,Provincial Board Member,"Damalerio, Abeleon Rafols",Abel,Lakas-Kampi,64248
Bohol,Provincial Board Member,"Lopez, Cesar Tomas Mozo",Yul,Partido Demokratiko Pilipino-Lakas-Christian Muslim Democrats ng Bayan,80929
Bohol,Provincial Board Member,"Cepedoza, Romulo Gonzaga",Moloy,Lakas-Kampi,47378
Bohol,Provincial Board Member,"Garcia, Gerardo Cutamora",Gerry,Nacionalista Party,71035
Bohol,Provincial Board Member,"Jumamoy, Josephine S Ching",Roygie,Lakas-Kampi,78855
Bohol,Provincial Board Member,"Imboy, Brigido Zapanta",Boy,Lakas-Kampi,54287
Bohol,Provincial Board Member,"Tirol, Godofreda Olavides",Freda,Independent,64512
Bohol,Provincial Board Member,"Molina, Bienvenido Jr. Corre",Ben,Nacionalista Party,79045
Bohol,Provincial Board Member,"Balite, Dionisio Dajalos",Dioning,Nacionalista Party,112270
Bukidnon,Provincial Governor,"Calingasan, Alex Padua",Alics,Lakas-Kampi,237279
Bukidnon,Provincial Vice-Governor,"Zubiri, Jose Maria Jr. Rubin",Nonoy,Lakas-Kampi,383254
Bukidnon,Provincial Board Member,"Lago, Rogelio Sabio",Boy,Lakas-Kampi,47972
Bukidnon,Provincial Board Member,"Albarece, Jay Sadang",Pwersa,Liberal Party,52076
Bukidnon,Provincial Board Member,"Quino, Clive Dadole",Clive,Lakas-Kampi,77254
Bukidnon,Provincial Board Member,"Centillas, Renato Del Campo",Ukay,Liberal Party,67416
Bukidnon,Provincial Board Member,"Pepito, Ranulfo Eduave",Manolo,Lakas-Kampi,77328
Bukidnon,Provincial Board Member,"Dinlayan, Manuel Litanon",Maning,Lakas-Kampi,93202
Bukidnon,Provincial Board Member,"Beltran, Nemesio Jr. Barroso",Jun,Lakas-Kampi,94140
Bukidnon,Provincial Board Member,"Montesclaros, Marivic Roa",Vic,Lakas-Kampi,70460
Bukidnon,Provincial Board Member,"Baguio, Alfeo Ungab",Alping,Lakas-Kampi,72875
Bukidnon,Provincial Board Member,"Torres, Gordon Medina",Abante,Lakas-Kampi,86369
Bulacan,Provincial Governor,"Sy-Alvarado, WilheLapiang Manggagawaino Manucdoc",Willy,Lakas-Kampi,533527
Bulacan,Provincial Vice-Governor,"Fernando, Daniel Ramirez",Dan,Lakas-Kampi,538336
Bulacan,Provincial Board Member,"Ople, Therese Cheryll Baun",Ayee,Lakas-Kampi,91112
Bulacan,Provincial Board Member,"Ople, Felix Vasquez",Toti,Liberal Party,109927
Bulacan,Provincial Board Member,"Fermin, Michael Cristobal",Mike,Liberal Party,111813
Bulacan,Provincial Board Member,"Dela Cruz, Enrique Jr. Villanueva",Buko,Liberal Party,110271
Bulacan,Provincial Board Member,"Posadas, Ramon Rivera",Monet,Liberal Party,120728
Bulacan,Provincial Board Member,"Viudez, Enrique II Violago",Boy Asac,Liberal Party,77782
Bulacan,Provincial Board Member,"Castro, Rino Valero",Nono,Liberal Party,98122
Bulacan,Provincial Board Member,"Robes, Romeo Allan Miranda",Allan,Lakas-Kampi,104668
Bulacan,Provincial Board Member,"Delos Santos, Enrique Jr. Angkiangko",Jonjon,Liberal Party,163763
Bulacan,Provincial Board Member,"Sarmiento, Eulogio III Cordova",King,Liberal Party,164597
Cagayan,Provincial Governor,"Antonio, Alvaro Trinidad",Bong,Lakas-Kampi,248446
Cagayan,Provincial Vice-Governor,"Fausto, Leonides Noveno",Odi,Nacionalista Party,251936
Cagayan,Provincial Board Member,"Garcia, Romeo Sayson",Romy,Lakas-Kampi,45078
Cagayan,Provincial Board Member,"Pascual, Maria Olivia Bautista",Olive,Lakas-Kampi,63318
Cagayan,Provincial Board Member,"Ponce, Jean Alphonse Diesto",Aj Ponce,Independent,65968
Cagayan,Provincial Board Member,"Usita, Jessie Buncab",Jess,Nationalist People's Coalition,38626
Cagayan,Provincial Board Member,"Llopis, Joseph Mallillin",Jong,Lakas-Kampi,47905
Cagayan,Provincial Board Member,"Vargas, Melvin Jr. Kamatoy",Boy,Lakas-Kampi,79225
Cagayan,Provincial Board Member,"Abraham, Winnoco Reyes",Wino,Nacionalista Party,58197
Cagayan,Provincial Board Member,"Taguinod, Washington Maramag",Intoy,Nacionalista Party,60709
Cagayan,Provincial Board Member,"Perez, Victor Ventura",Totoy,Liberal Party,62339
Cagayan,Provincial Board Member,"Catabay-Lauigan, Mila P Anog",Mila,Lakas-Kampi,70354
Camarines Norte,Provincial Governor,"Tallado, Edgardo Angeles",Egay,Liberal Party,66784
Camarines Norte,Provincial Vice-Governor,"Pimentel, Jonah Pedro Guinto",Jonah,Lakas-Kampi,80898
Camarines Norte,Provincial Board Member,"Dasco, Edgar Enova",Egay,Liberal Party,34094
Camarines Norte,Provincial Board Member,"Parale, Godfrey Acero",Agap,Lakas-Kampi,35606
Camarines Norte,Provincial Board Member,"Pandi, Joeffrey Barcelona",Jef,Lakas-Kampi,35841
Camarines Norte,Provincial Board Member,"Lausin, Erwin Lacson",Wino,Lakas-Kampi,40028
Camarines Norte,Provincial Board Member,"Malubay, Teresita De Leon",Tessie,Lakas-Kampi,43930
Camarines Norte,Provincial Board Member,"Quinones, Gerardo Genorga",Gerry,Lakas-Kampi,35387
Camarines Norte,Provincial Board Member,"Pedron, Ligaya Lo",Gaying,Liberal Party,36569
Camarines Norte,Provincial Board Member,"Marmol, Romeo Robles",Kalbo,Liberal Party,44631
Camarines Norte,Provincial Board Member,"Gache, Rodolfo De Vera",Pol,Lakas-Kampi,49961
Camarines Norte,Provincial Board Member,"Herrera, Ruth Ferrer",Ruth,Lakas-Kampi,53961
Camarines Sur,Provincial Governor,"Villafuerte, Luis Raymund Jr. Favis",Lray,Nacionalista Party,400690
Camarines Sur,Provincial Vice-Governor,"Pena, FortUnited Negros Allianceto Carino",Ato,Nacionalista Party,303419
Camarines Sur,Provincial Board Member,"Senar, Warren Andaya",Warren,Nacionalista Party,32213
Camarines Sur,Provincial Board Member,"Nopra, Darius Sarmiento",Boboy,Nacionalista Party,47727
Camarines Sur,Provincial Board Member,"Hernandez, Romulo Ocampo",Mulo,Nacionalista Party,54230
Camarines Sur,Provincial Board Member,"Naval, Angel Garchitorena",Ange,Nacionalista Party,40508
Camarines Sur,Provincial Board Member,"Pante, Charina Fausto",Charie,Nationalist People's Coalition,50123
Camarines Sur,Provincial Board Member,"Velarde, Rosito Tan",Itoy,Nationalist People's Coalition,62743
Camarines Sur,Provincial Board Member,"LlagUnited Opposition, Emmanuel Fuentebella",Awel,Nationalist People's Coalition,76616
Camarines Sur,Provincial Board Member,"Espiritu, Rudito Jr. Panga",Nono,Nacionalista Party,66462
Camarines Sur,Provincial Board Member,"Oliva, Wilfredo Rex Cuba",Rex,Nacionalista Party,67650
Camarines Sur,Provincial Board Member,"Alfelor, Ruperto Rigoroso",Mcrupert,Lakas-Kampi,79390
Camiguin,Provincial Governor,"Romualdo, Jurdin Jesus Modina",Jj,Nationalist People's Coalition,34540
Camiguin,Provincial Vice-Governor,"Lasacar, Leo Gales",Leo,Lakas-Kampi,32567
Camiguin,Provincial Board Member,"Lobido, Hermogenes Boholano",Nene,Lakas-Kampi,17801
Camiguin,Provincial Board Member,"Penalosa, Eugenio Guidaben",Leloy,Lakas-Kampi,19815
Camiguin,Provincial Board Member,"Pacuribot, Jesus Diolanto",Jess,Lakas-Kampi,20256
Camiguin,Provincial Board Member,"Ladao, Jose Cultura",Joe,Lakas-Kampi,11126
Camiguin,Provincial Board Member,"Banaag, Periolo Torayno",George,Lakas-Kampi,11449
Camiguin,Provincial Board Member,"Lacerna, Virgilio Fajardo",Billy,Lakas-Kampi,11707
Capiz,Provincial Governor,"Tanco, Victor Arancillo",Vic,Liberal Party,189501
Capiz,Provincial Vice-Governor,"Contreras, Esteban Evan Bacero",Nonoy,Liberal Party,170340
Capiz,Provincial Board Member,"Magallanes, Eduardo Mabasa",Maga,Liberal Party,61800
Capiz,Provincial Board Member,"Ignacio, Roberto Villarruz",Bobby,Liberal Party,63484
Capiz,Provincial Board Member,"Fuentes-Bartolome, Remia Daliva",Rems,Liberal Party,68447
Capiz,Provincial Board Member,"ALapiang Manggagawaalbis, Blesilda Perez",Gingging,UK Capiz,69032
Capiz,Provincial Board Member,"Besa, Jonathan Bofill",Sonny,Liberal Party,69220
Capiz,Provincial Board Member,"Robles, Camilo Barrientos",Milo,Lakas-Kampi,49400
Capiz,Provincial Board Member,"Cruz-Am, Aldwin Amane",Dela-Cruz,Liberal Party,56153
Capiz,Provincial Board Member,"Layo, Jeffrey Leal",Jeff,Lakas-Kampi,56750
Capiz,Provincial Board Member,"Ardivilla, Ma Emile Mendez",Mimi,Lakas-Kampi,57916
Capiz,Provincial Board Member,"Magbanua, Jaime Oradia",Jamesmitang,Lakas-Kampi,61949
Catanduanes,Provincial Governor,"Cua, Joseph Chua",Boboy,Nacionalista Party,71813
Catanduanes,Provincial Vice-Governor,"Teves, Jose Jr Joson",Bong,Lakas-Kampi,53274
Catanduanes,Provincial Board Member,"Francisco, Jose Romeo Rubio",Sonny,Nationalist People's Coalition,25685
Catanduanes,Provincial Board Member,"Abundo, Shirley Araojo",Shirley,Lakas-Kampi,30401
Catanduanes,Provincial Board Member,"Zuniega, Rafael Creo",Raffy,Nacionalista Party,32555
Catanduanes,Provincial Board Member,"Asanza, Nel Bien",-,Independent,33987
Catanduanes,Provincial Board Member,"Tatel, Marilyn Tolledo",Malyn,Nationalist People's Coalition,18458
Catanduanes,Provincial Board Member,"Pereyra, Roger Francisco",Ger,Nacionalista Party,21082
Catanduanes,Provincial Board Member,"Santelices, Wilfredo Posada",Freding,Nacionalista Party,22158
Catanduanes,Provincial Board Member,"Tanael, Edwin Tawat",Edwin,Nacionalista Party,30606
Cavite,Provincial Governor,"Remulla, Juanito Victor, Jr Catibayan",Jonvic,Nacionalista Party,467323
Cavite,Provincial Vice-Governor,"Cantimbuhan, Recto Menez",Recto,Liberal Party,418373
Cavite,Provincial Board Member,"Enriquez, Ryan Reyes",Ryan,Aksyon,59162
Cavite,Provincial Board Member,"Chua, Dino Carlo Reyes",Dino,Nacionalista Party,67907
Cavite,Provincial Board Member,"Remulla, Rolando Sapanghila",Andoy,Nacionalista Party,63519
Cavite,Provincial Board Member,"Malvar, Edwin Esteban",Edwin,Liberal Party,70469
Cavite,Provincial Board Member,"Arguelles, Rodrigo Sr. Paredes",Digo,Liberal Party,45975
Cavite,Provincial Board Member,"Nato, Larry Boy Sayas",Larry,Liberal Party,46603
Cavite,Provincial Board Member,"Lara, Teofilo Banda",Rudy,Lakas-Kampi,88489
Cavite,Provincial Board Member,"Mangubat, Raul Rex Del Rosario",Rex,Lakas-Kampi,93597
Cavite,Provincial Board Member,"Velazco, Aristides Jose V. De Asis",Ari,Liberal Party,52470
Cavite,Provincial Board Member,"Amutan, Marcos Cabrera",Macoy,Lakas-Kampi,59780
Cavite,Provincial Board Member,"Ambagan, Albert Jr. Garces",Oj,Liberal Party,60402
Cavite,Provincial Board Member,"Arayata, Hermogenes III Cruz",Gengen,Liberal Party,84610
Cavite,Provincial Board Member,"Bencito, Irene De Padua",,Nacionalista Party,59427
Cavite,Provincial Board Member,"Ambion, Virgilio Tolentino",Ver,Liberal Party,64601
Cebu,Provincial Governor,"Garcia, Gwendolyn Fiel",Gwen,Lakas-Kampi,639587
Cebu,Provincial Vice-Governor,"Sanchez, Gregorio, Jr Gallarde",Greg,Liberal Party,543924
Cebu,Provincial Board Member,"Restauro, Sergio Bacus",Serrie,Nacionalista Party,63458
Cebu,Provincial Board Member,"Daan, Julian Bacus",Teban,Lakas-Kampi,156341
Cebu,Provincial Board Member,"Caminero, Wilfredo Sardido",Willy,Lakas-Kampi,77778
Cebu,Provincial Board Member,"Calderon, Peter J. Durano",Peter,Lakas-Kampi,83870
Cebu,Provincial Board Member,"Binghay, Alex Sanchez",Lex,Lakas-Kampi,92508
Cebu,Provincial Board Member,"Zambo, Caesar Ian G Rodriguez",Ian,Lakas-Kampi,95525
Cebu,Provincial Board Member,"Mondigo, Joven Jr. Jumao-As",Benjun,Lakas-Kampi,88340
Cebu,Provincial Board Member,"Shimura, Sun Judal",Sun,Lakas-Kampi,90548
Cebu,Provincial Board Member,"Sybico, Jude Thaddeus Durano",Jude,Bakud,103099
Cebu,Provincial Board Member,"Magpale, Agnes ALapiang Manggagawaendras",Agnes,Bakud,148317
Cebu,Provincial Board Member,"Sitoy, Arleigh Consular",Arleigh,Liberal Party,66746
Cebu,Provincial Board Member,"Ouano, Thadeo Zambo",Teddy,1 CEBU,81575
Compostela Valley,Provincial Governor,"Uy, Arturo Tao",Chiongkee,Lakas-Kampi,206920
Compostela Valley,Provincial Vice-Governor,"Gentugaya, Ramil Lao",Ramil,Lakas-Kampi,195909
