province,position,name,nickname,party_affiliation,votes_obtained
Aurora,Provincial Vice-Governor,"Noveras, Gerardo Angala",Jerry,Puwersa ng Masang Pilipino,34197
Aurora,Provincial Board Member,"Tangson, Mariano Calderon",Nano,Laban ng Demokratikong Pilipino,21844
Aurora,Provincial Board Member,"Padua, Oscar Wenceslao",Oca,Laban ng Demokratikong Pilipino,21219
Aurora,Provincial Board Member,"Ong, Pedro Jr. Montes",Bobong,-,20241
Aurora,Provincial Board Member,"Taay, Shierwin Halili",Weng,Laban ng Demokratikong Pilipino,16832
Aurora,Provincial Board Member,"Umingli, Angelo Enciso",Au,-,8903
Aurora,Provincial Board Member,"Valin, Denia Pena",Dinia,Laban ng Demokratikong Pilipino,16326
Aurora,Provincial Board Member,"Tolentino, Danilo Amansec",Danny,-,13685
Aurora,Provincial Board Member,"Cabauatan, Joselito Blanche",Joe,Laban ng Demokratikong Pilipino,12560
Aurora,Provincial Board Member,"Pascua, Renato Villena",Ato,Laban ng Demokratikong Pilipino,11158
Basilan,Provincial Governor,"Akbar, Jum Jainuddin",Jum,Liberal Party,71171
Basilan,Provincial Vice-Governor,"Sakkalahul, Al-Rasheed Ahmad MatUnited Negros Allianceng",Al,Liberal Party,78375
Basilan,Provincial Board Member,"Muarip, Candu Ismael",Sir Can,Liberal Party,22555
Basilan,Provincial Board Member,"Jilhani, Placido Sulay",Cido,Liberal Party,21318
Basilan,Provincial Board Member,"Alano, Yusop Tanduh",Sup,Liberal Party,21139
Basilan,Provincial Board Member,"Tupay, Miskuddin Sahi",Misty,Lakas-Christian Muslim Democrats,19814
Basilan,Provincial Board Member,"Tahajid, Abdulatip Arad",Hj Latip,Lakas-Christian Muslim Democrats,33899
Basilan,Provincial Board Member,"Pacio, MUnited Negros Alliancep Hassan",Mon,Lakas-Christian Muslim Democrats,29641
Basilan,Provincial Board Member,"Hantian, Ronie Ajijil",Ron,Liberal Party,28735
Basilan,Provincial Board Member,"Salain, Nasser Araja-A",Nash,Lakas-Christian Muslim Democrats,27737
Bataan,Provincial Governor,"Garcia, Enrique Jr. Tuason",Tet,Lakas-Christian Muslim Democrats,174743
Bataan,Provincial Vice-Governor,"Roman, Serafin Quiambao",Apin,Lakas-Christian Muslim Democrats-Kampi,144183
Bataan,Provincial Board Member,"Pascual, Efren Jr. Estanislao",Bondjong,Lakas-Christian Muslim Democrats,73416
Bataan,Provincial Board Member,"Izon, Rodolfo San Diego",Rod Izon,Lakas-Christian Muslim Democrats,58789
Bataan,Provincial Board Member,"Roman, Edward Cruz",Papo,Lakas-Christian Muslim Democrats,56764
Bataan,Provincial Board Member,"Miranda, Orlando Susi",Orling,Lakas-Christian Muslim Democrats,51653
Bataan,Provincial Board Member,"Ferrer, Gaudencio Corpus",Guding,Nationalist People's Coalition,49682
Bataan,Provincial Board Member,"Beltran, Manuel Naval",Manny,Lakas-Christian Muslim Democrats-Kampi,86250
Bataan,Provincial Board Member,"Calimbas, Edgardo Perez",Doc. Ed,Lakas-Christian Muslim Democrats-Kampi,77421
Bataan,Provincial Board Member,"Florendo, Eduard Gundran",Ed,Lakas-Christian Muslim Democrats-Kampi,70179
Bataan,Provincial Board Member,"Peliglorio, Angel Jr. Viray",Boboy,Nationalist People's Coalition,68666
Bataan,Provincial Board Member,"Roxas, Gerardo Roque",Jerry,Lakas-Christian Muslim Democrats-Kampi,62573
Batanes,Provincial Governor,"Castillejos, Telesforo Falces",Puro,Lakas-Christian Muslim Democrats,4893
Batanes,Provincial Vice-Governor,"AgsUnited Oppositiond, William Abanador",Willy,Lakas-Christian Muslim Democrats,4445
Batanes,Provincial Board Member,"Elica, Ferdinand Cultura",Ferdie,Lakas-Christian Muslim Democrats,2049
Batanes,Provincial Board Member,"Argonza, Alexander Elizarde",Alex,Lakas-Christian Muslim Democrats,1780
Batanes,Provincial Board Member,"Calagui, Albert Basco",Bert,Lakas-Christian Muslim Democrats,1723
Batanes,Provincial Board Member,"Abas, Milagros Juliet Figuro",Julie,Lakas-Christian Muslim Democrats,2172
Batanes,Provincial Board Member,"Villa, Ignacio Castro",Nanoy,Liberal Party,1837
Batanes,Provincial Board Member,"Delapa, Rogelio Castilar",Roger,Lakas-Christian Muslim Democrats,1617
Batangas,Provincial Governor,"Recto, Rosa ViLapiang Manggagawaa Santos",Ate Vi,Lakas-Christian Muslim Democrats,475740
Batangas,Provincial Vice-Governor,"Leviste, Jose Antonio Sermonia",Mark Leviste,Lakas-Christian Muslim Democrats-Kampi,334847
Batangas,Provincial Board Member,"Bausas, Benjamin Ignacio",Benjie,Lakas-Christian Muslim Democrats-Kampi,85752
Batangas,Provincial Board Member,"Rosales, Roman Huertas",Boy,Lakas-Christian Muslim Democrats,59288
Batangas,Provincial Board Member,"Berberabe, Godofredo Jr. Marcaida",Jun,Lakas-Christian Muslim Democrats-Kampi,100899
Batangas,Provincial Board Member,"Atienza, Joel Cantos",Joe,Lakas-Christian Muslim Democrats-Kampi,83820
Batangas,Provincial Board Member,"De Loyola, Florencio Abacan",Flor,Lakas-Christian Muslim Democrats-Kampi,68869
Batangas,Provincial Board Member,"Dimayuga, Ma Chona Maloles",Chona,Lakas-Christian Muslim Democrats,86624
Batangas,Provincial Board Member,"Balba, Rodolfo Matanguihan",Rudy,Lakas-Christian Muslim Democrats-Kampi,74261
Batangas,Provincial Board Member,"Bolilia, Amado Carlos IV Alzola",Caloy,Lakas-Christian Muslim Democrats,102229
Batangas,Provincial Board Member,"Virtusio, Mabelle Dimaculangan",Mabel,Lakas-Christian Muslim Democrats,98924
Batangas,Provincial Board Member,"Igarta, Marieta Baroja",-,-,68522
Benguet,Provincial Governor,"Fongwan, Nestor Bagtang",Nes,-,55802
Benguet,Provincial Vice-Governor,"Pacalso, Crescencio Carino",Cencio,-,65590
Benguet,Provincial Board Member,"Nazarro, Juan Jr. Molintas",Coy,Nationalist People's Coalition,20790
Benguet,Provincial Board Member,"Amuasen, Eddie Pis-Oy",Ed,-,17074
Benguet,Provincial Board Member,"Inso, Marciano Sr. Tanacio",Mars,-,16507
Benguet,Provincial Board Member,"Fianza, Alfonso Lorente",Ponso,-,15437
Benguet,Provincial Board Member,"Leon, Rogelio Polon",Rogel,Lakas-Christian Muslim Democrats-Kampi,37075
Benguet,Provincial Board Member,"Dangwa, Nelson Cagas",Nelson,-,35130
Benguet,Provincial Board Member,"Camsol, Apolinario Tino",Polon,Lakas-Christian Muslim Democrats,32876
Benguet,Provincial Board Member,"Cayat, Nardo Bestre",Nards,Laban ng Demokratikong Pilipino,31109
Benguet,Provincial Board Member,"Uy , Johnny Salasa",Johnny,Lakas-Christian Muslim Democrats-Kampi,28951
Benguet,Provincial Board Member,"Tingbaoen, Florence Belino",Flor,Lakas-Christian Muslim Democrats-Kampi,25089
Biliran,Provincial Governor,"Espina, Rogelio Jimenez",Roger,Lakas-Christian Muslim Democrats,43007
Biliran,Provincial Vice-Governor,"Curso, Lucila Corpin",Lucy,Lakas-Christian Muslim Democrats,24977
Biliran,Provincial Board Member,"Solite, Getolio Bernadas",Getol,Lakas-Christian Muslim Democrats,20054
Biliran,Provincial Board Member,"Kho, Ricardo Retuerto",Boboy,Lakas-Christian Muslim Democrats,18936
Biliran,Provincial Board Member,"Apolinar, Eden Sangon",Eden,Lakas-Christian Muslim Democrats,17712
Biliran,Provincial Board Member,"Sabitsana, Elizar Sabinay",Ely,Lakas-Christian Muslim Democrats,15687
Biliran,Provincial Board Member,"Enage, Gina Maria Batongbacal",Gina,Lakas-Christian Muslim Democrats,16615
Biliran,Provincial Board Member,"Tubis, Eriberto Jr. Dadizon",Boboy,Lakas-Christian Muslim Democrats,14885
Biliran,Provincial Board Member,"Sabornido, Rolando Ayoste",Boyet,Lakas-Christian Muslim Democrats,13578
Biliran,Provincial Board Member,"Gervacio, Orencio Talacay",Renz,Lakas-Christian Muslim Democrats,12900
Bohol,Provincial Governor,"Aumentado, Erico Boyles",Ric,Lakas-Christian Muslim Democrats,397849
Bohol,Provincial Vice-Governor,"Herrera, Julius Caesar Falar",Julius,Lakas-Christian Muslim Democrats,296153
Bohol,Provincial Board Member,"Lopez, Cesar Tomas Mozo",Yul,Partido Demokratiko Pilipino-Lakas-Christian Muslim Democrats ng Bayan,99694
Bohol,Provincial Board Member,"Damalerio, Alfonso II Rafols",Al,Lakas-Christian Muslim Democrats,77285
Bohol,Provincial Board Member,"Veloso, Jose Echavia",Dodong,Lakas-Christian Muslim Democrats,73612
Bohol,Provincial Board Member,"Tirol, Amalia Reyes",Mally,Lakas-Christian Muslim Democrats,87182
Bohol,Provincial Board Member,"Jumamoy, Josephine Socorro Salcedo",Roygie,Team Unity,78903
Bohol,Provincial Board Member,"Lejos, Ma Fe Tan/Camacho",Mafe,Lakas-Christian Muslim Democrats,65593
Bohol,Provincial Board Member,"Molina, Bienvenido Jr. Corre",Ben,Lakas-Christian Muslim Democrats,92015
Bohol,Provincial Board Member,"Galbreath, Ester Corazon Jamisola",Ason,Lakas-Christian Muslim Democrats,86376
Bohol,Provincial Board Member,"Trabajo, Josil Estur",Jing,Lakas-Christian Muslim Democrats,70202
Bohol,Provincial Board Member,"Piollo , Aster Apalisok",-,Lakas-Christian Muslim Democrats,53781
Bukidnon,Provincial Governor,"Zubiri, Jose Ma Jr. Rubin",Nonoy Joe,Lakas-Christian Muslim Democrats,323238
Bukidnon,Provincial Vice-Governor,"Calingasan, Alex Padua",Boy,Lakas-Christian Muslim Democrats,248106
Bukidnon,Provincial Board Member,"Pancrudo, Ben Pios",Boboy,Lakas-Christian Muslim Democrats,52058
Bukidnon,Provincial Board Member,"Quino, Clive Dadole",Clive,Lakas-Christian Muslim Democrats,41263
Bukidnon,Provincial Board Member,"Lago, Rogelio Sabio",Boy Lago,Lakas-Christian Muslim Democrats,35463
Bukidnon,Provincial Board Member,"Deticio, Roland Forcado",Bong,Lakas-Christian Muslim Democrats,82989
Bukidnon,Provincial Board Member,"Beltran, Nemesio Jr. Barroso",Jun,Lakas-Christian Muslim Democrats,77611
Bukidnon,Provincial Board Member,"Peduchi, Glenn Penaflorida",Bebot,Lakas-Christian Muslim Democrats,73695
Bukidnon,Provincial Board Member,"Pepito, Camilo Eduave",Milo,Lakas-Christian Muslim Democrats,67560
Bukidnon,Provincial Board Member,"Mabelin, Romeo Tan",Goming,Lakas-Christian Muslim Democrats,56366
Bukidnon,Provincial Board Member,"Macias, Anacleto Trumata",Clets,Lakas-Christian Muslim Democrats,54639
Bukidnon,Provincial Board Member,"Baguio, Alfeo Ungab",Alping,Lakas-Christian Muslim Democrats,54215
Bulacan,Provincial Governor,"Mendoza, Joselito Roxas",Jonjon,-,364566
Bulacan,Provincial Vice-Governor,"Sy-Alvarado, WilheLapiang Manggagawaino Manucdoc",Willy,Lakas-Christian Muslim Democrats,388440
Bulacan,Provincial Board Member,"Natividad, Christian Dionisio",Agila,-,109633
Bulacan,Provincial Board Member,"Cruz, Vicente Cabrera",Centi,-,79588
Bulacan,Provincial Board Member,"Laderas, Patrocinio Francisco",Pat,-,76296
Bulacan,Provincial Board Member,"Posadas, Ramon Rivera",Monet,-,115175
Bulacan,Provincial Board Member,"Arceo, Ariel Santos",Asa,-,70483
Bulacan,Provincial Board Member,"Viudez, Enrique II Violago",Boy Asac,-,76209
Bulacan,Provincial Board Member,"Sulit , Ernesto Salvador",Erning,-,72857
Bulacan,Provincial Board Member,"Sarmiento, Eulogio III Cordova",King,-,119060
Bulacan,Provincial Board Member,"Delos Santos, Enrique Jr. Angkiangco",Jonjon,-,116271
Bulacan,Provincial Board Member,"Santos, Glenn Bonifacio",Glenn,-,95583
Cagayan,Provincial Governor,"Antonio, Alvaro Trinidad",Bong,Lakas-Christian Muslim Democrats,175484
Cagayan,Provincial Vice-Governor,"Fausto, Leonides Noveno",Odi,Liberal Party,102309
Cagayan,Provincial Board Member,"Bacuyag, Jenerwin Cabaya",Erwin,Nationalist People's Coalition,50491
Cagayan,Provincial Board Member,"Puyaoan, Wilson Omotoy",Willy,Nationalist People's Coalition,48964
Cagayan,Provincial Board Member,"Alonzo, Arnold Austria",Aaa,Nationalist People's Coalition,33524
Cagayan,Provincial Board Member,"Vargas, Melvin Jr. Kamatoy",Boy,Lakas-Christian Muslim Democrats-Kampi,60454
Cagayan,Provincial Board Member,"Usita, Jessie Buncab",Jess,Nationalist People's Coalition,40334
Cagayan,Provincial Board Member,"Lara, Erwin Vicman Ramones",Erwin,Nationalist People's Coalition,32768
Cagayan,Provincial Board Member,"Perez, Victor Ventura",Totoy,Liberal Party,58280
Cagayan,Provincial Board Member,"Taguinod, Washington Maramag",Intoy,Nationalist People's Coalition,47385
Cagayan,Provincial Board Member,"Abraham, Winnoco Reyes",Wino,Liberal Party,41004
Cagayan,Provincial Board Member,"Alvarado, Rodolfo Guinocoy",Rudy,Liberal Party,34708
Camarines Norte,Provincial Governor,"Typoco, Jesus Jr. Ong Lo",Atoy,Lakas-Christian Muslim Democrats,80830
Camarines Norte,Provincial Vice-Governor,"Padilla, Roy Casimiro Jr. Aquino",Rpj,-,88598
Camarines Norte,Provincial Board Member,"Pimentel, Jonah Pedro Guinto",Jo,Lakas-Christian Muslim Democrats-Kampi,48031
Camarines Norte,Provincial Board Member,"Herrera, Ruth Ferrer",Doktora Ruth,United Opposition,45918
Camarines Norte,Provincial Board Member,"Segundo, Jose Tacalan",Buding,United Opposition,41398
Camarines Norte,Provincial Board Member,"Marmol, Romeo Robles",Kalbo,United Opposition,37169
Camarines Norte,Provincial Board Member,"Pedron, Ligaya Lo",Gaying,United Opposition,31086
Camarines Norte,Provincial Board Member,"Malubay, Teresita De Leon",Tessie,United Opposition,33865
Camarines Norte,Provincial Board Member,"Canlas, Arthur Michael Gabriel",Mike,Lakas-Christian Muslim Democrats-Kampi,31436
Camarines Norte,Provincial Board Member,"Pardo, Pamela Morfe",Pam,United Opposition,31367
Camarines Norte,Provincial Board Member,"Pandi, Joeffrey Barcelona",Kuya Jef,Lakas-Christian Muslim Democrats,30959
Camarines Norte,Provincial Board Member,"Tenorio, Elpidio Estranero",Elping,United Opposition,29568
Camarines Sur,Provincial Governor,"Villafuerte, Luis Raymundo Jr. Favis",Lray,Lakas-Christian Muslim Democrats,322716
Camarines Sur,Provincial Vice-Governor,"FortUnited Opposition, Salvio Balera",Sal,Lakas-Christian Muslim Democrats,228204
Camarines Sur,Provincial Board Member,"Hernandez, Romulo Ocampo",Mulo,Lakas-Christian Muslim Democrats,70028
Camarines Sur,Provincial Board Member,"Nopra, Darius Sarmiento",Boboy,Lakas-Christian Muslim Democrats,49595
Camarines Sur,Provincial Board Member,"Batalla, Carlo Magno Melgar",Carlo,KAMOI,38549
Camarines Sur,Provincial Board Member,"Pante, Charina Fausto",Charie,Lakas-Christian Muslim Democrats-Kampi,38827
Camarines Sur,Provincial Board Member,"Naval, Angel Garchitorena",Ange,Lakas-Christian Muslim Democrats,36352
Camarines Sur,Provincial Board Member,"LlagUnited Opposition, Emmanuel Fuentebella",Awel,Nationalist People's Coalition,49910
Camarines Sur,Provincial Board Member,"Pan, Marcel Salazar",Cel,Nationalist People's Coalition,46330
Camarines Sur,Provincial Board Member,"Alfelor, Ruperto Rigoroso",Mcrupert,-,58351
Camarines Sur,Provincial Board Member,"Espiritu, Rudito Jr. Panga",Nono,Lakas-Christian Muslim Democrats,49724
Camarines Sur,Provincial Board Member,"Oliva , Wilfredo Rex Cuba",Rex,Lakas-Christian Muslim Democrats,49181
Camiguin,Provincial Governor,"Romualdo, Jurdin Jesus Modina",Jj,Nationalist People's Coalition,25085
Camiguin,Provincial Vice-Governor,"Lasacar, Leo Gales",Leo,Lakas-Christian Muslim Democrats,20107
Camiguin,Provincial Board Member,"Pacuribot, Jesus Diolanto",Jess,Lakas-Christian Muslim Democrats,12452
Camiguin,Provincial Board Member,"Penalosa, Eugenio Guidaben",Liloy,-,11276
Camiguin,Provincial Board Member,"Lobido, Hermogenes Boholano",Nene,Lakas-Christian Muslim Democrats,9636
Camiguin,Provincial Board Member,"Roxas, Jose Estrada",Joe,Lakas-Christian Muslim Democrats,8542
Camiguin,Provincial Board Member,"Ladao, Jose Cultura",Joelads,Lakas-Christian Muslim Democrats,7436
Camiguin,Provincial Board Member,"Banaag, Periolo Torayno",George,Lakas-Christian Muslim Democrats,6912
Capiz,Provincial Governor,"Tanco, Victor Arancillo",-,Liberal Party,189509
Capiz,Provincial Vice-Governor,"Barredo, Felipe Bermejo",Dodoy,Liberal Party,150509
Capiz,Provincial Board Member,"Contreras, Esteban Evan Bacero",Nonoy Evan,Liberal Party,82585
Capiz,Provincial Board Member,"Locsin, Raymund Segovia",Mon,Liberal Party,78885
Capiz,Provincial Board Member,"Lastimoso, Rommel Roberto Sanchez",Lasti,Liberal Party,61773
Capiz,Provincial Board Member,"Martin, Enrique Villanueva",Ricky,Liberal Party,56687
Capiz,Provincial Board Member,"Bediones, Alfonso Jr. Alba",Bo,Liberal Party,55545
Capiz,Provincial Board Member,"Cruz-Am, Vincent Fritz Idemne",Fritz,Liberal Party,69004
Capiz,Provincial Board Member,"Ardivilla, Gilbert Opina",Bert,Liberal Party,53743
Capiz,Provincial Board Member,"Advincula, Winston Lopez",Boliboy,Liberal Party,52092
Capiz,Provincial Board Member,"Cantiller, Baden FUnited Negros Alliance",Dodong,Liberal Party,49768
Capiz,Provincial Board Member,"Martelino, Nenita Andaya",Nening,Liberal Party,48260
Catanduanes,Provincial Governor,"Cua, Joseph Chua",Boboy,Independent,53087
Catanduanes,Provincial Vice-Governor,"Aquino, Alfred Morales",Al,Independent,38820
Catanduanes,Provincial Board Member,"Tanael, Edwin Tawat",Ed,Lakas-Christian Muslim Democrats,26612
Catanduanes,Provincial Board Member,"Pereyra, Roger Francisco",Ger,Lakas-Christian Muslim Democrats,22066
Catanduanes,Provincial Board Member,"Tuplano, Romeo Olfindo",Romy,Lakas-Christian Muslim Democrats,20662
Catanduanes,Provincial Board Member,"Camano, Francisco Jr. Ted",Jun,Nationalist People's Coalition,18686
Catanduanes,Provincial Board Member,"Molina, Ariel Guerrero",Ayi,Nationalist People's Coalition,25845
Catanduanes,Provincial Board Member,"Abundo, Shirley Araojo",Shirley,Lakas-Christian Muslim Democrats,21915
Catanduanes,Provincial Board Member,"Popa, Natalio Jr. Camacho",Jun,Lakas-Christian Muslim Democrats,18627
Catanduanes,Provincial Board Member,"Asanza, Nel Bien",Neil,Nationalist People's Coalition,17385
Cavite,Provincial Governor,"Maliksi, Erineo Saquilayan",Ayong,Liberal Party,695220
Cavite,Provincial Vice-Governor,"Campana, Dencito Presa",Osboy,Liberal Party,563927
Cavite,Provincial Board Member,"Del Rosario, Cesario Jr. Ramos",Jun,-,107807
Cavite,Provincial Board Member,"Pagtakhan, Luis Toribio",Doc,Liberal Party,93728
Cavite,Provincial Board Member,"Enriquez, Restituto Torrijos",Resty,Lakas-Christian Muslim Democrats-Kampi,87765
Cavite,Provincial Board Member,"Advincula, Alex Lacson",Aa,Liberal Party,280188
Cavite,Provincial Board Member,"Arayata, Arleen Cruz",Arleen,Liberal Party,252344
Cavite,Provincial Board Member,"Catimbuhan, Recto Menez",Recto,Liberal Party,237310
Cavite,Provincial Board Member,"Del Rosario, Raymundo Arca",Munding,Liberal Party,235678
Cavite,Provincial Board Member,"Beratio, Eileen Riel",Eileen,Liberal Party,132109
Cavite,Provincial Board Member,"Ambion, Virgilio Tolentino",Vice Ver,Liberal Party,99345
Cavite,Provincial Board Member,"Tepora, Lope Diokno",Lope,Lakas-Christian Muslim Democrats,85599
Cebu,Provincial Governor,"Garcia, Gwendolyn Fiel",Gwen,-,757356
Cebu,Provincial Vice-Governor,"Sanchez, Gregorio Jr. Gallarde",Greg,-,636230
Cebu,Provincial Board Member,"Daan, Julian Bacus",Teban,-,93900
Cebu,Provincial Board Member,"Bolo, Juan Villavelez",John,-,83912
Cebu,Provincial Board Member,"Caminero, Wilfredo Sardido",Willy,-,71536
