cities,position,name,nickname,party_affiliation,votes_obtained
Ginatilan,Councilor,"Duterte, Karyn James Berongan",Karyn,Lakas-Kabalikat ng Malayang Pilipino,4535
Ginatilan,Councilor,"Mauro, Margarito Jr. Masayon",Etoy,Lakas-Kabalikat ng Malayang Pilipino,3241
Lapu- lapu City Opon,Mayor,"Radaza, Arturo Ompad",Boy,Lakas-Christian Muslim Democrats,61835
Lapu- lapu City Opon,Vice-Mayor,"Amores, Mario Ycong",Mar,Lakas-Christian Muslim Democrats,56637
Lapu- lapu City Opon,Councilor,"Gestopa, Alexander Jr. Mata",Junrey,Lakas-Christian Muslim Democrats,52498
Lapu- lapu City Opon,Councilor,"Chan, Junard  Quirante",Ahong,Lakas-Christian Muslim Democrats,55111
Lapu- lapu City Opon,Councilor,"Ycong, Marcial Abapo",Boy,Lakas-Christian Muslim Democrats,61204
Lapu- lapu City Opon,Councilor,"Pahang, Cornelio Abucejo",Nilo,Lakas-Christian Muslim Democrats,48309
Lapu- lapu City Opon,Councilor,"Pozon, Florito Tumulak",Floy,Lakas-Christian Muslim Democrats,42166
Lapu- lapu City Opon,Councilor,"Herrera, Efren Tumulak",Fren,Lakas-Kabalikat ng Malayang Pilipino,42280
Lapu- lapu City Opon,Councilor,"Cuizon, Eduardo Lumapas",Eddie,Lakas-Christian Muslim Democrats,44187
Lapu- lapu City Opon,Councilor,"Amman, Quennie Malingin",Quennie Malingin,Lakas-Christian Muslim Democrats,44619
Lapu- lapu City Opon,Councilor,"Potot, Rodolfo Patalinghug",Babon,Lakas-Christian Muslim Democrats,45977
Lapu- lapu City Opon,Councilor,"Gomez, Damian Jr. Tiro",Damgo,Lakas-Christian Muslim Democrats,52404
Madridejos,Mayor,"Dela Fuente, Salvador Serondo",Sm/Sally,-,7882
Madridejos,Mayor,"Fernandez, Socrates Cabigas",Soc,-,36356
Madridejos,Vice-Mayor,"Abarquez, Lani Zanoria",Lani,-,32448
Madridejos,Vice-Mayor,"Salazar, Doroteo Montederamos",Dodo,-,7970
Madridejos,Councilor,"Bacolod, Isaias Figuracion",Sayas,-,6369
Madridejos,Councilor,"Asentista, Recline Chiong",4Rs,-,5587
Madridejos,Councilor,"Odilao, Bernard Joseph Tabaquero",Bernard,Lakas-Kabalikat ng Malayang Pilipino-Alayon Alang sa Kalambu-an ng Kalinaw,27904
Madridejos,Councilor,"Restauro, Sergio Bacus",Serrie,Lakas-Kabalikat ng Malayang Pilipino-Alayon Alang sa Kalambu-an ng Kalinaw,29822
Madridejos,Councilor,"Rivera, Randolph Gillera",Randy,-,5358
Madridejos,Councilor,"Gabito, Emelita Pamolarco-Mates",Emie,-,6144
Madridejos,Councilor,"Rebadomia, Venice Cyrus Mata",Venoyr,-,6074
Madridejos,Councilor,"Santillan, Delfin Villaceran",Pisces,-,6931
Madridejos,Councilor,"Compra, Bernabe Sr. Millang",Nady,-,5886
Madridejos,Councilor,"Capala, Aaron Sr. Baclay",Ronnie,Lakas-Kabalikat ng Malayang Pilipino-Alayon Alang sa Kalambu-an ng Kalinaw,23539
Madridejos,Councilor,"Cabigas, Rodolfo Lastimosa",Rodi,Lakas-Kabalikat ng Malayang Pilipino-Alayon Alang sa Kalambu-an ng Kalinaw,29288
Madridejos,Councilor,"Bucao, Alan Genson",Alan,-,30110
Madridejos,Councilor,"Belleza, Shirley Cabanero",Shirl,-,29460
Madridejos,Councilor,"Basillote, Dennis Basalo",Dennis,-,27626
Madridejos,Councilor,"Bas, Arturo Alicante",Turo,-,28581
Madridejos,Councilor,"Alesna, Edward Satorre",Edward,-,21429
Madridejos,Councilor,"Abatayo, Sabeniano Tabay",Ben,Lakas-Kabalikat ng Malayang Pilipino-Alayon Alang sa Kalambu-an ng Kalinaw,28889
Madridejos,Councilor,"Villaruel, Salvador Jr. Marfa",Aking,-,6530
Malabuyoc,Mayor,"Creus, Daisy Lim",Daya,Lakas-Kabalikat ng Malayang Pilipino,6467
Malabuyoc,Vice-Mayor,"Creus, Lito Narciso Endrina",Lito,Nationalist People's Coalition,6786
Malabuyoc,Councilor,"Creus, Ely Narciso Endrina",Ely,Lakas-Kabalikat ng Malayang Pilipino,4307
Malabuyoc,Councilor,"Ortiz, Nemesio Allera",Eti Neme,Lakas-Kabalikat ng Malayang Pilipino,3385
Malabuyoc,Councilor,"Ponce, Atenogenes Cardines",Gene,Lakas-Kabalikat ng Malayang Pilipino,4727
Malabuyoc,Councilor,"Almeida, Elizabeth Lepatan",Inday Abeth,Lakas-Kabalikat ng Malayang Pilipino,4998
Malabuyoc,Councilor,"Sabac, Charito Creus",Dodong,Lakas-Kabalikat ng Malayang Pilipino,5174
Malabuyoc,Councilor,"Kho, Concesa Tabuco",Connie,Lakas-Kabalikat ng Malayang Pilipino,5398
Malabuyoc,Councilor,"Creus, Lito Narciso Jr. Lim",Junjun,Lakas-Kabalikat ng Malayang Pilipino,5561
Malabuyoc,Councilor,"Pimentel, Evodio Salazar",Boding,Lakas-Kabalikat ng Malayang Pilipino,3374
Mandaue City,Mayor,"Cortes, Jonas Cabungcal",Bong,Philippine Democratic Socialist Party,59808
Mandaue City,Vice-Mayor,"Fortuna, Carlo Pontico Cabahug",Carlo,Lakas-Christian Muslim Democrats-Lakas-Kabalikat ng Malayang Pilipino,57854
Mandaue City,Councilor,"Andaya, Beethoven Ceniza",Toben,Lakas-Christian Muslim Democrats-Lakas-Kabalikat ng Malayang Pilipino,45953
Mandaue City,Councilor,"Villanueva, Procopio Retuya",Copoy,Lakas-Christian Muslim Democrats-Lakas-Kabalikat ng Malayang Pilipino,43343
Mandaue City,Councilor,"Suico, Diosdado Perez",Daddie,Philippine Democratic Socialist Party,48371
Mandaue City,Councilor,"Rosal, Emiliano Morata",Tubig,Lakas-Christian Muslim Democrats-Lakas-Kabalikat ng Malayang Pilipino,43380
Mandaue City,Councilor,"Lumapas, Jimmy Cortes",Jim,-,41230
Mandaue City,Councilor,"Albano, Alfonso Sanchez",Dodong Boy,Lakas-Christian Muslim Democrats-Lakas-Kabalikat ng Malayang Pilipino,46807
Mandaue City,Councilor,"Cabahug, Editha Flores",Inday Edith,Lakas-Christian Muslim Democrats-Lakas-Kabalikat ng Malayang Pilipino,40967
Mandaue City,Councilor,"Borbajo, Ma Noeleen Mirasol",Leen,Lakas-Christian Muslim Democrats-Lakas-Kabalikat ng Malayang Pilipino,45289
Mandaue City,Councilor,"Biano, Victor Cortes",Vic,Lakas-Christian Muslim Democrats-Lakas-Kabalikat ng Malayang Pilipino,41417
Mandaue City,Councilor,"Ceniza, Jose Jefferson Codoy",Jp,Lakas-Christian Muslim Democrats-Lakas-Kabalikat ng Malayang Pilipino,43559
Medellin,Mayor,"Ramirez, Ricardo Rodriguez",Ricky,Lakas-Christian Muslim Democrats,10385
Medellin,Vice-Mayor,"Miranda, Michael Libarnes",Micmic,Lakas-Christian Muslim Democrats,10613
Medellin,Councilor,"Dublin, Jose Ventic",Joseph,Lakas-Christian Muslim Democrats,6609
Medellin,Councilor,"Mangubat, Conrado Villaflor",Dodong,Lakas-Christian Muslim Democrats,6839
Medellin,Councilor,"Olivar, Rene Carolasan",Kinoy,Lakas-Christian Muslim Democrats,6897
Medellin,Councilor,"Lim, Juan Alfonso Logrono",Al,Lakas-Kabalikat ng Malayang Pilipino,6941
Medellin,Councilor,"Villarin, Petronilo Sr. Doble",Pet,Lakas-Kabalikat ng Malayang Pilipino,7216
Medellin,Councilor,"Suan, Dioscoro Batusin",Silver Suan Diosing,Lakas-Kabalikat ng Malayang Pilipino,7357
Medellin,Councilor,"Pedroza, Rolando Navarro",Lando,Lakas-Christian Muslim Democrats,7497
Medellin,Councilor,"Ygot, Benjie V.",-,-,7865
Minglanilla,Mayor,"Selma, Eduardo Causin",Eddie,Lakas-Kabalikat ng Malayang Pilipino,21945
Minglanilla,Vice-Mayor,"Pena, Elenito Alidon",Lani,Lakas-Kabalikat ng Malayang Pilipino,19403
Minglanilla,Councilor,"Caumeran, Galileo Secretaria",Leon,Lakas-Kabalikat ng Malayang Pilipino,15033
