Particular,A031,A032,A033,A034,A035,A036,A037,A038,A040,A041,A042,A960,Total
          Advanced Science and Technology Institute,0,0,0,0,0,"15,000",0,0,0,0,0,0,"15,000"
          Food and Nutrition Research Institute,0,0,0,0,"15,000",792,0,"1,000","13,208",0,0,0,"30,000"
          Forest Products Research and Development Institute,0,0,0,0,"8,800",0,0,0,"2,435",0,0,0,"11,235"
          Industrial Technology Development Institute,0,0,0,0,"15,300",920,0,0,"5,080",0,0,0,"21,300"
          Metals Industry Research and Development Center,0,0,0,0,"10,850",0,0,0,0,0,0,0,"10,850"
          National Academy of Science and Technology,0,0,0,0,0,180,0,0,0,0,0,0,180
          National Research Council of the Philippines,0,0,0,0,0,"7,130",0,0,0,0,0,0,"7,130"
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,
                Astronomical Services Administration,0,0,0,0,"65,000","49,547",0,"10,650","518,474",0,0,0,"643,671"
"          Philippine Council for Agriculture, Aquatic",,,,,,,,,,,,,
                and Natural Resources Research and Development,0,0,0,"3,200","2,500","2,766",0,0,0,0,0,0,"8,466"
          Philippine Council for Health Research and Development,0,0,0,0,0,500,0,0,0,0,0,0,500
"          Philippine Council for Industry, Energy and",,,,,,,,,,,,,
                Emerging Technology Research and Development,0,0,0,0,0,"1,000",0,0,0,0,0,0,"1,000"
          Philippine Institute of Volcanology and Seismology,0,0,0,0,"35,800","3,619",0,"2,200","25,000",0,0,0,"66,619"
          Philippine Nuclear Research Institute,0,0,0,0,"20,000","2,085",0,0,"8,915",0,0,0,"31,000"
          Philippine Science High School,0,0,0,"49,000","155,300","11,645",0,0,"8,155",0,0,0,"224,100"
          Philippine Textile Research Institute,0,0,0,0,"6,000",0,0,0,0,0,0,0,"6,000"
          Science Education Institute,0,0,0,0,0,300,0,900,0,0,0,0,"1,200"
          Technology Application and Promotion Institute,0,"10,000",0,0,"1,000",0,0,0,0,0,0,0,"11,000"
,,,,,,,,,,,,,
     Department of Social Welfare and Development,0,0,0,0,0,"5,677",0,0,0,0,0,0,"5,677"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"1,928",0,0,0,0,0,0,"1,928"
          Council for the Welfare of Children,0,0,0,0,0,"1,275",0,0,0,0,0,0,"1,275"
          Inter-Country Adoption Board,0,0,0,0,0,575,0,0,0,0,0,0,575
          National Council on Disability Affairs,0,0,0,0,0,"1,899",0,0,0,0,0,0,"1,899"
,,,,,,,,,,,,,
     Department of Tourism,0,0,0,"63,494","264,500","58,055",0,0,0,0,0,0,"386,049"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"189,500","44,366",0,0,0,0,0,0,"233,866"
          National Parks Development Committee,0,0,0,"63,494","75,000","13,689",0,0,0,0,0,0,"152,183"
,,,,,,,,,,,,,
     Department of Trade and Industry,0,0,0,0,0,"40,862",0,0,0,0,0,0,"40,862"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"31,700",0,0,0,0,0,0,"31,700"
          Board of Investments,0,0,0,0,0,"3,500",0,0,0,0,0,0,"3,500"
          Construction Industry Authority of the Philippines,0,0,0,0,0,"4,414",0,0,0,0,0,0,"4,414"
          Product Development and Design Center of the Philippines,0,0,0,0,0,"1,248",0,0,0,0,0,0,"1,248"
,,,,,,,,,,,,,
     Department of Transportation and Communications,0,0,0,"85,000","916,704","1,562,990",0,"2,112,615","160,458","13,095,171",0,0,"17,932,938"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"85,000","361,000","1,521,018",0,"2,080,915","4,310","12,760,097",0,0,"16,812,340"
          Civil Aeronautics Board,0,0,0,0,0,"5,000",0,0,0,0,0,0,"5,000"
          Maritime Industry Authority,0,0,0,0,"300,000",100,0,"27,300",0,0,0,0,"327,400"
          Office of Transportation Cooperatives,0,0,0,0,0,85,0,"1,000",0,0,0,0,"1,085"
          Office for Transportation Security,0,0,0,0,0,0,0,0,"100,000",0,0,0,"100,000"
          Philippine Coast Guard,0,0,0,0,"255,704","35,996",0,0,"55,308","335,074",0,0,"682,082"
          Toll Regulatory Board,0,0,0,0,0,791,0,"3,400",840,0,0,0,"5,031"
,,,,,,,,,,,,,
     National Economic and Development Authority,"7,000",0,0,"5,556","39,565","98,716",0,"3,200",0,0,0,0,"154,037"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Director-General,0,0,0,0,"39,565","9,400",0,0,0,0,0,0,"48,965"
          National Statistical Coordination Board,0,0,0,0,0,"1,088",0,"1,200",0,0,0,0,"2,288"
          National Statistics Office,0,0,0,"5,556",0,"88,228",0,0,0,0,0,0,"93,784"
          Public-Private Partnership Center of the Philippines,0,0,0,0,0,0,0,"2,000",0,0,0,0,"2,000"
          Statistical Research and Training Center,"7,000",0,0,0,0,0,0,0,0,0,0,0,"7,000"
,,,,,,,,,,,,,
     Presidential Communications Operations Office,0,0,0,0,0,"8,660",0,"13,095","132,213",0,0,0,"153,968"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Presidential Communications Operations Office (Proper),0,0,0,0,0,0,0,"4,330",0,0,0,0,"4,330"
          Bureau of Broadcast Services,0,0,0,0,0,0,0,0,"40,400",0,0,0,"40,400"
          Bureau of Communications Services,0,0,0,0,0,500,0,0,"13,100",0,0,0,"13,600"
          News and Information Bureau,0,0,0,0,0,0,0,"2,850",0,0,0,0,"2,850"
          Philippine Information Agency,0,0,0,0,0,"7,907",0,"5,915",0,0,0,0,"13,822"
          Presidential Broadcast Staff (RTVM),0,0,0,0,0,253,0,0,"78,713",0,0,0,"78,966"
,,,,,,,,,,,,,
     Other Executive Offices,"7,500",0,0,0,"481,809","409,177",750,"34,209","270,569","316,728",0,0,"1,520,742"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Commission on Filipinos Overseas,0,0,0,0,0,"4,548",0,"1,245",0,0,0,0,"5,793"
          Commission on Higher Education,0,0,0,0,"5,000","258,800",0,0,"258,000",0,0,0,"521,800"
          Dangerous Drugs Board,0,0,0,0,0,0,0,"1,300",0,0,0,0,"1,300"
          Energy Regulatory Commission,0,0,0,0,"208,915",800,0,0,0,0,0,0,"209,715"
          Film Development Council of the Philippines,0,0,0,0,0,930,0,0,"2,784",0,0,0,"3,714"
          Games and Amusements Board,0,0,0,0,"5,971","1,902",0,0,191,0,0,0,"8,064"
          Housing and Land Use Regulatory Board,0,0,0,0,0,"1,339",0,0,0,0,0,0,"1,339"
          Housing and Urban Development Coordinating Council,0,0,0,0,0,"1,409",0,0,0,0,0,0,"1,409"
          Governance Commission for Government-Owned,,,,,,,,,,,,,
                and Controlled Corporations,0,0,0,0,"51,100",0,0,0,0,0,0,0,"51,100"
          Mindanao Development Authority,0,0,0,0,0,"4,105",0,"4,800",0,0,0,0,"8,905"
          Movie and Television Review and,,,,,,,,,,,,,
                Classification Board,0,0,0,0,"7,518","4,955",0,0,0,0,0,0,"12,473"
          National Anti-Poverty Commission,0,0,0,0,0,"1,065",0,0,0,0,0,0,"1,065"
          Climate Change Commission,0,0,0,0,0,"3,500",0,"5,900",0,0,0,0,"9,400"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,
                     Arts (Proper),"7,500",0,0,0,"1,805","1,001",0,"3,000",0,0,0,0,"13,306"
               National Historical Commission of the,,,,,,,,,,,,,
                     Philippines (National Historical Institute),0,0,0,0,"184,500",939,0,0,0,0,0,0,"185,439"
               National Library of the Philippines,0,0,0,0,"5,000","16,000",0,0,0,0,0,0,"21,000"
               National Archives of the Philippines,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,
                     Archives Office),0,0,0,0,"12,000",0,0,0,0,0,0,0,"12,000"
          National Commission on Indigenous Peoples,0,0,0,0,0,"33,941",0,0,0,0,0,0,"33,941"
          National Intelligence Coordinating Agency,0,0,0,0,0,"1,630",0,0,0,0,0,0,"1,630"
          National Security Council,0,0,0,0,0,"26,214",0,0,0,0,0,0,"26,214"
          National Commission on Muslim Filipinos,,,,,,,,,,,,,
                (Office on Muslim Affairs),0,0,0,0,0,0,0,"2,000",0,0,0,0,"2,000"
          National Telecommunications Commission,0,0,0,0,0,"7,000",0,0,0,0,0,0,"7,000"
          Philippine Commission on Women (National,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),0,0,0,0,0,810,0,0,0,0,0,0,810
          Pasig River Rehabilitation Commission,0,0,0,0,0,"3,860",0,734,0,"316,728",0,0,"321,322"
          Philippine Drug Enforcement Agency,0,0,0,0,0,0,750,"11,000","9,594",0,0,0,"21,344"
          Presidential Commission for the Urban Poor,0,0,0,0,0,0,0,"2,000",0,0,0,0,"2,000"
          Presidential Legislative Liaison Office,0,0,0,0,0,"1,000",0,"2,230",0,0,0,0,"3,230"
          Presidential Management Staff,0,0,0,0,0,"33,429",0,0,0,0,0,0,"33,429"
,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,0,0,0,0,"2,800","1,800",0,0,"1,900","1,564,611",0,0,"1,571,111"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Autonomous Regional Government in Muslim Mindanao,0,0,0,0,"2,800","1,800",0,0,"1,900","1,564,611",0,0,"1,571,111"
,,,,,,,,,,,,,
     The Judiciary,0,0,0,0,"82,493","162,125",0,"15,000",0,0,0,0,"259,618"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,
                Lower Courts,0,0,0,0,0,"159,500",0,0,0,0,0,0,"159,500"
          Sandiganbayan,0,0,0,0,"82,493","2,625",0,"1,000",0,0,0,0,"86,118"
          Court of Appeals,0,0,0,0,0,0,0,"14,000",0,0,0,0,"14,000"
,,,,,,,,,,,,,
     Civil Service Commission,0,0,0,0,0,"3,612",0,"2,427",0,0,0,0,"6,039"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Civil Service Commission,0,0,0,0,0,0,0,"2,427",0,0,0,0,"2,427"
               Career Executive Service Board,0,0,0,0,0,"3,612",0,0,0,0,0,0,"3,612"
,,,,,,,,,,,,,
     Commission on Audit,0,0,0,0,"14,496","118,054",0,"42,470","28,310",0,0,0,"203,330"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Office of the Ombudsman,0,0,0,"16,122",0,"57,979",0,0,0,0,0,0,"74,101"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Commission on Human Rights,0,0,0,0,0,700,0,944,0,0,0,0,"1,644"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
SPECIAL PURPOSE FUNDS,"3,296,495",0,0,0,"13,175,077","1,060,000",0,0,"2,282,988","26,526,320",0,"26,500,000","72,840,880"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,"2,022,700",0,0,0,0,0,0,0,0,0,0,"26,500,000","28,522,700"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Department of Tourism,"250,000",0,0,0,0,0,0,0,0,0,0,0,"250,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Tourism Promotions Board,"250,000",0,0,0,0,0,0,0,0,0,0,0,"250,000"
,,,,,,,,,,,,,
          Department of Trade and Industry,"277,500",0,0,0,0,0,0,0,0,0,0,0,"277,500"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Aurora Pacific Economic Zone and,,,,,,,,,,,,,
                     Freeport Authority (formerly ASEZA),"277,500",0,0,0,0,0,0,0,0,0,0,0,"277,500"
,,,,,,,,,,,,,
          Other Executive Offices,"1,495,200",0,0,0,0,0,0,0,0,0,0,0,"1,495,200"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Authority of the Freeport Area of Bataan,"100,000",0,0,0,0,0,0,0,0,0,0,0,"100,000"
               Cagayan Economic Zone Authority,"895,200",0,0,0,0,0,0,0,0,0,0,0,"895,200"
               Home Guaranty Corporation,"500,000",0,0,0,0,0,0,0,0,0,0,0,"500,000"
,,,,,,,,,,,,,
          Net Lending,0,0,0,0,0,0,0,0,0,0,0,"26,500,000","26,500,000"
,,,,,,,,,,,,,
     Allocation to Local Government Units,0,0,0,0,0,0,0,0,0,"281,000",0,0,"281,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Metropolitan Manila Development Authority,0,0,0,0,0,0,0,0,0,"281,000",0,0,"281,000"
,,,,,,,,,,,,,
     Calamity Fund,0,0,0,0,0,0,0,0,0,"4,050,000",0,0,"4,050,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Contingent Fund,0,0,0,0,"260,000",0,0,0,0,0,0,0,"260,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Department of Education - School Building Program,0,0,0,0,"940,000","60,000",0,0,0,0,0,0,"1,000,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     E-Government Fund,0,0,0,0,0,"1,000,000",0,0,0,0,0,0,"1,000,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     International Commitments Fund,"1,273,795",0,0,0,0,0,0,0,0,0,0,0,"1,273,795"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Priority Social and Economic Projects Fund,0,0,0,0,"11,975,077",0,0,0,"2,282,988","5,012,320",0,0,"19,270,385"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Priority Development Assistance Fund,0,0,0,0,0,0,0,0,0,"17,183,000",0,0,"17,183,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
GRAND TOTAL,"8,448,995","2,010,000","45,340","2,364,257","23,148,179","8,690,750","1,088","6,758,092","13,852,110","230,259,410","3,123,612","26,500,000","325,201,833"
