Particular,A031,A032,A033,A034,A035,A036,A037,A038,A040,A041,A042,A960,Total
          Philippine Carabao Center,0,0,"135,980",0,"34,000","2,400",0,"21,600","34,000",0,0,0,"227,980"
          Philippine Center for Postharvest Development,,,,,,,,,,,,,
                and Mechanization,0,0,0,0,"8,000",0,0,0,"18,610",0,0,0,"26,610"
,,,,,,,,,,,,,
     Department of Budget and Management,0,0,0,0,"10,698","79,778",0,"2,600",0,0,0,0,"93,076"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"10,698","79,578",0,"1,600",0,0,0,0,"91,876"
          Government Procurement Policy Board -,,,,,,,,,,,,,
                Technical Support Office,0,0,0,0,0,200,0,"1,000",0,0,0,0,"1,200"
,,,,,,,,,,,,,
     Department of Education,0,0,0,"65,796","16,738,599","2,491,253",0,0,"645,714",0,0,0,"19,941,362"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"65,796","16,646,229","2,487,437",0,0,"645,009",0,0,0,"19,844,471"
          National Council for Children's Television,0,0,0,0,0,200,0,0,0,0,0,0,200
          National Museum,0,0,0,0,"92,370","3,121",0,0,0,0,0,0,"95,491"
          Philippine High School for the Arts,0,0,0,0,0,495,0,0,705,0,0,0,"1,200"
,,,,,,,,,,,,,
     State Universities and Colleges,0,0,0,0,0,0,0,0,"190,000",0,0,0,"190,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          NATIONAL CAPITAL REGION,0,0,0,0,0,0,0,0,"190,000",0,0,0,"190,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               University of the Philippines System,0,0,0,0,0,0,0,0,"190,000",0,0,0,"190,000"
,,,,,,,,,,,,,
     Department of Energy,0,0,0,"40,000","66,000","84,228",0,"5,796,935","1,115,000","284,000",0,0,"7,386,163"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"40,000","66,000","84,228",0,"5,796,935","1,115,000","284,000",0,0,"7,386,163"
,,,,,,,,,,,,,
     Department of Environment and Natural Resources,0,0,0,"403,668","419,880","413,528",0,"87,707","410,516",0,"1,495,302",0,"3,230,601"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"377,768","358,480","352,557",0,"8,428","135,245",0,"1,495,302",0,"2,727,780"
          Environmental Management Bureau,0,0,0,0,"59,400",0,0,"6,400","172,471",0,0,0,"238,271"
          Mines and Geo-Sciences Bureau,0,0,0,"25,900","2,000","16,171",0,"5,179","63,150",0,0,0,"112,400"
          National Mapping and Resource Information Authority,0,0,0,0,0,"43,912",0,"67,700","39,650",0,0,0,"151,262"
          National Water Resources Board,0,0,0,0,0,540,0,0,0,0,0,0,540
          Palawan Council for Sustainable Development Staff,0,0,0,0,0,348,0,0,0,0,0,0,348
,,,,,,,,,,,,,
     Department of Finance,0,"11,385","151,537","66,771","689,131","1,392,562",0,"2,200","84,993","651,705","26,989",0,"3,077,273"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,"11,385","151,537","66,571","205,897","14,600",0,0,"53,976","651,705","26,989",0,"1,182,660"
          Bureau of Customs,0,0,0,0,0,"740,240",0,0,0,0,0,0,"740,240"
          Bureau of Internal Revenue,0,0,0,0,"273,132","434,431",0,0,0,0,0,0,"707,563"
          Bureau of Local Government Finance,0,0,0,0,0,"3,250",0,0,0,0,0,0,"3,250"
          Bureau of the Treasury,0,0,0,0,0,"88,980",0,0,0,0,0,0,"88,980"
          Cooperative Development Authority,0,0,0,0,"30,000",0,0,"2,200",0,0,0,0,"32,200"
          Insurance Commission,0,0,0,0,0,"73,935",0,0,0,0,0,0,"73,935"
          Securities and Exchange Commission,0,0,0,200,"180,102","37,126",0,0,"31,017",0,0,0,"248,445"
,,,,,,,,,,,,,
     Department of Foreign Affairs,0,0,0,0,"433,871",255,0,"57,810",0,0,0,0,"491,936"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"433,871",0,0,"57,000",0,0,0,0,"490,871"
          Foreign Service Institute,0,0,0,0,0,200,0,810,0,0,0,0,"1,010"
          Technical Cooperation Council of the Philippines,0,0,0,0,0,55,0,0,0,0,0,0,55
,,,,,,,,,,,,,
     Department of Health,0,0,0,0,"6,908,852","151,750",0,0,"1,478,247",0,0,0,"8,538,849"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"6,899,753","150,000",0,0,"1,478,247",0,0,0,"8,528,000"
          Commission on Population,0,0,0,0,"3,099",0,0,0,0,0,0,0,"3,099"
          National Nutrition Council,0,0,0,0,"6,000","1,750",0,0,0,0,0,0,"7,750"
,,,,,,,,,,,,,
     Department of the Interior and Local Government,0,0,0,0,"322,158",0,0,"628,022","2,103,318","770,000",0,0,"3,823,498"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,0,0,0,0,"770,000",0,0,"770,000"
          Bureau of Fire Protection,0,0,0,0,"164,000",0,0,0,"687,330",0,0,0,"851,330"
          Bureau of Jail Management and Penology,0,0,0,0,"39,458",0,0,0,"41,510",0,0,0,"80,968"
          Philippine National Police,0,0,0,0,"100,000",0,0,"625,522","1,374,478",0,0,0,"2,100,000"
          Philippine Public Safety College,0,0,0,0,"18,700",0,0,"2,500",0,0,0,0,"21,200"
,,,,,,,,,,,,,
     Department of Justice,0,0,0,0,"173,483","60,475",0,"31,982","26,016",0,0,0,"291,956"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"100,000","20,475",0,"19,658","8,689",0,0,0,"148,822"
          Bureau of Corrections,0,0,0,0,"23,483",0,0,"1,524","10,853",0,0,0,"35,860"
          Bureau of Immigration,0,0,0,0,0,"10,000",0,0,0,0,0,0,"10,000"
          Land Registration Authority,0,0,0,0,"10,000","20,000",0,0,0,0,0,0,"30,000"
          National Bureau of Investigation,0,0,0,0,0,"10,000",0,"10,800","6,474",0,0,0,"27,274"
          Office of the Solicitor General,0,0,0,0,"40,000",0,0,0,0,0,0,0,"40,000"
,,,,,,,,,,,,,
     Department of Labor and Employment,0,0,0,"24,663","70,225","180,026",0,"35,800","27,010",0,0,0,"337,724"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"5,000","27,343",0,"18,000",0,0,0,0,"50,343"
          Institute for Labor Studies,0,0,0,0,0,"1,336",0,900,0,0,0,0,"2,236"
          National Conciliation and Mediation Board,0,0,0,0,0,"14,444",0,0,0,0,0,0,"14,444"
          National Labor Relations Commission,0,0,0,0,0,0,0,"1,800",0,0,0,0,"1,800"
          National Maritime Polytechnic,0,0,0,0,"15,700","5,440",0,0,"27,010",0,0,0,"48,150"
          National Wages and Productivity Commission,0,0,0,0,0,"28,838",0,"4,500",0,0,0,0,"33,338"
          Philippine Overseas Employment Administration,0,0,0,0,"12,700","3,500",0,0,0,0,0,0,"16,200"
          Professional Regulation Commission,0,0,0,"24,663","26,825","89,125",0,"10,600",0,0,0,0,"151,213"
          Technical Education and Skills Development Authority,0,0,0,0,"10,000","10,000",0,0,0,0,0,0,"20,000"
,,,,,,,,,,,,,
     Department of National Defense,0,0,0,"30,000","270,031","18,679",0,"209,150","5,299,742","31,276",0,0,"5,858,878"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          DND Proper (Office of the Secretary),0,0,0,0,"104,600",0,0,"70,000","57,900",0,0,0,"232,500"
          Government Arsenal,0,0,0,0,0,0,0,0,"26,367",0,0,0,"26,367"
          Philippine Veterans Affairs Office,0,0,0,0,"33,000",0,0,0,0,0,0,0,"33,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Veterans Memorial Medical Center,0,0,0,0,"33,000",0,0,0,0,0,0,0,"33,000"
,,,,,,,,,,,,,
          Armed Forces of the Philippines,0,0,0,"30,000","132,431","18,679",0,"139,150","5,215,475","31,276",0,0,"5,567,011"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Philippine Army (Land Forces),0,0,0,0,"45,108","6,669",0,"12,910","93,983",0,0,0,"158,670"
               Philippine Air Force (Air Force),0,0,0,0,"40,000",0,0,"104,050","36,200",0,0,0,"180,250"
               Philippine Navy (Naval Forces),0,0,0,"30,000",0,"3,530",0,"14,850","77,192","31,276",0,0,"156,848"
"               General Headquarters, AFP and AFP Wide",,,,,,,,,,,,,
                     Service Support Units (AFPWSSUS),0,0,0,0,"47,323","8,480",0,"7,340","5,008,100",0,0,0,"5,071,243"
,,,,,,,,,,,,,
     Department of Public Works and Highways,0,0,0,0,0,"15,870",0,"4,608",0,"109,594,610",0,0,"109,615,088"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"15,870",0,"4,608",0,"109,594,610",0,0,"109,615,088"
,,,,,,,,,,,,,
     Department of Science and Technology,0,"10,000",0,"56,482","313,013","162,672",0,"10,200","430,385",0,0,0,"982,752"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"7,500","64,790",0,0,0,"72,170",0,0,0,"144,460"
          Advanced Science and Technology Institute,0,0,0,0,"10,100","11,045",0,0,0,0,0,0,"21,145"
          Food and Nutrition Research Institute,0,0,0,0,"35,000",0,0,0,"12,902",0,0,0,"47,902"
          Forest Products Research and Development Institute,0,0,0,0,"1,332",0,0,0,0,0,0,0,"1,332"
          Information and Communications Technology Office,0,0,0,0,0,0,0,"1,300",0,0,0,0,"1,300"
          Metals Industry Research and Development Center,0,0,0,"5,000","7,500","2,590",0,"1,200","18,804",0,0,0,"35,094"
          National Academy of Science and Technology,0,0,0,0,0,178,0,100,0,0,0,0,278
          National Research Council of the Philippines,0,0,0,0,0,669,0,0,0,0,0,0,669
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,
                Astronomical Services Administration,0,0,0,"2,982","8,644","134,000",0,"4,000","264,190",0,0,0,"413,816"
"          Philippine Council for Agriculture, Aquatic",,,,,,,,,,,,,
                and Natural Resources Research and Development,0,0,0,0,0,"1,495",0,0,0,0,0,0,"1,495"
          Philippine Council for Health Research and Development,0,0,0,0,"4,100","1,090",0,0,0,0,0,0,"5,190"
"          Philippine Council for Industry, Energy and",,,,,,,,,,,,,
                Emerging Technology Research and Development,0,0,0,0,0,"1,000",0,0,0,0,0,0,"1,000"
          Philippine Institute of Volcanology and Seismology,0,0,0,0,"6,940","6,205",0,"2,700","53,840",0,0,0,"69,685"
          Philippine Nuclear Research Institute,0,0,0,0,0,0,0,0,"8,479",0,0,0,"8,479"
          Philippine Science High School,0,0,0,"41,000","170,334","4,100",0,0,0,0,0,0,"215,434"
          Philippine Textile Research Institute,0,0,0,0,"3,273",0,0,0,0,0,0,0,"3,273"
          Science Education Institute,0,0,0,0,0,300,0,900,0,0,0,0,"1,200"
          Technology Application and Promotion Institute,0,"10,000",0,0,"1,000",0,0,0,0,0,0,0,"11,000"
,,,,,,,,,,,,,
     Department of Social Welfare and Development,0,0,0,0,0,"185,371",0,900,20,0,0,0,"186,291"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"182,601",0,0,20,0,0,0,"182,621"
          Council for the Welfare of Children,0,0,0,0,0,365,0,0,0,0,0,0,365
          Inter-Country Adoption Board,0,0,0,0,0,740,0,0,0,0,0,0,740
          National Council on Disability Affairs,0,0,0,0,0,"1,665",0,0,0,0,0,0,"1,665"
          National Youth Commission,0,0,0,0,0,0,0,900,0,0,0,0,900
,,,,,,,,,,,,,
     Department of Tourism,0,0,0,"90,000",0,0,0,0,0,0,0,0,"90,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          National Parks Development Committee,0,0,0,"90,000",0,0,0,0,0,0,0,0,"90,000"
,,,,,,,,,,,,,
     Department of Trade and Industry,0,0,0,"3,000","18,400","61,080",0,0,0,0,0,0,"82,480"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"42,000",0,0,0,0,0,0,"42,000"
          Philippine Trade Training Center,0,0,0,"3,000","18,400","18,540",0,0,0,0,0,0,"39,940"
          Product Development and Design Center of the Philippines,0,0,0,0,0,540,0,0,0,0,0,0,540
,,,,,,,,,,,,,
     Department of Transportation and Communications,0,0,0,"328,500","1,759,876","451,315",0,"4,061,184","789,612","13,982,271",0,0,"21,372,758"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"328,500","1,759,876","442,415",0,"3,898,184","702,355","13,982,271",0,0,"21,113,601"
          Civil Aeronautics Board,0,0,0,0,0,"5,000",0,0,0,0,0,0,"5,000"
          Office of Transportation Cooperatives,0,0,0,0,0,100,0,0,0,0,0,0,100
          Office for Transportation Security,0,0,0,0,0,0,0,0,"50,000",0,0,0,"50,000"
          Philippine Coast Guard,0,0,0,0,0,"3,800",0,"163,000","37,257",0,0,0,"204,057"
,,,,,,,,,,,,,
     National Economic and Development Authority,"7,000",0,0,0,"10,000","15,009",0,"9,000",0,0,0,0,"41,009"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Director-General,0,0,0,0,"10,000","9,400",0,"3,600",0,0,0,0,"23,000"
          National Statistical Coordination Board,0,0,0,0,0,756,0,0,0,0,0,0,756
          Public-Private Partnership Center of the Philippines,0,0,0,0,0,"3,000",0,"4,500",0,0,0,0,"7,500"
          Statistical Research and Training Center,"7,000",0,0,0,0,"1,753",0,0,0,0,0,0,"8,753"
          Tariff Commission,0,0,0,0,0,100,0,900,0,0,0,0,"1,000"
,,,,,,,,,,,,,
     Presidential Communications Operations Office,0,0,0,0,0,112,0,"11,300","24,097",0,0,0,"35,509"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Bureau of Communications Services,0,0,0,0,0,0,0,"1,300",0,0,0,0,"1,300"
          Philippine Information Agency,0,0,0,0,0,0,0,"10,000",0,0,0,0,"10,000"
          Presidential Broadcast Staff (RTVM),0,0,0,0,0,112,0,0,"24,097",0,0,0,"24,209"
,,,,,,,,,,,,,
     Other Executive Offices,"250,000",0,0,"5,500","126,367","105,333",0,"28,220","18,747","102,464",0,0,"636,631"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Anti-Money Laundering Council,0,0,0,0,0,"4,459",0,"1,800","8,917",0,0,0,"15,176"
          Commission on Filipinos Overseas,0,0,0,0,0,"4,527",0,0,0,0,0,0,"4,527"
          Commission on Higher Education,"250,000",0,0,0,0,0,0,0,0,0,0,0,"250,000"
          Commission on the Filipino Language,0,0,0,0,0,300,0,"1,000",0,0,0,0,"1,300"
          Dangerous Drugs Board,0,0,0,0,0,0,0,"1,800",0,0,0,0,"1,800"
          Energy Regulatory Commission,0,0,0,0,0,500,0,0,0,0,0,0,500
          Film Development Council of the Philippines,0,0,0,0,"2,000","6,049",0,0,"4,000",0,0,0,"12,049"
          Games and Amusements Board,0,0,0,0,0,335,0,"3,770",0,0,0,0,"4,105"
          Housing and Land Use Regulatory Board,0,0,0,0,0,657,0,900,0,0,0,0,"1,557"
          Housing and Urban Development Coordinating Council,0,0,0,0,"8,073","3,107",0,"7,200",0,0,0,0,"18,380"
          Governance Commission for Government-Owned,,,,,,,,,,,,,
                and Controlled Corporations,0,0,0,0,0,"4,000",0,"6,000",0,0,0,0,"10,000"
          Movie and Television Review and,,,,,,,,,,,,,
                Classification Board,0,0,0,0,"7,519",500,0,0,0,0,0,0,"8,019"
          National Anti-Poverty Commission,0,0,0,0,0,"1,520",0,0,0,0,0,0,"1,520"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,
                     Arts (Proper),0,0,0,0,0,"4,279",0,0,0,0,0,0,"4,279"
               National Historical Commission of the,,,,,,,,,,,,,
                     Philippines (National Historical Institute),0,0,0,0,"75,525",500,0,0,"3,000",0,0,0,"79,025"
               National Library of the Philippines,0,0,0,0,"32,700","16,000",0,0,0,0,0,0,"48,700"
               National Archives of the Philippines,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,
                     Archives Office),0,0,0,0,0,"4,464",0,0,0,0,0,0,"4,464"
          National Commission on Indigenous Peoples,0,0,0,0,0,"19,018",0,0,0,0,0,0,"19,018"
          Optical Media Board,0,0,0,0,550,0,0,"1,000","1,630",0,0,0,"3,180"
          Philippine Commission on Women (National,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),0,0,0,0,0,"1,030",0,0,0,0,0,0,"1,030"
          Pasig River Rehabilitation Commission,0,0,0,"5,500",0,"4,850",0,750,0,"102,464",0,0,"113,564"
          Philippine Racing Commission,0,0,0,0,0,0,0,0,"1,200",0,0,0,"1,200"
          Presidential Commission for the Urban Poor,0,0,0,0,0,"2,830",0,"2,000",0,0,0,0,"4,830"
          Presidential Communications Development and,,,,,,,,,,,,,
                Strategic Planning Office,0,0,0,0,0,"1,950",0,"2,000",0,0,0,0,"3,950"
          Presidential Legislative Liaison Office,0,0,0,0,0,581,0,0,0,0,0,0,581
          Presidential Management Staff,0,0,0,0,0,"23,877",0,0,0,0,0,0,"23,877"
,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,0,0,0,0,0,"3,000",0,"6,000",0,"1,356,899",0,0,"1,365,899"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Autonomous Regional Government in Muslim Mindanao,0,0,0,0,0,"3,000",0,"6,000",0,"1,356,899",0,0,"1,365,899"
,,,,,,,,,,,,,
     The Judiciary,0,0,0,0,"111,301","162,829",0,"4,500",0,0,0,0,"278,630"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,
                Lower Courts,0,0,0,0,0,"156,020",0,0,0,0,0,0,"156,020"
          Sandiganbayan,0,0,0,0,"82,493","2,625",0,"1,800",0,0,0,0,"86,918"
          Court of Appeals,0,0,0,0,"28,808",0,0,"2,700",0,0,0,0,"31,508"
          Court of Tax Appeals,0,0,0,0,0,"4,184",0,0,0,0,0,0,"4,184"
,,,,,,,,,,,,,
     Civil Service Commission,0,0,0,0,0,"6,780",0,"1,300",820,0,0,0,"8,900"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Civil Service Commission,0,0,0,0,0,"4,292",0,"1,300",820,0,0,0,"6,412"
               Career Executive Service Board,0,0,0,0,0,"2,488",0,0,0,0,0,0,"2,488"
,,,,,,,,,,,,,
     Commission on Audit,0,0,0,"6,275","105,642","104,501",0,0,"53,358",0,0,0,"269,776"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Commission on Elections,0,0,0,0,0,"12,000",0,0,0,0,0,0,"12,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Office of the Ombudsman,0,0,0,"16,122",0,0,0,0,0,0,0,0,"16,122"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Commission on Human Rights,0,0,0,0,"9,000",700,0,"3,000",0,0,0,0,"12,700"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
SPECIAL PURPOSE FUNDS,"2,966,917",0,0,0,"1,200,000","1,062,000",0,0,0,"21,555,000",0,"23,000,000","49,783,917"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,"2,079,622",0,0,0,0,0,0,0,0,0,0,"23,000,000","25,079,622"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Department of Tourism,"250,000",0,0,0,0,0,0,0,0,0,0,0,"250,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Tourism Promotions Board,"250,000",0,0,0,0,0,0,0,0,0,0,0,"250,000"
,,,,,,,,,,,,,
          Department of Trade and Industry,"277,500",0,0,0,0,0,0,0,0,0,0,0,"277,500"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Aurora Pacific Economic Zone and,,,,,,,,,,,,,
                     Freeport Authority (formerly ASEZA),"277,500",0,0,0,0,0,0,0,0,0,0,0,"277,500"
,,,,,,,,,,,,,
          Other Executive Offices,"1,552,122",0,0,0,0,0,0,0,0,0,0,0,"1,552,122"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Authority of the Freeport Area of Bataan,"100,000",0,0,0,0,0,0,0,0,0,0,0,"100,000"
               Cagayan Economic Zone Authority,"903,500",0,0,0,0,0,0,0,0,0,0,0,"903,500"
               Credit Information Corporation,"37,622",0,0,0,0,0,0,0,0,0,0,0,"37,622"
               Home Guaranty Corporation,"500,000",0,0,0,0,0,0,0,0,0,0,0,"500,000"
               Zamboanga City Special Economic Zone Authority,"11,000",0,0,0,0,0,0,0,0,0,0,0,"11,000"
,,,,,,,,,,,,,
          Net Lending,0,0,0,0,0,0,0,0,0,0,0,"23,000,000","23,000,000"
,,,,,,,,,,,,,
     Allocation to Local Government Units,0,0,0,0,0,0,0,0,0,"322,000",0,0,"322,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Metropolitan Manila Development Authority,0,0,0,0,0,0,0,0,0,"322,000",0,0,"322,000"
,,,,,,,,,,,,,
     Calamity Fund,0,0,0,0,0,0,0,0,0,"4,050,000",0,0,"4,050,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Contingent Fund,0,0,0,0,"260,000",0,0,0,0,0,0,0,"260,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Department of Education - School Building Program,0,0,0,0,"940,000","60,000",0,0,0,0,0,0,"1,000,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     E-Government Fund,0,0,0,0,0,"1,000,000",0,0,0,0,0,0,"1,000,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     International Commitments Fund,"887,295",0,0,0,0,0,0,0,0,0,0,0,"887,295"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Payapa at Masaganang Pamayanan Fund,0,0,0,0,0,"2,000",0,0,0,0,0,0,"2,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Priority Development Assistance Fund,0,0,0,0,0,0,0,0,0,"17,183,000",0,0,"17,183,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
GRAND TOTAL,"3,223,917","21,385","361,628","3,193,701","30,706,449","7,688,387",29,"11,152,177","13,332,600","183,291,924","1,522,291","23,000,000","277,494,488"
,,,,,,,,,,,,,
