Particular,A031,A032,A033,A034,A035,A036,A037,A038,A040,A041,A042,A960,Total
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,187,"1,230","41,803",0,"2,589",665,0,0,0,"46,474"
          Institute for Labor Studies,0,0,0,0,0,"2,652",0,0,0,0,0,0,"2,652"
          National Conciliation and Mediation Board,0,0,0,0,0,"1,151",0,0,0,0,0,0,"1,151"
          National Labor Relations Commission,0,0,0,0,0,"1,263",0,0,0,0,0,0,"1,263"
          National Maritime Polytechnic,0,0,0,0,"17,276","2,040",0,"1,500","13,439",0,0,0,"34,255"
          National Wages and Productivity Commission,0,0,0,508,0,"17,135",0,0,0,0,0,0,"17,643"
          Philippine Overseas Employment Administration,0,0,0,0,"18,940","12,634",0,0,0,0,0,0,"31,574"
          Professional Regulation Commission,0,0,0,"44,561",0,"1,272",0,0,0,0,0,0,"45,833"
          Technical Education and Skills Development Authority,0,0,0,0,0,0,0,900,"47,070",0,0,0,"47,970"
,,,,,,,,,,,,,
     Department of National Defense,0,0,0,"2,500","67,291","33,011",0,"47,932","1,613,493","81,200",0,0,"1,845,427"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          DND Proper (Office of the Secretary),0,0,0,0,"40,547","18,825",0,"32,165","28,463",0,0,0,"120,000"
          Government Arsenal,0,0,0,0,0,761,0,0,"5,971",0,0,0,"6,732"
          National Defense College of the Philippines,0,0,0,0,0,88,0,0,0,0,0,0,88
          Office of Civil Defense,0,0,0,0,0,0,0,0,0,"62,500",0,0,"62,500"
          Philippine Veterans Affairs Office,0,0,0,0,0,0,0,0,"5,890",0,0,0,"5,890"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Veterans Memorial Medical Center,0,0,0,0,0,0,0,0,"5,890",0,0,0,"5,890"
,,,,,,,,,,,,,
          Armed Forces of the Philippines,0,0,0,"2,500","26,744","13,337",0,"15,767","1,573,169","18,700",0,0,"1,650,217"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Philippine Army (Land Forces),0,0,0,"2,500","15,000",0,0,"2,000","118,388",0,0,0,"137,888"
"               General Headquarters, AFP and AFP Wide",,,,,,,,,,,,,
                     Service Support Units (AFPWSSUS),0,0,0,0,"11,744","13,337",0,"13,767","1,454,781","18,700",0,0,"1,512,329"
,,,,,,,,,,,,,
     Department of Public Works and Highways,0,0,0,0,0,766,0,0,801,"104,863,312",0,0,"104,864,879"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,766,0,0,801,"104,863,312",0,0,"104,864,879"
,,,,,,,,,,,,,
     Department of Science and Technology,0,"10,000",0,"7,085","423,065","62,812",0,"18,122","212,836",0,0,0,"733,920"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"4,093","28,699","12,083",0,"6,072","31,833",0,0,0,"82,780"
          Advanced Science and Technology Institute,0,0,0,0,0,"6,332",0,0,0,0,0,0,"6,332"
          Food and Nutrition Research Institute,0,0,0,0,"14,914","2,800",0,0,"4,790",0,0,0,"22,504"
          Forest Products Research and Development Institute,0,0,0,0,"7,500",0,0,0,"13,687",0,0,0,"21,187"
          Industrial Technology Development Institute,0,0,0,0,"12,493",105,0,0,"6,422",0,0,0,"19,020"
          Information and Communications Technology Office,0,0,0,0,0,"3,429",0,0,0,0,0,0,"3,429"
          Metals Industry Research and Development Center,0,0,0,0,"2,415","6,817",0,0,"13,433",0,0,0,"22,665"
          National Research Council of the Philippines,0,0,0,0,8,0,0,0,0,0,0,0,8
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,
                Astronomical Services Administration,0,0,0,0,"335,014",0,0,"10,850","110,939",0,0,0,"456,803"
"          Philippine Council for Agriculture, Aquatic",,,,,,,,,,,,,
                and Natural Resources Research and Development,0,0,0,0,0,880,0,0,0,0,0,0,880
          Philippine Council for Health Research and Development,0,0,0,0,0,"2,787",0,"1,200",0,0,0,0,"3,987"
"          Philippine Council for Industry, Energy and",,,,,,,,,,,,,
                Emerging Technology Research and Development,0,0,0,0,0,"1,486",0,0,0,0,0,0,"1,486"
          Philippine Institute of Volcanology and Seismology,0,0,0,0,"4,192","3,195",0,0,"8,952",0,0,0,"16,339"
          Philippine Nuclear Research Institute,0,0,0,0,"5,456","4,275",0,0,"13,147",0,0,0,"22,878"
          Philippine Science High School,0,0,0,"2,992","8,952","16,651",0,0,"5,820",0,0,0,"34,415"
          Philippine Textile Research Institute,0,0,0,0,"3,408",782,0,0,"3,813",0,0,0,"8,003"
          Science Education Institute,0,0,0,0,0,990,0,0,0,0,0,0,990
          Science and Technology Information Institute,0,0,0,0,0,149,0,0,0,0,0,0,149
          Technology Application and Promotion Institute,0,"10,000",0,0,14,51,0,0,0,0,0,0,"10,065"
,,,,,,,,,,,,,
     Department of Social Welfare and Development,0,0,0,"1,040","64,215","432,768",0,"2,199","1,700",0,0,0,"501,922"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"1,040","64,215","432,169",0,225,"1,694",0,0,0,"499,343"
          Council for the Welfare of Children,0,0,0,0,0,0,0,"1,076",0,0,0,0,"1,076"
          Inter-Country Adoption Board,0,0,0,0,0,214,0,898,6,0,0,0,"1,118"
          National Youth Commission,0,0,0,0,0,385,0,0,0,0,0,0,385
,,,,,,,,,,,,,
     Department of Tourism,0,0,0,0,"175,000",0,0,0,0,0,0,0,"175,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"175,000",0,0,0,0,0,0,0,"175,000"
,,,,,,,,,,,,,
     Department of Trade and Industry,0,0,0,0,0,"376,185",0,0,"6,000",0,0,0,"382,185"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"372,992",0,0,"6,000",0,0,0,"378,992"
          Board of Investments,0,0,0,0,0,"1,568",0,0,0,0,0,0,"1,568"
          Construction Manpower Development Foundation,0,0,0,0,0,408,0,0,0,0,0,0,408
          Philippine Trade Training Center,0,0,0,0,0,"1,217",0,0,0,0,0,0,"1,217"
,,,,,,,,,,,,,
     Department of Transportation and Communications,0,0,0,"3,500",600,"21,134",0,"10,908","29,722","11,960,763",0,0,"12,026,627"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"3,500",600,"14,893",0,0,"2,803","11,960,763",0,0,"11,982,559"
          Civil Aeronautics Board,0,0,0,0,0,500,0,"1,500",0,0,0,0,"2,000"
          Maritime Industry Authority,0,0,0,0,0,"1,805",0,0,0,0,0,0,"1,805"
          Office of Transportation Cooperatives,0,0,0,0,0,100,0,0,0,0,0,0,100
          Office for Transportation Security,0,0,0,0,0,0,0,0,"22,325",0,0,0,"22,325"
          Philippine Coast Guard,0,0,0,0,0,"3,836",0,"9,408","4,594",0,0,0,"17,838"
,,,,,,,,,,,,,
     National Economic and Development Authority,"20,000",0,0,0,"7,529","39,063",0,"3,862",0,0,0,0,"70,454"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Director-General,0,0,0,0,"7,529","27,227",0,"2,000",0,0,0,0,"36,756"
          National Statistical Coordination Board,0,0,0,0,0,"4,374",0,0,0,0,0,0,"4,374"
          National Statistics Office,0,0,0,0,0,"4,033",0,885,0,0,0,0,"4,918"
          Public-Private Partnership Center of the Philippines,0,0,0,0,0,"3,429",0,977,0,0,0,0,"4,406"
          Statistical Research and Training Center,"20,000",0,0,0,0,0,0,0,0,0,0,0,"20,000"
,,,,,,,,,,,,,
     Presidential Communications Operations Office,0,0,0,0,0,"2,755",0,"4,940","2,861",0,0,0,"10,556"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Presidential Communications Operations Office (Proper),0,0,0,0,0,950,0,0,0,0,0,0,950
          Bureau of Broadcast Services,0,0,0,0,0,0,0,0,"1,987",0,0,0,"1,987"
          Bureau of Communications Services,0,0,0,0,0,850,0,0,0,0,0,0,850
          Philippine Information Agency,0,0,0,0,0,955,0,"4,940",874,0,0,0,"6,769"
,,,,,,,,,,,,,
     Other Executive Offices,"5,600",0,0,"1,461","115,100","142,558",0,"8,178","17,560","46,700",0,0,"337,157"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Commission on Filipinos Overseas,0,0,0,0,0,"5,082",0,0,0,0,0,0,"5,082"
          Commission on Higher Education,0,0,0,0,"71,325","3,103",0,874,450,0,0,0,"75,752"
          Energy Regulatory Commission,0,0,0,0,0,"15,213",0,"3,600","6,722",0,0,0,"25,535"
          Film Development Council of the Philippines,"5,600",0,0,"1,461",0,"3,770",0,0,"5,200",0,0,0,"16,031"
          Games and Amusements Board,0,0,0,0,0,"1,138",0,0,0,0,0,0,"1,138"
          Housing and Urban Development Coordinating Council,0,0,0,0,0,330,0,"2,886",0,0,0,0,"3,216"
          Mindanao Development Authority,0,0,0,0,0,379,0,0,0,0,0,0,379
          Movie and Television Review and,,,,,,,,,,,,,
                Classification Board,0,0,0,0,"7,952","1,559",0,0,4,0,0,0,"9,515"
          National Anti-Poverty Commission,0,0,0,0,0,425,0,0,0,0,0,0,425
          Climate Change Commission,0,0,0,0,0,509,0,0,0,0,0,0,509
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,
                     Arts (Proper),0,0,0,0,907,"2,042",0,0,475,0,0,0,"3,424"
               National Historical Commission of the,,,,,,,,,,,,,
                     Philippines (National Historical Institute),0,0,0,0,"10,005","2,086",0,0,63,0,0,0,"12,154"
               National Library of the Philippines,0,0,0,0,"2,494","7,129",0,0,0,0,0,0,"9,623"
               National Archives of the Philippines,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,
                     Archives Office),0,0,0,0,0,"1,745",0,0,0,0,0,0,"1,745"
          National Commission on Indigenous Peoples,0,0,0,0,0,"6,466",0,0,0,0,0,0,"6,466"
          National Intelligence Coordinating Agency,0,0,0,0,0,"1,683",0,0,0,0,0,0,"1,683"
          National Security Council,0,0,0,0,0,"54,975",0,0,0,0,0,0,"54,975"
          National Commission on Muslim Filipinos,,,,,,,,,,,,,
                (Office on Muslim Affairs),0,0,0,0,0,"1,070",0,0,0,0,0,0,"1,070"
          National Telecommunications Commission,0,0,0,0,"20,417","1,050",0,0,0,0,0,0,"21,467"
          Office of the Presidential Adviser on the,,,,,,,,,,,,,
                Peace Process,0,0,0,0,0,"10,174",0,0,0,0,0,0,"10,174"
          Optical Media Board,0,0,0,0,0,610,0,818,5,0,0,0,"1,433"
          Philippine Commission on Women (National,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),0,0,0,0,0,"2,458",0,0,0,0,0,0,"2,458"
          Pasig River Rehabilitation Commission,0,0,0,0,0,0,0,0,0,"46,700",0,0,"46,700"
          Philippine Drug Enforcement Agency,0,0,0,0,"2,000",0,0,0,"4,376",0,0,0,"6,376"
          Philippine Racing Commission,0,0,0,0,0,800,0,0,0,0,0,0,800
          Presidential Commission for the Urban Poor,0,0,0,0,0,811,0,0,0,0,0,0,811
          Presidential Communications Development and,,,,,,,,,,,,,
                Strategic Planning Office,0,0,0,0,0,"5,702",0,0,0,0,0,0,"5,702"
          Presidential Legislative Liaison Office,0,0,0,0,0,571,0,0,0,0,0,0,571
          Presidential Management Staff,0,0,0,0,0,"11,678",0,0,265,0,0,0,"11,943"
,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,0,0,0,0,"816,132","51,064",0,"2,688",0,"1,143,936",0,0,"2,013,820"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Autonomous Regional Government in Muslim Mindanao,0,0,0,0,"816,132","51,064",0,"2,688",0,"1,143,936",0,0,"2,013,820"
,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,0,0,0,0,0,96,0,0,0,0,0,0,96
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Legislative-Executive Development Advisory Council,0,0,0,0,0,96,0,0,0,0,0,0,96
,,,,,,,,,,,,,
     The Judiciary,0,0,0,0,"101,135","51,852",0,"2,960",0,0,0,0,"155,947"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Sandiganbayan,0,0,0,0,"82,492","5,070",0,0,0,0,0,0,"87,562"
          Court of Appeals,0,0,0,0,"17,657","28,383",0,0,0,0,0,0,"46,040"
          Court of Tax Appeals,0,0,0,0,986,"18,399",0,"2,960",0,0,0,0,"22,345"
,,,,,,,,,,,,,
     Civil Service Commission,0,0,0,0,"5,800",0,0,0,0,0,0,0,"5,800"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Civil Service Commission,0,0,0,0,"5,800",0,0,0,0,0,0,0,"5,800"
,,,,,,,,,,,,,
     Commission on Audit,0,0,0,9,"34,424",0,0,0,"1,067",0,0,0,"35,500"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Commission on Elections,0,0,0,0,0,"23,505",0,0,0,0,0,0,"23,505"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Office of the Ombudsman,0,0,0,"16,122","17,364","20,552",0,"8,191",587,0,0,0,"62,816"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
SPECIAL PURPOSE FUNDS,"12,176,992","231,712",0,0,0,0,0,0,0,"245,914",0,"18,055,000","30,709,618"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,"12,176,992","231,712",0,0,0,0,0,0,0,0,0,"18,055,000","30,463,704"
