station_name,sampling_date,parameter,standard_minimum,standard_maximum,unit,result,compliant,status
Global,7/8/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Global,7/8/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.6,No,Failed
Global,7/8/2013,Phosphate as Phosphorus,-,0.4,mg/L,14.3,No,Failed
Global,7/8/2013,Nitrate as Nitrogen,-,10,mg/L,9.9,Yes,Passed
Gov. Pascual Station,2/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,25,No,Failed
Gov. Pascual Station,2/20/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Gov. Pascual Station,2/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.8,No,Failed
Gov. Pascual Station,2/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.4,No,Failed
Gov. Pascual Station,2/20/2012,Nitrate as Nitrogen,-,10,mg/L,5.78,Yes,Passed
Gov. Pascual Station,2/20/2012,Lead,-,0.05,mg/L,0.0062,Yes,Passed
Gov. Pascual Station,2/20/2012,Cadmium,-,0.01,mg/L,0.001,Yes,Passed
Gov. Pascual Station,3/5/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Gov. Pascual Station,3/5/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Gov. Pascual Station,3/5/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.8,No,Failed
Gov. Pascual Station,3/5/2012,Phosphate as Phosphorus,-,0.4,mg/L,6.41,No,Failed
Gov. Pascual Station,3/5/2012,Nitrate as Nitrogen,-,10,mg/L,4.77,Yes,Passed
Gov. Pascual Station,3/5/2012,Total Coliforms,-,5000,MPN/100ml,21000000,No,Failed
Gov. Pascual Station,3/5/2012,Fecal Coliforms,-,-,MPN/100ml,11000000,Variable,Null
Gov. Pascual Station,3/5/2012,BOD (5-Day 20 Degrees),-,7,mg/L,70,No,Failed
Gov. Pascual Station,4/25/2012,Total Coliforms,-,5000,MPN/100ml,16000000,No,Failed
Gov. Pascual Station,4/25/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.1,No,Failed
Gov. Pascual Station,4/25/2012,Phosphate as Phosphorus,-,0.4,mg/L,8.55,No,Failed
Gov. Pascual Station,4/25/2012,Nitrate as Nitrogen,-,10,mg/L,5.65,Yes,Passed
Gov. Pascual Station,4/25/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Gov. Pascual Station,4/25/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Gov. Pascual Station,4/25/2012,BOD (5-Day 20 Degrees),-,7,mg/L,26,No,Failed
Gov. Pascual Station,7/16/2012,Nitrate as Nitrogen,-,10,mg/L,5.5,Yes,Passed
Gov. Pascual Station,7/16/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.1,No,Failed
Gov. Pascual Station,7/16/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Gov. Pascual Station,7/16/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Gov. Pascual Station,7/16/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.6,No,Failed
Gov. Pascual Station,7/16/2012,BOD (5-Day 20 Degrees),-,7,mg/L,18,No,Failed
Gov. Pascual Station,8/28/2012,BOD (5-Day 20 Degrees),-,7,mg/L,22,No,Failed
Gov. Pascual Station,8/28/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Gov. Pascual Station,8/28/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Gov. Pascual Station,8/28/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.9,No,Failed
Gov. Pascual Station,8/28/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.7,No,Failed
Gov. Pascual Station,8/28/2012,Nitrate as Nitrogen,-,10,mg/L,6.6,Yes,Passed
Gov. Pascual Station,9/17/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.1,No,Failed
Gov. Pascual Station,9/17/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.9,No,Failed
Gov. Pascual Station,9/17/2012,Nitrate as Nitrogen,-,10,mg/L,8.8,Yes,Passed
Gov. Pascual Station,9/17/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Gov. Pascual Station,9/17/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Gov. Pascual Station,9/17/2012,BOD (5-Day 20 Degrees),-,7,mg/L,28,No,Failed
Gov. Pascual Station,10/24/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Gov. Pascual Station,10/24/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.8,No,Failed
Gov. Pascual Station,10/24/2012,Phosphate as Phosphorus,-,0.4,mg/L,13.2,No,Failed
Gov. Pascual Station,10/24/2012,Nitrate as Nitrogen,-,10,mg/L,9.1,Yes,Passed
Gov. Pascual Station,10/24/2012,BOD (5-Day 20 Degrees),-,7,mg/L,38,No,Failed
Gov. Pascual Station,10/24/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Gov. Pascual Station,11/12/2012,BOD (5-Day 20 Degrees),-,7,mg/L,50,No,Failed
Gov. Pascual Station,11/12/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Gov. Pascual Station,11/12/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.2,No,Failed
Gov. Pascual Station,11/12/2012,Phosphate as Phosphorus,-,0.4,mg/L,16.8,No,Failed
Gov. Pascual Station,11/12/2012,Nitrate as Nitrogen,-,10,mg/L,10.1,No,Failed
Gov. Pascual Station,12/10/2012,BOD (5-Day 20 Degrees),-,7,mg/L,32,No,Failed
Gov. Pascual Station,12/10/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Gov. Pascual Station,12/10/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.2,No,Failed
Gov. Pascual Station,12/10/2012,Phosphate as Phosphorus,-,0.4,mg/L,12.9,No,Failed
Gov. Pascual Station,12/10/2012,Nitrate as Nitrogen,-,10,mg/L,9.6,Yes,Passed
Gov. Pascual Station,1/21/2013,Nitrate as Nitrogen,-,10,mg/L,9.9,Yes,Passed
Gov. Pascual Station,1/21/2013,Phosphate as Phosphorus,-,0.4,mg/L,14.3,No,Failed
Gov. Pascual Station,1/21/2013,BOD (5-Day 20 Degrees),-,7,mg/L,48,No,Failed
Gov. Pascual Station,1/21/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Gov. Pascual Station,1/21/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.8,No,Failed
Gov. Pascual Station,2/4/2013,BOD (5-Day 20 Degrees),-,7,mg/L,34,No,Failed
Gov. Pascual Station,2/4/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Gov. Pascual Station,2/4/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.4,No,Failed
Gov. Pascual Station,2/4/2013,Phosphate as Phosphorus,-,0.4,mg/L,14.1,No,Failed
Gov. Pascual Station,2/4/2013,Nitrate as Nitrogen,-,10,mg/L,9.3,Yes,Passed
Gov. Pascual Station,3/11/2013,BOD (5-Day 20 Degrees),-,7,mg/L,50,No,Failed
Gov. Pascual Station,3/11/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Gov. Pascual Station,3/11/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.9,No,Failed
Gov. Pascual Station,3/11/2013,Phosphate as Phosphorus,-,0.4,mg/L,19.3,No,Failed
Gov. Pascual Station,3/11/2013,Nitrate as Nitrogen,-,10,mg/L,10.1,No,Failed
Gov. Pascual Station,4/1/2013,BOD (5-Day 20 Degrees),-,7,mg/L,36,No,Failed
Gov. Pascual Station,4/1/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Gov. Pascual Station,4/1/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.6,No,Failed
Gov. Pascual Station,4/1/2013,Phosphate as Phosphorus,-,0.4,mg/L,21.6,No,Failed
Gov. Pascual Station,5/6/2013,BOD (5-Day 20 Degrees),-,7,mg/L,28,No,Failed
Gov. Pascual Station,5/6/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Gov. Pascual Station,5/6/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.1,No,Failed
Gov. Pascual Station,5/6/2013,Phosphate as Phosphorus,-,0.4,mg/L,20.3,No,Failed
Gov. Pascual Station,5/6/2013,Nitrate as Nitrogen,-,10,mg/L,10.1,No,Failed
Gov. Pascual Station,6/3/2013,BOD (5-Day 20 Degrees),-,7,mg/L,38,No,Failed
Gov. Pascual Station,6/3/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Gov. Pascual Station,6/3/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.7,No,Failed
Gov. Pascual Station,6/3/2013,Phosphate as Phosphorus,-,0.4,mg/L,22.5,No,Failed
Gov. Pascual Station,6/3/2013,Nitrate as Nitrogen,-,10,mg/L,10.7,No,Failed
Gov. Pascual Station,7/2/2013,BOD (5-Day 20 Degrees),-,7,mg/L,26,No,Failed
Gov. Pascual Station,7/2/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.7,No,Failed
Gov. Pascual Station,7/2/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Gov. Pascual Station,7/2/2013,Phosphate as Phosphorus,-,0.4,mg/L,17.3,No,Failed
Gov. Pascual Station,7/2/2013,Nitrate as Nitrogen,-,10,mg/L,9.8,Yes,Passed
Gulod Station,3/5/2012,BOD (5-Day 20 Degrees),-,7,mg/L,82,No,Failed
Gulod Station,3/5/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Gulod Station,3/5/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,6.1,No,Failed
Gulod Station,3/5/2012,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Gulod Station,3/5/2012,Phosphate as Phosphorus,-,0.4,mg/L,11.58,No,Failed
Gulod Station,3/5/2012,Nitrate as Nitrogen,-,10,mg/L,7.5,Yes,Passed
Gulod Station,3/5/2012,Total Coliforms,-,5000,MPN/100ml,9200000,No,Failed
Gulod Station,3/5/2012,Fecal Coliforms,-,-,MPN/100ml,5400000,Variable,Null
Gulod Station,4/25/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.6,No,Failed
Gulod Station,4/25/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.8,No,Failed
Gulod Station,4/25/2012,BOD (5-Day 20 Degrees),-,7,mg/L,20,No,Failed
Gulod Station,4/25/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Gulod Station,4/25/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Gulod Station,4/25/2012,Nitrate as Nitrogen,-,10,mg/L,8.2,Yes,Passed
Gulod Station,4/25/2012,Total Coliforms,-,5000,MPN/100ml,5400000,No,Failed
Gulod Station,7/16/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Gulod Station,7/16/2012,BOD (5-Day 20 Degrees),-,7,mg/L,18,No,Failed
Gulod Station,7/16/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.3,No,Failed
Gulod Station,7/16/2012,Nitrate as Nitrogen,-,10,mg/L,7.7,Yes,Passed
Gulod Station,7/16/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3,No,Failed
Gulod Station,8/28/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.1,No,Failed
Gulod Station,8/28/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.6,No,Failed
Gulod Station,8/28/2012,Nitrate as Nitrogen,-,10,mg/L,7.6,Yes,Passed
Gulod Station,8/28/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0.8,No,Failed
Gulod Station,8/28/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Gulod Station,8/28/2012,BOD (5-Day 20 Degrees),-,7,mg/L,18,No,Failed
Gulod Station,9/17/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Gulod Station,9/17/2012,Nitrate as Nitrogen,-,10,mg/L,7.9,Yes,Passed
Gulod Station,9/17/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.9,No,Failed
Gulod Station,9/17/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.2,No,Failed
Gulod Station,9/17/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,1,No,Failed
Gulod Station,9/17/2012,BOD (5-Day 20 Degrees),-,7,mg/L,16,No,Failed
Gulod Station,10/24/2012,BOD (5-Day 20 Degrees),-,7,mg/L,10,No,Failed
Gulod Station,10/24/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,3.8,No,Failed
Gulod Station,10/24/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Gulod Station,10/24/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.4,No,Failed
Gulod Station,10/24/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.1,No,Failed
Gulod Station,10/24/2012,Nitrate as Nitrogen,-,10,mg/L,7.5,Yes,Passed
Gulod Station,11/12/2012,BOD (5-Day 20 Degrees),-,7,mg/L,27,No,Failed
Gulod Station,11/12/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Gulod Station,11/12/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Gulod Station,11/12/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.9,No,Failed
Gulod Station,11/12/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.9,No,Failed
Gulod Station,11/12/2012,Nitrate as Nitrogen,-,10,mg/L,8.2,Yes,Passed
Gulod Station,12/10/2012,BOD (5-Day 20 Degrees),-,7,mg/L,28,No,Failed
Gulod Station,12/10/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Gulod Station,12/10/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.6,No,Failed
Gulod Station,12/10/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.5,No,Failed
Gulod Station,12/10/2012,Nitrate as Nitrogen,-,10,mg/L,8.5,Yes,Passed
Gulod Station,1/21/2013,Phosphate as Phosphorus,-,0.4,mg/L,8.8,No,Failed
Gulod Station,1/21/2013,Nitrate as Nitrogen,-,10,mg/L,7.6,Yes,Passed
Gulod Station,1/21/2013,BOD (5-Day 20 Degrees),-,7,mg/L,25,No,Failed
Gulod Station,1/21/2013,Dissolved Oxygen (e) (minimum),5,-,mg/L,0.4,No,Failed
Gulod Station,1/21/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Gulod Station,1/21/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.2,No,Failed
Gulod Station,2/4/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.8,No,Failed
Gulod Station,2/4/2013,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Gulod Station,2/4/2013,Phosphate as Phosphorus,-,0.4,mg/L,12.6,No,Failed
Gulod Station,2/4/2013,BOD (5-Day 20 Degrees),-,7,mg/L,46,No,Failed
Gulod Station,2/4/2013,Nitrate as Nitrogen,-,10,mg/L,9.6,Yes,Passed
Gulod Station,3/11/2013,BOD (5-Day 20 Degrees),-,7,mg/L,44,No,Failed
Gulod Station,3/11/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Gulod Station,3/11/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.3,No,Failed
Gulod Station,3/11/2013,Phosphate as Phosphorus,-,0.4,mg/L,11.7,No,Failed
Gulod Station,3/11/2013,Nitrate as Nitrogen,-,10,mg/L,9.4,Yes,Passed
Gulod Station,4/1/2013,BOD (5-Day 20 Degrees),-,7,mg/L,38,No,Failed
Gulod Station,4/1/2013,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Gulod Station,4/1/2013,Nitrate as Nitrogen,-,10,mg/L,11.5,No,Failed
Gulod Station,4/1/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.2,No,Failed
Gulod Station,4/1/2013,Phosphate as Phosphorus,-,0.4,mg/L,21.6,No,Failed
Gulod Station,5/6/2013,Nitrate as Nitrogen,-,10,mg/L,10.6,No,Failed
Gulod Station,5/6/2013,BOD (5-Day 20 Degrees),-,7,mg/L,26,No,Failed
Gulod Station,5/6/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Gulod Station,5/6/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.1,No,Failed
Gulod Station,5/6/2013,Phosphate as Phosphorus,-,0.4,mg/L,17.8,No,Failed
Gulod Station,6/3/2013,Phosphate as Phosphorus,-,0.4,mg/L,15.9,No,Failed
Gulod Station,6/3/2013,Nitrate as Nitrogen,-,10,mg/L,9.9,Yes,Passed
Gulod Station,6/3/2013,BOD (5-Day 20 Degrees),-,7,mg/L,22,No,Failed
Gulod Station,6/3/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Gulod Station,6/3/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.7,No,Failed
Gulod Station,7/2/2013,BOD (5-Day 20 Degrees),-,7,mg/L,18,No,Failed
Gulod Station,7/2/2013,Dissolved Oxygen (e) (minimum),5,-,mg/L,0.2,No,Failed
Gulod Station,7/2/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Gulod Station,7/2/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.3,No,Failed
Gulod Station,7/2/2013,Phosphate as Phosphorus,-,0.4,mg/L,15.2,No,Failed
Gulod Station,7/2/2013,Nitrate as Nitrogen,-,10,mg/L,9.4,Yes,Passed
Ibayo Creek,2/22/2012,BOD (5-Day 20 Degrees),-,7,mg/L,36,No,Failed
Ibayo Creek,2/22/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Ibayo Creek,2/22/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.7,No,Failed
Ibayo Creek,2/22/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.8,No,Failed
Ibayo Creek,2/22/2012,Nitrate as Nitrogen,-,10,mg/L,7.4,Yes,Passed
Ibayo Creek,3/20/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Ibayo Creek,3/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.6,No,Failed
Ibayo Creek,3/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.05,No,Failed
Ibayo Creek,3/20/2012,Nitrate as Nitrogen,-,10,mg/L,8.67,Yes,Passed
Ibayo Creek,3/20/2012,Total Coliforms,-,5000,MPN/100ml,5.40E+11,No,Failed
Ibayo Creek,3/20/2012,Fecal Coliforms,-,-,MPN/100ml,2.80E+11,Variable,Null
Ibayo Creek,3/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,21,No,Failed
Ibayo Creek,4/18/2012,Fecal Coliforms,-,-,MPN/100ml,5.40E+11,Variable,Null
Ibayo Creek,4/18/2012,Total Coliforms,-,5000,MPN/100ml,9.20E+11,No,Failed
Ibayo Creek,4/18/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.2,No,Failed
Ibayo Creek,4/18/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.3,No,Failed
Ibayo Creek,4/18/2012,BOD (5-Day 20 Degrees),-,7,mg/L,48,No,Failed
Ibayo Creek,4/18/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Ibayo Creek,6/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,56,No,Failed
Ibayo Creek,6/20/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Ibayo Creek,6/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.6,No,Failed
Ibayo Creek,6/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.8,No,Failed
Ibayo Creek,6/20/2012,Nitrate as Nitrogen,-,10,mg/L,8.9,Yes,Passed
Ibayo Creek,7/23/2012,BOD (5-Day 20 Degrees),-,7,mg/L,26,No,Failed
Ibayo Creek,7/23/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0.5,No,Failed
Ibayo Creek,7/23/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Ibayo Creek,7/23/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.4,No,Failed
Ibayo Creek,7/23/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.9,No,Failed
Ibayo Creek,7/23/2012,Nitrate as Nitrogen,-,10,mg/L,8.1,Yes,Passed
Ibayo Creek,8/23/2012,BOD (5-Day 20 Degrees),-,7,mg/L,86,No,Failed
Ibayo Creek,8/23/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Ibayo Creek,8/23/2012,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Ibayo Creek,8/23/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.8,No,Failed
Ibayo Creek,8/23/2012,Phosphate as Phosphorus,-,0.4,mg/L,11.6,No,Failed
Ibayo Creek,8/23/2012,Nitrate as Nitrogen,-,10,mg/L,11.1,No,Failed
Ibayo Creek,9/3/2012,BOD (5-Day 20 Degrees),-,7,mg/L,22,No,Failed
Ibayo Creek,9/3/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Ibayo Creek,9/3/2012,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Ibayo Creek,9/3/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.6,No,Failed
Ibayo Creek,9/3/2012,Phosphate as Phosphorus,-,0.4,mg/L,12.8,No,Failed
Ibayo Creek,9/3/2012,Nitrate as Nitrogen,-,10,mg/L,11.8,No,Failed
Ibayo Creek,10/4/2012,BOD (5-Day 20 Degrees),-,7,mg/L,42,No,Failed
Ibayo Creek,10/4/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Ibayo Creek,10/4/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Ibayo Creek,10/4/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.6,No,Failed
Ibayo Creek,10/4/2012,Phosphate as Phosphorus,-,0.4,mg/L,14.9,No,Failed
Ibayo Creek,10/4/2012,Nitrate as Nitrogen,-,10,mg/L,12.8,No,Failed
Ibayo Creek,10/4/2012,Total Coliforms,-,5000,MPN/100ml,5400000,No,Failed
Ibayo Creek,11/19/2012,BOD (5-Day 20 Degrees),-,7,mg/L,16,No,Failed
Ibayo Creek,11/19/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,1.1,No,Failed
Ibayo Creek,11/19/2012,Total Dissolved Solids,-,-,mg/L,20,Variable,Null
Ibayo Creek,11/19/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.9,No,Failed
Ibayo Creek,11/19/2012,Nitrate as Nitrogen,-,10,mg/L,9.9,Yes,Passed
Ibayo Creek,12/13/2012,Nitrate as Nitrogen,-,10,mg/L,10.4,No,Failed
Ibayo Creek,12/13/2012,Phosphate as Phosphorus,-,0.4,mg/L,14.3,No,Failed
Ibayo Creek,12/13/2012,BOD (5-Day 20 Degrees),-,7,mg/L,28,No,Failed
Ibayo Creek,12/13/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Ibayo Creek,12/13/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.6,No,Failed
Ibayo Creek,1/28/2013,Nitrate as Nitrogen,-,10,mg/L,11.1,No,Failed
Ibayo Creek,1/28/2013,BOD (5-Day 20 Degrees),-,7,mg/L,78,No,Failed
Ibayo Creek,1/28/2013,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Ibayo Creek,1/28/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.6,No,Failed
Ibayo Creek,1/28/2013,Phosphate as Phosphorus,-,0.4,mg/L,22.2,No,Failed
Ibayo Creek,2/18/2013,BOD (5-Day 20 Degrees),-,7,mg/L,68,No,Failed
Ibayo Creek,2/18/2013,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Ibayo Creek,2/18/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.2,No,Failed
Ibayo Creek,2/18/2013,Phosphate as Phosphorus,-,0.4,mg/L,20.6,No,Failed
Ibayo Creek,2/18/2013,Nitrate as Nitrogen,-,10,mg/L,11.3,No,Failed
Ibayo Creek,3/25/2013,BOD (5-Day 20 Degrees),-,7,mg/L,38,No,Failed
Ibayo Creek,3/25/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Ibayo Creek,3/25/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.9,No,Failed
Ibayo Creek,3/25/2013,Phosphate as Phosphorus,-,0.4,mg/L,16.4,No,Failed
Ibayo Creek,3/25/2013,Nitrate as Nitrogen,-,10,mg/L,10.8,No,Failed
Ibayo Creek,4/22/2013,Phosphate as Phosphorus,-,0.4,mg/L,19.4,No,Failed
Ibayo Creek,4/22/2013,Nitrate as Nitrogen,-,10,mg/L,11.3,No,Failed
Ibayo Creek,4/22/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.4,No,Failed
Ibayo Creek,4/22/2013,BOD (5-Day 20 Degrees),-,7,mg/L,60,No,Failed
Ibayo Creek,4/22/2013,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Ibayo Creek,5/14/2013,Nitrate as Nitrogen,-,10,mg/L,10.6,No,Failed
Ibayo Creek,5/14/2013,BOD (5-Day 20 Degrees),-,7,mg/L,52,No,Failed
Ibayo Creek,5/14/2013,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Ibayo Creek,5/14/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.9,No,Failed
Ibayo Creek,5/14/2013,Phosphate as Phosphorus,-,0.4,mg/L,25.3,No,Failed
Ibayo Creek,6/14/2013,BOD (5-Day 20 Degrees),-,7,mg/L,20,No,Failed
Ibayo Creek,6/14/2013,Dissolved Oxygen (e) (minimum),5,-,mg/L,0.5,No,Failed
Ibayo Creek,6/14/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Ibayo Creek,6/14/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.1,No,Failed
Ibayo Creek,6/14/2013,Phosphate as Phosphorus,-,0.4,mg/L,14.5,No,Failed
Ibayo Creek,6/14/2013,Nitrate as Nitrogen,-,10,mg/L,9.1,Yes,Passed
Ibayo Creek,7/8/2013,BOD (5-Day 20 Degrees),-,7,mg/L,72,No,Failed
Ibayo Creek,7/8/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Ibayo Creek,7/8/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,7.6,No,Failed
Ibayo Creek,7/8/2013,Phosphate as Phosphorus,-,0.4,mg/L,26.8,No,Failed
Ibayo Creek,7/8/2013,Nitrate as Nitrogen,-,10,mg/L,11.3,No,Failed
La Huerta,2/22/2012,BOD (5-Day 20 Degrees),-,7,mg/L,38,No,Failed
La Huerta,2/22/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0.9,No,Failed
La Huerta,2/22/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
La Huerta,2/22/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.9,No,Failed
La Huerta,2/22/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.07,No,Failed
La Huerta,2/22/2012,Nitrate as Nitrogen,-,10,mg/L,7.92,Yes,Passed
La Huerta,3/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,45,No,Failed
