station_name,sampling_date,parameter,standard_minimum,standard_maximum,unit,result,compliant,status
Narra Creek,7/23/2012,BOD (5-Day 20 Degrees),-,7,mg/L,30,No,Failed
Narra Creek,7/23/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0.7,No,Failed
Narra Creek,7/23/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Narra Creek,7/23/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.1,No,Failed
Narra Creek,7/23/2012,Phosphate as Phosphorus,-,0.4,mg/L,14.6,No,Failed
Narra Creek,7/23/2012,Nitrate as Nitrogen,-,10,mg/L,9.4,Yes,Passed
Narra Creek,8/23/2012,BOD (5-Day 20 Degrees),-,7,mg/L,94,No,Failed
Narra Creek,8/23/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Narra Creek,8/23/2012,Total Suspended Solids,-,-,mg/L,60,Variable,Null
Narra Creek,8/23/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.1,No,Failed
Narra Creek,8/23/2012,Phosphate as Phosphorus,-,0.4,mg/L,20.4,No,Failed
Narra Creek,8/23/2012,Nitrate as Nitrogen,-,10,mg/L,11.6,No,Failed
Narra Creek,9/3/2012,BOD (5-Day 20 Degrees),-,7,mg/L,44,No,Failed
Narra Creek,9/3/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.9,No,Failed
Narra Creek,9/3/2012,Phosphate as Phosphorus,-,0.4,mg/L,15.7,No,Failed
Narra Creek,9/3/2012,Nitrate as Nitrogen,-,10,mg/L,10.1,No,Failed
Narra Creek,9/3/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Narra Creek,9/3/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Narra Creek,10/4/2012,BOD (5-Day 20 Degrees),-,7,mg/L,28,No,Failed
Narra Creek,10/4/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Narra Creek,10/4/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Narra Creek,10/4/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.3,No,Failed
Narra Creek,10/4/2012,Phosphate as Phosphorus,-,0.4,mg/L,13.6,No,Failed
Narra Creek,10/4/2012,Nitrate as Nitrogen,-,10,mg/L,9.8,Yes,Passed
Narra Creek,10/4/2012,Total Coliforms,-,5000,MPN/100ml,28000000,No,Failed
Narra Creek,11/19/2012,BOD (5-Day 20 Degrees),-,7,mg/L,30,No,Failed
Narra Creek,11/19/2012,Total Dissolved Solids,-,-,mg/L,30,Variable,Null
Narra Creek,11/19/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.8,No,Failed
Narra Creek,11/19/2012,Phosphate as Phosphorus,-,0.4,mg/L,14.5,No,Failed
Narra Creek,11/19/2012,Nitrate as Nitrogen,-,10,mg/L,9.4,Yes,Passed
Narra Creek,12/13/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.8,No,Failed
Narra Creek,12/13/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Narra Creek,12/13/2012,BOD (5-Day 20 Degrees),-,7,mg/L,38,No,Failed
Narra Creek,12/13/2012,Nitrate as Nitrogen,-,10,mg/L,10.4,No,Failed
Narra Creek,12/13/2012,Phosphate as Phosphorus,-,0.4,mg/L,12.3,No,Failed
Narra Creek,12/13/2012,BOD (5-Day 20 Degrees),-,7,mg/L,46,No,Failed
Narra Creek,12/13/2012,Total Dissolved Solids,-,-,mg/L,40,Variable,Null
Narra Creek,12/13/2012,Nitrate as Nitrogen,-,10,mg/L,9.9,Yes,Passed
Narra Creek,12/13/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.6,No,Failed
Narra Creek,12/13/2012,Phosphate as Phosphorus,-,0.4,mg/L,16.8,No,Failed
Narra Creek,1/28/2013,BOD (5-Day 20 Degrees),-,7,mg/L,144,No,Failed
Narra Creek,1/28/2013,Total Suspended Solids,-,-,mg/L,70,Variable,Null
Narra Creek,1/28/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,6.2,No,Failed
Narra Creek,1/28/2013,Phosphate as Phosphorus,-,0.4,mg/L,26.9,No,Failed
Narra Creek,1/28/2013,Nitrate as Nitrogen,-,10,mg/L,12.1,No,Failed
Narra Creek,2/18/2013,BOD (5-Day 20 Degrees),-,7,mg/L,39,No,Failed
Narra Creek,2/18/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Narra Creek,2/18/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.5,No,Failed
Narra Creek,2/18/2013,Phosphate as Phosphorus,-,0.4,mg/L,18.6,No,Failed
Narra Creek,2/18/2013,Nitrate as Nitrogen,-,10,mg/L,10.1,No,Failed
Narra Creek,3/25/2013,BOD (5-Day 20 Degrees),-,7,mg/L,50,No,Failed
Narra Creek,3/25/2013,Total Suspended Solids,-,-,mg/L,60,Variable,Null
Narra Creek,3/25/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.3,No,Failed
Narra Creek,3/25/2013,Phosphate as Phosphorus,-,0.4,mg/L,21.7,No,Failed
Narra Creek,3/25/2013,Nitrate as Nitrogen,-,10,mg/L,10.6,No,Failed
Narra Creek,4/22/2013,Total Suspended Solids,-,-,mg/L,70,Variable,Null
Narra Creek,4/22/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,6.9,No,Failed
Narra Creek,4/22/2013,Phosphate as Phosphorus,-,0.4,mg/L,26.9,No,Failed
Narra Creek,4/22/2013,Nitrate as Nitrogen,-,10,mg/L,11.7,No,Failed
Narra Creek,4/22/2013,BOD (5-Day 20 Degrees),-,7,mg/L,94,No,Failed
Narra Creek,5/14/2013,Nitrate as Nitrogen,-,10,mg/L,11.1,No,Failed
Narra Creek,5/14/2013,BOD (5-Day 20 Degrees),-,7,mg/L,68,No,Failed
Narra Creek,5/14/2013,Total Suspended Solids,-,-,mg/L,60,Variable,Null
Narra Creek,5/14/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,6.1,No,Failed
Narra Creek,5/14/2013,Phosphate as Phosphorus,-,0.4,mg/L,26.4,No,Failed
Narra Creek,6/14/2013,BOD (5-Day 20 Degrees),-,7,mg/L,56,No,Failed
Narra Creek,6/14/2013,Total Suspended Solids,-,-,mg/L,60,Variable,Null
Narra Creek,6/14/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.5,No,Failed
Narra Creek,6/14/2013,Phosphate as Phosphorus,-,0.4,mg/L,22.5,No,Failed
Narra Creek,6/14/2013,Nitrate as Nitrogen,-,10,mg/L,10.5,No,Failed
Narra Creek,7/8/2013,BOD (5-Day 20 Degrees),-,7,mg/L,60,No,Failed
Narra Creek,7/8/2013,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Narra Creek,7/8/2013,Nitrate as Nitrogen,-,10,mg/L,10.2,No,Failed
Narra Creek,7/8/2013,Phosphate as Phosphorus,-,0.4,mg/L,16.7,No,Failed
Narra Creek,7/8/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.8,No,Failed
Sto. Nino,2/22/2012,BOD (5-Day 20 Degrees),-,7,mg/L,62,No,Failed
Sto. Nino,2/22/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Sto. Nino,2/22/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.8,No,Failed
Sto. Nino,2/22/2012,Phosphate as Phosphorus,-,0.4,mg/L,11.02,No,Failed
Sto. Nino,2/22/2012,Nitrate as Nitrogen,-,10,mg/L,8.11,Yes,Passed
Sto. Nino,3/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,23,No,Failed
Sto. Nino,3/20/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Sto. Nino,3/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,8.54,No,Failed
Sto. Nino,3/20/2012,Nitrate as Nitrogen,-,10,mg/L,6.08,Yes,Passed
Sto. Nino,3/20/2012,Total Coliforms,-,5000,MPN/100ml,9.20E+11,No,Failed
Sto. Nino,3/20/2012,Fecal Coliforms,-,-,MPN/100ml,5.40E+11,Variable,Null
Sto. Nino,3/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.6,No,Failed
Sto. Nino,4/17/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.3,No,Failed
Sto. Nino,4/17/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.7,No,Failed
Sto. Nino,4/17/2012,Nitrate as Nitrogen,-,10,mg/L,7.2,Yes,Passed
Sto. Nino,4/17/2012,Total Coliforms,-,5000,MPN/100ml,9.20E+11,No,Failed
Sto. Nino,4/17/2012,Fecal Coliforms,-,-,MPN/100ml,3.50E+11,Variable,Null
Sto. Nino,4/17/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Sto. Nino,4/17/2012,BOD (5-Day 20 Degrees),-,7,mg/L,60,No,Failed
Sto. Nino,6/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,48,No,Failed
Sto. Nino,6/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.9,No,Failed
Sto. Nino,6/20/2012,Nitrate as Nitrogen,-,10,mg/L,7.8,Yes,Passed
Sto. Nino,6/20/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Sto. Nino,6/20/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Sto. Nino,6/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.9,No,Failed
Sto. Nino,7/23/2012,BOD (5-Day 20 Degrees),-,7,mg/L,96,No,Failed
Sto. Nino,7/23/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Sto. Nino,7/23/2012,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Sto. Nino,7/23/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.4,No,Failed
Sto. Nino,7/23/2012,Phosphate as Phosphorus,-,0.4,mg/L,16.6,No,Failed
Sto. Nino,7/23/2012,Nitrate as Nitrogen,-,10,mg/L,12.3,No,Failed
Sto. Nino,8/23/2012,BOD (5-Day 20 Degrees),-,7,mg/L,46,No,Failed
Sto. Nino,8/23/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Sto. Nino,8/23/2012,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Sto. Nino,8/23/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.8,No,Failed
Sto. Nino,8/23/2012,Phosphate as Phosphorus,-,0.4,mg/L,13.9,No,Failed
Sto. Nino,8/23/2012,Nitrate as Nitrogen,-,10,mg/L,10.4,No,Failed
Sto. Nino,9/3/2012,BOD (5-Day 20 Degrees),-,7,mg/L,20,No,Failed
Sto. Nino,9/3/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Sto. Nino,9/3/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Sto. Nino,9/3/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.9,No,Failed
Sto. Nino,9/3/2012,Phosphate as Phosphorus,-,0.4,mg/L,11.8,No,Failed
Sto. Nino,9/3/2012,Nitrate as Nitrogen,-,10,mg/L,9.6,Yes,Passed
Sto. Nino,10/4/2012,BOD (5-Day 20 Degrees),-,7,mg/L,10,No,Failed
Sto. Nino,10/4/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,1.1,No,Failed
Sto. Nino,10/4/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Sto. Nino,10/4/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.2,No,Failed
Sto. Nino,10/4/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.1,No,Failed
Sto. Nino,10/4/2012,Nitrate as Nitrogen,-,10,mg/L,8.5,Yes,Passed
Sto. Nino,10/4/2012,Total Coliforms,-,5000,MPN/100ml,1600000,No,Failed
Sto. Nino,11/19/2012,Nitrate as Nitrogen,-,10,mg/L,8.9,Yes,Passed
Sto. Nino,11/19/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.6,No,Failed
Sto. Nino,11/19/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.5,No,Failed
Sto. Nino,11/19/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Sto. Nino,11/19/2012,BOD (5-Day 20 Degrees),-,7,mg/L,22,No,Failed
Sto. Nino,12/13/2012,Nitrate as Nitrogen,-,10,mg/L,9.4,Yes,Passed
Sto. Nino,12/13/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.9,No,Failed
Sto. Nino,12/13/2012,Phosphate as Phosphorus,-,0.4,mg/L,13.7,No,Failed
Sto. Nino,12/13/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Sto. Nino,12/13/2012,BOD (5-Day 20 Degrees),-,7,mg/L,32,No,Failed
Sto. Nino,1/28/2013,BOD (5-Day 20 Degrees),-,7,mg/L,48,No,Failed
Sto. Nino,1/28/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Sto. Nino,1/28/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.6,No,Failed
Sto. Nino,1/28/2013,Phosphate as Phosphorus,-,0.4,mg/L,14.9,No,Failed
Sto. Nino,1/28/2013,Nitrate as Nitrogen,-,10,mg/L,9.7,Yes,Passed
Sto. Nino,2/18/2013,BOD (5-Day 20 Degrees),-,7,mg/L,53,No,Failed
Sto. Nino,2/18/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Sto. Nino,2/18/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.4,No,Failed
Sto. Nino,2/18/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.4,No,Failed
Sto. Nino,2/18/2013,Phosphate as Phosphorus,-,0.4,mg/L,22.7,No,Failed
Sto. Nino,2/18/2013,Nitrate as Nitrogen,-,10,mg/L,10.4,No,Failed
Sto. Nino,3/25/2013,Phosphate as Phosphorus,-,0.4,mg/L,20.4,No,Failed
Sto. Nino,3/25/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Sto. Nino,3/25/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.6,No,Failed
Sto. Nino,3/25/2013,Nitrate as Nitrogen,-,10,mg/L,9.9,Yes,Passed
Sto. Nino,3/25/2013,BOD (5-Day 20 Degrees),-,7,mg/L,38,No,Failed
Sto. Nino,4/22/2013,Phosphate as Phosphorus,-,0.4,mg/L,19.6,No,Failed
Sto. Nino,4/22/2013,Nitrate as Nitrogen,-,10,mg/L,10.3,No,Failed
Sto. Nino,4/22/2013,BOD (5-Day 20 Degrees),-,7,mg/L,30,No,Failed
Sto. Nino,4/22/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.2,No,Failed
Sto. Nino,4/22/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Sto. Nino,5/14/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Sto. Nino,5/14/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.8,No,Failed
Sto. Nino,5/14/2013,Phosphate as Phosphorus,-,0.4,mg/L,21.4,No,Failed
Sto. Nino,5/14/2013,Nitrate as Nitrogen,-,10,mg/L,10.6,No,Failed
Sto. Nino,5/14/2013,BOD (5-Day 20 Degrees),-,7,mg/L,42,No,Failed
Sto. Nino,6/14/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.6,No,Failed
Sto. Nino,6/14/2013,Phosphate as Phosphorus,-,0.4,mg/L,11.8,No,Failed
Sto. Nino,6/14/2013,Nitrate as Nitrogen,-,10,mg/L,8.8,Yes,Passed
Sto. Nino,6/14/2013,BOD (5-Day 20 Degrees),-,7,mg/L,16,No,Failed
Sto. Nino,6/14/2013,Dissolved Oxygen (e) (minimum),5,-,mg/L,2,No,Failed
Sto. Nino,6/14/2013,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Sto. Nino,7/8/2013,BOD (5-Day 20 Degrees),-,7,mg/L,60,No,Failed
Sto. Nino,7/8/2013,Nitrate as Nitrogen,-,10,mg/L,10.3,No,Failed
Sto. Nino,7/8/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.4,No,Failed
Sto. Nino,7/8/2013,Phosphate as Phosphorus,-,0.4,mg/L,18.6,No,Failed
Sto. Nino,7/8/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Tanong Station,2/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,38,No,Failed
Tanong Station,2/20/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Tanong Station,2/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.6,No,Failed
Tanong Station,2/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.4,No,Failed
Tanong Station,2/20/2012,Nitrate as Nitrogen,-,10,mg/L,8.6,Yes,Passed
Tanong Station,2/20/2012,Lead,-,0.05,mg/L,0.0058,Yes,Passed
Tanong Station,2/20/2012,Cadmium,-,0.01,mg/L,0.0018,Yes,Passed
Tanong Station,3/5/2012,BOD (5-Day 20 Degrees),-,7,mg/L,50,No,Failed
Tanong Station,3/5/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Tanong Station,3/5/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Tanong Station,3/5/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.7,No,Failed
Tanong Station,3/5/2012,Phosphate as Phosphorus,-,0.4,mg/L,11.29,No,Failed
Tanong Station,3/5/2012,Nitrate as Nitrogen,-,10,mg/L,7.51,Yes,Passed
Tanong Station,3/5/2012,Total Coliforms,-,5000,MPN/100ml,1700000,No,Failed
Tanong Station,3/5/2012,Fecal Coliforms,-,-,MPN/100ml,1200000,Variable,Null
Tanong Station,4/25/2012,BOD (5-Day 20 Degrees),-,7,mg/L,18,No,Failed
Tanong Station,4/25/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Tanong Station,4/25/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Tanong Station,4/25/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.1,No,Failed
Tanong Station,4/25/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.6,No,Failed
Tanong Station,4/25/2012,Nitrate as Nitrogen,-,10,mg/L,6.2,Yes,Passed
Tanong Station,4/25/2012,Total Coliforms,-,5000,MPN/100ml,9200000,No,Failed
Tanong Station,7/16/2012,BOD (5-Day 20 Degrees),-,7,mg/L,14,No,Failed
Tanong Station,7/16/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Tanong Station,7/16/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.8,No,Failed
Tanong Station,7/16/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.9,No,Failed
Tanong Station,7/16/2012,Nitrate as Nitrogen,-,10,mg/L,7.4,Yes,Passed
Tanong Station,8/28/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.3,No,Failed
Tanong Station,8/28/2012,BOD (5-Day 20 Degrees),-,7,mg/L,12,No,Failed
Tanong Station,8/28/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0.5,No,Failed
Tanong Station,8/28/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Tanong Station,8/28/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.5,No,Failed
Tanong Station,8/28/2012,Nitrate as Nitrogen,-,10,mg/L,7.2,Yes,Passed
Tanong Station,9/17/2012,BOD (5-Day 20 Degrees),-,7,mg/L,14,No,Failed
Tanong Station,9/17/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,1,No,Failed
Tanong Station,9/17/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Tanong Station,9/17/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.1,No,Failed
Tanong Station,9/17/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.2,No,Failed
Tanong Station,9/17/2012,Nitrate as Nitrogen,-,10,mg/L,7.5,Yes,Passed
Tanong Station,10/24/2012,BOD (5-Day 20 Degrees),-,7,mg/L,32,No,Failed
Tanong Station,10/24/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Tanong Station,10/24/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.8,No,Failed
Tanong Station,10/24/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.9,No,Failed
Tanong Station,10/24/2012,Nitrate as Nitrogen,-,10,mg/L,7.6,Yes,Passed
Tanong Station,11/12/2012,BOD (5-Day 20 Degrees),-,7,mg/L,38,No,Failed
Tanong Station,11/12/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Tanong Station,11/12/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.5,No,Failed
Tanong Station,11/12/2012,Phosphate as Phosphorus,-,0.4,mg/L,11.9,No,Failed
Tanong Station,11/12/2012,Nitrate as Nitrogen,-,10,mg/L,9.3,Yes,Passed
Tanong Station,12/10/2012,BOD (5-Day 20 Degrees),-,7,mg/L,30,No,Failed
Tanong Station,12/10/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Tanong Station,12/10/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.6,No,Failed
Tanong Station,12/10/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.4,No,Failed
Tanong Station,12/10/2012,Nitrate as Nitrogen,-,10,mg/L,9.1,Yes,Passed
Tanong Station,1/21/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.1,No,Failed
Tanong Station,1/21/2013,Phosphate as Phosphorus,-,0.4,mg/L,12.7,No,Failed
Tanong Station,1/21/2013,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Tanong Station,1/21/2013,Nitrate as Nitrogen,-,10,mg/L,9.4,Yes,Passed
Tanong Station,1/21/2013,BOD (5-Day 20 Degrees),-,7,mg/L,37,No,Failed
Tanong Station,2/4/2013,BOD (5-Day 20 Degrees),-,7,mg/L,46,No,Failed
Tanong Station,2/4/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Tanong Station,2/4/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.4,No,Failed
Tanong Station,2/4/2013,Phosphate as Phosphorus,-,0.4,mg/L,13.9,No,Failed
Tanong Station,2/4/2013,Nitrate as Nitrogen,-,10,mg/L,9.6,Yes,Passed
Tanong Station,6/3/2013,BOD (5-Day 20 Degrees),-,7,mg/L,48,No,Failed
Tanong Station,6/3/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Tanong Station,6/3/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.2,No,Failed
Tanong Station,6/3/2013,Phosphate as Phosphorus,-,0.4,mg/L,13.6,No,Failed
Tanong Station,6/3/2013,Nitrate as Nitrogen,-,10,mg/L,10.5,No,Failed
Tanong Station,7/2/2013,BOD (5-Day 20 Degrees),-,7,mg/L,28,No,Failed
Tanong Station,7/2/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Tanong Station,7/2/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.9,No,Failed
Tanong Station,7/2/2013,Phosphate as Phosphorus,-,0.4,mg/L,14.6,No,Failed
Tanong Station,7/2/2013,Nitrate as Nitrogen,-,10,mg/L,8.9,Yes,Passed
Tramo,2/22/2012,BOD (5-Day 20 Degrees),-,7,mg/L,46,No,Failed
Tramo,2/22/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Tramo,2/22/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.3,No,Failed
Tramo,2/22/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.56,No,Failed
Tramo,2/22/2012,Nitrate as Nitrogen,-,10,mg/L,8.22,Yes,Passed
Tramo,3/20/2012,Total Coliforms,-,5000,MPN/100ml,5.40E+11,No,Failed
Tramo,3/20/2012,Fecal Coliforms,-,-,MPN/100ml,3.50E+11,Variable,Null
Tramo,3/20/2012,Nitrate as Nitrogen,-,10,mg/L,5.63,Yes,Passed
Tramo,3/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,13,No,Failed
Tramo,3/20/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Tramo,3/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.7,No,Failed
Tramo,3/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,8.56,No,Failed
Tramo,4/17/2012,Fecal Coliforms,-,-,MPN/100ml,5.40E+11,Variable,Null
Tramo,4/17/2012,Total Coliforms,-,5000,MPN/100ml,9.20E+11,No,Failed
Tramo,4/17/2012,Nitrate as Nitrogen,-,10,mg/L,8.2,Yes,Passed
Tramo,4/17/2012,Phosphate as Phosphorus,-,0.4,mg/L,16.4,No,Failed
Tramo,4/17/2012,BOD (5-Day 20 Degrees),-,7,mg/L,110,No,Failed
Tramo,4/17/2012,Total Suspended Solids,-,-,mg/L,70,Variable,Null
Tramo,4/17/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.8,No,Failed
Tramo,6/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,46,No,Failed
Tramo,6/20/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Tramo,6/20/2012,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Tramo,6/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.9,No,Failed
Tramo,6/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,14.3,No,Failed
Tramo,6/20/2012,Nitrate as Nitrogen,-,10,mg/L,8.9,Yes,Passed
Tramo,7/23/2012,BOD (5-Day 20 Degrees),-,7,mg/L,44,No,Failed
Tramo,7/23/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Tramo,7/23/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Tramo,7/23/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.3,No,Failed
Tramo,7/23/2012,Phosphate as Phosphorus,-,0.4,mg/L,13.2,No,Failed
Tramo,7/23/2012,Nitrate as Nitrogen,-,10,mg/L,9.2,Yes,Passed
Tramo,8/23/2012,BOD (5-Day 20 Degrees),-,7,mg/L,64,No,Failed
Tramo,8/23/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Tramo,8/23/2012,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Tramo,8/23/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.8,No,Failed
Tramo,8/23/2012,Phosphate as Phosphorus,-,0.4,mg/L,18.6,No,Failed
Tramo,8/23/2012,Nitrate as Nitrogen,-,10,mg/L,9.9,Yes,Passed
Tramo,9/3/2012,BOD (5-Day 20 Degrees),-,7,mg/L,40,No,Failed
Tramo,9/3/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Tramo,9/3/2012,Total Suspended Solids,-,-,mg/L,50,Variable,Null
Tramo,9/3/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.1,No,Failed
Tramo,9/3/2012,Phosphate as Phosphorus,-,0.4,mg/L,16.2,No,Failed
Tramo,9/3/2012,Nitrate as Nitrogen,-,10,mg/L,9.7,Yes,Passed
Tramo,10/4/2012,BOD (5-Day 20 Degrees),-,7,mg/L,36,No,Failed
Tramo,10/4/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Tramo,10/4/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
