year,month,police_regional_office,shooting_incidents_killed,shooting_incidents_wounded,shooting_incidents_unharmed,shooting_incidents_total,robbery_killed,robbery_wounded,robbery_unharmed,robbery_total,carnapping_killed,carnapping_wounded,carnapping_unharmed,carnapping_total,others_killed,others_wounded,others_unharmed,others_total,victims_total,status_of_suspects_at-large,status_of_suspects_arrested,status_of_suspects_killed,status_of_suspects_total,status_of_case_under_investigation,status_of_case_referred_to_pros,status_of_case_filed_in_court,status_of_case_no_case_filed,total_number_of_incidents
2013,March,4A,9,7,2,17,0,5,9,10,0,0,3,3,0,0,1,1,36,53,8,3,64,23,2,6,0,31
2013,March,4B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1
2013,March,5,0,0,0,0,0,0,8,7,0,0,0,0,0,0,1,1,9,14,0,0,14,8,0,0,0,8
2013,March,6,3,0,0,3,0,4,10,13,0,0,0,0,0,4,1,5,22,30,5,0,35,16,4,1,0,21
2013,March,7,4,6,1,10,0,2,1,3,0,0,0,0,0,0,0,0,14,16,3,0,19,11,1,1,0,13
2013,March,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,3,0,0,3,1,0,0,0,1
2013,March,9,4,8,1,10,0,0,4,4,0,0,0,0,0,0,1,1,18,30,0,0,30,15,0,0,0,15
2013,March,10,11,3,1,12,1,3,24,21,0,0,0,0,0,0,1,1,44,47,5,0,52,31,1,2,0,34
2013,March,11,17,5,1,23,0,3,22,17,0,0,0,0,0,0,0,0,48,88,0,0,88,40,0,0,0,40
2013,March,12,8,6,3,12,0,0,3,3,0,0,1,1,0,0,0,0,21,33,0,0,33,16,0,0,0,16
2013,March,13,3,0,0,3,0,1,4,3,0,0,0,0,0,0,0,0,8,9,0,0,9,6,0,0,0,6
2013,March,ARMM,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8,3,0,0,0,3
2013,March,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,March,NCRPO,7,4,1,8,2,1,25,27,0,0,1,1,0,0,2,2,43,77,0,1,78,35,3,0,0,38
2013,April,1,4,2,5,11,0,0,0,0,0,0,0,0,0,1,1,2,13,19,4,0,23,10,1,2,0,13
2013,April,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,3,2,5,8,0,0,8,4,0,0,0,4
2013,April,3,10,10,0,16,0,0,4,4,0,0,4,4,0,2,1,3,31,50,2,0,52,25,0,2,0,27
2013,April,4A,13,14,4,24,2,2,12,11,0,0,1,1,0,0,3,3,51,71,8,6,85,32,1,6,0,39
2013,April,4B,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,4,6,0,0,6,3,0,0,0,3
2013,April,5,0,1,0,1,0,0,11,11,0,0,0,0,0,0,2,2,14,25,0,0,25,14,0,0,0,14
2013,April,6,4,0,1,4,0,0,7,6,0,0,0,0,0,1,2,3,15,18,1,0,19,12,1,0,0,13
2013,April,7,2,4,0,6,0,0,9,9,0,0,0,0,0,1,0,1,16,32,0,0,32,16,0,0,0,16
2013,April,8,2,0,0,2,0,0,5,5,0,0,1,1,0,0,0,0,8,14,0,0,14,8,0,0,0,8
2013,April,9,8,2,0,8,0,0,0,0,0,0,0,0,0,0,2,2,12,19,0,0,19,9,0,1,0,10
2013,April,10,4,3,1,7,2,10,15,27,0,0,0,0,0,0,0,0,35,60,0,0,60,34,0,0,0,34
2013,April,11,10,9,2,19,0,4,25,22,0,0,0,0,0,0,0,0,50,91,1,0,92,37,4,0,0,41
2013,April,12,6,3,0,8,0,1,6,6,0,0,0,0,0,0,0,0,16,28,1,0,29,13,0,1,0,14
2013,April,13,2,2,0,4,0,0,12,7,0,0,0,0,0,0,0,0,16,20,0,0,20,11,0,0,0,11
2013,April,ARMM,1,4,0,3,0,0,0,0,0,0,0,0,0,0,1,1,6,10,0,0,10,4,0,0,0,4
2013,April,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,April,NCRPO,9,6,2,15,0,4,49,43,0,0,0,0,0,0,0,0,70,111,0,0,111,57,1,0,0,58
2013,May,1,10,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,20,1,0,21,9,1,0,0,10
2013,May,2,3,1,0,3,0,0,1,1,0,0,0,0,0,0,1,1,6,5,0,0,5,5,0,0,0,5
2013,May,3,22,6,3,28,0,4,17,14,0,0,2,2,0,1,10,10,65,97,2,0,99,53,0,1,0,54
2013,May,4A,9,6,1,14,2,5,4,7,0,0,1,1,0,0,0,2,28,36,1,0,37,22,0,2,0,24
2013,May,4B,3,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,5,8,0,0,8,4,0,0,0,4
2013,May,5,1,0,0,1,0,0,16,16,0,0,1,1,0,0,2,2,20,38,1,0,39,19,1,0,0,20
2013,May,6,2,2,0,4,0,1,2,3,0,0,0,0,0,0,0,0,7,7,7,0,14,4,3,0,0,7
2013,May,7,4,2,3,8,0,0,8,7,0,0,0,0,0,0,0,0,17,22,1,0,23,14,0,1,0,15
2013,May,8,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,4,8,0,0,8,4,0,0,0,4
2013,May,9,3,0,0,3,0,3,0,3,0,0,0,0,0,0,1,1,7,10,0,0,10,7,0,0,0,7
2013,May,10,6,3,0,8,1,3,15,16,0,0,13,13,0,0,0,0,41,53,0,0,53,37,0,0,0,37
2013,May,11,7,2,1,8,0,2,16,9,0,0,0,0,0,1,1,2,30,36,2,0,38,17,0,2,0,19
2013,May,12,16,9,2,27,0,0,13,13,0,1,0,1,0,0,0,0,41,86,0,0,86,41,0,0,0,41
2013,May,13,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,5,2,0,0,0,2
2013,May,ARMM,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,12,6,0,0,0,6
2013,May,COR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1
2013,May,NCRPO,5,6,0,11,1,3,35,34,0,0,1,1,0,0,1,1,52,84,6,0,90,44,3,0,0,47
2013,June,1,14,4,1,18,0,1,0,1,0,0,0,0,0,0,0,0,20,36,3,0,39,17,1,1,0,19
2013,June,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1
2013,June,3,13,11,0,21,0,2,24,25,0,0,0,0,0,1,2,4,53,84,1,0,88,49,0,1,0,50
2013,June,4A,8,6,0,11,0,1,9,8,0,0,0,0,0,0,0,2,24,39,6,0,46,19,0,2,0,21
2013,June,4B,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,3
2013,June,5,0,0,0,0,0,0,1,1,0,0,4,3,0,0,1,1,6,11,2,0,13,4,0,1,0,5
2013,June,6,4,2,0,6,0,0,3,3,0,0,0,0,0,0,0,0,9,20,2,0,22,9,0,0,0,9
2013,June,7,4,0,0,4,0,1,4,4,0,0,0,0,0,0,0,0,9,11,0,2,13,7,0,0,1,8
2013,June,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,June,9,4,3,0,7,0,0,1,1,0,0,0,0,0,0,0,0,8,19,0,0,19,8,0,0,0,8
2013,June,10,2,1,0,3,0,0,8,5,0,0,0,0,0,0,0,0,11,8,0,0,10,8,0,0,0,8
2013,June,11,8,11,0,18,1,1,27,16,0,0,0,0,0,0,0,0,48,62,4,0,66,31,3,0,0,34
2013,June,12,11,3,0,13,0,0,8,8,1,0,1,2,0,0,1,1,25,46,1,0,47,22,0,2,0,24
2013,June,13,6,2,0,7,0,0,2,2,0,0,0,0,0,0,0,0,10,16,0,0,16,8,0,1,0,9
2013,June,ARMM,6,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,12,5,0,0,0,5
2013,June,COR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,1
2013,June,NCRPO,9,1,0,10,0,0,43,34,0,0,0,0,0,0,2,2,55,83,1,0,84,44,0,1,1,46
2013,July,1,2,9,2,10,0,2,1,2,0,0,0,0,0,0,1,1,17,24,3,0,27,9,3,1,0,13
2013,July,2,0,1,0,1,0,1,4,4,0,0,0,0,0,0,0,0,6,6,0,0,6,4,1,0,0,5
2013,July,3,16,10,0,22,2,1,9,9,0,0,0,0,0,0,0,0,38,52,9,0,61,29,0,2,0,31
2013,July,4A,11,10,1,19,0,1,29,13,0,0,0,0,0,1,2,3,55,64,13,0,77,30,3,2,0,35
2013,July,4B,2,1,0,3,0,2,0,2,0,0,0,0,0,0,0,0,5,7,0,0,7,5,0,0,0,5
2013,July,5,0,0,0,0,0,1,5,6,0,0,0,0,0,0,4,3,10,14,5,0,19,5,1,3,0,9
2013,July,6,1,2,0,3,0,0,5,5,0,0,0,0,0,0,2,2,10,14,1,0,15,9,0,1,0,10
2013,July,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,July,8,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,4,2,0,0,0,2
2013,July,9,1,3,0,4,0,0,0,0,1,0,0,1,0,0,0,0,5,5,0,0,5,4,1,0,0,5
2013,July,10,5,1,1,6,0,0,15,13,0,0,1,1,0,0,0,0,23,32,1,0,33,19,0,1,0,20
2013,July,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,July,12,9,10,0,15,0,0,7,6,0,0,0,0,0,0,0,0,26,30,4,0,34,18,1,2,0,21
2013,July,13,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,7,7,0,0,0,7
2013,July,ARMM,1,4,0,3,0,1,1,2,0,0,0,0,0,0,0,0,7,9,0,1,10,4,1,0,0,5
2013,July,COR,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
2013,July,NCRPO,11,4,1,16,0,2,29,31,0,0,0,0,0,0,0,0,47,85,2,0,87,44,3,0,0,47
2013,August,1,13,6,1,16,0,0,1,1,0,0,0,0,0,0,0,0,21,36,1,0,37,15,1,1,0,17
2013,August,2,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,3,5,0,0,5,3,0,0,0,3
2013,August,3,8,10,1,19,0,2,25,27,0,0,2,2,0,0,0,12,48,56,8,0,94,56,0,4,0,60
2013,August,4A,8,6,0,12,0,0,17,11,0,0,0,0,0,0,0,0,31,38,10,2,50,19,4,0,0,23
2013,August,4B,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,3,0,0,3,2,0,0,0,2
2013,August,5,6,4,0,6,0,0,16,10,0,0,0,0,0,0,11,11,37,73,0,0,73,25,2,0,0,27
2013,August,6,1,0,0,1,0,0,7,7,0,0,0,0,0,0,3,3,11,23,4,0,27,10,0,1,0,11
2013,August,7,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,4,8,0,0,8,4,0,0,0,4
2013,August,8,1,1,0,2,0,0,5,1,0,0,0,0,0,0,0,0,7,9,0,0,9,3,0,0,0,3
2013,August,9,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,6,0,0,0,6
2013,August,10,11,6,0,17,0,0,27,22,1,1,0,2,0,0,4,4,50,82,0,0,82,45,0,0,0,45
2013,August,11,14,9,0,23,0,0,19,11,0,0,0,0,0,1,0,1,43,65,1,0,66,35,0,0,0,35
2013,August,12,7,4,0,7,0,0,10,9,0,0,1,1,0,0,0,0,22,34,0,0,34,17,0,0,0,17
2013,August,13,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7,5,0,0,0,5
2013,August,ARMM,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7,3,0,0,0,3
2013,August,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,August,NCRPO,2,3,1,6,0,0,55,46,0,0,6,5,0,0,1,1,68,122,1,0,123,56,1,1,0,58
2013,September,1,6,4,2,12,0,0,4,3,0,0,0,0,0,0,0,0,16,31,5,0,36,12,0,3,0,15
2013,September,2,3,3,0,5,0,0,1,1,0,0,0,0,0,0,2,2,9,15,0,0,15,8,0,0,0,8
2013,September,3,9,4,3,14,2,2,24,26,0,0,4,4,0,1,1,5,50,81,5,2,88,45,1,1,2,49
2013,September,4A,9,0,2,9,0,1,16,10,0,0,0,0,0,1,1,2,30,50,3,1,54,17,0,4,0,21
2013,September,4B,2,3,0,5,0,0,2,2,0,0,0,0,0,0,0,0,7,12,0,0,12,7,0,0,0,7
2013,September,5,2,0,1,3,1,2,15,18,0,0,0,0,0,0,3,3,24,48,4,0,52,20,1,3,0,24
2013,September,6,1,2,0,3,0,0,5,5,0,0,0,0,0,0,0,0,8,17,0,0,17,8,0,0,0,8
2013,September,7,4,3,0,7,0,2,14,16,0,0,0,0,0,0,0,0,23,25,2,0,27,22,1,0,0,23
2013,September,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,September,9,3,1,1,5,0,0,2,2,0,0,0,0,0,0,0,0,7,12,2,1,15,5,0,2,0,7
2013,September,10,3,3,0,4,0,0,7,7,1,0,1,2,0,0,1,1,16,34,0,0,34,14,0,0,0,14
2013,September,11,7,2,0,9,0,0,9,6,0,0,0,0,0,0,2,2,20,27,3,2,32,14,3,0,0,17
2013,September,12,9,4,0,12,0,0,10,10,0,0,1,1,0,0,0,0,24,47,0,0,47,23,0,0,0,23
2013,September,13,2,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,10,6,0,1,0,7
2013,September,ARMM,1,4,0,2,0,0,0,0,0,0,0,0,0,1,0,1,6,7,0,0,7,3,0,0,0,3
2013,September,COR,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
2013,October,1,13,13,1,18,0,0,0,0,0,0,0,0,0,0,0,0,27,36,3,0,39,13,3,2,0,18
2013,October,2,2,2,0,4,0,0,0,1,0,0,0,0,0,0,3,4,7,14,4,0,18,9,0,0,0,9
2013,October,3,10,4,2,16,0,2,17,19,0,0,4,4,0,1,2,3,42,87,0,0,87,40,2,0,0,42
2013,October,4A,11,3,3,15,0,3,16,14,0,0,0,0,1,2,2,4,41,65,2,2,67,30,2,1,0,33
2013,October,4B,2,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,4,6,0,0,6,4,0,0,0,4
2013,October,5,2,3,0,4,0,0,3,2,0,0,0,0,0,0,13,13,21,43,0,0,43,19,0,0,0,19
2013,October,6,0,1,0,1,0,0,6,6,0,0,0,0,0,0,3,3,10,22,0,0,22,10,0,0,0,10
2013,October,7,10,8,2,18,0,0,9,7,0,0,0,0,0,0,3,3,32,53,2,0,55,26,0,2,0,28
2013,October,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,October,9,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,4,0,0,0,4
2013,October,10,2,4,0,6,0,0,8,8,0,0,0,0,0,0,3,3,17,38,0,0,40,17,0,0,0,17
2013,October,11,12,3,0,15,0,2,8,8,0,0,0,0,0,0,0,0,25,38,0,0,38,23,0,0,0,23
2013,October,12,2,2,0,5,0,0,15,14,0,0,1,1,0,0,0,0,20,5,0,0,31,20,0,0,0,20
2013,October,13,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8,1,0,1,0,2
2013,October,ARMM,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,4,2,0,0,0,2
2013,October,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,October,NCRPO,8,9,4,20,0,0,79,73,0,0,5,5,0,2,1,3,108,201,1,2,204,100,1,0,0,101
2013,November,1,13,7,4,20,0,3,7,8,0,1,7,8,0,0,0,0,42,58,12,0,70,23,9,4,0,36
2013,November,2,2,0,0,2,0,0,4,4,0,0,0,0,0,0,1,1,7,14,0,0,14,7,0,0,0,7
2013,November,3,14,11,1,21,0,0,38,28,0,0,6,5,0,0,1,1,71,115,0,0,115,55,0,0,0,55
2013,November,4A,14,11,12,20,0,3,34,32,0,0,0,0,0,0,3,3,77,106,8,3,117,49,4,2,0,55
2013,November,4B,2,4,0,4,0,0,3,2,0,0,0,0,0,0,0,0,9,12,0,0,12,6,0,0,0,6
2013,November,5,1,2,0,3,0,0,2,3,0,0,0,0,0,0,12,12,17,35,0,0,35,18,0,0,0,18
2013,November,6,2,4,0,6,0,0,7,6,0,0,0,0,0,0,5,5,18,22,0,0,22,17,0,0,0,17
2013,November,7,4,4,1,7,0,0,13,14,0,0,0,0,0,0,0,0,22,27,1,0,28,20,0,1,0,21
2013,November,8,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,2
2013,November,9,28,20,5,47,0,2,7,6,0,0,1,1,0,0,8,26,71,68,14,83,151,65,4,8,3,80
2013,November,10,3,3,0,8,0,0,11,10,0,0,0,0,0,0,0,0,17,24,0,0,14,18,0,0,0,18
2013,November,11,14,4,0,17,0,0,14,11,0,0,0,0,0,0,0,0,32,49,0,0,50,28,0,0,0,28
2013,November,12,3,4,0,6,1,1,8,10,0,0,0,0,0,2,1,3,20,34,6,0,34,19,0,0,0,19
2013,November,13,2,0,1,3,0,0,7,5,0,0,0,0,0,0,0,0,10,11,0,2,13,6,0,2,0,8
2013,November,ARMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,November,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,November,NCRPO,11,11,2,19,0,2,104,92,0,0,4,4,0,0,0,0,134,212,0,0,212,113,2,0,0,115
2013,December,1,10,15,3,24,0,0,16,9,0,0,6,6,0,0,0,0,50,58,6,0,64,32,4,3,0,39
2013,December,2,3,1,1,5,0,0,3,2,0,0,0,0,0,0,0,0,8,15,0,0,15,6,1,0,0,7
2013,December,3,14,8,2,24,0,1,36,37,0,0,2,2,0,0,2,2,65,117,1,0,120,65,0,0,0,65
2013,December,4A,9,7,1,16,1,1,21,23,0,0,3,3,0,0,3,3,46,72,2,2,76,44,0,1,0,45
2013,December,4B,3,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,6,8,0,0,8,6,0,0,0,6
2013,December,5,1,2,0,3,0,0,1,2,0,0,0,0,0,0,12,12,16,30,0,0,30,17,0,0,0,17
2013,December,6,3,3,0,5,0,0,18,16,0,0,0,0,0,0,2,2,26,31,2,0,33,22,0,1,0,23
2013,December,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,3
2013,December,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,9,0,0,9,4,0,0,0,4
2013,December,9,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,9,4,0,0,0,4
2013,December,10,4,2,1,6,0,1,9,7,0,1,0,1,0,0,0,0,18,16,0,0,16,14,0,0,0,14
2013,December,11,21,4,0,24,0,0,14,11,0,0,0,0,0,0,0,0,39,68,5,0,73,31,0,4,0,35
2013,December,12,3,2,0,5,0,0,3,3,0,1,0,1,0,0,0,0,9,19,0,0,19,9,0,0,0,9
2013,December,13,5,1,0,5,1,0,1,2,0,0,0,0,0,0,0,0,8,21,0,0,21,5,1,1,0,7
2013,December,ARMM,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,0,17,4,0,0,0,4
2013,December,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,December,NCRPO,14,9,2,21,3,5,88,88,1,5,0,1,0,6,7,6,140,228,3,0,231,111,4,1,0,116
