year,month,police_regional_office,shooting_incidents_killed,shooting_incidents_wounded,shooting_incidents_unharmed,shooting_incidents_total,robbery_killed,robbery_wounded,robbery_unharmed,robbery_total,carnapping_killed,carnapping_wounded,carnapping_unharmed,carnapping_total,others_killed,others_wounded,others_unharmed,others_total,victims_total,status_of_suspects_at-large,status_of_suspects_arrested,status_of_suspects_killed,status_of_suspects_total,status_of_case_under_investigation,status_of_case_referred_to_pros,status_of_case_filed_in_court,status_of_case_no_case_filed,total_number_of_incidents
2011,June,6,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,4,8,0,0,8,4,0,0,0,4
2011,June,7,5,7,0,12,0,0,30,30,0,0,0,0,0,0,0,0,42,84,0,0,84,39,3,0,0,42
2011,June,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,June,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,June,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,June,11,8,4,0,12,0,0,17,17,0,0,0,0,0,0,0,0,29,48,0,0,48,28,1,0,0,29
2011,June,12,3,3,0,6,1,0,1,2,0,0,0,0,0,0,0,0,8,16,1,0,17,7,1,0,0,8
2011,June,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,June,ARMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,June,COR,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
2011,June,NCRPO,4,1,0,5,1,1,22,23,0,0,0,0,0,0,1,1,30,52,2,0,54,26,3,0,0,29
2011,July,1,7,3,0,10,0,0,1,1,0,0,0,0,0,0,0,0,11,32,0,0,32,7,2,0,2,11
2011,July,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,July,3,19,6,2,27,1,2,20,23,0,0,4,4,0,0,0,1,54,105,3,0,108,44,11,0,0,55
2011,July,4A,10,6,1,16,2,0,12,13,0,1,0,1,0,0,0,0,32,60,2,0,62,24,5,0,1,30
2011,July,4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,July,5,0,1,0,1,1,0,4,5,0,0,0,0,0,0,0,0,6,12,0,0,12,4,2,0,0,6
2011,July,6,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,4,0,0,4,2,0,0,0,2
2011,July,7,2,4,1,7,0,0,14,14,0,0,0,0,0,0,1,2,22,44,0,0,44,22,1,0,0,23
2011,July,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,July,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,July,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,July,11,12,6,0,16,1,0,12,13,0,0,0,0,0,0,1,1,32,58,1,0,59,29,1,0,0,30
2011,July,12,3,3,0,5,0,0,6,4,0,0,0,0,0,0,0,0,12,18,0,0,18,6,3,0,0,9
2011,July,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,July,ARMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,July,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,July,NCRPO,9,4,0,11,0,1,28,29,0,0,2,2,0,0,0,0,44,82,0,0,82,40,2,0,0,42
2011,August,1,7,8,2,17,0,0,2,2,0,0,0,0,0,0,0,0,19,38,0,0,38,15,4,0,0,19
2011,August,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,August,3,8,5,0,12,1,1,30,30,0,0,9,9,0,0,2,1,56,104,0,2,106,45,7,0,0,52
2011,August,4A,15,16,0,19,2,6,12,19,0,0,0,0,0,0,3,2,54,79,2,0,81,36,4,0,0,40
2011,August,4B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1
2011,August,5,1,0,1,2,0,1,9,8,0,0,0,0,0,0,0,0,12,20,0,0,20,10,0,0,0,10
2011,August,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1
2011,August,7,7,6,1,14,0,2,32,30,0,0,1,1,0,0,0,0,49,86,2,0,88,41,4,0,0,45
2011,August,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,August,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,August,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,August,11,10,6,1,17,0,0,8,8,0,0,1,1,0,0,0,0,26,52,0,0,52,26,0,0,0,26
2011,August,12,8,3,3,11,0,0,3,3,0,0,0,0,0,0,0,0,17,24,0,0,24,13,1,0,0,14
2011,August,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,August,ARMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,August,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,August,NCRPO,2,3,0,4,0,1,42,43,0,0,4,4,0,0,1,1,53,141,1,0,142,49,3,0,0,52
2011,September,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,September,2,10,3,3,7,1,3,20,8,1,0,2,3,0,1,8,9,52,24,2,0,26,19,4,3,1,27
2011,September,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,September,4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,September,4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,September,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,September,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,September,7,6,2,0,8,3,5,20,20,0,0,0,0,0,0,0,0,36,56,1,3,60,23,5,0,0,28
2011,September,8,1,1,0,2,0,0,9,9,0,0,0,0,4,0,1,5,16,20,2,0,22,15,0,1,0,16
2011,September,9,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,3,0,0,0,3
2011,September,10,0,1,0,1,0,0,10,10,0,0,0,0,0,0,0,0,11,15,0,0,15,11,0,0,0,11
2011,September,11,6,4,0,10,0,1,11,9,0,0,0,0,0,0,0,0,22,38,0,0,38,19,0,0,0,19
2011,September,12,3,2,0,5,0,0,0,0,0,0,2,2,0,0,0,0,7,14,0,0,14,7,0,0,0,7
2011,September,13,2,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,4,4,0,0,4,2,2,0,0,4
2011,September,ARMM,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0, - ,2,0,0,0,2
2011,September,COR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,September,NCRPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,October,1,9,17,0,30,2,0,0,0,0,0,1,1,0,0,3,2,32,3,20,2,25,23,0,10,0,33
2011,October,2,7,4,3,8,1,3,11,7,0,0,2,2,0,0,11,8,42,30,8,1,39,16,5,4,0,25
2011,October,3,79,33,7,96,3,7,154,131,1,2,57,56,5,13,15,28,376,0,75,16,91,224,0,87,0,311
2011,October,4A,13,1,43,64,0,1,0,8,0,0,5,5,2,2,2,4,69,0,29,3,32,30,0,51,0,81
2011,October,4B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,0,0,0, - ,5,0,0,0,5
2011,October,5,18,11,10,19,2,14,168,54,0,0,3,2,0,0,0,0,226,39,0,0,39,64,11,0,0,75
2011,October,6,0,2,0,1,0,0,8,6,0,0,0,0,0,0,6,6,16,7,1,0,8,10,0,3,0,13
2011,October,7,4,26,7,32,8,6,32,52,0,3,0,3,2,0,1,1,89,0,30,5,35,58,0,30,0,88
2011,October,8,1,1,0,2,0,0,9,9,0,0,0,0,4,0,1,5,16,9,3,0,12,15,0,1,0,16
2011,October,9,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,2,0,0,0,2
2011,October,10,1,1,0,2,0,0,8,8,0,0,0,0,0,0,0,0,10,24,1,0,25,9,0,1,0,10
2011,October,11,6,1,0,8,0,1,1,1,0,0,0,0,0,3,1,2,13,0,1,2,3,9,0,2,0,11
2011,October,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,October,13,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,2,4,4,2,0,6,1,0,3,0,4
2011,October,ARMM,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, - ,1,0,0,0,1
2011,October,COR,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,3,2,0,0,0,2
2011,October,NCRPO,24,26,0,46,3,2,64,44,0,0,7,0,0,4,14,13,144,0,21,4,25,76,17,10,0,103
2011,November,1,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,15,7,0,0,0,7
2011,November,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0,0,0
2011,November,3,12,0,0,12,0,1,27,20,0,1,2,3,0,0,3,3,81,59,10,7,76,23,1,11,3,38
2011,November,4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0,0,0
2011,November,4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0,0,0
2011,November,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0,0,0
2011,November,6,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,7,8,0,0,8,4,0,0,0,4
2011,November,7,9,6,2,15,0,11,41,34,0,0,1,1,0,0,0,0,120,81,2,0,83,48,0,2,0,50
2011,November,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0,0,0
2011,November,9,1,0,0,1,0,1,4,3,0,0,1,1,1,0,0,1,13,12,0,0,12,6,0,0,0,6
2011,November,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0,0,0
2011,November,11,12,3,0,13,1,1,15,16,0,0,0,0,4,0,0,2,65,42,2,0,44,30,0,1,0,31
2011,November,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0,0,0
2011,November,13,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,5,0,0,0,5
2011,November,ARMM,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0, - ,4,0,0,0,4
2011,November,COR,4,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,12,6,0,0,6,6,0,0,0,6
2011,November,NCRPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0,0,0
2011,December,1,5,6,0,9,0,0,1,1,0,0,0,0,0,0,0,0,22,20,0,0,20,10,0,0,0,10
2011,December,2,6,0,1,7,0,0,4,3,0,0,0,0,0,0,3,3,24,20,6,0,26,13,0,0,0,13
2011,December,3,8,4,0,12,1,3,32,26,0,1,1,2,0,0,0,0,90,64,4,2,70,30,0,10,0,40
2011,December,4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,December,4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,December,5,1,0,0,1,0,8,18,2,0,0,0,0,0,0,0,0,30,50,0,0,50,1,0,2,0,3
2011,December,6,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,7,8,0,0,8,4,0,0,0,4
2011,December,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,December,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,December,9,10,7,0,14,0,0,3,3,0,0,1,1,0,1,0,1,40,19,0,2,21,18,0,1,0,19
2011,December,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,December,11,7,3,0,10,0,1,11,11,0,0,0,0,0,3,0,3,46,40,0,0,40,24,0,0,0,24
2011,December,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2011,December,13,1,1,0,2,0,0,1,1,0,0,0,0,0,2,1,3,9,13,0,0,13,6,0,0,0,6
2011,December,ARMM,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,5,0,0,0,5
2011,December,COR,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,1,6,6,0,0,6,3,0,0,0,3
2011,December,NCRPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - ,0,0,0, - ,0,0,0,0, - 
2012,January,1,3,1,0,4,0,0,0,0,0,0,0,0,0,1,1,2,6,6,1,0,7,3,0,3,0,6
2012,January,2,6,2,0,7,0,2,0,2,0,0,0,0,0,0,0, - ,10,18,0,0,18,9,0,0,0,9
2012,January,3,2,4,0,5,0,7,17,20,0,0,1,1,3,1,0,4,35,53,6,1,60,25,4,1,0,30
2012,January,4A,13,6,1,15,0,2,22,14,0,0,0,0,0,2,0,2,46,50,5,2,57,24,1,6,0,31
2012,January,4B,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0, - ,1,1,0,0,1,1,0,0,0,1
2012,January,5,1,2,1,3,0,0,11,11,0,0,0,0,0,0,0, - ,15,26,4,0,30,13,1,0,0,14
2012,January,6,5,0,0,5,0,0,4,4,0,0,0,0,0,2,0,2,11,17,5,0,22,8,0,3,0,11
2012,January,7,3,2,0,5,0,2,14,16,0,0,1,1,1,0,0,1,23,20,2,1,23,21,0,2,0,23
2012,January,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - , - , - , - , - , - ,0,0,0,0, - 
2012,January,9,13,7,0,17,0,1,3,4,1,0,0,1,0,0,0, - ,25,30,0,0,30,22,0,0,0,22
2012,January,10,3,6,0,9,0,0,2,2,0,0,0,0,0,0,0, - ,11,22,0,0,22,11,0,0,0,11
2012,January,11,10,2,0,12,0,2,0,2,0,0,0,0,0,0,0, - ,14,24,0,0,24,14,0,0,0,14
2012,January,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0, - ,1,0,0,1,1,0,1,0,0,1
2012,January,13,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0, - ,4,6,0,0,6,3,0,0,0,3
2012,January,ARMM,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0, - ,5,8,0,0,8,4,0,0,0,4
2012,January,COR,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0, - ,2,4,0,0,4,2,0,0,0,2
2012,January,NCRPO,15,7,16,31,0,1,43,45,0,0,4,4,0,0,0, - ,86,159,3,2,164,77,2,1,0,80
2012,February,1,6,3,0,8,1,9,1,6,0,0,0,0,0,0,0, - ,20,12, - ,3,15,11,3,0,0,14
2012,February,2,3,1,0,4,0,0,1,1,0,0,0,0,0,0,4,4,9,5,1,3,9,8,1,0,0,9
