year,region,species,dimensions,php_per_board_foot
2009,III (Central Luzon),Lauan,"2""x4""x8'",35.19
2009,III (Central Luzon),Loktob,"2""x4""x8'",-
2009,III (Central Luzon),Mahogany,"2""x4""x8'",-
2009,III (Central Luzon),Mayapis,"2""x4""x8'",21
2009,III (Central Luzon),Narra,"2""x4""x8'",-
2009,III (Central Luzon),Tanguile,"2""x4""x8'",37.46
2009,III (Central Luzon),Yakal,"2""x4""x8'",-
2009,IV-A (CALABARZON),Acacia,"2""x4""x8'",-
2009,IV-A (CALABARZON),Antipolo,"2""x4""x8'",-
2009,IV-A (CALABARZON),Apitong,"2""x4""x8'",39.54
2009,IV-A (CALABARZON),Bagras,"2""x4""x8'",37.83
2009,IV-A (CALABARZON),Benguet Pine,"2""x4""x8'",-
2009,IV-A (CALABARZON),Binuang,"2""x4""x8'",-
2009,IV-A (CALABARZON),Dao,"2""x4""x8'",-
2009,IV-A (CALABARZON),Dita,"2""x4""x8'",-
2009,IV-A (CALABARZON),Falcata,"2""x4""x8'",-
2009,IV-A (CALABARZON),Gmelina,"2""x4""x8'",-
2009,IV-A (CALABARZON),Ipil-Ipil,"2""x4""x8'",-
2009,IV-A (CALABARZON),Kalantas,"2""x4""x8'",-
2009,IV-A (CALABARZON),Lauan,"2""x4""x8'",39.69
2009,IV-A (CALABARZON),Loktob,"2""x4""x8'",-
2009,IV-A (CALABARZON),Mahogany,"2""x4""x8'",-
2009,IV-A (CALABARZON),Mayapis,"2""x4""x8'",-
2009,IV-A (CALABARZON),Narra,"2""x4""x8'",139.75
2009,IV-A (CALABARZON),Tanguile,"2""x4""x8'",45.5
2009,IV-A (CALABARZON),Yakal,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Acacia,"2""x4""x8'",28
2009,IV-B (MIMAROPA),Antipolo,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Apitong,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Bagras,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Benguet Pine,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Binuang,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Dao,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Dita,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Falcata,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Gmelina,"2""x4""x8'",25.45
2009,IV-B (MIMAROPA),Ipil-Ipil,"2""x4""x8'",28.47
2009,IV-B (MIMAROPA),Kalantas,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Lauan,"2""x4""x8'",35.31
2009,IV-B (MIMAROPA),Loktob,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Mahogany,"2""x4""x8'",24.67
2009,IV-B (MIMAROPA),Mayapis,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Narra,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Tanguile,"2""x4""x8'",-
2009,IV-B (MIMAROPA),Yakal,"2""x4""x8'",-
2009,V (Bicol Region),Acacia,"2""x4""x8'",28.17
2009,V (Bicol Region),Antipolo,"2""x4""x8'",27.95
2009,V (Bicol Region),Apitong,"2""x4""x8'",45.14
2009,V (Bicol Region),Bagras,"2""x4""x8'",-
2009,V (Bicol Region),Benguet Pine,"2""x4""x8'",-
2009,V (Bicol Region),Binuang,"2""x4""x8'",30.67
2009,V (Bicol Region),Dao,"2""x4""x8'",31.78
2009,V (Bicol Region),Dita,"2""x4""x8'",28
2009,V (Bicol Region),Falcata,"2""x4""x8'",-
2009,V (Bicol Region),Gmelina,"2""x4""x8'",30.22
2009,V (Bicol Region),Ipil-Ipil,"2""x4""x8'",-
2009,V (Bicol Region),Kalantas,"2""x4""x8'",31.78
2009,V (Bicol Region),Lauan,"2""x4""x8'",44.11
2009,V (Bicol Region),Loktob,"2""x4""x8'",29.28
2009,V (Bicol Region),Mahogany,"2""x4""x8'",29.78
2009,V (Bicol Region),Mayapis,"2""x4""x8'",-
2009,V (Bicol Region),Narra,"2""x4""x8'",93.33
2009,V (Bicol Region),Tanguile,"2""x4""x8'",44.7
2009,V (Bicol Region),Yakal,"2""x4""x8'",44.17
2009,VI (Western Visayas),Acacia,"2""x4""x8'",-
2009,VI (Western Visayas),Antipolo,"2""x4""x8'",-
2009,VI (Western Visayas),Apitong,"2""x4""x8'",43.54
2009,VI (Western Visayas),Bagras,"2""x4""x8'",23.67
2009,VI (Western Visayas),Benguet Pine,"2""x4""x8'",36
2009,VI (Western Visayas),Binuang,"2""x4""x8'",-
2009,VI (Western Visayas),Dao,"2""x4""x8'",-
2009,VI (Western Visayas),Dita,"2""x4""x8'",-
2009,VI (Western Visayas),Falcata,"2""x4""x8'",-
2009,VI (Western Visayas),Gmelina,"2""x4""x8'",24.28
2009,VI (Western Visayas),Ipil-Ipil,"2""x4""x8'",-
2009,VI (Western Visayas),Kalantas,"2""x4""x8'",-
2009,VI (Western Visayas),Lauan,"2""x4""x8'",38.37
2009,VI (Western Visayas),Loktob,"2""x4""x8'",-
2009,VI (Western Visayas),Mahogany,"2""x4""x8'",28
2009,VI (Western Visayas),Mayapis,"2""x4""x8'",-
2009,VI (Western Visayas),Narra,"2""x4""x8'",-
2009,VI (Western Visayas),Tanguile,"2""x4""x8'",-
2009,VI (Western Visayas),Yakal,"2""x4""x8'",-
2009,VII (Central Visayas),Acacia,"2""x4""x8'",-
2009,VII (Central Visayas),Antipolo,"2""x4""x8'",-
2009,VII (Central Visayas),Apitong,"2""x4""x8'",29
2009,VII (Central Visayas),Bagras,"2""x4""x8'",32
2009,VII (Central Visayas),Benguet Pine,"2""x4""x8'",-
2009,VII (Central Visayas),Binuang,"2""x4""x8'",-
2009,VII (Central Visayas),Dao,"2""x4""x8'",-
2009,VII (Central Visayas),Dita,"2""x4""x8'",-
2009,VII (Central Visayas),Falcata,"2""x4""x8'",-
2009,VII (Central Visayas),Gmelina,"2""x4""x8'",26.92
2009,VII (Central Visayas),Ipil-Ipil,"2""x4""x8'",-
2009,VII (Central Visayas),Kalantas,"2""x4""x8'",-
2009,VII (Central Visayas),Lauan,"2""x4""x8'",44.47
2009,VII (Central Visayas),Loktob,"2""x4""x8'",-
2009,VII (Central Visayas),Mahogany,"2""x4""x8'",32.13
2009,VII (Central Visayas),Mayapis,"2""x4""x8'",-
2009,VII (Central Visayas),Narra,"2""x4""x8'",170
2009,VII (Central Visayas),Tanguile,"2""x4""x8'",-
2009,VII (Central Visayas),Yakal,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Acacia,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Antipolo,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Apitong,"2""x4""x8'",25
2009,VIII (Eastern Visayas),Bagras,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Benguet Pine,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Binuang,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Dao,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Dita,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Falcata,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Gmelina,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Ipil-Ipil,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Kalantas,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Lauan,"2""x4""x8'",35
2009,VIII (Eastern Visayas),Loktob,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Mahogany,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Mayapis,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Narra,"2""x4""x8'",-
2009,VIII (Eastern Visayas),Tanguile,"2""x4""x8'",35
2009,VIII (Eastern Visayas),Yakal,"2""x4""x8'",35
2009,IX (Zamboanga Peninsula),Acacia,"2""x4""x8'",14
2009,IX (Zamboanga Peninsula),Antipolo,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Apitong,"2""x4""x8'",27.25
2009,IX (Zamboanga Peninsula),Bagras,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Benguet Pine,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Binuang,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Dao,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Dita,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Falcata,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Gmelina,"2""x4""x8'",18.08
2009,IX (Zamboanga Peninsula),Ipil-Ipil,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Kalantas,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Lauan,"2""x4""x8'",22.97
2009,IX (Zamboanga Peninsula),Loktob,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Mahogany,"2""x4""x8'",22.78
2009,IX (Zamboanga Peninsula),Mayapis,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Narra,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Tanguile,"2""x4""x8'",-
2009,IX (Zamboanga Peninsula),Yakal,"2""x4""x8'",35
2009,X (Northern Mindanao),Acacia,"2""x4""x8'",12
2009,X (Northern Mindanao),Antipolo,"2""x4""x8'",-
2009,X (Northern Mindanao),Apitong,"2""x4""x8'",-
2009,X (Northern Mindanao),Bagras,"2""x4""x8'",-
2009,X (Northern Mindanao),Benguet Pine,"2""x4""x8'",-
2009,X (Northern Mindanao),Binuang,"2""x4""x8'",-
2009,X (Northern Mindanao),Dao,"2""x4""x8'",-
2009,X (Northern Mindanao),Dita,"2""x4""x8'",-
2009,X (Northern Mindanao),Falcata,"2""x4""x8'",-
2009,X (Northern Mindanao),Gmelina,"2""x4""x8'",14.61
2009,X (Northern Mindanao),Ipil-Ipil,"2""x4""x8'",-
2009,X (Northern Mindanao),Kalantas,"2""x4""x8'",-
2009,X (Northern Mindanao),Lauan,"2""x4""x8'",30
2009,X (Northern Mindanao),Loktob,"2""x4""x8'",-
2009,X (Northern Mindanao),Mahogany,"2""x4""x8'",24
2009,X (Northern Mindanao),Mayapis,"2""x4""x8'",-
2009,X (Northern Mindanao),Narra,"2""x4""x8'",-
2009,X (Northern Mindanao),Tanguile,"2""x4""x8'",-
2009,X (Northern Mindanao),Yakal,"2""x4""x8'",-
2009,XI (Davao Region),Acacia,"2""x4""x8'",-
2009,XI (Davao Region),Antipolo,"2""x4""x8'",-
2009,XI (Davao Region),Apitong,"2""x4""x8'",39.11
2009,XI (Davao Region),Bagras,"2""x4""x8'",-
2009,XI (Davao Region),Benguet Pine,"2""x4""x8'",-
2009,XI (Davao Region),Binuang,"2""x4""x8'",15
2009,XI (Davao Region),Dao,"2""x4""x8'",-
2009,XI (Davao Region),Dita,"2""x4""x8'",-
2009,XI (Davao Region),Falcata,"2""x4""x8'",-
2009,XI (Davao Region),Gmelina,"2""x4""x8'",18.48
2009,XI (Davao Region),Ipil-Ipil,"2""x4""x8'",12
2009,XI (Davao Region),Kalantas,"2""x4""x8'",-
2009,XI (Davao Region),Lauan,"2""x4""x8'",25.8
2009,XI (Davao Region),Loktob,"2""x4""x8'",15
2009,XI (Davao Region),Mahogany,"2""x4""x8'",18
2009,XI (Davao Region),Mayapis,"2""x4""x8'",-
2009,XI (Davao Region),Narra,"2""x4""x8'",-
2009,XI (Davao Region),Tanguile,"2""x4""x8'",31.75
2009,XI (Davao Region),Yakal,"2""x4""x8'",35.33
2009,XII (SOCCSKSARGEN),Acacia,"2""x4""x8'",-
2009,XII (SOCCSKSARGEN),Antipolo,"2""x4""x8'",-
2009,XII (SOCCSKSARGEN),Apitong,"2""x4""x8'",25
2009,XII (SOCCSKSARGEN),Bagras,"2""x4""x8'",20
2009,XII (SOCCSKSARGEN),Benguet Pine,"2""x4""x8'",-
2009,XII (SOCCSKSARGEN),Binuang,"2""x4""x8'",-
2009,XII (SOCCSKSARGEN),Dao,"2""x4""x8'",-
2009,XII (SOCCSKSARGEN),Dita,"2""x4""x8'",-
2009,XII (SOCCSKSARGEN),Falcata,"2""x4""x8'",-
2009,XII (SOCCSKSARGEN),Gmelina,"2""x4""x8'",22
2009,XII (SOCCSKSARGEN),Ipil-Ipil,"2""x4""x8'",-
2009,XII (SOCCSKSARGEN),Kalantas,"2""x4""x8'",-
2009,XII (SOCCSKSARGEN),Lauan,"2""x4""x8'",23.33
2009,XII (SOCCSKSARGEN),Loktob,"2""x4""x8'",-
2009,XII (SOCCSKSARGEN),Mahogany,"2""x4""x8'",41
2009,XII (SOCCSKSARGEN),Mayapis,"2""x4""x8'",-
2009,XII (SOCCSKSARGEN),Narra,"2""x4""x8'",-
2009,XII (SOCCSKSARGEN),Tanguile,"2""x4""x8'",24
2009,XII (SOCCSKSARGEN),Yakal,"2""x4""x8'",31.33
2009,XIII (Caraga),Acacia,"2""x4""x8'",10
2009,XIII (Caraga),Antipolo,"2""x4""x8'",-
2009,XIII (Caraga),Apitong,"2""x4""x8'",-
2009,XIII (Caraga),Bagras,"2""x4""x8'",-
2009,XIII (Caraga),Benguet Pine,"2""x4""x8'",-
2009,XIII (Caraga),Binuang,"2""x4""x8'",-
2009,XIII (Caraga),Dao,"2""x4""x8'",-
2009,XIII (Caraga),Dita,"2""x4""x8'",-
2009,XIII (Caraga),Falcata,"2""x4""x8'",6
2009,XIII (Caraga),Gmelina,"2""x4""x8'",10.5
2009,XIII (Caraga),Ipil-Ipil,"2""x4""x8'",-
2009,XIII (Caraga),Kalantas,"2""x4""x8'",-
2009,XIII (Caraga),Lauan,"2""x4""x8'",25
2009,XIII (Caraga),Loktob,"2""x4""x8'",-
2009,XIII (Caraga),Mahogany,"2""x4""x8'",9.5
2009,XIII (Caraga),Mayapis,"2""x4""x8'",-
2009,XIII (Caraga),Narra,"2""x4""x8'",-
2009,XIII (Caraga),Tanguile,"2""x4""x8'",23.5
2009,XIII (Caraga),Yakal,"2""x4""x8'",30
2008,National,Apitong,"2""x4""x8'",30.66
2008,National,Bagras,"2""x4""x8'",26.67
2008,National,Binuang,"2""x4""x8'",27.11
2008,National,Gmelina,"2""x4""x8'",21.63
2008,National,Kalantas,"2""x4""x8'",31.78
2008,National,Lauan,"2""x4""x8'",31.41
2008,National,Mahogany,"2""x4""x8'",26.24
2008,National,Narra,"2""x4""x8'",127.57
2008,National,Tanguile,"2""x4""x8'",32.89
2008,National,Yakal,"2""x4""x8'",32.4
2008,NCR,Apitong,"2""x4""x8'",-
2008,NCR,Bagras,"2""x4""x8'",-
2008,NCR,Binuang,"2""x4""x8'",-
2008,NCR,Gmelina,"2""x4""x8'",30
2008,NCR,Kalantas,"2""x4""x8'",-
2008,NCR,Lauan,"2""x4""x8'",36.13
2008,NCR,Mahogany,"2""x4""x8'",13.63
2008,NCR,Narra,"2""x4""x8'",-
2008,NCR,Tanguile,"2""x4""x8'",29.44
2008,NCR,Yakal,"2""x4""x8'",-
2008,I (Ilocos Region),Apitong,"2""x4""x8'",36.29
2008,I (Ilocos Region),Bagras,"2""x4""x8'",-
2008,I (Ilocos Region),Binuang,"2""x4""x8'",-
2008,I (Ilocos Region),Gmelina,"2""x4""x8'",-
2008,I (Ilocos Region),Kalantas,"2""x4""x8'",-
2008,I (Ilocos Region),Lauan,"2""x4""x8'",37.71
2008,I (Ilocos Region),Mahogany,"2""x4""x8'",-
2008,I (Ilocos Region),Narra,"2""x4""x8'",-
2008,I (Ilocos Region),Tanguile,"2""x4""x8'",37.76
2008,I (Ilocos Region),Yakal,"2""x4""x8'",-
2008,II (Cagayan Valley),Apitong,"2""x4""x8'",19.04
2008,II (Cagayan Valley),Bagras,"2""x4""x8'",-
2008,II (Cagayan Valley),Binuang,"2""x4""x8'",-
2008,II (Cagayan Valley),Gmelina,"2""x4""x8'",18.44
2008,II (Cagayan Valley),Kalantas,"2""x4""x8'",-
2008,II (Cagayan Valley),Lauan,"2""x4""x8'",20.87
2008,II (Cagayan Valley),Mahogany,"2""x4""x8'",-
2008,II (Cagayan Valley),Narra,"2""x4""x8'",-
2008,II (Cagayan Valley),Tanguile,"2""x4""x8'",-
2008,II (Cagayan Valley),Yakal,"2""x4""x8'",19
2008,III (Central Luzon),Apitong,"2""x4""x8'",35.47
2008,III (Central Luzon),Bagras,"2""x4""x8'",-
2008,III (Central Luzon),Binuang,"2""x4""x8'",-
2008,III (Central Luzon),Gmelina,"2""x4""x8'",-
2008,III (Central Luzon),Kalantas,"2""x4""x8'",-
2008,III (Central Luzon),Lauan,"2""x4""x8'",35.16
2008,III (Central Luzon),Mahogany,"2""x4""x8'",-
2008,III (Central Luzon),Narra,"2""x4""x8'",-
2008,III (Central Luzon),Tanguile,"2""x4""x8'",35.09
2008,III (Central Luzon),Yakal,"2""x4""x8'",-
2008,IV-A (CALABARZON),Apitong,"2""x4""x8'",39.83
2008,IV-A (CALABARZON),Bagras,"2""x4""x8'",34.67
2008,IV-A (CALABARZON),Binuang,"2""x4""x8'",-
2008,IV-A (CALABARZON),Gmelina,"2""x4""x8'",-
2008,IV-A (CALABARZON),Kalantas,"2""x4""x8'",-
2008,IV-A (CALABARZON),Lauan,"2""x4""x8'",36.28
2008,IV-A (CALABARZON),Mahogany,"2""x4""x8'",-
2008,IV-A (CALABARZON),Narra,"2""x4""x8'",119.38
2008,IV-A (CALABARZON),Tanguile,"2""x4""x8'",41.23
2008,IV-A (CALABARZON),Yakal,"2""x4""x8'",-
2008,IV-B (MIMAROPA),Apitong,"2""x4""x8'",20.17
2008,IV-B (MIMAROPA),Bagras,"2""x4""x8'",-
2008,IV-B (MIMAROPA),Binuang,"2""x4""x8'",-
2008,IV-B (MIMAROPA),Gmelina,"2""x4""x8'",25.93
2008,IV-B (MIMAROPA),Kalantas,"2""x4""x8'",-
2008,IV-B (MIMAROPA),Lauan,"2""x4""x8'",20.04
2008,IV-B (MIMAROPA),Mahogany,"2""x4""x8'",-
2008,IV-B (MIMAROPA),Narra,"2""x4""x8'",93.33
2008,IV-B (MIMAROPA),Tanguile,"2""x4""x8'",-
2008,IV-B (MIMAROPA),Yakal,"2""x4""x8'",-
2008,V (Bicol Region),Apitong,"2""x4""x8'",48.06
2008,V (Bicol Region),Bagras,"2""x4""x8'",-
2008,V (Bicol Region),Binuang,"2""x4""x8'",27.11
2008,V (Bicol Region),Gmelina,"2""x4""x8'",28.84
2008,V (Bicol Region),Kalantas,"2""x4""x8'",31.78
2008,V (Bicol Region),Lauan,"2""x4""x8'",47.92
2008,V (Bicol Region),Mahogany,"2""x4""x8'",-
2008,V (Bicol Region),Narra,"2""x4""x8'",-
2008,V (Bicol Region),Tanguile,"2""x4""x8'",47.78
2008,V (Bicol Region),Yakal,"2""x4""x8'",45.19
2008,VI (Western Visayas),Apitong,"2""x4""x8'",44
2008,VI (Western Visayas),Bagras,"2""x4""x8'",20
2008,VI (Western Visayas),Binuang,"2""x4""x8'",-
2008,VI (Western Visayas),Gmelina,"2""x4""x8'",26.37
2008,VI (Western Visayas),Kalantas,"2""x4""x8'",-
2008,VI (Western Visayas),Lauan,"2""x4""x8'",36.5
2008,VI (Western Visayas),Mahogany,"2""x4""x8'",29.4
2008,VI (Western Visayas),Narra,"2""x4""x8'",-
2008,VI (Western Visayas),Tanguile,"2""x4""x8'",-
2008,VI (Western Visayas),Yakal,"2""x4""x8'",-
2008,VII (Central Visayas),Apitong,"2""x4""x8'",29
2008,VII (Central Visayas),Bagras,"2""x4""x8'",32
2008,VII (Central Visayas),Binuang,"2""x4""x8'",-
2008,VII (Central Visayas),Gmelina,"2""x4""x8'",26.93
2008,VII (Central Visayas),Kalantas,"2""x4""x8'",-
2008,VII (Central Visayas),Lauan,"2""x4""x8'",43.63
2008,VII (Central Visayas),Mahogany,"2""x4""x8'",30.61
2008,VII (Central Visayas),Narra,"2""x4""x8'",170
2008,VII (Central Visayas),Tanguile,"2""x4""x8'",-
2008,VII (Central Visayas),Yakal,"2""x4""x8'",-
2008,VIII (Eastern Visayas),Apitong,"2""x4""x8'",30
2008,VIII (Eastern Visayas),Bagras,"2""x4""x8'",-
2008,VIII (Eastern Visayas),Binuang,"2""x4""x8'",-
2008,VIII (Eastern Visayas),Gmelina,"2""x4""x8'",25
2008,VIII (Eastern Visayas),Kalantas,"2""x4""x8'",-
2008,VIII (Eastern Visayas),Lauan,"2""x4""x8'",35
2008,VIII (Eastern Visayas),Mahogany,"2""x4""x8'",35
2008,VIII (Eastern Visayas),Narra,"2""x4""x8'",-
2008,VIII (Eastern Visayas),Tanguile,"2""x4""x8'",35
2008,VIII (Eastern Visayas),Yakal,"2""x4""x8'",35
2008,IX (Zamboanga Peninsula),Apitong,"2""x4""x8'",27.86
2008,IX (Zamboanga Peninsula),Bagras,"2""x4""x8'",-
2008,IX (Zamboanga Peninsula),Binuang,"2""x4""x8'",-
2008,IX (Zamboanga Peninsula),Gmelina,"2""x4""x8'",17.46
2008,IX (Zamboanga Peninsula),Kalantas,"2""x4""x8'",-
2008,IX (Zamboanga Peninsula),Lauan,"2""x4""x8'",22.75
2008,IX (Zamboanga Peninsula),Mahogany,"2""x4""x8'",21.3
2008,IX (Zamboanga Peninsula),Narra,"2""x4""x8'",-
2008,IX (Zamboanga Peninsula),Tanguile,"2""x4""x8'",-
2008,IX (Zamboanga Peninsula),Yakal,"2""x4""x8'",38
2008,X (Northern Mindanao),Apitong,"2""x4""x8'",-
2008,X (Northern Mindanao),Bagras,"2""x4""x8'",-
2008,X (Northern Mindanao),Binuang,"2""x4""x8'",-
2008,X (Northern Mindanao),Gmelina,"2""x4""x8'",14.39
2008,X (Northern Mindanao),Kalantas,"2""x4""x8'",-
2008,X (Northern Mindanao),Lauan,"2""x4""x8'",-
2008,X (Northern Mindanao),Mahogany,"2""x4""x8'",24
2008,X (Northern Mindanao),Narra,"2""x4""x8'",-
2008,X (Northern Mindanao),Tanguile,"2""x4""x8'",-
2008,X (Northern Mindanao),Yakal,"2""x4""x8'",-
2008,XI (Davao Region),Apitong,"2""x4""x8'",26.67
2008,XI (Davao Region),Bagras,"2""x4""x8'",-
2008,XI (Davao Region),Binuang,"2""x4""x8'",-
2008,XI (Davao Region),Gmelina,"2""x4""x8'",15.55
2008,XI (Davao Region),Kalantas,"2""x4""x8'",-
2008,XI (Davao Region),Lauan,"2""x4""x8'",22.91
2008,XI (Davao Region),Mahogany,"2""x4""x8'",18.45
2008,XI (Davao Region),Narra,"2""x4""x8'",-
2008,XI (Davao Region),Tanguile,"2""x4""x8'",24.74
2008,XI (Davao Region),Yakal,"2""x4""x8'",30.21
2008,XII (SOCCSKSARGEN),Apitong,"2""x4""x8'",25
2008,XII (SOCCSKSARGEN),Bagras,"2""x4""x8'",20
2008,XII (SOCCSKSARGEN),Binuang,"2""x4""x8'",-
2008,XII (SOCCSKSARGEN),Gmelina,"2""x4""x8'",20.67
2008,XII (SOCCSKSARGEN),Kalantas,"2""x4""x8'",-
2008,XII (SOCCSKSARGEN),Lauan,"2""x4""x8'",23.33
2008,XII (SOCCSKSARGEN),Mahogany,"2""x4""x8'",37.5
2008,XII (SOCCSKSARGEN),Narra,"2""x4""x8'",-
2008,XII (SOCCSKSARGEN),Tanguile,"2""x4""x8'",24
2008,XII (SOCCSKSARGEN),Yakal,"2""x4""x8'",31.83
2008,XIII (Caraga),Apitong,"2""x4""x8'",17.25
2008,XIII (Caraga),Bagras,"2""x4""x8'",-
2008,XIII (Caraga),Binuang,"2""x4""x8'",-
2008,XIII (Caraga),Gmelina,"2""x4""x8'",10
2008,XIII (Caraga),Kalantas,"2""x4""x8'",-
2008,XIII (Caraga),Lauan,"2""x4""x8'",21.5
2008,XIII (Caraga),Mahogany,"2""x4""x8'",-
2008,XIII (Caraga),Narra,"2""x4""x8'",-
2008,XIII (Caraga),Tanguile,"2""x4""x8'",21
2008,XIII (Caraga),Yakal,"2""x4""x8'",27.58
2007,National,Apitong,"2""x4""x8'",28.91
2007,National,Bagras,"2""x4""x8'",24
2007,National,Binuang,"2""x4""x8'",25.8
2007,National,Gmelina,"2""x4""x8'",20.76
2007,National,Kalantas,"2""x4""x8'",31
2007,National,Lauan,"2""x4""x8'",29.34
2007,National,Mahogany,"2""x4""x8'",26.8
2007,National,Narra,"2""x4""x8'",126.81
2007,National,Tanguile,"2""x4""x8'",30.17
2007,National,Yakal,"2""x4""x8'",27.29
2007,NCR,Apitong,"2""x4""x8'",-
2007,NCR,Bagras,"2""x4""x8'",-
2007,NCR,Binuang,"2""x4""x8'",-
2007,NCR,Gmelina,"2""x4""x8'",20
2007,NCR,Kalantas,"2""x4""x8'",-
2007,NCR,Lauan,"2""x4""x8'",32.5
2007,NCR,Mahogany,"2""x4""x8'",33
2007,NCR,Narra,"2""x4""x8'",-
2007,NCR,Tanguile,"2""x4""x8'",27.81
2007,NCR,Yakal,"2""x4""x8'",-
2007,CAR,Apitong,"2""x4""x8'",20
2007,CAR,Bagras,"2""x4""x8'",-
2007,CAR,Binuang,"2""x4""x8'",-
2007,CAR,Gmelina,"2""x4""x8'",-
2007,CAR,Kalantas,"2""x4""x8'",-
2007,CAR,Lauan,"2""x4""x8'",20
2007,CAR,Mahogany,"2""x4""x8'",-
2007,CAR,Narra,"2""x4""x8'",-
2007,CAR,Tanguile,"2""x4""x8'",20
2007,CAR,Yakal,"2""x4""x8'",-
2007,I (Ilocos Region),Apitong,"2""x4""x8'",36
2007,I (Ilocos Region),Bagras,"2""x4""x8'",-
2007,I (Ilocos Region),Binuang,"2""x4""x8'",-
2007,I (Ilocos Region),Gmelina,"2""x4""x8'",-
2007,I (Ilocos Region),Kalantas,"2""x4""x8'",-
2007,I (Ilocos Region),Lauan,"2""x4""x8'",37.06
2007,I (Ilocos Region),Mahogany,"2""x4""x8'",-
2007,I (Ilocos Region),Narra,"2""x4""x8'",-
2007,I (Ilocos Region),Tanguile,"2""x4""x8'",36.81
2007,I (Ilocos Region),Yakal,"2""x4""x8'",-
2007,II (Cagayan Valley),Apitong,"2""x4""x8'",19
2007,II (Cagayan Valley),Bagras,"2""x4""x8'",-
2007,II (Cagayan Valley),Binuang,"2""x4""x8'",-
2007,II (Cagayan Valley),Gmelina,"2""x4""x8'",18
2007,II (Cagayan Valley),Kalantas,"2""x4""x8'",-
2007,II (Cagayan Valley),Lauan,"2""x4""x8'",22.73
2007,II (Cagayan Valley),Mahogany,"2""x4""x8'",-
2007,II (Cagayan Valley),Narra,"2""x4""x8'",-
2007,II (Cagayan Valley),Tanguile,"2""x4""x8'",20.81
2007,II (Cagayan Valley),Yakal,"2""x4""x8'",19
2007,III (Central Luzon),Apitong,"2""x4""x8'",34
2007,III (Central Luzon),Bagras,"2""x4""x8'",-
2007,III (Central Luzon),Binuang,"2""x4""x8'",-
2007,III (Central Luzon),Gmelina,"2""x4""x8'",-
2007,III (Central Luzon),Kalantas,"2""x4""x8'",-
2007,III (Central Luzon),Lauan,"2""x4""x8'",34.72
2007,III (Central Luzon),Mahogany,"2""x4""x8'",-
2007,III (Central Luzon),Narra,"2""x4""x8'",-
2007,III (Central Luzon),Tanguile,"2""x4""x8'",36.06
2007,III (Central Luzon),Yakal,"2""x4""x8'",14
2007,IV-A (CALABARZON),Apitong,"2""x4""x8'",44.22
2007,IV-A (CALABARZON),Bagras,"2""x4""x8'",34
2007,IV-A (CALABARZON),Binuang,"2""x4""x8'",-
2007,IV-A (CALABARZON),Gmelina,"2""x4""x8'",-
2007,IV-A (CALABARZON),Kalantas,"2""x4""x8'",-
2007,IV-A (CALABARZON),Lauan,"2""x4""x8'",37.56
2007,IV-A (CALABARZON),Mahogany,"2""x4""x8'",-
2007,IV-A (CALABARZON),Narra,"2""x4""x8'",122.92
2007,IV-A (CALABARZON),Tanguile,"2""x4""x8'",42.5
2007,IV-A (CALABARZON),Yakal,"2""x4""x8'",-
