city_or_municipality,position,name,nickname,party_affliation,votes_obtained
Famy,Councilor,"Go, Lordney Razon",Lordney,Nationalista Party,4186
Famy,Councilor,"De Leon, Alejandre Vale",Alex,United Nationalist Alliance,3876
Famy,Councilor,"Coronado, Evelyn Fulgueras",Evelyn,United Nationalist Alliance,3460
Famy,Councilor,"Mialdo, Eddie Reyes",Eddie,Independent,3372
Famy,Councilor,"Jamolin, Alvien Vale",Benog,United Nationalist Alliance,3161
Famy,Councilor,"Laminero, Melvin Tena",Bino,Independent,3067
Kalayaan,Mayor,"Adao, Teodoro Jr. Asedillo",Teddy,Nationalista Party,5586
Kalayaan,Vice-Mayor,"Laganas, Russel Altamirano",Otok,Nationalista Party,5507
Kalayaan,Councilor,"Ponce, Darwin Roque",Darwin,Nationalista Party,7273
Kalayaan,Councilor,"Ramiro, Christopher Paner",Topher,Nationalista Party,6211
Kalayaan,Councilor,"Dela Paz, Herben Cabeliza",Bin,Nationalista Party,5993
Kalayaan,Councilor,"Lopez, Laarni Corpuz",Lani,Nationalista Party,5969
Kalayaan,Councilor,"Sasondoncillo, Marty Mengollo",Marty,Nationalista Party,5815
Kalayaan,Councilor,"Ragaza, John Edward Kenneth Macawili",Kenneth,United Nationalist Alliance,5491
Kalayaan,Councilor,"Asedillo, Florito Madraga",Flory,Nationalista Party,5460
Kalayaan,Councilor,"Flores, Edison Acopio",Edison,Nationalista Party,5218
Liliw,Mayor,"Sulibit, Ericson Jovellano",Eric,Liberal Party,9462
Liliw,Vice-Mayor,"Orioste, Pablo Arjona",Pabie,Liberal Party,7455
Liliw,Councilor,"Coligado, James Cyrus Dans",Cyrus,Liberal Party,10479
Liliw,Councilor,"Ilocso, Ediel Franco Hombrebueno",Franco,Liberal Party,9560
Liliw,Councilor,"Tuala, Benjamin Vines",Ambal,Liberal Party,8989
Liliw,Councilor,"Lugada, Arnulfo Arvesu",Arnold,Liberal Party,8935
Liliw,Councilor,"Montesines, Arnold Arocena",Nhon,Liberal Party,8867
Liliw,Councilor,"Kabamalan, Dennis Montesines",Isyo,Liberal Party,8667
Liliw,Councilor,"Villanueva, Ma. Kristine Isabel Coligado",Tin-Tin,Liberal Party,8546
Liliw,Councilor,"Brosas, Ladislao Israela",Lading,Liberal Party,8541
Los Banos,Mayor,"Perez, Caesar Pabalate",Cesar,AKBAYAN,17785
Los Banos,Vice-Mayor,"Alipon, Procopio Alvarez",Copie,Liberal Party,24549
Los Banos,Councilor,"Tamisin, Norvin Lantican",Norvin,Liberal Party,19536
Los Banos,Councilor,"Cabrera, Cesar Opelanio",Czar,United Nationalist Alliance,16622
Los Banos,Councilor,"Moli, Julius Ang",Juh,United Nationalist Alliance,16426
Los Banos,Councilor,"Alborida, Benedicto Sanchez",Benny,United Nationalist Alliance,15723
Los Banos,Councilor,"Rolusta, Jay Gacosta",Jay,Independent,15272
Los Banos,Councilor,"Kalaw, Antonio Laluces",Kuya Tony,United Nationalist Alliance,14936
Los Banos,Councilor,"Bagnes, Ricardo Salcedo",Ric,Liberal Party,14082
Los Banos,Councilor,"Oliva, John Emmanuel Tamolang",Jonjie,Independent,13675
Luisiana,Mayor,"Rondilla, Nestor Alcala",Castor,United Nationalist Alliance,4850
Luisiana,Vice-Mayor,"Pedron, Reynaldo Veluz",Umbay,United Nationalist Alliance,5663
Luisiana,Councilor,"Jacob, Luibic Reodica",Lui,Liberal Party,5348
Luisiana,Councilor,"Teope, Elaine Esmas",Elaine,Partido Demokratiko Pilipino,4670
Luisiana,Councilor,"Roguel, Wilfredo Miel",Pidot,Nationalista Party,4588
Luisiana,Councilor,"Mecija, Ronaldo Deveza",Japs,Liberal Party,4547
Luisiana,Councilor,"Balasabas, Reynaldo Paduada",Redoy,Partido Demokratiko Pilipino,4196
Luisiana,Councilor,"Rondilla, Marionette Rodriguez",Oneth,Nationalista Party,4023
Luisiana,Councilor,"Rondilla, Darwin Laguador",Darwin,Liberal Party,3962
Luisiana,Councilor,"Taguilaso, Armando Saludes",Manding,Nationalista Party,3818
Lumban,Mayor,"A, Reynato Delos Reyes",Rene,United Nationalist Alliance,6463
Lumban,Vice-Mayor,"Ubatay, Rolando Gadaza",Rolan,United Nationalist Alliance,7594
Lumban,Councilor,"Raga, Belen Bautista",Belen,United Nationalist Alliance,10254
Lumban,Councilor,"Ladub, Romelio Espiritu",Romel,United Nationalist Alliance,5284
Lumban,Councilor,"Tablico, Sheryll Gaza",She,Liberal Party,4978
Lumban,Councilor,"Manansala, Anthony Llantos",Tuni,United Nationalist Alliance,4752
Lumban,Councilor,"Samonte, Geronimo Jr. Paraiso",Jingle,United Nationalist Alliance,4579
Lumban,Councilor,"Del Valle, Robel Mercado",Bong-Bong,Liberal Party,4533
Lumban,Councilor,"Abe, Pedro Santos",Peter,United Nationalist Alliance,4401
Lumban,Councilor,"Macalagay, Emmanuel Cacalda",Noel,United Nationalist Alliance,4247
Mabitac,Mayor,"Sana, Ronald Ilano",Onie,United Nationalist Alliance,5175
Mabitac,Vice-Mayor,"Reyes, Alberto Sana",Al,United Nationalist Alliance,4892
Mabitac,Councilor,"Valderrama, Angelito Vicu",Ito,United Nationalist Alliance,4717
Mabitac,Councilor,"Benitez, Abelardo Peralta",Alvin,United Nationalist Alliance,4575
Mabitac,Councilor,"Olarte, Keane Merrell Eliseo",Kian,Nationalista Party,4182
Mabitac,Councilor,"De Vela, Vladimer Romantico",Ladie,United Nationalist Alliance,4153
Mabitac,Councilor,"Dorado, Edgardo Ronquillo",Boy,Nationalista Party,4069
Mabitac,Councilor,"Barba, Felipe Javier",Ipe,Nationalista Party,4018
Mabitac,Councilor,"Mendoza, Leslie Olarte",Lele,United Nationalist Alliance,3758
Mabitac,Councilor,"Capuno, Conrado Ticzon",Rady,Nationalista Party,3620
Magdalena,Mayor,"Aventurado, David Jr. Otado",Dave,Nationalista Party,4865
Magdalena,Vice-Mayor,"Burbos, Constancio Agawin",Tato,Liberal Party,5777
Magdalena,Councilor,"Chua, Henry Fabula",Henry Chua,Nationalista Party,4962
Magdalena,Councilor,"Porcioncula, Leovino Tapiro",Vino,Liberal Party,4565
Magdalena,Councilor,"Sune, Arnel Abulencia",Puy,Liberal Party,4428
Magdalena,Councilor,"Sotomayor, Maximo Bucal",Max,Nationalista Party,4307
Magdalena,Councilor,"Bucal, Pedro Curve",Peter,Nationalista Party,3828
Magdalena,Councilor,"Obmerga, Romulo Jocson",Boyet,United Nationalist Alliance,3612
Magdalena,Councilor,"Sabado, Elmer Sabarillo",Mer,Liberal Party,3328
Magdalena,Councilor,"Iba, Laurito Pili",Larry,United Nationalist Alliance,3322
Majayjay,Mayor,"Rodillas, Victorino Cubelo",Tino,Partido Demokratiko Pilipino,4170
Majayjay,Vice-Mayor,"Mentilla, Lauro Corpuz",Larry,Nationalista Party,3934
Majayjay,Councilor,"Vito, Valeriano Jr. Orpiano",Wowie,Partido Demokratiko Pilipino,5384
Majayjay,Councilor,"Clado, Carlo Invinzor Bantug",Jojo,Nationalista Party,5325
Majayjay,Councilor,"Estupigan, Godofredo Areja",Capal,Partido Demokratiko Pilipino,4477
Majayjay,Councilor,"Melendez, Maria Thess Abris",Thess,Partido Demokratiko Pilipino,4114
Majayjay,Councilor,"Armenta, Florencio Argete",Polly,Partido Demokratiko Pilipino,3866
Majayjay,Councilor,"Andaya, Juancho Malinis",Jhun,Nationalista Party,3511
Majayjay,Councilor,"Mercolisa, Mario Jr. Ordo",Mario,Nationalista Party,3122
Majayjay,Councilor,"Zornosa, Antonio Jr. Suazo",Jun,Nationalista Party,3035
Nagcarlan,Mayor,"Osuna, Nelson Monteagudo",Nelson,Liberal Party,11376
Nagcarlan,Vice-Mayor,"Arcasetas, Lourdes Joyosa",Ody,Partido Demokratiko Pilipino,14081
Nagcarlan,Councilor,"Aranilla, Vicente Coronado",Enteng,Liberal Party,14363
Nagcarlan,Councilor,"Hernandez, Amelia Malabag",Amie,Partido Demokratiko Pilipino,14216
Nagcarlan,Councilor,"Arevalo, Rexon Virtudez",Rexon,Liberal Party,14012
Nagcarlan,Councilor,"Consignado, Nelia Sarmiento",Nelia,Liberal Party,12131
Nagcarlan,Councilor,"Arcigal, Felipe Iii Santos",Peep,Liberal Party,10832
Nagcarlan,Councilor,"Sotoya, Evelyn Castelo",Evelyn,Partido Demokratiko Pilipino,9949
Nagcarlan,Councilor,"Bombasi, Jesse Cotoner",Jess,Liberal Party,9918
Nagcarlan,Councilor,"Coronado, Virgilio Castillo",Behing,Liberal Party,9683
Paete,Mayor,"Bagabaldo, Rojilyn Quiachon",Mutuk,United Nationalist Alliance,6990
Paete,Vice-Mayor,"Paraiso, Aurelio Paelmo",Kid,United Nationalist Alliance,5845
Paete,Councilor,"Bagayana, Brigido Reyes",Gido,Nationalista Party,4993
Paete,Councilor,"Velasco, Rupert Joseph Bagayana",Joseph,Nationalista Party,4546
Paete,Councilor,"Bagamano, Yolanda Madridejos",Yoly,United Nationalist Alliance,4231
Paete,Councilor,"Cadapan, Urbano Reyes",Benny,Liberal Party,4044
Paete,Councilor,"Dela Rosa, Anna Pamela Ragot",Pam,Independent,4013
Paete,Councilor,"Bagongahasa, Hermie Baldemor",Hermi,United Nationalist Alliance,3817
Paete,Councilor,"Balquiedra, Noldito Valdellon",Noy,Independent,3492
Paete,Councilor,"Baldemor, Reynaldo Dailo",Doy,United Nationalist Alliance,3418
Pagsanjan,Mayor,"Ejercito, Girlie Javier",Maita,United Nationalist Alliance,13058
Pagsanjan,Vice-Mayor,"Gamit-Talabong, Terryl Ong",Terryl Gamit,Liberal Party,9011
Pagsanjan,Councilor,"Madriaga, Melvin Bermudez",Melvin,United Nationalist Alliance,10741
Pagsanjan,Councilor,"Cabela, Noel Lo",Nonoy,United Nationalist Alliance,9542
Pagsanjan,Councilor,"Bernales, Nathanael Ii Cabardo",Ni,United Nationalist Alliance,9139
Pagsanjan,Councilor,"Trinidad, Peter Casius Mi",Toto,Liberal Party,8738
Pagsanjan,Councilor,"Guan, Julius Natividad",Julio,United Nationalist Alliance,8505
Pagsanjan,Councilor,"Subiaga, Erlando Aban",Lando,United Nationalist Alliance,8261
Pagsanjan,Councilor,"Garcia, Januario Ferry Gagan",Jan,United Nationalist Alliance,7545
Pagsanjan,Councilor,"Cullano, Ariel Dela Pena",Ariel,United Nationalist Alliance,7372
Pakil,Mayor,"Martinez, Vipops Charles Dela Rosa",Vivip,Nationalista Party,6084
Pakil,Vice-Mayor,"Del Moro, Amelita Irlandez",Amy,Nationalista Party,4791
Pakil,Councilor,"Familara, Melody Caba",Sk,Independent,4870
Pakil,Councilor,"Martinez, Vlacheslav Vaarniv Dela Rosa",Totoy,Nationalista Party,4377
Pakil,Councilor,"Cailles, Isidoro Badillo",Doro,United Nationalist Alliance,3666
Pakil,Councilor,"Hidalgo, Ronald James De Vivar",Unad,Independent,3663
Pakil,Councilor,"Montes, Joseph Pasang",3Llanes,Nationalista Party,3471
Pakil,Councilor,"Catarino, Narciso Alimbuyog",Narcing,Nationalista Party,3453
Pakil,Councilor,"Dizon, Geraldin Villarin",Den-Den,Independent,3453
Pakil,Councilor,"Pacheco, Eugenio Afable",Boy,Independent,3418
Pangil,Mayor,"Reyes, Jovito De Guia",Jovit,United Nationalist Alliance,5241
Pangil,Vice-Mayor,"Astoveza, Alberto Jr. Vali",Jun,Liberal Party,5002
Pangil,Councilor,"Rafanan, Oscar Rivera",Ka Popoy,Liberal Party,5431
Pangil,Councilor,"Aguilar, Gildo Diaz",Gildo,United Nationalist Alliance,4983
Pangil,Councilor,"Pajarillo, Alfredo Valin",Al,United Nationalist Alliance,4941
Pangil,Councilor,"Basas, Marlon Bautista",Jack,Liberal Party,4727
Pangil,Councilor,"Manzana, Juanita Cahapisan",Ninay,Liberal Party,4284
Pangil,Councilor,"Aritao, Lamberto Alvarez",Bert,Liberal Party,4184
Pangil,Councilor,"Galvez, Franco Oclarino",Bunso,United Nationalist Alliance,4056
Pangil,Councilor,"Velasquez, Rolando Matias",Roy,United Nationalist Alliance,3768
Pila,Mayor,"Quiat, Wilfredo Maligat",Boy,Nationalista Party,10789
Pila,Vice-Mayor,"Relova, Querubin Jr. Rivera",Bin,Liberal Party,10904
Pila,Councilor,"Alarva, Queen Marilyd Suerte",Queen,Nationalista Party,12770
Pila,Councilor,"Bote, Reggie Mhar Malla",Bote,Liberal Party,12585
Pila,Councilor,"Quiap, Darwin Aguilar",Darwin,Nationalista Party,10272
Pila,Councilor,"Del Rio, Apolo Jr. Honrade",Ogo,Liberal Party,9767
Pila,Councilor,"Carrillo, Samson Moral",Sammy,Independent,9655
Pila,Councilor,"Lucena, Reynaldo Javier",Narding,Liberal Party,8005
Pila,Councilor,"Barashari, Ronilo Samonteza",Roni,Nationalista Party,7833
Pila,Councilor,"Ogania, Dante Villanueva",Dante,Nationalista Party,7698
Rzal,Mayor,"Aurelio, Antonino Alad",Tonyneng,United Nationalist Alliance,5417
Rzal,Vice-Mayor,"Sumague, Ferdinand Opulencia",Ferdie,United Nationalist Alliance,4636
Rzal,Councilor,"Palce, Jeffrey Arban",Jeff,United Nationalist Alliance,5718
Rzal,Councilor,"Solquia, Marlon Zuasola",Marlon,United Nationalist Alliance,4612
Rzal,Councilor,"Concordia, Don Tambanillo",Don,United Nationalist Alliance,4549
Rzal,Councilor,"Isles, Florante Opulencia",Colonel Tapik,United Nationalist Alliance,4375
Rzal,Councilor,"Asegurado, Ricardo Jr. Alcantara",Ric,United Nationalist Alliance,4317
Rzal,Councilor,"Isles, Russell John Virtudez",Russell,Liberal Party,4129
Rzal,Councilor,"Viri, Ismael Atienza",Dodie,United Nationalist Alliance,4099
Rzal,Councilor,"Suministrado, Bernard Corpuz",Nard,United Nationalist Alliance,3870
San Pablo City,City Mayor,"Amante, Loreto Sahagun",Amben,United Nationalist Alliance,60507
San Pablo City,City Vice-Mayor,"Yang, Angelita Erasmo",Angie,United Nationalist Alliance,39731
San Pablo City,Councilor,"Colago, Justin Gapit",Justin,United Nationalist Alliance,48704
San Pablo City,Councilor,"Adajar, Karla Monica",-,United Nationalist Alliance,46977
San Pablo City,Councilor,"Diaz, Rondel Adante",Rd,United Nationalist Alliance,44604
San Pablo City,Councilor,"Galicia, Enrico Batarlo",Gali,Liberal Party,42512
San Pablo City,Councilor,"Biglete, Diosdado Alidio",Jojo,Nationalista Party,42114
San Pablo City,Councilor,"Dizon, Eduardo Olimpo",Ed,United Nationalist Alliance,39242
San Pablo City,Councilor,"Ticzon, Arnel Cabrera",Bobot,United Nationalist Alliance,37245
San Pablo City,Councilor,"Calatraba, Napoleon Canda",Nap,United Nationalist Alliance,32386
San Pablo City,Councilor,"Pavico, Elsie Cortez",Lc,Nationalista Party,31766
San Pablo City,Councilor,"See, Fernando Avorque",Totoy,Independent,26214
San Pedro,Mayor,"Cataquiz, Lourdes S.",-,Nationalista Party,60561
San Pedro,Vice-Mayor,"Campos, Rafael Pineda",Raffy,Nationalista Party,37211
San Pedro,Councilor,"Ambayec, Celso Diaz",Brod,Nationalista Party,51072
San Pedro,Councilor,"Lu, Leslie Espeleta",Les,Nationalista Party,50785
San Pedro,Councilor,"Hatulan, Delio Lejarzo",Delio,Nationalista Party,50310
San Pedro,Councilor,"Casacop, Michael Murillo",Mike,Nationalista Party,49970
San Pedro,Councilor,"Acierto, Marlon Andres",Marlon,Nationalista Party,47033
San Pedro,Councilor,"Tayao, Diwa Tee",Diwa,Nationalista Party,44613
San Pedro,Councilor,"Hermoso, Reynaldo Belza",Rene,Nationalista Party,34171
San Pedro,Councilor,"Vierneza, Iryne Viaje",Iryne,Nationalist People's Coalition,32473
Santa Cruz,Mayor,"Panganiban, Domingo Gatdula",Denis,Liberal Party,24170
Santa Cruz,Vice-Mayor,"De Leon, Louie Cambel",Louie,Liberal Party,27754
Santa Cruz,Councilor,"Kalaw, Rizaldy Nalo",Pasirit,Liberal Party,24181
Santa Cruz,Councilor,"Malibiran, Laarni Aguilar",Len Len,United Nationalist Alliance,23650
Santa Cruz,Councilor,"Diaz, Efren Liwag",Tape,Independent,21079
Santa Cruz,Councilor,"Odejar, Florencio Calabinhi",Boy,Liberal Party,20046
Santa Cruz,Councilor,"Obligacion, Laura Panganiban",Laura,Liberal Party,17485
Santa Cruz,Councilor,"San Juan, Serafin Jr. Callao",Totoy,Liberal Party,15545
Santa Cruz,Councilor,"Acapulco, Rolando Moises Elca",Olan,Liberal Party,15222
Santa Cruz,Councilor,"Malapaya, Isagani Reyes",Gani,Independent,14164
Santa Maria,Mayor,"Carolino, Ma. Rocelle Valdecantos",Cindy,Nationalista Party,7884
Santa Maria,Vice-Mayor,"Tuazon, Virginia Porto",Ginia Nipay,Nationalista Party,6488
Santa Maria,Councilor,"Requitud, Edward Clemeno",Nano,Independent,8553
Santa Maria,Councilor,"Real, Mark Allan Sazon",Rex,Nationalista Party,8190
Santa Maria,Councilor,"Aguja, Alejandro Dimayacyac",Andro,Nationalista Party,7240
Santa Maria,Councilor,"Palicpic, Mario Jr. Gonzales",Jay Ar,Nationalista Party,5797
Santa Maria,Councilor,"Cuento, Christened Jayson Almario",Jayson,United Nationalist Alliance,5744
Santa Maria,Councilor,"Briones, Norlito Comia",Nor,Nationalista Party,5572
Santa Maria,Councilor,"Landicho, Honorio Sarmiento",Nory,Nationalista Party,5399
Santa Maria,Councilor,"Cordova, Anselmo Boco",Ansel,Nationalista Party,5365
Santa Rosa City,City Mayor,"Arcillas, Arlene Bawan",Arlene,Liberal Party,89030
Santa Rosa City,City Vice-Mayor,"Gomez, Arnel Dela Cruz",Arnel,Liberal Party,45868
Santa Rosa City,Councilor,"Aala, Ma. Theresa Cecilia",Tess,Liberal Party,63756
Santa Rosa City,Councilor,"Algabre, Luisito Banzuela",Louie,Liberal Party,63427
Santa Rosa City,Councilor,"Cenda, Mythor Carvajal",Mythor,Liberal Party,56952
Santa Rosa City,Councilor,"Puzon, Eric Tipon",Eric,Liberal Party,55511
Santa Rosa City,Councilor,"Laserna, Antonia Tatlonghari",Sonia,Liberal Party,55274
Santa Rosa City,Councilor,"Camaclang, Paulino Jr. Yago",Pole,Liberal Party,52506
Santa Rosa City,Councilor,"Factoriza, Petronio Cruz",Boy,Liberal Party,48211
Santa Rosa City,Councilor,"Carvajal, Raymond Ryan Flores",Ninoy,Liberal Party,48137
Santa Rosa City,Councilor,"Carta, Laudemer Alcasabas",Lody,Liberal Party,45342
Santa Rosa City,Councilor,"Tiongco, Edward Fernandito Solis",Edward,Liberal Party,45341
Siniloan,Mayor,"Tibay, Eduardo Ramos",Eddie,United Nationalist Alliance,8368
Siniloan,Vice-Mayor,"Acoba, Roberto De Jesus",Obet,United Nationalist Alliance,8317
Siniloan,Councilor,"Masacupan, Joseph Metzler Dela Rosa",Joseph,United Nationalist Alliance,9898
Siniloan,Councilor,"Castro, Louie Philip Jimenez",Philip,Liberal Party,9860
Siniloan,Councilor,"Su, Rico Serrano",Rico,Liberal Party,9334
Siniloan,Councilor,"Cajano, Ronaldo De Jesus",Rc,United Nationalist Alliance,8191
Siniloan,Councilor,"Tubice, Ronnie Montiel",Rani,United Nationalist Alliance,8145
Siniloan,Councilor,"Em, Ronwald Urbina",Ron,Liberal Party,7857
Siniloan,Councilor,"Eleria, Kristofferson Serrano",Toffer,Liberal Party,7570
Siniloan,Councilor,"Adricula, Ruben Iii Rayoso",Ben-Ben,United Nationalist Alliance,7530
Victoria,Mayor,"Gonzales, Raul Rebong",Nonong,Liberal Party,8362
Victoria,Vice-Mayor,"Lara, Florencio Marcelo",Toknie,United Nationalist Alliance,9871
Victoria,Councilor,"Rebong, James Felix Iii Obligado",James,Liberal Party,10886
Victoria,Councilor,"Lazaro, Sonny Umali",Pastor,United Nationalist Alliance,8041
Victoria,Councilor,"San Jose, Rizaldy Cacha",Zaldy,United Nationalist Alliance,7360
Victoria,Councilor,"Ching, Michael Trompeta",Michael,Liberal Party,7325
Victoria,Councilor,"Fernandez, Jose Mario Perlez",Jojopusa,United Nationalist Alliance,7113
Victoria,Councilor,"Pahutan, Prudencio Greviher Iii Lacson",Grevi,Liberal Party,6595
Victoria,Councilor,"Corcuera, Joselito Daguinsin",Joy,United Nationalist Alliance,6417
Victoria,Councilor,"Kampitan, Vinci Ann Baquiran",Vinci,Nationalista Party,6208
