year,month,day,hours,baclaran_northbound_in,edsa_southbound_in,edsa_northbound_in,libertad_southbound_in,libertad_northbound_in,gil_puyat_southbound_in,gil_puyat_northbound_in,vito_cruz_southbound_in,vito_cruz_northbound_in,quirino_southbound_in,quirino_northbound_in,pedro_gil_southbound_in,pedro_gil_northbound_in,un_avenue_southbound_in,un_avenue_northbound_in,central_southbound_in,central_northbound_in,carriedo_southbound_in,carriedo_northbound_in,doroteo_jose_southbound_in,doroteo_jose_northbound_in,bambang_southbound_in,bambang_northbound_in,tayuman_southbound_in,tayuman_northbound_in,blumentritt_southbound_in,blumentritt_northbound_in,abad_santos_southbound_in,abad_santos_northbound_in,r_papa_southbound_in,r_papa_northbound_in,5th_avenue_southbound_in,5th_avenue_northbound_in,monumento_southbound_in,monumento_northbound_out,balintawak_southbound_in,balintawak_northbound_out,roosevelt_southbound_in,roosevelt_northbound_out
2014,March,Friday,9:00-10:00,325,626,0,342,71,440,23,312,75,277,69,398,189,201,142,69,83,173,141,160,303,51,115,93,329,21,321,8,262,17,370,59,388,443,361,0,552,0,1173
2014,March,Friday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,March,Saturday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,March,Saturday,5:00-6:00,3053,1123,0,238,48,907,79,260,40,169,70,297,182,356,374,177,33,181,164,117,277,11,65,47,143,24,138,15,28,9,95,13,93,88,1873,0,172,0,197
2014,March,Saturday,6:00-7:00,3705,1895,0,494,16,1803,86,702,220,354,153,500,334,805,648,951,324,498,507,334,805,58,110,211,266,72,306,13,93,3,269,16,235,29,3490,0,312,0,455
2014,March,Saturday,7:00-8:00,3814,2658,0,877,41,3354,213,1435,418,606,251,1309,454,1199,1688,534,1355,812,1333,776,1431,205,187,190,485,153,429,94,129,11,280,38,590,77,1637,0,507,0,842
2014,March,Saturday,8:00-9:00,2721,3123,0,891,45,3282,167,1267,594,703,317,1116,908,1118,1317,638,1428,1213,1777,944,1307,237,159,152,540,137,373,107,104,22,334,27,659,79,359,0,553,0,936
2014,March,Saturday,9:00-10:00,2362,3178,0,754,43,2902,202,754,725,702,189,583,1375,1411,1157,463,1397,1219,1533,983,1189,165,239,259,496,41,397,67,117,7,211,13,400,104,306,0,375,0,893
2014,March,Saturday,10:00-11:00,2849,2762,0,705,23,2324,166,855,141,529,208,375,1203,1028,641,369,1142,1146,1317,658,1404,133,295,297,541,99,416,27,193,12,340,14,446,69,1519,0,428,0,925
2014,March,Saturday,11:00-12:00,2535,3269,0,621,27,2179,182,746,285,436,229,1011,544,728,724,369,1261,1262,1355,836,1448,109,254,170,625,48,543,38,181,25,334,18,438,117,2159,0,431,0,1006
2014,March,Saturday,12:00-1:00 PM,1163,3651,0,772,26,2678,132,1138,67,422,178,1239,536,1110,573,314,1238,980,1255,725,1407,147,285,418,451,81,528,45,206,3,457,29,571,91,4462,0,517,0,1359
2014,March,Saturday,1:00-2:00,2078,3677,0,746,32,2237,179,695,312,504,79,1016,450,1187,361,224,925,1029,1414,646,1421,150,276,145,636,38,625,45,239,27,512,30,607,134,3444,0,660,0,1399
2014,March,Saturday,2:00-3:00,2410,3600,0,662,22,2119,115,767,300,319,300,802,800,838,319,195,837,1129,1234,597,1429,77,362,227,613,46,685,103,192,7,608,16,640,107,3261,0,653,0,1559
2014,March,Saturday,3:00-4:00,2429,3983,0,757,41,2296,181,588,306,419,108,831,475,472,461,238,773,681,1542,873,1281,170,265,170,728,135,673,96,227,43,549,28,628,188,5020,0,699,0,1676
2014,March,Saturday,4:00-5:00,1207,3877,0,874,50,2676,145,657,132,468,149,796,459,389,553,180,665,1184,988,723,1472,108,263,293,706,199,735,100,311,136,604,23,985,254,8235,0,921,0,1935
2014,March,Saturday,5:00-6:00,1247,4848,0,1134,59,3243,159,901,104,243,521,886,437,570,388,308,465,847,945,1015,935,113,292,572,541,172,848,79,363,186,871,26,1240,275,9482,0,1193,0,2273
2014,March,Saturday,6:00-7:00,2600,5586,0,923,29,2767,100,909,86,261,426,994,295,191,598,203,452,150,995,954,1168,122,266,388,796,141,961,312,252,72,846,19,1185,166,5029,0,1230,0,2459
2014,March,Saturday,7:00-8:00,1251,3155,0,926,22,2781,82,892,72,181,545,869,309,169,390,111,355,74,712,629,852,69,178,300,675,169,741,238,272,69,688,21,1122,122,3109,0,892,0,1731
2014,March,Saturday,8:00-9:00,1073,2346,0,576,10,1611,73,445,70,283,218,588,245,140,269,103,166,51,548,395,574,53,145,406,473,81,642,78,288,52,470,23,748,61,1989,0,713,0,1406
2014,March,Saturday,9:00-10:00,201,484,0,193,7,247,40,227,36,144,110,271,113,69,133,32,51,14,14,130,13,18,11,86,13,24,12,29,12,21,14,7,13,20,219,0,123,0,441
2014,March,Saturday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,March,Sunday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,March,Sunday,5:00-6:00,2083,691,0,140,42,598,69,172,15,68,45,197,120,147,222,44,76,186,179,61,227,24,39,32,133,51,88,9,69,1,62,16,70,48,1755,0,109,0,138
2014,March,Sunday,6:00-7:00,1817,1421,0,339,25,925,59,355,90,148,93,276,148,394,293,105,265,428,461,286,421,53,84,124,142,29,271,12,95,6,177,10,175,93,2207,0,242,0,257
2014,March,Sunday,7:00-8:00,1153,1648,0,509,107,1267,184,591,71,276,62,418,336,542,360,245,522,1014,624,381,802,55,105,112,337,29,427,30,172,10,221,28,296,195,2176,0,297,0,425
2014,March,Sunday,8:00-9:00,2562,1966,0,552,21,1440,78,522,88,323,96,624,259,571,277,159,581,837,1331,556,623,35,120,114,412,30,445,16,218,6,291,28,319,110,2399,0,369,0,529
2014,March,Sunday,9:00-10:00,1798,2312,0,548,56,1588,118,796,130,395,65,728,447,707,496,343,655,1101,1237,390,1032,60,145,117,524,33,392,9,225,5,289,7,332,73,2064,0,406,0,807
2014,March,Sunday,10:00-11:00,1336,2415,0,596,17,1332,133,688,164,325,126,709,278,497,476,280,482,1756,955,470,937,88,162,113,486,54,408,36,179,5,291,8,351,379,3098,0,354,0,778
2014,March,Sunday,11:00-12:00,2163,2459,0,519,29,1401,295,606,93,370,104,777,487,379,543,441,660,1073,1158,526,812,56,176,149,485,53,403,5,159,9,334,31,407,75,2281,0,417,0,964
2014,March,Sunday,12:00-1:00 PM,989,2846,0,583,43,1569,106,518,124,321,143,652,323,504,352,379,502,1092,1039,161,1087,35,165,180,348,13,504,20,178,8,366,14,362,269,2792,0,446,0,995
2014,March,Sunday,1:00-2:00,2159,2764,0,457,47,1541,100,557,156,342,120,825,347,479,333,263,511,819,1402,321,923,85,184,180,528,51,452,20,178,6,318,19,408,245,2631,0,444,0,1058
2014,March,Sunday,2:00-3:00,2375,2656,0,569,43,1592,155,625,110,375,162,729,251,588,461,232,536,1035,1321,554,969,82,203,128,516,74,469,20,236,14,370,29,439,205,2706,0,466,0,1117
2014,March,Sunday,3:00-4:00,1810,2990,0,578,48,1494,187,780,185,334,108,596,399,839,250,194,506,933,1401,502,963,56,211,185,561,78,502,51,206,4,513,15,536,563,3093,0,516,0,1203
2014,March,Sunday,4:00-5:00,1565,3054,0,680,121,1696,119,761,157,336,244,720,388,517,275,321,368,1221,983,422,893,66,221,153,680,63,595,28,237,7,506,23,543,312,3753,0,583,0,1232
2014,March,Sunday,5:00-6:00,928,2423,0,855,15,1772,141,588,133,418,144,897,256,526,352,233,343,1262,568,369,955,76,217,307,538,54,612,19,332,15,547,21,676,189,4385,0,588,0,1330
2014,March,Sunday,6:00-7:00,965,2325,0,691,48,1498,161,672,143,456,118,692,385,341,226,229,305,787,629,393,814,71,178,158,741,78,682,46,284,15,509,26,666,497,4150,0,604,0,1359
2014,March,Sunday,7:00-8:00,1047,2117,0,754,19,1305,98,453,138,436,92,587,308,238,195,154,266,385,406,288,680,50,176,243,639,59,595,20,343,19,551,42,598,196,3341,0,571,0,1257
2014,March,Sunday,8:00-9:00,860,1581,0,476,71,1424,18,408,97,331,83,482,229,215,164,136,172,275,285,192,591,74,181,120,637,24,623,8,353,16,547,43,570,56,923,0,541,0,1152
2014,March,Sunday,9:00-10:00,257,466,0,198,9,251,59,169,52,159,34,220,116,94,37,23,19,0,12,60,11,17,10,38,11,6,11,3,12,4,12,10,11,17,190,0,41,0,91
2014,March,Sunday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,April,Monday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,April,Monday,5:00-6:00,5125,809,0,140,42,792,92,184,16,112,74,358,218,374,566,61,104,250,240,67,251,26,41,42,173,65,112,5,40,2,76,20,91,120,3581,0,119,0,152
2014,April,Monday,6:00-7:00,8378,2447,0,673,50,2744,174,751,190,405,255,923,495,1252,933,356,899,511,550,428,630,88,140,250,287,39,364,14,115,7,189,19,340,83,6945,0,266,0,409
2014,April,Monday,7:00-8:00,3858,4251,0,1102,232,4362,675,1850,222,1204,272,1495,1202,2965,1971,717,1530,1407,865,661,1389,124,237,223,669,35,523,25,147,10,232,60,633,319,5021,0,498,0,948
2014,April,Monday,8:00-9:00,2094,3369,0,1204,47,2992,272,1617,273,1376,408,2157,897,3325,1613,504,1838,1083,1722,1043,1169,90,308,206,745,31,465,13,175,6,298,53,606,78,3296,0,539,0,1026
2014,April,Monday,9:00-10:00,1618,2940,0,833,90,2695,245,1171,222,1097,205,1646,1098,2211,1757,688,1316,1120,1259,529,1398,105,255,188,844,40,469,6,152,4,235,8,419,214,2412,0,368,0,874
2014,April,Monday,10:00-11:00,1314,2639,0,814,26,2270,278,922,229,661,279,1325,605,1309,1446,597,1097,1538,837,630,1257,139,257,162,699,59,448,33,163,6,328,11,460,70,3642,0,328,0,842
2014,April,Monday,11:00-12:00,1427,2824,0,879,49,2047,458,1056,172,748,210,1191,747,997,1429,671,1003,1032,1115,741,1144,86,271,208,677,63,483,6,182,8,296,40,520,144,2759,0,449,0,1084
2014,April,Monday,12:00-1:00 PM,1470,2756,0,750,54,2184,160,890,216,616,276,1388,701,1435,1001,651,862,923,879,237,1598,61,285,294,569,13,524,25,219,9,380,21,537,206,4922,0,511,0,1104
2014,April,Monday,1:00-2:00,1467,2711,0,829,87,2401,197,875,246,667,233,1367,575,1382,960,519,1011,702,1201,467,1341,112,242,193,568,55,494,22,188,6,324,23,511,269,4149,0,497,0,1248
2014,April,Monday,2:00-3:00,1251,2698,0,815,63,2268,285,916,162,589,255,1248,430,1191,934,406,935,884,1129,730,1277,118,290,162,657,87,551,17,209,20,514,39,590,251,4838,0,571,0,1375
2014,April,Monday,3:00-4:00,1315,2895,0,836,69,2230,274,758,180,597,193,868,582,1197,356,296,772,772,1161,666,1277,78,295,213,648,99,634,58,236,5,584,21,781,299,6099,0,778,0,1662
2014,April,Monday,4:00-5:00,1165,2599,0,733,131,2503,176,735,152,414,301,991,534,798,425,458,524,1072,864,690,1460,107,354,196,871,88,836,41,346,9,663,40,966,704,9540,0,907,0,2113
2014,April,Monday,5:00-6:00,1692,3815,0,1162,23,3101,231,849,192,591,203,1216,347,689,461,314,462,1378,620,664,1722,128,367,445,782,97,1111,22,399,27,957,46,1526,110,10261,0,1201,0,2838
2014,April,Monday,6:00-7:00,1526,3301,0,1092,76,2653,288,814,173,670,173,1290,717,573,380,318,422,852,681,766,1585,127,320,252,1186,139,1219,84,522,34,1111,68,1706,453,6316,0,1461,0,3042
2014,April,Monday,7:00-8:00,1256,2880,0,930,23,2279,172,480,146,548,116,801,421,391,320,172,296,423,445,455,1072,73,258,320,840,109,1103,31,526,33,967,103,1473,171,3740,0,1124,0,2665
2014,April,Monday,8:00-9:00,1078,1639,0,607,90,1416,28,417,100,421,105,477,226,349,247,156,187,258,267,302,930,97,238,181,956,38,979,9,426,22,739,64,849,469,1913,0,780,0,1829
2014,April,Monday,9:00-10:00,343,509,0,288,66,372,22,293,70,264,66,409,194,194,137,59,71,106,105,154,321,51,115,93,317,20,311,7,211,16,334,57,342,420,178,0,517,0,1089
2014,April,Monday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,April,Tuesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,April,Tuesday,5:00-6:00,4810,782,0,131,39,768,89,179,15,111,73,327,199,344,521,54,92,248,238,64,239,25,40,41,169,65,111,6,45,2,77,20,88,116,3473,0,116,0,150
2014,April,Tuesday,6:00-7:00,7738,2366,0,630,47,2662,169,730,185,400,252,845,453,1153,859,316,798,506,545,407,599,86,135,244,281,39,360,16,128,7,191,19,331,81,6836,0,260,0,406
2014,April,Tuesday,7:00-8:00,3030,4261,0,1032,217,4511,654,1800,216,1188,269,1368,1100,2731,1815,637,1358,1393,856,628,1320,120,230,218,654,35,516,28,163,10,236,58,616,310,5108,0,487,0,940
2014,April,Tuesday,8:00-9:00,1147,3693,0,1081,44,3310,264,1547,265,1358,402,1975,821,3062,1486,448,1632,1072,1705,992,1111,87,298,201,728,31,459,15,195,6,303,52,589,76,3390,0,526,0,1018
2014,April,Tuesday,9:00-10:00,896,3162,0,818,84,2883,238,1083,216,1043,202,1475,1006,2122,1619,611,1168,1109,1246,502,1329,102,247,184,825,39,463,6,169,4,238,8,407,208,2606,0,360,0,867
2014,April,Tuesday,10:00-11:00,606,2912,0,809,24,2467,269,863,223,690,276,1234,554,1139,1332,517,974,1523,828,599,1195,135,250,159,684,58,443,36,182,6,333,10,448,68,3735,0,321,0,835
2014,April,Tuesday,11:00-12:00,827,3099,0,824,46,2108,444,1094,167,738,207,1090,684,918,1316,596,891,1022,1104,704,1088,84,263,204,661,62,477,7,203,8,300,38,506,140,2869,0,439,0,1075
2014,April,Tuesday,12:00-1:00 PM,921,2960,0,703,51,2298,155,891,210,612,272,1295,642,1322,922,578,765,914,870,226,1519,59,276,287,556,13,517,28,244,9,386,21,523,200,4949,0,499,0,1095
2014,April,Tuesday,1:00-2:00,874,2985,0,800,82,2580,192,851,239,659,230,1251,514,1273,884,461,897,695,1189,444,1275,108,235,189,555,55,488,24,210,6,329,23,497,261,4181,0,485,0,1237
2014,April,Tuesday,2:00-3:00,868,2929,0,772,59,2496,276,813,157,550,252,1078,394,1097,860,360,830,876,1118,694,1214,114,282,159,642,86,545,19,233,20,522,38,574,244,4819,0,558,0,1364
2014,April,Tuesday,3:00-4:00,884,3370,0,784,65,2120,265,738,175,589,191,794,533,1102,328,263,685,765,1149,633,1214,75,286,209,634,97,626,65,263,5,592,21,760,290,5965,0,761,0,1648
2014,April,Tuesday,4:00-5:00,1024,2813,0,686,122,2311,170,715,148,409,297,907,488,735,391,406,465,1062,855,656,1388,103,343,191,851,87,826,46,385,9,672,39,939,684,9386,0,886,0,2096
2014,April,Tuesday,5:00-6:00,1275,3956,0,1186,21,3067,224,826,187,583,200,1113,318,634,425,279,410,1364,613,632,1637,124,356,435,764,96,1098,25,444,27,970,45,1485,107,10124,0,1174,0,2814
2014,April,Tuesday,6:00-7:00,1155,3510,0,1024,71,2696,279,792,168,661,171,1181,657,528,350,282,375,844,674,728,1507,123,310,246,1159,138,1204,94,581,34,1126,66,1659,441,6148,0,1428,0,3017
2014,April,Tuesday,7:00-8:00,1109,3000,0,871,22,2191,167,467,142,541,114,733,385,360,295,153,263,419,441,432,1019,71,250,313,821,107,1090,34,587,33,980,101,1432,166,3617,0,1098,0,2644
2014,April,Tuesday,8:00-9:00,1080,1585,0,569,84,1382,27,406,97,415,104,437,207,322,227,139,166,255,265,287,885,94,231,177,935,37,967,10,475,22,749,62,825,456,1822,0,762,0,1814
2014,April,Tuesday,9:00-10:00,216,576,0,306,61,388,21,285,68,261,65,374,178,178,126,53,63,105,106,146,310,50,118,91,313,20,300,8,236,17,337,55,334,408,170,0,505,0,1080
2014,April,Tuesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,April,Wednesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,April,Wednesday,5:00-6:00,4967,746,0,127,38,759,88,168,14,108,71,319,195,329,498,57,99,235,226,66,246,25,39,42,173,65,111,7,54,2,98,25,113,186,3716,0,103,0,187
2014,April,Wednesday,6:00-7:00,8021,2539,0,639,48,2632,167,667,169,408,257,858,460,1102,821,313,792,543,585,433,637,88,140,257,296,41,385,18,147,8,234,22,391,103,7491,0,255,0,467
2014,April,Wednesday,7:00-8:00,3967,4203,0,1000,211,4460,647,1643,197,1185,268,1335,1074,2610,1735,631,1347,1401,861,648,1362,122,233,232,697,38,566,35,199,14,318,62,654,345,5982,0,455,0,941
2014,April,Wednesday,8:00-9:00,1149,3799,0,990,42,4153,261,1402,242,1321,394,1877,801,2927,1420,444,1619,1078,1714,1020,1144,88,302,207,748,34,509,18,234,7,367,58,653,88,4280,0,490,0,956
2014,April,Wednesday,9:00-10:00,914,3306,0,822,84,2810,252,1055,197,996,198,1526,981,2081,1547,606,1159,1115,1253,519,1374,99,242,182,819,41,489,8,199,5,282,9,471,228,2867,0,369,0,876
2014,April,Wednesday,10:00-11:00,667,2913,0,788,23,2429,279,814,203,687,270,1255,540,1139,1273,541,966,1531,833,598,1193,132,244,163,704,62,467,38,190,6,357,11,484,70,3924,0,334,0,847
2014,April,Wednesday,11:00-12:00,842,3279,0,798,44,2084,439,954,153,722,202,1064,667,878,1258,591,884,1028,1110,703,1086,82,258,210,681,66,502,7,212,8,310,41,543,145,3155,0,412,0,954
2014,April,Wednesday,12:00-1:00 PM,934,3097,0,681,49,2272,153,813,191,580,258,1264,626,1263,882,573,759,919,874,225,1517,58,270,285,552,14,544,28,242,9,391,21,533,207,5318,0,466,0,972
2014,April,Wednesday,1:00-2:00,784,2891,0,775,79,2827,189,777,218,624,218,1221,514,1217,845,457,890,698,1196,443,1273,106,230,204,598,58,513,24,209,6,353,25,534,283,4416,0,479,0,1098
2014,April,Wednesday,2:00-3:00,639,2843,0,762,57,2599,273,813,144,588,254,1115,384,1049,822,357,823,880,1123,693,1213,112,276,164,663,90,569,19,232,20,528,41,612,252,5061,0,518,0,1263
2014,April,Wednesday,3:00-4:00,621,3374,0,788,65,2203,276,673,160,597,193,806,540,1054,314,261,680,769,1155,632,1212,76,289,207,629,101,651,65,262,5,600,22,803,321,6245,0,671,0,1515
2014,April,Wednesday,4:00-5:00,777,2763,0,717,128,2463,176,665,138,447,325,885,477,743,395,403,462,1067,860,655,1386,104,345,196,871,90,853,46,383,9,701,40,959,728,9676,0,782,0,1859
2014,April,Wednesday,5:00-6:00,1298,3891,0,1180,21,3087,230,778,176,591,203,1126,322,643,431,290,427,1371,617,648,1681,125,357,444,780,96,1103,25,442,28,983,46,1515,84,10825,0,1036,0,2497
2014,April,Wednesday,6:00-7:00,1203,3442,0,1049,73,2775,287,747,159,647,167,1152,641,542,359,294,391,928,742,748,1548,128,321,245,1151,138,1209,93,578,35,1141,67,1693,464,7064,0,1260,0,2676
2014,April,Wednesday,7:00-8:00,1076,2761,0,839,21,2298,173,479,146,524,111,764,401,330,270,151,261,421,443,436,1027,72,251,311,816,108,1096,34,582,34,993,102,1456,130,4032,0,966,0,2345
2014,April,Wednesday,8:00-9:00,791,1223,0,430,64,1043,20,299,72,328,82,343,163,248,175,112,134,191,198,221,679,72,177,138,732,30,762,8,377,17,584,50,664,357,1587,0,490,0,1207
2014,April,Wednesday,9:00-10:00,-46,426,0,230,46,285,16,210,50,206,52,294,139,137,97,43,51,105,109,150,324,51,118,95,318,21,311,8,249,17,360,59,347,426,-642,0,433,0,958
2014,April,Wednesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,April,Thursday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,April,Thursday,5:00-6:00,4708,785,0,133,40,784,91,188,16,109,72,331,202,352,532,56,95,254,244,65,242,26,41,41,171,64,110,6,45,2,78,20,87,114,3462,0,115,0,151
2014,April,Thursday,6:00-7:00,7428,2375,0,637,48,2716,172,764,194,395,249,855,458,1178,878,326,824,519,559,414,609,87,137,246,284,38,358,16,129,7,193,18,326,79,6818,0,256,0,406
2014,April,Thursday,7:00-8:00,2550,4278,0,1044,220,4602,668,1884,226,1173,265,1384,1113,2791,1855,657,1402,1428,878,639,1342,122,232,220,660,34,514,28,164,10,238,57,608,304,5019,0,479,0,942
2014,April,Thursday,8:00-9:00,867,3550,0,1100,44,3356,269,1646,278,1341,397,1998,831,3129,1518,462,1684,1099,1748,1008,1130,89,302,203,735,31,457,15,196,6,306,51,581,75,3289,0,518,0,1020
2014,April,Thursday,9:00-10:00,858,2804,0,838,85,2991,243,1234,226,1098,199,1523,1018,1995,1654,631,1206,1137,1277,511,1351,103,251,185,833,39,461,6,170,4,241,8,402,204,2511,0,354,0,869
2014,April,Thursday,10:00-11:00,777,2384,0,841,24,2235,275,949,233,701,272,1340,560,1308,1361,584,1006,1561,849,609,1215,137,253,160,690,58,441,36,182,6,336,10,442,66,3693,0,316,0,837
2014,April,Thursday,11:00-12:00,772,3037,0,806,46,2150,453,1101,175,728,204,1065,692,939,1344,615,919,1048,1132,716,1106,85,267,206,668,62,475,7,204,8,303,38,499,137,2831,0,432,0,1077
2014,April,Thursday,12:00-1:00 PM,850,2844,0,711,51,2345,158,933,220,604,269,1283,649,1351,942,597,790,937,892,229,1545,60,280,290,561,13,515,28,244,9,390,21,516,196,4932,0,491,0,1097
2014,April,Thursday,1:00-2:00,723,3086,0,809,83,2490,195,891,250,651,228,1266,533,1301,903,476,926,712,1219,451,1296,110,238,191,560,54,486,24,211,6,332,23,491,256,4140,0,478,0,1240
2014,April,Thursday,2:00-3:00,745,2951,0,795,60,2440,282,886,165,546,248,1089,398,1121,879,372,857,898,1146,706,1234,116,285,160,649,85,542,20,234,20,527,38,566,239,4803,0,549,0,1367
2014,April,Thursday,3:00-4:00,834,3311,0,792,65,2163,271,772,183,581,188,804,539,1126,336,271,707,784,1178,644,1234,76,289,211,640,97,623,65,264,5,598,20,750,284,5983,0,749,0,1651
2014,April,Thursday,4:00-5:00,844,2771,0,694,124,2478,174,748,155,403,294,918,494,751,400,420,480,1088,877,667,1411,105,348,193,859,87,822,46,386,9,679,38,927,670,9487,0,872,0,2100
2014,April,Thursday,5:00-6:00,1254,3928,0,1199,22,3070,229,864,196,576,198,1126,322,648,434,288,423,1398,629,642,1664,126,360,439,771,96,1093,25,446,28,981,45,1465,104,10233,0,1155,0,2820
2014,April,Thursday,6:00-7:00,1115,3468,0,1035,72,2751,285,828,176,653,169,1195,665,540,358,291,387,865,691,740,1532,125,314,249,1171,137,1198,94,583,34,1138,65,1638,432,6208,0,1405,0,3023
2014,April,Thursday,7:00-8:00,1031,2973,0,881,22,2256,170,488,149,534,113,742,390,368,301,157,272,429,452,440,1036,72,253,316,829,107,1085,34,588,34,991,99,1413,163,3710,0,1081,0,2649
2014,April,Thursday,8:00-9:00,908,1723,0,575,85,1396,28,425,102,410,102,442,210,329,232,143,171,262,271,292,899,95,234,178,944,37,962,10,477,22,757,61,814,447,1883,0,750,0,1817
2014,April,Thursday,9:00-10:00,197,586,0,303,62,401,22,299,71,257,64,379,180,182,129,54,65,108,112,149,316,50,120,92,323,20,308,8,248,17,337,54,344,400,154,0,497,0,1082
2014,April,Thursday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,April,Friday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,April,Friday,5:00-6:00,5027,824,0,138,41,812,94,181,16,114,75,333,203,359,544,57,97,402,387,66,246,26,41,41,171,64,110,6,45,2,81,20,90,124,3586,0,126,0,161
2014,April,Friday,6:00-7:00,8123,2492,0,662,50,2816,178,739,187,412,260,860,461,1204,897,333,842,823,886,420,618,87,137,247,284,38,357,16,128,7,201,19,336,86,7006,0,281,0,434
2014,April,Friday,7:00-8:00,2844,4489,0,1085,228,4772,692,1820,218,1225,277,1393,1120,2850,1895,671,1432,2264,1392,648,1362,122,233,220,661,34,512,28,163,11,248,59,627,331,5058,0,526,0,1006
2014,April,Friday,8:00-9:00,1488,3611,0,1237,46,3239,279,1591,268,1400,415,2011,836,3197,1551,472,1721,1742,2772,1023,1147,89,303,203,736,31,455,15,195,6,318,53,600,81,2765,0,568,0,1089
2014,April,Friday,9:00-10:00,1148,3191,0,794,88,3079,252,1113,219,893,208,1472,1024,2122,1689,645,1232,1803,2025,518,1371,103,251,186,834,39,459,6,169,4,250,8,414,223,2306,0,388,0,928
2014,April,Friday,10:00-11:00,899,2951,0,846,25,2289,285,845,225,722,284,1148,564,1048,1390,508,1027,2476,1347,618,1232,137,253,160,691,58,439,36,181,6,350,11,456,72,3679,0,346,0,894
2014,April,Friday,11:00-12:00,1047,3081,0,866,48,2230,470,953,169,761,213,1110,697,959,1373,628,939,1661,1794,727,1122,85,267,206,669,62,473,7,203,8,315,39,515,150,2604,0,473,0,1150
2014,April,Friday,12:00-1:00 PM,977,2956,0,739,53,2431,164,901,212,631,280,1319,654,1380,963,609,807,1486,1414,233,1567,60,280,290,562,13,513,28,243,9,405,21,532,214,5000,0,539,0,1172
2014,April,Friday,1:00-2:00,862,3105,0,841,86,2848,203,861,242,679,238,1274,536,1329,923,486,946,1129,1933,458,1315,110,238,191,561,54,484,24,210,6,346,23,506,279,4010,0,524,0,1324
2014,April,Friday,2:00-3:00,838,2964,0,827,62,2527,292,901,159,600,259,1163,401,1145,898,380,875,1423,1816,716,1252,116,286,160,649,85,540,19,233,21,548,39,584,260,4718,0,602,0,1460
2014,April,Friday,3:00-4:00,918,3274,0,824,68,2392,281,746,177,607,197,809,542,1151,343,277,723,1243,1868,653,1252,76,290,211,640,97,620,65,263,5,622,21,773,310,5996,0,821,0,1764
2014,April,Friday,4:00-5:00,808,3109,0,721,129,2469,180,723,149,421,306,924,497,767,408,429,491,1726,1390,676,1432,105,348,193,860,86,818,46,385,9,706,40,956,731,9584,0,957,0,2243
2014,April,Friday,5:00-6:00,1362,3920,0,1247,22,3183,237,835,189,601,207,1134,324,662,443,294,433,2217,997,651,1688,126,361,440,772,95,1088,25,444,29,1020,46,1511,114,10707,0,1267,0,3012
