region,division,gender,enrollment_2012,enrollment_2011,enrollment_2010,enrollment_2009,enrollment_2008,enrollment_2007,enrollment_2006,enrollment_2005
I (Ilocos Region),Ilocos Norte,Total,24491,23856,24026,23767,23615,23364,23398,23537
I (Ilocos Region),Ilocos Norte,Male,12444,12075,12041,11902,11730,11402,11516,11530
I (Ilocos Region),Ilocos Norte,Female,12047,11781,11985,11865,11885,11962,11882,12007
I (Ilocos Region),Ilocos Sur,Total,24560,24078,24297,24676,25572,24468,24075,23695
I (Ilocos Region),Ilocos Sur,Male,12487,12308,12478,12666,13214,12444,12049,11731
I (Ilocos Region),Ilocos Sur,Female,12073,11770,11819,12010,12358,12024,12026,11964
I (Ilocos Region),La Union,Total,37732,37620,37856,38116,38404,37646,37552,36993
I (Ilocos Region),La Union,Male,19384,19370,19352,19531,19744,19227,19021,18610
I (Ilocos Region),La Union,Female,18348,18250,18504,18585,18660,18419,18531,18383
I (Ilocos Region),"Pangasinan I, Lingayen",Total,89671,88530,89455,89392,92368,87696,85133,84520
I (Ilocos Region),"Pangasinan I, Lingayen",Male,45813,45183,45673,45726,47136,44375,42806,42314
I (Ilocos Region),"Pangasinan I, Lingayen",Female,43858,43347,43782,43666,45232,43321,42327,42206
I (Ilocos Region),"Pangasinan II, Binalonan",Total,68951,68303,71096,71703,71996,71039,69591,69372
I (Ilocos Region),"Pangasinan II, Binalonan",Male,34878,34760,36421,36634,36432,35778,34770,34388
I (Ilocos Region),"Pangasinan II, Binalonan",Female,34073,33543,34675,35069,35564,35261,34821,34984
I (Ilocos Region),Dagupan City,Total,10336,9901,9772,9542,9503,9286,8979,8642
I (Ilocos Region),Dagupan City,Male,5111,4890,4839,4749,4720,4601,4431,4183
I (Ilocos Region),Dagupan City,Female,5225,5011,4933,4793,4783,4685,4548,4459
I (Ilocos Region),Laoag City,Total,6625,6431,6354,6232,6280,6038,6051,6284
I (Ilocos Region),Laoag City,Male,3310,3263,3193,3016,3016,2833,2878,2951
I (Ilocos Region),Laoag City,Female,3315,3168,3161,3216,3264,3205,3173,3333
I (Ilocos Region),San Carlos City,Total,10985,10785,10985,10886,11005,11097,10917,10764
I (Ilocos Region),San Carlos City,Male,5473,5396,5529,5463,5426,5442,5316,5139
I (Ilocos Region),San Carlos City,Female,5512,5389,5456,5423,5579,5655,5601,5625
I (Ilocos Region),Urdaneta City,Total,10021,10023,10299,10408,10583,10274,10041,10037
I (Ilocos Region),Urdaneta City,Male,5106,5086,5257,5255,5331,5089,4923,4944
I (Ilocos Region),Urdaneta City,Female,4915,4937,5042,5153,5252,5185,5118,5093
I (Ilocos Region),Candon City,Total,3242,3129,3151,3235,3391,3363,3347,3248
I (Ilocos Region),Candon City,Male,1594,1527,1564,1608,1638,1670,1619,1557
I (Ilocos Region),Candon City,Female,1648,1602,1587,1627,1753,1693,1728,1691
I (Ilocos Region),Alaminos City,Total,6473,6328,6369,6301,6406,6382,6198,6146
I (Ilocos Region),Alaminos City,Male,3331,3230,3270,3167,3263,3231,3165,3120
I (Ilocos Region),Alaminos City,Female,3142,3098,3099,3134,3143,3151,3033,3026
I (Ilocos Region),Vigan City,Total,5436,5495,5571,5620,5750,5784,5805,5824
I (Ilocos Region),Vigan City,Male,2557,2661,2720,2713,2744,2733,2717,2753
I (Ilocos Region),Vigan City,Female,2879,2834,2851,2907,3006,3051,3088,3071
I (Ilocos Region),San Fernando City,Total,5524,5558,5576,5667,5813,5714,5584,5801
I (Ilocos Region),San Fernando City,Male,2802,2842,2895,2915,2993,2946,2886,2946
I (Ilocos Region),San Fernando City,Female,2722,2716,2681,2752,2820,2768,2698,2855
I (Ilocos Region),Subtotal,Total,304047,300037,304807,305545,310686,302151,296671,294863
I (Ilocos Region),Subtotal,Male,154290,152591,155232,155345,157387,151771,148097,146166
I (Ilocos Region),Subtotal,Female,149757,147446,149575,150200,153299,150380,148574,148697
II (Cagayan Valley),Batanes,Total,1523,1556,1569,1534,1598,1495,1416,1360
II (Cagayan Valley),Batanes,Male,811,827,836,828,848,790,732,694
II (Cagayan Valley),Batanes,Female,712,729,733,706,750,705,684,666
II (Cagayan Valley),Cagayan,Total,58410,58861,59223,58545,59525,56359,55681,56043
II (Cagayan Valley),Cagayan,Male,29048,29386,29559,29066,29498,27362,26816,26816
II (Cagayan Valley),Cagayan,Female,29362,29475,29664,29479,30027,28997,28865,29227
II (Cagayan Valley),Isabela,Total,75658,76241,76215,76999,85301,82297,82726,83125
II (Cagayan Valley),Isabela,Male,37497,37923,37836,37881,41743,39960,39945,39637
II (Cagayan Valley),Isabela,Female,38161,38318,38379,39118,43558,42337,42781,43488
II (Cagayan Valley),Nueva Vizcaya,Total,23286,22838,22799,22484,22371,22197,22087,22133
II (Cagayan Valley),Nueva Vizcaya,Male,11190,10932,10945,10778,10722,10463,10377,10289
II (Cagayan Valley),Nueva Vizcaya,Female,12096,11906,11854,11706,11649,11734,11710,11844
II (Cagayan Valley),Quirino,Total,11440,11513,11518,11579,11635,11380,11199,10848
II (Cagayan Valley),Quirino,Male,5614,5634,5629,5580,5583,5368,5281,5127
II (Cagayan Valley),Quirino,Female,5826,5879,5889,5999,6052,6012,5918,5721
II (Cagayan Valley),Tuguegarao City,Total,9177,9352,9464,9500,9537,9746,10211,10366
II (Cagayan Valley),Tuguegarao City,Male,4373,4442,4553,4654,4663,4808,5020,5089
II (Cagayan Valley),Tuguegarao City,Female,4804,4910,4911,4846,4874,4938,5191,5277
II (Cagayan Valley),Cauayan City,Total,6767,6721,6799,6992,6802,6757,6694,6669
II (Cagayan Valley),Cauayan City,Male,3277,3243,3323,3409,3187,3203,3062,3081
II (Cagayan Valley),Cauayan City,Female,3490,3478,3476,3583,3615,3554,3632,3588
II (Cagayan Valley),Santiago City,Total,7126,7327,7461,7486,0,0,0,0
II (Cagayan Valley),Santiago City,Male,3478,3630,3712,3695,0,0,0,0
II (Cagayan Valley),Santiago City,Female,3648,3697,3749,3791,0,0,0,0
II (Cagayan Valley),Subtotal,Total,193387,194409,195048,195119,196769,190231,190014,190544
II (Cagayan Valley),Subtotal,Male,95288,96017,96393,95891,96244,91954,91233,90733
II (Cagayan Valley),Subtotal,Female,98099,98392,98655,99228,100525,98277,98781,99811
III (Central Luzon),San Jose City,Total,7549,7165,6977,0,0,0,0,0
III (Central Luzon),San Jose City,Male,3788,3572,3541,0,0,0,0,0
III (Central Luzon),San Jose City,Female,3761,3593,3436,0,0,0,0,0
III (Central Luzon),Aurora,Total,12871,12445,12267,11962,12336,12039,12141,11642
III (Central Luzon),Aurora,Male,6333,6169,6112,5943,6123,5926,5994,5641
III (Central Luzon),Aurora,Female,6538,6276,6155,6019,6213,6113,6147,6001
III (Central Luzon),Bataan,Total,38163,37458,37322,36361,36105,34940,33991,33824
III (Central Luzon),Bataan,Male,19757,19413,19494,18939,18798,18092,17554,17295
III (Central Luzon),Bataan,Female,18406,18045,17828,17422,17307,16848,16437,16529
III (Central Luzon),Bulacan,Total,120166,118614,117816,114578,111910,105483,100943,97928
III (Central Luzon),Bulacan,Male,60306,59906,59513,57762,56506,52885,49985,48197
III (Central Luzon),Bulacan,Female,59860,58708,58303,56816,55404,52598,50958,49731
III (Central Luzon),Nueva Ecija,Total,85766,88485,88342,93714,93283,90418,88495,89261
III (Central Luzon),Nueva Ecija,Male,42717,44146,43777,46320,46138,44203,42904,42974
III (Central Luzon),Nueva Ecija,Female,43049,44339,44565,47394,47145,46215,45591,46287
III (Central Luzon),Pampanga,Total,102990,99959,98140,94011,92911,89389,88252,86393
III (Central Luzon),Pampanga,Male,52702,51153,50043,47804,47145,44980,44272,43032
III (Central Luzon),Pampanga,Female,50288,48806,48097,46207,45766,44409,43980,43361
III (Central Luzon),Tarlac,Total,64611,64006,63742,62665,61581,59426,59039,58767
III (Central Luzon),Tarlac,Male,32598,32412,32073,31464,30780,29586,29283,28786
III (Central Luzon),Tarlac,Female,32013,31594,31669,31201,30801,29840,29756,29981
III (Central Luzon),Zambales,Total,31715,30378,29671,28898,28534,27035,26498,26157
III (Central Luzon),Zambales,Male,16343,15568,15351,14887,14548,13842,13486,13068
III (Central Luzon),Zambales,Female,15372,14810,14320,14011,13986,13193,13012,13089
III (Central Luzon),Angeles City,Total,20403,20016,19399,18798,18499,17117,16507,15737
III (Central Luzon),Angeles City,Male,9903,9780,9585,9352,9179,8434,8200,7795
III (Central Luzon),Angeles City,Female,10500,10236,9814,9446,9320,8683,8307,7942
III (Central Luzon),Cabanatuan City,Total,9903,9279,8990,8593,7974,7531,7204,6734
III (Central Luzon),Cabanatuan City,Male,4966,4555,4480,4290,3959,3722,3573,3341
III (Central Luzon),Cabanatuan City,Female,4937,4724,4510,4303,4015,3809,3631,3393
III (Central Luzon),Olongapo City,Total,16809,16371,16328,16027,15611,15325,16996,15796
III (Central Luzon),Olongapo City,Male,8545,8398,8412,8178,8014,7858,8736,8118
III (Central Luzon),Olongapo City,Female,8264,7973,7916,7849,7597,7467,8260,7678
III (Central Luzon),San Jose del Monte City,Total,29093,27182,26107,24640,23932,22596,21062,20275
III (Central Luzon),San Jose del Monte City,Male,14486,13587,13069,12334,12023,11410,10622,10146
III (Central Luzon),San Jose del Monte City,Female,14607,13595,13038,12306,11909,11186,10440,10129
III (Central Luzon),San Fernando City,Total,18251,17580,16827,15064,14274,13533,12815,12378
III (Central Luzon),San Fernando City,Male,9069,8770,8449,7475,6994,6641,6306,6121
III (Central Luzon),San Fernando City,Female,9182,8810,8378,7589,7280,6892,6509,6257
III (Central Luzon),Gapan City,Total,8340,8347,8307,8222,7869,7361,7239,6476
III (Central Luzon),Gapan City,Male,4122,4159,4077,4102,3836,3605,3494,2915
III (Central Luzon),Gapan City,Female,4218,4188,4230,4120,4033,3756,3745,3561
III (Central Luzon),Tarlac City,Total,10125,9534,9825,9196,9367,9265,9084,9060
III (Central Luzon),Tarlac City,Male,5208,4945,5083,4775,4923,4812,4754,4759
III (Central Luzon),Tarlac City,Female,4917,4589,4742,4421,4444,4453,4330,4301
III (Central Luzon),Munoz Science City,Total,5551,5486,5606,5580,5367,5399,5034,5420
III (Central Luzon),Munoz Science City,Male,2821,2772,2782,2831,2660,2655,2468,2602
III (Central Luzon),Munoz Science City,Female,2730,2714,2824,2749,2707,2744,2566,2818
III (Central Luzon),Balanga City,Total,6241,6368,6504,6419,6222,5961,5935,5782
III (Central Luzon),Balanga City,Male,3037,3063,3119,3092,3045,2935,2959,2851
III (Central Luzon),Balanga City,Female,3204,3305,3385,3327,3177,3026,2976,2931
III (Central Luzon),Malolos City,Total,13757,12578,11726,11764,11701,11597,12629,11723
III (Central Luzon),Malolos City,Male,7101,6415,5982,5983,5935,5836,6111,5689
III (Central Luzon),Malolos City,Female,6656,6163,5744,5781,5766,5761,6518,6034
III (Central Luzon),Subtotal,Total,602304,591251,583896,566492,557476,534415,523864,513353
III (Central Luzon),Subtotal,Male,303802,298783,294942,285531,280606,267422,260701,253330
III (Central Luzon),Subtotal,Female,298502,292468,288954,280961,276870,266993,263163,260023
IV-A (CALABARZON),Dasmarinas City,Total,33552,32758,32470,0,0,0,0,0
IV-A (CALABARZON),Dasmarinas City,Male,16563,16073,15851,0,0,0,0,0
IV-A (CALABARZON),Dasmarinas City,Female,16989,16685,16619,0,0,0,0,0
IV-A (CALABARZON),Batangas,Total,95340,91548,89163,86658,84579,81030,77800,75718
IV-A (CALABARZON),Batangas,Male,48117,46074,44485,43158,41937,39758,37884,36845
IV-A (CALABARZON),Batangas,Female,47223,45474,44678,43500,42642,41272,39916,38873
IV-A (CALABARZON),Cavite,Total,133379,128753,124120,149220,144287,137683,134520,130867
IV-A (CALABARZON),Cavite,Male,67015,64654,62008,74190,71677,68356,66914,64614
IV-A (CALABARZON),Cavite,Female,66364,64099,62112,75030,72610,69327,67606,66253
IV-A (CALABARZON),Laguna,Total,102382,100457,99221,95325,94300,91015,90592,85855
IV-A (CALABARZON),Laguna,Male,51729,50831,49776,47872,47205,45024,44734,42176
IV-A (CALABARZON),Laguna,Female,50653,49626,49445,47453,47095,45991,45858,43679
IV-A (CALABARZON),Quezon,Total,115358,112534,111003,107483,109235,103957,93832,93343
IV-A (CALABARZON),Quezon,Male,56635,55241,54503,52388,53198,50040,44861,44402
IV-A (CALABARZON),Quezon,Female,58723,57293,56500,55095,56037,53917,48971,48941
IV-A (CALABARZON),Rizal,Total,105022,102230,98951,96091,94748,87478,84305,80763
IV-A (CALABARZON),Rizal,Male,52999,52040,50592,49149,47990,44351,42557,40335
IV-A (CALABARZON),Rizal,Female,52023,50190,48359,46942,46758,43127,41748,40428
IV-A (CALABARZON),Batangas City,Total,17212,16809,16993,16662,16670,16836,16398,16281
IV-A (CALABARZON),Batangas City,Male,8625,8480,8550,8354,8374,8440,8267,8118
IV-A (CALABARZON),Batangas City,Female,8587,8329,8443,8308,8296,8396,8131,8163
IV-A (CALABARZON),Cavite City,Total,6971,6795,6776,7680,7201,7161,7517,7336
IV-A (CALABARZON),Cavite City,Male,3476,3363,3320,3828,3611,3550,3837,3719
IV-A (CALABARZON),Cavite City,Female,3495,3432,3456,3852,3590,3611,3680,3617
IV-A (CALABARZON),Lipa City,Total,18890,18157,17361,17136,17094,16127,15870,15536
IV-A (CALABARZON),Lipa City,Male,9947,9467,9012,8818,8706,8137,7950,7826
IV-A (CALABARZON),Lipa City,Female,8943,8690,8349,8318,8388,7990,7920,7710
IV-A (CALABARZON),Lucena City,Total,8475,7913,7933,7525,7189,6492,14759,14904
IV-A (CALABARZON),Lucena City,Male,4226,3965,3984,3739,3605,3198,7109,7165
IV-A (CALABARZON),Lucena City,Female,4249,3948,3949,3786,3584,3294,7650,7739
IV-A (CALABARZON),San Pablo City,Total,13524,13200,12944,12673,12470,12179,11811,11629
IV-A (CALABARZON),San Pablo City,Male,6796,6698,6585,6356,6162,5978,5737,5714
IV-A (CALABARZON),San Pablo City,Female,6728,6502,6359,6317,6308,6201,6074,5915
IV-A (CALABARZON),Calamba City,Total,19723,18835,17955,17231,17219,16385,16202,15873
IV-A (CALABARZON),Calamba City,Male,9947,9626,9152,8781,8744,8217,8194,8019
IV-A (CALABARZON),Calamba City,Female,9776,9209,8803,8450,8475,8168,8008,7854
IV-A (CALABARZON),Antipolo City,Total,43774,42420,41606,39243,37578,35382,34109,32916
IV-A (CALABARZON),Antipolo City,Male,21676,20948,20408,19194,18363,17117,16336,15677
IV-A (CALABARZON),Antipolo City,Female,22098,21472,21198,20049,19215,18265,17773,17239
IV-A (CALABARZON),Tanauan City,Total,10520,10165,9713,9263,8939,8627,8694,8382
IV-A (CALABARZON),Tanauan City,Male,5260,5168,4941,4706,4577,4471,4477,4220
IV-A (CALABARZON),Tanauan City,Female,5260,4997,4772,4557,4362,4156,4217,4162
IV-A (CALABARZON),Sta. Rosa City,Total,13341,12645,11817,11140,10852,10228,10267,9842
IV-A (CALABARZON),Sta. Rosa City,Male,6664,6391,5937,5588,5286,4905,4912,4718
,Sta. Rosa City,Female,6677,6254,5880,5552,5566,5323,5355,5124
IV-A (CALABARZON),Subtotal,Total,737463,715219,698026,673330,662361,630580,616676,599245
IV-A (CALABARZON),Subtotal,Male,369675,359019,349104,336121,329435,311542,303769,293548
IV-A (CALABARZON),Subtotal,Female,367788,356200,348922,337209,332926,319038,312907,305697
IV-B (MIMAROPA),Marinduque,Total,16487,16414,16468,16601,17285,16344,16386,16713
IV-B (MIMAROPA),Marinduque,Male,8418,8338,8369,8391,8650,8140,8077,8186
IV-B (MIMAROPA),Marinduque,Female,8069,8076,8099,8210,8635,8204,8309,8527
IV-B (MIMAROPA),Occidental Mindoro,Total,31062,29990,29175,28552,27718,26487,26454,25614
IV-B (MIMAROPA),Occidental Mindoro,Male,15303,14540,14288,14012,13690,12989,12713,12367
IV-B (MIMAROPA),Occidental Mindoro,Female,15759,15450,14887,14540,14028,13498,13741,13247
IV-B (MIMAROPA),Oriental Mindoro,Total,43495,42828,42197,40806,41515,39600,37102,37633
IV-B (MIMAROPA),Oriental Mindoro,Male,21693,21505,21213,20445,20763,19419,17911,18244
IV-B (MIMAROPA),Oriental Mindoro,Female,21802,21323,20984,20361,20752,20181,19191,19389
IV-B (MIMAROPA),Palawan,Total,53999,51447,49696,48037,48218,43953,41486,40075
IV-B (MIMAROPA),Palawan,Male,26149,24881,24093,23176,23073,20861,19511,18857
IV-B (MIMAROPA),Palawan,Female,27850,26566,25603,24861,25145,23092,21975,21218
IV-B (MIMAROPA),Romblon,Total,23558,22936,23250,23403,24314,22737,21683,21527
IV-B (MIMAROPA),Romblon,Male,11918,11604,11770,11919,12419,11550,10775,10461
IV-B (MIMAROPA),Romblon,Female,11640,11332,11480,11484,11895,11187,10908,11066
IV-B (MIMAROPA),Puerto Princesa City,Total,16024,16005,15806,15265,15920,14918,15010,14944
IV-B (MIMAROPA),Puerto Princesa City,Male,7898,7925,7810,7478,7623,7195,7103,7058
IV-B (MIMAROPA),Puerto Princesa City,Female,8126,8080,7996,7787,8297,7723,7907,7886
IV-B (MIMAROPA),Calapan City,Total,9598,9352,9701,9703,9958,9750,9739,10154
IV-B (MIMAROPA),Calapan City,Male,4749,4686,4892,4907,5037,4791,4718,4897
IV-B (MIMAROPA),Calapan City,Female,4849,4666,4809,4796,4921,4959,5021,5257
IV-B (MIMAROPA),Subtotal,Total,194223,188972,186293,182367,184928,173789,167860,166660
IV-B (MIMAROPA),Subtotal,Male,96128,93479,92435,90328,91255,84945,80808,80070
IV-B (MIMAROPA),Subtotal,Female,98095,95493,93858,92039,93673,88844,87052,86590
V (Bicol Region),Albay,Total,60366,59739,59285,58217,58703,55446,54799,53856
V (Bicol Region),Albay,Male,30195,29860,29718,29146,28972,27227,26300,25558
V (Bicol Region),Albay,Female,30171,29879,29567,29071,29731,28219,28499,28298
V (Bicol Region),Camarines Norte,Total,38799,38489,37700,36680,36637,34214,33332,32806
V (Bicol Region),Camarines Norte,Male,18813,18650,18296,17826,17704,16455,15782,15408
V (Bicol Region),Camarines Norte,Female,19986,19839,19404,18854,18933,17759,17550,17398
V (Bicol Region),Camarines Sur,Total,102799,101906,98965,97235,94040,90862,88642,87383
V (Bicol Region),Camarines Sur,Male,50693,50272,48972,48378,46228,44282,42620,41883
V (Bicol Region),Camarines Sur,Female,52106,51634,49993,48857,47812,46580,46022,45500
V (Bicol Region),Catanduanes,Total,21019,20715,20558,20368,21214,19937,19403,19011
V (Bicol Region),Catanduanes,Male,10672,10480,10388,10303,10683,10021,9684,9425
V (Bicol Region),Catanduanes,Female,10347,10235,10170,10065,10531,9916,9719,9586
V (Bicol Region),Masbate,Total,53287,50683,48334,45984,43932,40901,38242,36359
V (Bicol Region),Masbate,Male,25535,24435,23229,21958,20716,19010,17292,16397
V (Bicol Region),Masbate,Female,27752,26248,25105,24026,23216,21891,20950,19962
V (Bicol Region),Sorsogon,Total,50207,49418,48251,47274,47551,44839,43090,42553
V (Bicol Region),Sorsogon,Male,25200,24697,23982,23522,23363,21629,20424,20076
V (Bicol Region),Sorsogon,Female,25007,24721,24269,23752,24188,23210,22666,22477
V (Bicol Region),Iriga City,Total,6701,6603,6721,6945,6895,6663,6661,6487
V (Bicol Region),Iriga City,Male,3425,3366,3417,3540,3503,3383,3319,3246
V (Bicol Region),Iriga City,Female,3276,3237,3304,3405,3392,3280,3342,3241
V (Bicol Region),Legaspi City,Total,9792,9195,9375,9058,9131,8754,8276,8092
V (Bicol Region),Legaspi City,Male,4896,4568,4726,4471,4424,4168,3904,3807
V (Bicol Region),Legaspi City,Female,4896,4627,4649,4587,4707,4586,4372,4285
