city_or_municipality,position,name,nickname,party_affliation,votes_obtained
Esperanza,Councilor,"San Miguel, Basilio Jr. Dela Cruz",Erick,United Nationalist Party,11017
Esperanza,Councilor,"Kalahi, Myra Jade Escleto",May,United Nationalist Party,10605
Esperanza,Councilor,"Cachero, Edwin Membrere",Win,United Nationalist Party,10057
Esperanza,Councilor,"Villarin, Nestor Gayosa",Boy,United Nationalist Party,9462
Esperanza,Councilor,"Gegone, Wilma Gerapusco",Nening,United Nationalist Party,9362
Esperanza,Councilor,"Gito, Gerardo Endaya",Boy,United Nationalist Party,8920
Esperanza,Councilor,"Gumana, Neser Nesthur Ray Hofile",Soy-Soy,United Nationalist Party,8725
Esperanza,Councilor,"Limson, Vincent Saturno",Etik,Independentependent,8564
Isulan,Mayor,"Pallasigue, Diosdado Gonzales",Dado,Independentependent,22550
Isulan,Vice-Mayor,"Torre, Cyrus Embajador",Cy,Liberal Party,19553
Isulan,Councilor,"Aristoza, Rene Fuentes",Ren,Independentependent,18597
Isulan,Councilor,"Castillo, Lord Dean Hagoriles",Lalay,Independentependent,18166
Isulan,Councilor,"Rendon, Pableto Jr. Acolentaba",Jun,Independentependent,18104
Isulan,Councilor,"Belmes, Gina Bermudez",Gina,Independentependent,14823
Isulan,Councilor,"Valencia, Joselito Magallon",Lito,Independentependent,14013
Isulan,Councilor,"Apiado, Carlo Forro",Don-Don,United Nationalist Party,13047
Isulan,Councilor,"Forro, Venancio Grijaldo",Nono,Independentependent,12664
Isulan,Councilor,"Esparagoza, Yolito Servancia",Lito,Independentependent,11353
Kalamansig,Mayor,"Garcia, Rolando Panes",Rolly,Liberal Party,8714
Kalamansig,Vice-Mayor,"Concha, Joaquin Toledo",Jiji,Liberal Party,11119
Kalamansig,Councilor,"Daniel, Ronnie Taup",Tata,Independentependent,8440
Kalamansig,Councilor,"Caang, Fe Murillo",Mam Caang,Liberal Party,6658
Kalamansig,Councilor,"Buenaflor, Anthony Manzo",Toni,Liberal Party,5654
Kalamansig,Councilor,"Buenaflor, Angelito Sr. Barcelon",Boy Ali,Liberal Party,5505
Kalamansig,Councilor,"Buenaflor, Carlito Tan",Bibing,Liberal Party,5501
Kalamansig,Councilor,"Tee, Efren Jr. Blanco",Et,Liberal Party,5420
Kalamansig,Councilor,"Togonon, Guillermo Donesa",Gems,Liberal Party,5362
Kalamansig,Councilor,"Diarol, Alimudin Guiamad",Butch,United Nationalist Party,5123
Lambayong Amriano Marcos,Mayor,"Agduma, Florante Lucas",Flor,United Nationalist Party,13155
Lambayong Amriano Marcos,Vice-Mayor,"Abalos, Ramon Madriaga",Mon,United Nationalist Party,11476
Lambayong Amriano Marcos,Councilor,"Guerrero, Arnold Agduma",Nanong,United Nationalist Party,11908
Lambayong Amriano Marcos,Councilor,"Recinto, Joseph Leo Esteves",Popot,United Nationalist Party,11439
Lambayong Amriano Marcos,Councilor,"Gabor, William Cesario",Wil,Independentependent,10743
Lambayong Amriano Marcos,Councilor,"Catajay, Noel Ancuna",Noy,United Nationalist Party,9533
Lambayong Amriano Marcos,Councilor,"Toreja, Jay Eleazar Lacorte",Jay,United Nationalist Party,9477
Lambayong Amriano Marcos,Councilor,"Abalos, Carlos Madriaga",Pogs,United Nationalist Party,9270
Lambayong Amriano Marcos,Councilor,"Dangan, Mary Magday",Jona,United Nationalist Party,8919
Lambayong Amriano Marcos,Councilor,"Solaiman, Jerry Mabang",Jerry,United Nationalist Party,7977
Lebak,Mayor,"Besana, Dionesio Begas",Jun,Liberal Party,14475
Lebak,Vice-Mayor,"Delasan, Gerardo Sarino",Gerry,United Nationalist Party,12851
Lebak,Councilor,"Fresco, Simon Jr. Necesito",Nonoy,Liberal Party,10510
Lebak,Councilor,"Alarcon, Melchor Bernadas",Bongjk3,Liberal Party,10119
Lebak,Councilor,"Go, Amelia Ampong",Go,National United Party,9635
Lebak,Councilor,"Vegas, Ramon Padasas",Monching,Liberal Party,8856
Lebak,Councilor,"Celestial, Frederick Fernandez",Bobongwhite,Nationalista Party,8264
Lebak,Councilor,"Tanangonan, Janrie Beran",Tango,Liberal Party,8249
Lebak,Councilor,"Dumaguin, Jimmy Sr. Buenaflor",Toto,United Nationalist Party,7135
Lebak,Councilor,"Saratao, Eduardo Uy",Ed,Nationalista Party,7069
Lutayan,Mayor,"Sakaluran, Ruth Mangudadatu",Beng,Independentependent,23413
Lutayan,Vice-Mayor,"Ligo, Donato Armada",Don,Independentependent,22370
Lutayan,Councilor,"Macasayon, Ibrahim Guiapal",Bert,Independentependent,20666
Lutayan,Councilor,"Mangudadatu, Yahyhjun Kasim",Ian,Independentependent,20545
Lutayan,Councilor,"Macatiguil, Zubaida Dalaten",Juvy,Independentependent,15750
Lutayan,Councilor,"Macasayon, Kamsa Unsa",Phor,Independentependent,14865
Lutayan,Councilor,"Dagloc, Tautin Macabulak",Thots,Independentependent,14118
Lutayan,Councilor,"Delfin, Hydie Losaria",Hyd'S,Independentependent,12626
Lutayan,Councilor,"Ligo, Crispulo Jr. Lizada",Dondon,Independentependent,12145
Lutayan,Councilor,"Antonio, Noel Antonio",Waweng,Independentependent,11669
Palimbang,Mayor,"Maulana, Abubacar Pendatun",Bakre,Liberal Party,10400
Palimbang,Vice-Mayor,"Waling, Monib Gumaga",Nib,Independentependent,4853
Palimbang,Councilor,"Pangansayan, Kasmin Masil",Min,Liberal Party,6800
Palimbang,Councilor,"Kanda, Mariam Gandawali",Mariam,Liberal Party,5566
Palimbang,Councilor,"Siokon, Mhark Mohamad",Mark,United Nationalist Party,5218
Palimbang,Councilor,"Kapina, Joenime Badrudin",Teng,United Nationalist Party,5094
Palimbang,Councilor,"Bayang, Palasab Malges",Asab,United Nationalist Party,4910
Palimbang,Councilor,"Tausing, Akmad Dalandagan",Mads,Liberal Party,4848
Palimbang,Councilor,"Pangansayan, Amil Aliding",Mhil,United Nationalist Party,4737
Palimbang,Councilor,"Timan, Onig Beto",Nig,Liberal Party,4358
President Quirino,Mayor,"Mangudadatu, Azel Valenzuela",Azel,Liberal Party,8252
President Quirino,Vice-Mayor,"De Guzman, Lino Calimlim",Lin,Independentependent,6826
President Quirino,Councilor,"Sandigan, Ma. Katrina Buena Florida",Florida,United Nationalist Party,7934
President Quirino,Councilor,"Aradanas, Meris Dalilis",Ian,United Nationalist Party,7439
President Quirino,Councilor,"Dumrigue, Liwayway Bugarin",Liway,United Nationalist Party,7421
President Quirino,Councilor,"Tongo, Florante Jr. Olano",Gogo,United Nationalist Party,6691
President Quirino,Councilor,"Salamanca, Jose Sr. Ballesteros",Sir Salamanca,United Nationalist Party,5636
President Quirino,Councilor,"Arabejo, Rommel Gutierrez",Mel,Liberal Party,5612
President Quirino,Councilor,"Pati, Johnny Sal Gamueta",John,United Nationalist Party,5556
President Quirino,Councilor,"Belmonte, Benjamin Sr. Supe",Ben,United Nationalist Party,5346
Sen. Ninoy Aquino,Mayor,"Manganaan, Dante Damasco",Nonoy,Liberal Party,7346
Sen. Ninoy Aquino,Vice-Mayor,"Herezo-Delos Santos, Emelly Gabata",Melay,Liberal Party,6494
Sen. Ninoy Aquino,Councilor,"Ecija, Randy Lacdo-O",Jun-Jun,Liberal Party,6380
Sen. Ninoy Aquino,Councilor,"Baldonado, Marlon Ramon",Mcloy,Liberal Party,5131
Sen. Ninoy Aquino,Councilor,"Flauta, Rafael George Iii Lorilla",Pag-Pag,United Nationalist Party,5018
Sen. Ninoy Aquino,Councilor,"Catalu, Ramil Genovia",Ame,Liberal Party,4874
Sen. Ninoy Aquino,Councilor,"Albarracin, Jimmy Suico",Bebot,Liberal Party,4774
Sen. Ninoy Aquino,Councilor,"Rivera, Robert Calixtro",Nonoy,Liberal Party,4699
Sen. Ninoy Aquino,Councilor,"Idio, Marjhomae Soliven",Marjhon,United Nationalist Party,4384
Sen. Ninoy Aquino,Councilor,"Cabigayan, Angelita Celeste",Angga,Liberal Party,4287
Tacurong City,City Mayor,"Montilla, Lina Ortizo",Inday Namon,Liberal Party,22774
Tacurong City,City Vice-Mayor,"Lechonsito, Joseph George Legayada",Toto Joseph,Liberal Party,22884
Tacurong City,Councilor,"Sucaldito, Psyche Merlo",Inday Sayke,Liberal Party,20217
Tacurong City,Councilor,"Collado, Charito Loot",Chit,Liberal Party,17156
Tacurong City,Councilor,"Flores, Cirilo Ylagan",Ciloy,Liberal Party,16720
Tacurong City,Councilor,"Ledda, Paulino Rabara",Lino,Liberal Party,16412
Tacurong City,Councilor,"Jamorabon, Rodrigo Pasaporte",Bogs,Liberal Party,15737
Tacurong City,Councilor,"Fajardo, Benjamin Jr. Pagaduan",Sonny,Liberal Party,15499
Tacurong City,Councilor,"Dela Cruz, Ariel Ferdinand Mallorca",Nonoy Ariel,Liberal Party,14989
Tacurong City,Councilor,"Cajandig, Joselito Sr. Linghon",Ote,Liberal Party,14359
Tacurong City,Councilor,"Segura, Jose Remos Pabilona",Toto Remos,Independentependent,14244
Tacurong City,Councilor,"Ferrer, Welson Untalan",Lakay,Liberal Party,12833
