city_or_municipality,position,name,nickname,party_affliation,votes_obtained
San Jose,Councilor,"Puazo, Efren Garcia",Efren Bata,National Unity Party,3507
San Jose,Councilor,"Horcasitas, Benjamin Jr. Monta",Paning,National Unity Party,3358
San Jose,Councilor,"Perez, Estelito Jr. Tingzon",Dr. Boyboy,Liberal Party,3357
San Jose,Councilor,"Evaristo, Nancy Amaro",Nancz,Liberal Party,3283
San Jose,Councilor,"Luzon, Presian Ballesta",Sian,Liberal Party,3214
San Jose,Councilor,"Cloma, Cesar Tejero",Cesar,Liberal Party,3164
San Roque,Mayor,"Abalon, Don Lovely",Dla,National Unity Party,5934
San Roque,Vice-Mayor,"Bantilo, Deodato Lutao",Botoy,National Unity Party,5939
San Roque,Councilor,"Ramirez, Ethel Ombrog",Ethel,National Unity Party,6090
San Roque,Councilor,"Acebuche, Hilario Siervo",Layo,National Unity Party,4819
San Roque,Councilor,"Jarito, Feddie France",Dodoy,Independent,4499
San Roque,Councilor,"Cisneros, Jincky France",Jing,National Unity Party,4480
San Roque,Councilor,"Cagro, Solidad Surio",Soly,National Unity Party,4325
San Roque,Councilor,"Baluyot, Antolin Mejos",Tolin,Liberal Party,3840
San Roque,Councilor,"Abalon, Don John Tambangan",Donjohnsboy,National Unity Party,3792
San Roque,Councilor,"Lagrimas, Alvin Merino",Boy,National Unity Party,3503
San Vicente,Mayor,"Lu, Tito Monta",Tito,National Unity Party,2861
San Vicente,Vice-Mayor,"Francisco, Franco Bacayo",Parts,National Unity Party,3303
San Vicente,Councilor,"David, Rolito Ga",Roly,National Unity Party,2744
San Vicente,Councilor,"Mahusay, Renier Naga",Ann,National Unity Party,2585
San Vicente,Councilor,"Iba, Jay Lu",Jing,National Unity Party,2541
San Vicente,Councilor,"Trinidad, Homer Calamay",Mher,National Unity Party,2462
San Vicente,Councilor,"Gabona, Jornido Eulin",Saysay,National Unity Party,2112
San Vicente,Councilor,"Del Corro, Felipe Monares",Eping,National Unity Party,1944
San Vicente,Councilor,"Malugao, Virgilio Torrefiel",Billy,National Unity Party,1917
San Vicente,Councilor,"Masdo, Crispin Garpesa",Pin,Independent,1910
Silvino Lobos,Mayor,"Gillamac, Edmund Sanjurjo",Ko,National Unity Party,4540
Silvino Lobos,Vice-Mayor,"Abueza, Glenda Castillo",Gigi,National Unity Party,4378
Silvino Lobos,Councilor,"Abueza, Letecia Tilbe",Tiday,National Unity Party,4359
Silvino Lobos,Councilor,"Tenedero, Norma Bantilo",Omie,National Unity Party,4156
Silvino Lobos,Councilor,"Celajes, Jenny Tafalla",Enek,National Unity Party,4140
Silvino Lobos,Councilor,"Silvestre, Jesus Sagonoy",Eso,National Unity Party,4075
Silvino Lobos,Councilor,"Basarte, Gilbert Lucban",Nonong,National Unity Party,4030
Silvino Lobos,Councilor,"Dela Cruz, Joel Bacolongan",Joel,National Unity Party,3933
Silvino Lobos,Councilor,"Merino, Alicia Loyogoy",Alice,National Unity Party,3819
Silvino Lobos,Councilor,"Silvestre, Manilyn Jarito",Neneng,National Unity Party,3635
Victoria,Mayor,"Ardales, Jose Gonzaga",Rabbit,National Unity Party,4514
Victoria,Vice-Mayor,"Purog, Nicolas Jr. Cantiga",Onyot,National Unity Party,4385
Victoria,Councilor,"Esponilla, Gaylord Peter Ogalina",Butsoy,National Unity Party,4042
Victoria,Councilor,"Sabido, Honorio Jr. Buban",Jonay,National Unity Party,3730
Victoria,Councilor,"Siago, Arnel Calosor",Nonoy,National Unity Party,3628
Victoria,Councilor,"Centino, Graciano Quezo",Gasik,National Unity Party,3533
Victoria,Councilor,"Viloria, Fe Dente",Fe,National Unity Party,3527
Victoria,Councilor,"Laurente, Eugenio Glodo",Henyo,National Unity Party,3509
Victoria,Councilor,"Casyao, Nestor Ribis",Tor,National Unity Party,3378
Victoria,Councilor,"Subiaga, Arlene Purog",Lene,Liberal Party,3118
