date,name_of_market,comodity,price/kg.
6/11/2013,"Viajero Market, Pasig City, MM",Okra,50
6/11/2013,"Viajero Market, Pasig City, MM","Onion, Bermuda Red Medium",50
6/11/2013,"Viajero Market, Pasig City, MM","Squash Fruit, Medium",20
6/11/2013,"Viajero Market, Pasig City, MM",String Beans Long and Etc Varieties,45
6/11/2013,"Viajero Market, Pasig City, MM","Tomato, Ripe Medium",40
6/11/2013,"Viajero Market, Pasig City, MM","White Potato, Medium",50
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Ampalaya Fruit, Medium",40
6/11/2013,"Zamboanga City Public Market, Zambo Sur",Bangus Medium,100
6/11/2013,"Zamboanga City Public Market, Zambo Sur",Brown Sugar,37
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",38
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Calamansi, Medium",20
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Carrots, Medium",55
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Cattle, Lean Meat",310
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Chicken, Fully Dressed (Broiler)",113
6/11/2013,"Zamboanga City Public Market, Zambo Sur",Cooking Oil,17
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Corn, White, Milled",30
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Eggplant, Long Purple/Brg, Medium",35
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Eggs Chicken, Table Foreign Meduim.",5
6/11/2013,"Zamboanga City Public Market, Zambo Sur",Galunggong (Round Scad),80
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Garlic, Taiwan",80
6/11/2013,"Zamboanga City Public Market, Zambo Sur",Habitchuelas (Baguio Beans),45
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Lakatan, Ripe, Medium",25
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Latundan, Ripe, Medium",15
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Mango, Carabao, Ripe, Medium/Semi.",60
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Mongo, Grn, Unclass.",68
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Onion, Bermuda Red Medium",70
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Papaya, Native, Ripe, Medium",20
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Papaya, Solo, Ripe",20
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Pechay, Native",40
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Pork, Liempo (Belly)",180
6/11/2013,"Zamboanga City Public Market, Zambo Sur",Refined Sugar,42
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",43
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Rice, Nfa (Commercial)",27
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Rice, Premium",40
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",35
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Squash Fruit, Medium",15
6/11/2013,"Zamboanga City Public Market, Zambo Sur",String Beans Long and Etc Varieties,35
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Tomato, Ripe Medium",20
6/11/2013,"Zamboanga City Public Market, Zambo Sur","Upo (Common Gourd), Medium",12
6/11/2013,"Zamboanga City Public Market, Zambo Sur","White Potato, Medium",60
5/11/2013,"Carbon Public Market, Cebu City","Ampalaya Fruit, Medium",50
5/11/2013,"Carbon Public Market, Cebu City",Brown Sugar,36
5/11/2013,"Carbon Public Market, Cebu City","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",18
5/11/2013,"Carbon Public Market, Cebu City","Carrots, Medium",40
5/11/2013,"Carbon Public Market, Cebu City","Cattle, Rump",190
5/11/2013,"Carbon Public Market, Cebu City",Chayote,10
5/11/2013,"Carbon Public Market, Cebu City","Chicken, Fully Dressed (Broiler)",110
5/11/2013,"Carbon Public Market, Cebu City",Cooking Oil,17
5/11/2013,"Carbon Public Market, Cebu City","Corn, White, Grits",30
5/11/2013,"Carbon Public Market, Cebu City","Corn, Yellow, Grits",30
5/11/2013,"Carbon Public Market, Cebu City","Eggplant, Long Purple/Brg, Medium",28
5/11/2013,"Carbon Public Market, Cebu City","Eggs Chicken, Table Foreign Meduim.",5
5/11/2013,"Carbon Public Market, Cebu City",Habitchuelas (Baguio Beans),30
5/11/2013,"Carbon Public Market, Cebu City","Onion, Bermuda Red Medium",56
5/11/2013,"Carbon Public Market, Cebu City","Pechay, Native",15
5/11/2013,"Carbon Public Market, Cebu City","Pechay, Wongbok/Baguio",22
5/11/2013,"Carbon Public Market, Cebu City","Pork, Buto-Buto",120
5/11/2013,"Carbon Public Market, Cebu City","Pork, Lean Meat/Pork Ham",170
5/11/2013,"Carbon Public Market, Cebu City","Pork, Liempo (Belly)",180
5/11/2013,"Carbon Public Market, Cebu City","Potato, Medium (Xl Size)",56
5/11/2013,"Carbon Public Market, Cebu City",Refined Sugar,46
5/11/2013,"Carbon Public Market, Cebu City","Rice, Ordinary, Well Milled/Regular Milled",35
5/11/2013,"Carbon Public Market, Cebu City","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",44
5/11/2013,"Carbon Public Market, Cebu City",String Beans Long and Etc Varieties,40
5/11/2013,"Carbon Public Market, Cebu City","Tomato, Ripe Medium",28
5/11/2013,"Commonwealth Market, Quezon City","Ampalaya Fruit, Medium",100
5/11/2013,"Commonwealth Market, Quezon City",Bangus Medium,105
5/11/2013,"Commonwealth Market, Quezon City",Bangus Medium,110
5/11/2013,"Commonwealth Market, Quezon City",Brown Sugar,35
5/11/2013,"Commonwealth Market, Quezon City",Brown Sugar,36
5/11/2013,"Commonwealth Market, Quezon City",Brown Sugar,36
5/11/2013,"Commonwealth Market, Quezon City",Brown Sugar,36
5/11/2013,"Commonwealth Market, Quezon City",Brown Sugar,36
5/11/2013,"Commonwealth Market, Quezon City","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",80
5/11/2013,"Commonwealth Market, Quezon City","Carrots, Medium",80
5/11/2013,"Commonwealth Market, Quezon City","Chicken, Fully Dressed (Broiler)",112
5/11/2013,"Commonwealth Market, Quezon City","Chicken, Fully Dressed (Broiler)",112
5/11/2013,"Commonwealth Market, Quezon City","Chicken, Fully Dressed (Broiler)",112
5/11/2013,"Commonwealth Market, Quezon City","Chicken, Fully Dressed (Broiler)",112
5/11/2013,"Commonwealth Market, Quezon City","Chicken, Live, Broiler",92
5/11/2013,"Commonwealth Market, Quezon City","Chicken, Live, Broiler",86
5/11/2013,"Commonwealth Market, Quezon City","Chicken, Live, Broiler",92
5/11/2013,"Commonwealth Market, Quezon City","Chicken, Live, Broiler",92
5/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Lapad),17
5/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Lapad),18
5/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Lapad),18
5/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Lapad),18
5/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Lapad),17
5/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Long-Neck),45
5/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Long-Neck),45
5/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Long-Neck),45
5/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Long-Neck),45
5/11/2013,"Commonwealth Market, Quezon City",Cooking Oil (Long-Neck),40
5/11/2013,"Commonwealth Market, Quezon City","Eggplant, Long Purple/Brg, Medium",50
5/11/2013,"Commonwealth Market, Quezon City","Eggs Chicken, Table Foreign Meduim.",4
5/11/2013,"Commonwealth Market, Quezon City","Eggs Chicken, Table Foreign Meduim.",0
5/11/2013,"Commonwealth Market, Quezon City","Eggs Chicken, Table Foreign Meduim.",4
5/11/2013,"Commonwealth Market, Quezon City","Eggs Chicken, Table Foreign Meduim.",4
5/11/2013,"Commonwealth Market, Quezon City",Habitchuelas (Baguio Beans),80
5/11/2013,"Commonwealth Market, Quezon City",Hog Carcass,113
5/11/2013,"Commonwealth Market, Quezon City",Hog Carcass,144
5/11/2013,"Commonwealth Market, Quezon City",Hog Carcass,144
5/11/2013,"Commonwealth Market, Quezon City",Hog Carcass,144
5/11/2013,"Commonwealth Market, Quezon City","Lakatan, Ripe, Medium",48
5/11/2013,"Commonwealth Market, Quezon City","Lakatan, Ripe, Medium",48
5/11/2013,"Commonwealth Market, Quezon City","Lakatan, Ripe, Medium",48
5/11/2013,"Commonwealth Market, Quezon City","Latundan, Ripe, Medium",35
5/11/2013,"Commonwealth Market, Quezon City","Latundan, Ripe, Medium",35
5/11/2013,"Commonwealth Market, Quezon City","Latundan, Ripe, Medium",35
5/11/2013,"Commonwealth Market, Quezon City","Mango, Carabao, Ripe, Medium/Semi.",90
5/11/2013,"Commonwealth Market, Quezon City","Mango, Carabao, Ripe, Medium/Semi.",90
5/11/2013,"Commonwealth Market, Quezon City","Mango, Carabao, Ripe, Medium/Semi.",90
5/11/2013,"Commonwealth Market, Quezon City","Onion, Bermuda Red Medium",70
5/11/2013,"Commonwealth Market, Quezon City","Pechay, Native",60
5/11/2013,"Commonwealth Market, Quezon City","Pechay, Wongbok/Baguio",60
5/11/2013,"Commonwealth Market, Quezon City","Pork, Lean Meat/Pork Ham",158
5/11/2013,"Commonwealth Market, Quezon City","Pork, Lean Meat/Pork Ham",158
5/11/2013,"Commonwealth Market, Quezon City","Pork, Lean Meat/Pork Ham",165
5/11/2013,"Commonwealth Market, Quezon City","Pork, Lean Meat/Pork Ham",158
5/11/2013,"Commonwealth Market, Quezon City","Pork, Liempo (Belly)",170
5/11/2013,"Commonwealth Market, Quezon City","Pork, Liempo (Belly)",170
5/11/2013,"Commonwealth Market, Quezon City","Pork, Liempo (Belly)",170
5/11/2013,"Commonwealth Market, Quezon City","Pork, Liempo (Belly)",170
5/11/2013,"Commonwealth Market, Quezon City",Refined Sugar,43
5/11/2013,"Commonwealth Market, Quezon City",Refined Sugar,43
5/11/2013,"Commonwealth Market, Quezon City",Refined Sugar,43
5/11/2013,"Commonwealth Market, Quezon City",Refined Sugar,43
5/11/2013,"Commonwealth Market, Quezon City",Refined Sugar,42
5/11/2013,"Commonwealth Market, Quezon City","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",44
5/11/2013,"Commonwealth Market, Quezon City","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",42
5/11/2013,"Commonwealth Market, Quezon City","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",43
5/11/2013,"Commonwealth Market, Quezon City","Rice, Ordinary, Well Milled/Regular Milled",38
5/11/2013,"Commonwealth Market, Quezon City","Rice, Ordinary, Well Milled/Regular Milled",39
5/11/2013,"Commonwealth Market, Quezon City","Rice, Ordinary, Well Milled/Regular Milled",37
5/11/2013,"Commonwealth Market, Quezon City","Rice, Premium",41
5/11/2013,"Commonwealth Market, Quezon City","Rice, Premium",43
5/11/2013,"Commonwealth Market, Quezon City","Rice, Premium",40
5/11/2013,"Commonwealth Market, Quezon City","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",33
5/11/2013,"Commonwealth Market, Quezon City","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",33
5/11/2013,"Commonwealth Market, Quezon City","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",32
5/11/2013,"Commonwealth Market, Quezon City",String Beans Long and Etc Varieties,60
5/11/2013,"Commonwealth Market, Quezon City","Tomato, Ripe Medium",60
5/11/2013,"Commonwealth Market, Quezon City",Washed Sugar,38
5/11/2013,"Commonwealth Market, Quezon City",Washed Sugar,38
5/11/2013,"Commonwealth Market, Quezon City",Washed Sugar,38
5/11/2013,"Commonwealth Market, Quezon City",Washed Sugar,38
5/11/2013,"Commonwealth Market, Quezon City",Washed Sugar,38
5/11/2013,"Commonwealth Market, Quezon City","White Potato, Medium",70
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Ampalaya Fruit, Medium",80
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City",Bangus Medium,100
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City",Brown Sugar,38
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",60
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Calamansi, Medium",40
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Carrots, Medium",80
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Cattle, Brisket",180
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Cattle, Rump",220
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City",Chayote,20
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Chicken, Fully Dressed (Broiler)",130
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City",Cooking Oil (Lapad),16
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City",Cooking Oil (Long-Neck),32
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Eggplant, Long Purple/Brg, Medium",40
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Eggs Chicken, Table Foreign Meduim.",5
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City",Galunggong (Round Scad),130
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City",Habitchuelas (Baguio Beans),50
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City",Lakatan,45
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Latundan, Ripe, Medium",35
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Mango, Carabao, Ripe, Medium/Semi.",100
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Onion, Bermuda Red Medium",50
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Papaya, Native, Ripe, Medium",20
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Pechay, Native",40
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Pechay, Wongbok/Baguio",40
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Pork, Lean Meat/Pork Ham",175
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Pork, Liempo (Belly)",185
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City",Refined Sugar,48
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",36
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Rice, Ordinary, Well Milled/Regular Milled",32
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Rice, Premium",42
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",42
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City",String Beans Long and Etc Varieties,50
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Tilapia, Dead, Medium",85
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","Tomato Ripe, Medium (Other Variety)",40
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City",Washed Sugar,42
5/11/2013,"Mega Q-Mart, EDSA, Cubao, Quezon City","White Potato, Medium",60
5/11/2013,Munoz Public Market,"Ampalaya Fruit, Medium",80
5/11/2013,Munoz Public Market,Bangus Medium,120
5/11/2013,Munoz Public Market,Brown Sugar,36
5/11/2013,Munoz Public Market,"Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",80
5/11/2013,Munoz Public Market,"Calamansi, Medium",60
5/11/2013,Munoz Public Market,"Carrots, Medium",80
5/11/2013,Munoz Public Market,"Cattle, Rump",270
5/11/2013,Munoz Public Market,"Cattle, T-Bone",190
5/11/2013,Munoz Public Market,"Chicken, Fully Dressed (Broiler)",130
5/11/2013,Munoz Public Market,Cooking Oil (Lapad),15
5/11/2013,Munoz Public Market,"Eggplant, Long Purple/Brg, Medium",60
5/11/2013,Munoz Public Market,"Eggs Chicken, Table Foreign Meduim.",5
5/11/2013,Munoz Public Market,Galunggong (Round Scad) Medium,110
5/11/2013,Munoz Public Market,"Lakatan, Ripe, Medium",50
5/11/2013,Munoz Public Market,"Mango, Carabao, Ripe, Medium/Semi.",120
5/11/2013,Munoz Public Market,"Onion Bulb, Medium",70
5/11/2013,Munoz Public Market,"Papaya, Hawaiian, Ripe",40
5/11/2013,Munoz Public Market,"Pechay, Native",60
5/11/2013,Munoz Public Market,"Pechay, Wongbok/Baguio",80
5/11/2013,Munoz Public Market,"Pork, Lean Meat/Pork Ham",180
5/11/2013,Munoz Public Market,"Pork, Liempo (Belly)",190
5/11/2013,Munoz Public Market,Refined Sugar,46
5/11/2013,Munoz Public Market,String Beans,80
5/11/2013,Munoz Public Market,"Tilapia, Dead, Medium",90
5/11/2013,Munoz Public Market,"Tomato, Green Medium",80
5/11/2013,Munoz Public Market,"White Potato, Medium",80
5/11/2013,"Muntinlupa Market, Muntinlupa City","Ampalaya Fruit, Medium",80
5/11/2013,"Muntinlupa Market, Muntinlupa City",Bangus Medium,100
5/11/2013,"Muntinlupa Market, Muntinlupa City","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",60
5/11/2013,"Muntinlupa Market, Muntinlupa City","Calamansi, Medium",35
5/11/2013,"Muntinlupa Market, Muntinlupa City","Carrots, Medium",65
5/11/2013,"Muntinlupa Market, Muntinlupa City","Cattle, Brisket",220
5/11/2013,"Muntinlupa Market, Muntinlupa City","Cattle, Rump",250
5/11/2013,"Muntinlupa Market, Muntinlupa City",Chayote,25
5/11/2013,"Muntinlupa Market, Muntinlupa City","Chicken, Fully Dressed (Broiler)",120
5/11/2013,"Muntinlupa Market, Muntinlupa City",Cooking Oil,20
5/11/2013,"Muntinlupa Market, Muntinlupa City",Cooking Oil (Long-Neck),40
5/11/2013,"Muntinlupa Market, Muntinlupa City","Eggplant, Long Purple/Brg, Medium",40
5/11/2013,"Muntinlupa Market, Muntinlupa City","Eggs Chicken, Table Foreign Meduim.",4
5/11/2013,"Muntinlupa Market, Muntinlupa City",Galunggong (Round Scad),100
5/11/2013,"Muntinlupa Market, Muntinlupa City",Habitchuelas (Baguio Beans),60
5/11/2013,"Muntinlupa Market, Muntinlupa City","Lakatan, Ripe, Medium",40
5/11/2013,"Muntinlupa Market, Muntinlupa City","Latundan, Ripe, Medium",35
5/11/2013,"Muntinlupa Market, Muntinlupa City","Mango, Carabao, Ripe, Medium/Semi.",80
5/11/2013,"Muntinlupa Market, Muntinlupa City",Okra,70
5/11/2013,"Muntinlupa Market, Muntinlupa City","Onion, Bermuda Red Medium",50
5/11/2013,"Muntinlupa Market, Muntinlupa City","Papaya, Native, Ripe, Medium",30
5/11/2013,"Muntinlupa Market, Muntinlupa City","Pechay, Native",45
5/11/2013,"Muntinlupa Market, Muntinlupa City","Pork, Lean Meat/Pork Ham",165
5/11/2013,"Muntinlupa Market, Muntinlupa City","Pork, Liempo (Belly)",180
5/11/2013,"Muntinlupa Market, Muntinlupa City",Refined Sugar,43
5/11/2013,"Muntinlupa Market, Muntinlupa City","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",40
5/11/2013,"Muntinlupa Market, Muntinlupa City","Rice, Ordinary, Well Milled/Regular Milled",32
5/11/2013,"Muntinlupa Market, Muntinlupa City","Rice, Premium",38
5/11/2013,"Muntinlupa Market, Muntinlupa City","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",35
5/11/2013,"Muntinlupa Market, Muntinlupa City","Squash Fruit, Medium",25
5/11/2013,"Muntinlupa Market, Muntinlupa City",String Beans Long and Etc Varieties,50
5/11/2013,"Muntinlupa Market, Muntinlupa City","Tilapia, Dead, Medium",80
5/11/2013,"Muntinlupa Market, Muntinlupa City","Tomato, Ripe Medium",35
5/11/2013,"Muntinlupa Market, Muntinlupa City",Washed Sugar,38
5/11/2013,"Muntinlupa Market, Muntinlupa City","White Potato, Medium",60
5/11/2013,"Pasay Market, Pasay City, MM","Ampalaya Fruit, Medium",80
5/11/2013,"Pasay Market, Pasay City, MM","Ampalaya Fruit, Medium",80
5/11/2013,"Pasay Market, Pasay City, MM",Bangus Medium,100
5/11/2013,"Pasay Market, Pasay City, MM",Bangus Medium,100
5/11/2013,"Pasay Market, Pasay City, MM","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",60
5/11/2013,"Pasay Market, Pasay City, MM","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",60
5/11/2013,"Pasay Market, Pasay City, MM","Calamansi, Medium",35
5/11/2013,"Pasay Market, Pasay City, MM","Calamansi, Medium",35
5/11/2013,"Pasay Market, Pasay City, MM","Carrots, Medium",70
5/11/2013,"Pasay Market, Pasay City, MM","Carrots, Medium",70
5/11/2013,"Pasay Market, Pasay City, MM","Cattle, Brisket",220
5/11/2013,"Pasay Market, Pasay City, MM","Cattle, Brisket",220
5/11/2013,"Pasay Market, Pasay City, MM","Cattle, Rump",240
5/11/2013,"Pasay Market, Pasay City, MM","Cattle, Rump",240
5/11/2013,"Pasay Market, Pasay City, MM",Chayote,25
5/11/2013,"Pasay Market, Pasay City, MM",Chayote,25
5/11/2013,"Pasay Market, Pasay City, MM","Chicken, Fully Dressed (Broiler)",120
5/11/2013,"Pasay Market, Pasay City, MM","Chicken, Fully Dressed (Broiler)",120
5/11/2013,"Pasay Market, Pasay City, MM",Cooking Oil,20
5/11/2013,"Pasay Market, Pasay City, MM",Cooking Oil,20
5/11/2013,"Pasay Market, Pasay City, MM",Cooking Oil (Long-Neck),40
5/11/2013,"Pasay Market, Pasay City, MM",Cooking Oil (Long-Neck),40
5/11/2013,"Pasay Market, Pasay City, MM","Eggplant, Long Purple/Brg, Medium",45
5/11/2013,"Pasay Market, Pasay City, MM","Eggplant, Long Purple/Brg, Medium",45
5/11/2013,"Pasay Market, Pasay City, MM","Eggs Chicken, Table Foreign Meduim.",5
5/11/2013,"Pasay Market, Pasay City, MM","Eggs Chicken, Table Foreign Meduim.",5
5/11/2013,"Pasay Market, Pasay City, MM",Galunggong (Round Scad),100
5/11/2013,"Pasay Market, Pasay City, MM",Galunggong (Round Scad),100
5/11/2013,"Pasay Market, Pasay City, MM",Habitchuelas (Baguio Beans),50
5/11/2013,"Pasay Market, Pasay City, MM",Habitchuelas (Baguio Beans),50
5/11/2013,"Pasay Market, Pasay City, MM","Lakatan, Ripe, Medium",40
5/11/2013,"Pasay Market, Pasay City, MM","Lakatan, Ripe, Medium",40
5/11/2013,"Pasay Market, Pasay City, MM","Latundan, Ripe, Medium",35
5/11/2013,"Pasay Market, Pasay City, MM","Latundan, Ripe, Medium",35
5/11/2013,"Pasay Market, Pasay City, MM","Mango, Carabao, Ripe, Medium/Semi.",100
5/11/2013,"Pasay Market, Pasay City, MM","Mango, Carabao, Ripe, Medium/Semi.",100
5/11/2013,"Pasay Market, Pasay City, MM",Okra,70
5/11/2013,"Pasay Market, Pasay City, MM",Okra,70
5/11/2013,"Pasay Market, Pasay City, MM","Onion, Bermuda Red Medium",50
5/11/2013,"Pasay Market, Pasay City, MM","Onion, Bermuda Red Medium",50
5/11/2013,"Pasay Market, Pasay City, MM","Papaya, Native, Ripe, Medium",35
5/11/2013,"Pasay Market, Pasay City, MM","Papaya, Native, Ripe, Medium",35
5/11/2013,"Pasay Market, Pasay City, MM","Pechay, Native",45
5/11/2013,"Pasay Market, Pasay City, MM","Pechay, Native",45
5/11/2013,"Pasay Market, Pasay City, MM","Pechay, Wongbok/Baguio",40
5/11/2013,"Pasay Market, Pasay City, MM","Pechay, Wongbok/Baguio",40
5/11/2013,"Pasay Market, Pasay City, MM","Pork, Lean Meat/Pork Ham",165
5/11/2013,"Pasay Market, Pasay City, MM","Pork, Lean Meat/Pork Ham",165
5/11/2013,"Pasay Market, Pasay City, MM","Pork, Liempo (Belly)",185
5/11/2013,"Pasay Market, Pasay City, MM","Pork, Liempo (Belly)",185
5/11/2013,"Pasay Market, Pasay City, MM",Refined Sugar,45
5/11/2013,"Pasay Market, Pasay City, MM",Refined Sugar,45
5/11/2013,"Pasay Market, Pasay City, MM","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",40
5/11/2013,"Pasay Market, Pasay City, MM","Rice, Fancy, Well Milled (Reg. Milled, Milag., Etc.)",40
5/11/2013,"Pasay Market, Pasay City, MM","Rice, Ordinary, Well Milled/Regular Milled",31
5/11/2013,"Pasay Market, Pasay City, MM","Rice, Ordinary, Well Milled/Regular Milled",31
5/11/2013,"Pasay Market, Pasay City, MM","Rice, Premium",39
5/11/2013,"Pasay Market, Pasay City, MM","Rice, Premium",39
5/11/2013,"Pasay Market, Pasay City, MM","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",35
5/11/2013,"Pasay Market, Pasay City, MM","Rice, Special, Well Milled (Reg. Milled, Ir/C Series)",35
5/11/2013,"Pasay Market, Pasay City, MM","Squash Fruit, Medium",25
5/11/2013,"Pasay Market, Pasay City, MM","Squash Fruit, Medium",25
5/11/2013,"Pasay Market, Pasay City, MM",String Beans Long and Etc Varieties,50
5/11/2013,"Pasay Market, Pasay City, MM",String Beans Long and Etc Varieties,50
5/11/2013,"Pasay Market, Pasay City, MM","Tomato, Ripe Medium",40
5/11/2013,"Pasay Market, Pasay City, MM","Tomato, Ripe Medium",40
5/11/2013,"Pasay Market, Pasay City, MM",Washed Sugar,40
5/11/2013,"Pasay Market, Pasay City, MM",Washed Sugar,40
5/11/2013,"Pasay Market, Pasay City, MM","White Potato, Medium",60
5/11/2013,"Pasay Market, Pasay City, MM","White Potato, Medium",60
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Ampalaya Fruit, Medium",80
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM",Bangus Medium,95
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM",Brown Sugar,36
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Cabbage, Baguio/Scorpio/Rb/Kk Etc Varieties",50
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Calamansi, Medium",30
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Carrots, Medium",40
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Cattle, Brisket",220
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Cattle, Rump",240
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Chicken, Fully Dressed (Broiler)",120
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Eggs Chicken, Table Foreign Meduim.",4
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM",Galunggong (Round Scad),120
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM",Habitchuelas (Baguio Beans),45
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Lakatan, Ripe, Medium",55
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Latundan, Ripe, Medium",35
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Mango, Carabao, Ripe, Medium/Semi.",45
5/11/2013,"Pasig City Mega Market, Caruncho Complex, Pasig City, MM","Onion, Bermuda Red Medium",50
