particular,A110,A112,A115,A120,A125,A130,A135,A140,A200,A310,A320,A325,A330,A335,A340,A345,A400,A500,A800,A850,A855,A900,A910,Total
                     Polytechnic College),"66,715",0,"1,317",0,0,"1,233",0,0,0,"8,029",370,0,643,0,369,0,0,"4,532","6,226",0,0,"12,798",0,"102,232"
               Northwest Samar State University (TTMIST,,,,,,,,,,,,,,,,,,,,,,,,
                     and SSCAF),"44,948",0,628,0,0,329,0,0,0,"5,353",249,0,325,0,244,0,0,"2,083","4,966",0,0,"7,979",0,"67,104"
               University of Eastern Philippines,"137,199",0,"4,027",0,0,"4,026",0,"2,045",0,"17,243",776,0,"1,419",0,647,0,0,"8,220","15,917",0,0,"23,814",0,"215,333"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region IX - ZAMBOANGA PENINSULA,"368,958",0,"11,222",0,0,"5,287",0,0,0,"42,716","2,037",0,"3,781",0,"2,026",0,9,"9,016","39,878",0,0,"69,260",0,"554,190"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               J. H. Cerilles State College,"34,025",0,"1,324",0,0,"1,837",0,0,0,"3,953",211,0,399,0,213,0,0,"1,664","3,534",0,0,"6,363",0,"53,523"
               Jose Rizal Memorial State University,,,,,,,,,,,,,,,,,,,,,,,,
                     (Jose Rizal Memorial State College),"88,271",0,"2,029",0,0,"1,534",0,0,0,"10,834",535,0,"1,005",0,513,0,0,380,"10,177",0,0,"19,399",0,"134,677"
               Western Mindanao State University,"156,669",0,"3,856",0,0,"1,403",0,0,0,"18,210",801,0,"1,613",0,832,0,0,"5,403","16,898",0,0,"24,660",0,"230,345"
               Zamboanga City State Polytechnic College,"40,245",0,606,0,0,236,0,0,0,"4,789",223,0,385,0,220,0,0,984,"4,558",0,0,"8,821",0,"61,067"
               Zamboanga State College of Marine,,,,,,,,,,,,,,,,,,,,,,,,
                     Sciences and Technology,"49,748",0,"3,407",0,0,277,0,0,0,"4,930",267,0,379,0,248,0,9,585,"4,711",0,0,"10,017",0,"74,578"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"556,792",0,"12,918","1,500",0,"3,599",0,0,0,"64,133","3,763",0,"5,794",0,"2,804",0,0,"25,667","51,892",0,0,"104,886",0,"833,748"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Bukidnon State University,"48,669",0,"2,313",0,0,207,0,0,0,"5,847",982,0,550,0,228,0,0,"2,244","5,088",0,0,"9,979",0,"76,107"
               Camiguin Polytechnic State College,"17,435",0,163,0,0,0,0,0,0,"2,088",100,0,179,0,102,0,0,497,"1,939",0,0,"3,063",0,"25,566"
               Central Mindanao University,"134,204",0,"3,792",0,0,0,0,0,0,"14,480",946,0,"1,513",0,940,0,0,"4,476","15,090",0,0,"28,762",0,"204,203"
               Mindanao University of Science and Technology,"52,508",0,"1,873",0,0,120,0,0,0,"6,279",290,0,514,0,233,0,0,"11,800","5,604",0,0,"14,633",0,"93,854"
               MSU-Iligan Institute of Technology,"276,485",0,"2,721","1,500",0,"1,735",0,0,0,"32,130","1,301",0,"2,752",0,"1,163",0,0,"4,518","20,779",0,0,"43,403",0,"388,487"
               Misamis Oriental State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,"17,357",0,980,0,0,927,0,0,0,"2,096",90,0,183,0,88,0,0,"1,861","1,898",0,0,"3,805",0,"29,285"
               Northwestern Mindanao State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,"10,134",0,"1,076",0,0,610,0,0,0,"1,213",54,0,103,0,50,0,0,271,"1,494",0,0,"1,241",0,"16,246"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XI - DAVAO REGION,"173,131",0,"4,436",0,0,"2,049",0,0,0,"20,893",962,0,"2,010",0,906,0,16,"14,567","19,072",0,0,"40,837",0,"278,879"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Davao del Norte State College,"23,167",0,291,0,0,132,0,0,0,"2,815",135,0,270,0,131,0,16,524,"2,582",0,0,"5,587",0,"35,650"
               Davao Oriental State College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,"28,410",0,657,0,0,49,0,0,0,"3,421",156,0,336,0,162,0,0,712,"3,255",0,0,"7,224",0,"44,382"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,"22,883",0,0,0,0,0,0,0,0,"2,746",128,0,268,0,127,0,0,"1,758","2,450",0,0,"4,699",0,"35,059"
               University of Southeastern Philippines,"98,671",0,"3,488",0,0,"1,868",0,0,0,"11,911",543,0,"1,136",0,486,0,0,"11,573","10,785",0,0,"23,327",0,"163,788"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XII - MAIN SOCCSKSARGEN,"313,764",0,"6,134",0,0,"7,242",0,0,0,"37,295","1,569",0,"3,196",0,"1,539",0,0,"5,993","32,098",0,0,"50,177",0,"459,007"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Cotabato City State Polytechnic College,"44,525",0,"1,277",0,0,306,0,0,0,"5,286",241,0,465,0,232,0,0,963,"4,299",0,0,"7,536",0,"65,130"
               Cotabato Foundation College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,"38,133",0,281,0,0,"2,757",0,0,0,"4,610",258,0,497,0,231,0,0,531,"4,419",0,0,"8,769",0,"60,486"
               Sultan Kudarat State University (Sultan,,,,,,,,,,,,,,,,,,,,,,,,
                     Kudarat Polytechnic State College),"56,722",0,787,0,0,"3,316",0,0,0,"6,752",274,0,636,0,274,0,0,853,"6,167",0,0,"8,719",0,"84,500"
               University of Southern Mindanao,"174,384",0,"3,789",0,0,863,0,0,0,"20,647",796,0,"1,598",0,802,0,0,"3,646","17,213",0,0,"25,153",0,"248,891"
,,,,,,,,,,,,,,,,,,,,,,,,
          CARAGA ADMINISTRATIVE REGION,"176,833",0,"5,285",0,0,536,0,0,0,"20,907","1,023",0,"1,335",0,"1,051",0,350,"2,539","18,268",0,0,"30,735",0,"258,862"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Agusan del Sur State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,"18,053",0,567,0,0,377,0,0,0,"2,029",94,0,130,0,94,0,0,390,"1,935",0,0,"2,405",0,"26,074"
               Caraga State University (Northern,,,,,,,,,,,,,,,,,,,,,,,,
                     Mindanao State Institute of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology),"43,481",0,"1,166",0,0,146,0,0,0,"5,150",234,0,515,0,237,0,9,481,"4,817",0,0,"9,672",0,"65,908"
               Surigao del Sur State University,,,,,,,,,,,,,,,,,,,,,,,,
                     (Surigao del Sur Polytechnic State College),"61,406",0,775,0,0,13,0,0,0,"7,387",397,0,245,0,429,0,0,428,"5,963",0,0,"10,041",0,"87,084"
               Surigao State College of Technology,"53,893",0,"2,777",0,0,0,0,0,0,"6,341",298,0,445,0,291,0,341,"1,240","5,553",0,0,"8,617",0,"79,796"
,,,,,,,,,,,,,,,,,,,,,,,,
          AUTONOMOUS REGION IN MUSLIM MINDANAO,"1,280,044",0,"32,448","1,629",0,"70,909",0,0,0,"151,378","7,158",0,"12,183",0,"6,714",0,0,"33,428","128,777",0,0,"215,047",0,"1,939,715"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Adiong Memorial Polytechnic State College,"7,976",0,67,0,0,0,0,0,0,"1,021",73,0,99,0,42,0,0,355,809,0,0,"1,749",0,"12,191"
               Basilan State College,"25,246",0,293,0,0,0,0,0,0,"3,184",144,0,274,0,147,0,0,471,"2,872",0,0,"5,818",0,"38,449"
               Mindanao State University,"1,000,035",0,"24,586",944,0,"26,977",0,0,0,"117,989","5,620",0,"10,374",0,"5,277",0,0,"29,346","102,730",0,0,"165,293",0,"1,489,171"
               MSU-Tawi-Tawi College of Technology and Oceanography,"192,844",0,"5,949",685,0,"38,694",0,0,0,"22,706","1,034",0,955,0,958,0,0,"1,850","16,756",0,0,"33,178",0,"315,609"
               Sulu State College,"28,882",0,792,0,0,"4,428",0,0,0,"3,494",165,0,307,0,168,0,0,767,"3,331",0,0,"5,033",0,"47,367"
               Tawi-Tawi Regional Agricultural College,"25,061",0,761,0,0,810,0,0,0,"2,984",122,0,174,0,122,0,0,639,"2,279",0,0,"3,976",0,"36,928"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Energy,"167,418",0,0,0,0,175,0,0,0,"19,242",740,0,"1,888",0,719,0,0,"7,234","17,814",0,0,"22,358",0,"237,588"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"167,418",0,0,0,0,175,0,0,0,"19,242",740,0,"1,888",0,719,0,0,"7,234","17,814",0,0,"22,358",0,"237,588"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,"3,567,985","42,693","221,653",0,0,"86,514","1,995","2,780",0,"427,082","23,160",0,"39,262",0,"22,748",0,"1,438","71,992","384,264",0,"10,018","814,740","36,522","5,754,846"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"2,987,086",0,"204,093",0,0,"80,456",0,"2,499",0,"356,402","20,099",0,"32,376",0,"19,628",0,268,"55,811","323,313",0,0,"680,183",0,"4,762,214"
          Environmental Management Bureau,"138,003",0,"9,308",0,0,"2,143",0,0,0,"16,023",781,0,"1,718",0,773,0,0,"2,642","15,436",0,0,"51,010",0,"237,837"
          Mines and Geo-Sciences Bureau,"301,089",0,0,0,0,"2,993",0,281,0,"31,733","1,302",0,"2,939",0,"1,308",0,0,"7,425","29,503",0,0,"43,071",0,"421,644"
          National Mapping and Resource Information Authority,"95,061","42,693","8,252",0,0,366,"1,995",0,0,"17,306",767,0,"1,715",0,831,0,"1,170","4,020","11,092",0,"10,018","32,910","36,522","264,718"
          National Water Resources Board,"23,876",0,0,0,0,296,0,0,0,"2,867",110,0,279,0,108,0,0,702,"2,580",0,0,"3,729",0,"34,547"
          Palawan Council for Sustainable Development Staff,"22,870",0,0,0,0,260,0,0,0,"2,751",101,0,235,0,100,0,0,"1,392","2,340",0,0,"3,837",0,"33,886"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Finance,"3,921,966",0,"25,579",0,0,"142,151",0,"7,693",0,"466,208","21,365",0,"46,007",0,"21,274",0,"5,581","83,972","415,324",0,0,"778,777",0,"5,935,897"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"104,791",0,197,0,0,474,0,16,0,"12,747",441,0,"4,368",0,437,0,394,"7,703","11,255",0,0,"20,751",0,"163,574"
          Bureau of Customs,"833,846",0,"2,502",0,0,"81,098",0,0,0,"98,194","5,183",0,"8,202",0,"5,183",0,0,"15,121","79,460",0,0,"171,774",0,"1,300,563"
          Bureau of Internal Revenue,"2,320,887",0,0,0,0,"47,235",0,"1,720",0,"278,116","12,775",0,"27,835",0,"12,680",0,"4,364","33,207","255,459",0,0,"493,339",0,"3,487,617"
          Bureau of Local Government Finance,"79,270",0,0,0,0,"1,312",0,0,0,"9,491",388,0,850,0,383,0,0,"4,323","8,480",0,0,"14,161",0,"118,658"
          Bureau of the Treasury,"221,962",0,0,0,0,"7,621",0,"5,957",0,"26,690","1,012",0,"1,764",0,"1,015",0,0,"12,483","23,971",0,0,"38,659",0,"341,134"
          Central Board of Assessment Appeals,"5,414",0,0,0,0,252,0,0,0,461,28,0,60,0,24,0,0,428,605,0,0,"1,667",0,"8,939"
          Cooperative Development Authority,"155,643",0,"1,147",0,0,"1,436",0,0,0,"16,592",757,0,"1,473",0,757,0,0,"3,601","15,811",0,0,"18,805",0,"216,022"
          Insurance Commission,"47,876",0,0,0,0,154,0,0,0,"5,726",196,0,376,0,212,0,0,"1,542","5,080",0,0,"8,408",0,"69,570"
          National Tax Research Center,"20,393",0,0,0,0,"1,532",0,0,0,"2,382",105,0,262,0,104,0,0,992,"2,194",0,0,"3,320",0,"31,284"
          Privatization and Management Office,0,0,"21,733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,733"
          Securities and Exchange Commission,"131,884",0,0,0,0,"1,037",0,0,0,"15,809",480,0,817,0,479,0,823,"4,572","13,009",0,0,"7,893",0,"176,803"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,"593,043",0,"624,562",0,0,"111,904",0,0,207,"67,847","2,569",0,"6,162",0,"2,576",0,0,"14,778","63,440",0,0,"3,998,129",0,"5,485,217"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"573,300",0,"623,111",0,0,"111,491",0,0,0,"65,533","2,468",0,"5,933",0,"2,475",0,0,"12,107","61,264",0,0,"3,994,800",0,"5,452,482"
          Foreign Service Institute,"16,300",0,883,0,0,413,0,0,0,"1,912",83,0,194,0,83,0,0,"2,377","1,803",0,0,"2,826",0,"26,874"
          Technical Cooperation Council of the Philippines,479,0,256,0,0,0,0,0,0,57,4,0,5,0,3,0,0,78,57,0,0,125,0,"1,064"
          UNESCO National Commission of the Philippines,"2,964",0,312,0,0,0,0,0,207,345,14,0,30,0,15,0,0,216,316,0,0,378,0,"4,797"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Health,"5,180,196",0,"221,026",0,0,"125,981",0,"11,971",0,"642,465","32,745",0,"58,670",0,"30,599",0,"10,436","52,145","581,490",0,0,"1,840,145",0,"8,787,869"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"5,088,535",0,"220,673",0,0,"124,782",0,"9,821",0,"631,689","32,275",0,"56,891",0,"30,126",0,"10,286","45,700","571,691",0,0,"1,776,018",0,"8,598,487"
          Commission on Population,"66,649",0,353,0,0,"1,199",0,"2,150",0,"7,599",350,0,"1,496",0,356,0,0,"4,996","7,079",0,0,"51,078",0,"143,305"
          National Nutrition Council,"25,012",0,0,0,0,0,0,0,0,"3,177",120,0,283,0,117,0,150,"1,449","2,720",0,0,"13,049",0,"46,077"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,"2,612,149","30,559,614","21,378",0,0,"3,583,405","428,730","2,583,311",525,"315,711","14,741","192,432","26,199","342,689","14,705","207,377","3,160","177,366","282,588",0,"11,796,185","1,666,936","25,966,389","80,795,590"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"1,411,429",0,"12,496",0,0,"71,030",0,"9,873",0,"159,055","5,626",0,"13,461",0,"5,690",0,"3,160","33,249","134,554",0,0,"229,565",0,"2,089,188"
          Bureau of Fire Protection,"82,025","2,919,128",0,0,0,0,"345,088","321,271",0,"9,817",461,"19,529",638,"34,249",444,"19,274",0,288,"8,112",0,"519,218","231,021","2,328,348","6,838,911"
          Bureau of Jail Management and Penology,"18,074","1,515,174",0,0,0,0,"83,642","62,850",0,"2,168",100,"10,307",183,"17,864",102,"2,940",0,"1,132","1,995",0,"329,081","2,827","1,230,590","3,279,029"
          Local Government Academy,"12,293",0,0,0,0,0,0,0,0,"1,404",55,0,109,0,54,0,0,256,"1,013",0,0,"1,735",0,"16,919"
          National Police Commission,"263,128",0,"1,158",0,0,"3,182",0,0,525,"30,683","1,362",0,"2,539",0,"1,283",0,0,"18,324","27,861",0,0,"53,647","834,713","1,238,405"
          Philippine National Police,"751,270","25,866,395",0,0,0,"3,508,839",0,"2,189,317",0,"103,769","6,754","161,336","8,880","288,213","6,754","183,903",0,"2,312","90,588",0,"10,947,886","1,138,601","21,476,723","66,731,540"
          Philippine Public Safety College,"73,930","258,917","7,724",0,0,354,0,0,0,"8,815",383,"1,260",389,"2,363",378,"1,260",0,"121,805","18,465",0,0,"9,540","96,015","601,598"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Justice,"4,121,773",0,"47,413",0,0,"99,474",0,"9,191",192,"474,214","17,863",0,"33,523",0,"17,097",0,194,"534,392","411,597","14,674",0,"821,813",0,"6,603,410"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"1,419,456",0,"4,210",0,0,"36,259",0,"1,912",192,"156,869","4,999",0,"10,684",0,"4,317",0,0,"284,117","141,335","1,149",0,"308,459",0,"2,373,958"
          Bureau of Corrections,"307,587",0,0,0,0,"10,704",0,0,0,"36,834","2,455",0,"3,484",0,"2,548",0,0,"2,168","36,841",0,0,"106,707",0,"509,328"
          Bureau of Immigration,"184,764",0,"8,400",0,0,"10,781",0,0,0,"22,170","1,221",0,"2,079",0,"1,191",0,0,645,"20,507",0,0,"41,438",0,"293,196"
          Land Registration Authority,"400,686",0,"11,913",0,0,"14,139",0,0,0,"49,503","2,860",0,"4,760",0,"2,728",0,194,"14,713","48,045","1,658",0,"115,915",0,"667,114"
          National Bureau of Investigation,"381,456",0,"13,063",0,0,"4,849",0,0,0,"43,846","1,872",0,"3,653",0,"1,854",0,0,"19,773","41,685",0,0,"75,085",0,"587,136"
          Office of the Government Corporate Counsel,"36,323",0,"1,465",0,0,"1,066",0,"3,062",0,"3,231",128,0,341,0,128,0,0,"7,609","3,892","7,396",0,"4,420",0,"69,061"
          Office of the Solicitor General,"219,767",0,0,0,0,770,0,"2,460",0,"19,339",798,0,"2,175",0,792,0,0,"32,149","21,823","4,471",0,"56,589",0,"361,133"
          Parole and Probation Administration,"294,517",0,0,0,0,"9,882",0,"1,757",0,"34,054","1,253",0,"2,448",0,"1,266",0,0,"20,024","29,815",0,0,"38,738",0,"433,754"
          Presidential Commission on Good Government,"30,882",0,"8,362",0,0,0,0,0,0,"3,621",125,0,252,0,128,0,0,"3,284","3,199",0,0,"3,120",0,"52,973"
          Public Attorney's Office,"846,335",0,0,0,0,"11,024",0,0,0,"104,747","2,152",0,"3,647",0,"2,145",0,0,"149,910","64,455",0,0,"71,342",0,"1,255,757"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,"2,003,942",0,"39,646",0,0,"42,104",0,"5,712","16,471","221,106","9,825",0,"18,918",0,"8,914",0,858,"184,949","199,580","7,381",0,"557,132",0,"3,316,538"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"521,931",0,0,0,0,"9,463",0,0,0,"58,470","2,386",0,"3,367",0,"1,750",0,0,"19,637","44,450",0,0,"234,561",0,"896,015"
          Institute for Labor Studies,"10,344",0,233,0,0,499,0,0,0,"1,216",45,0,118,0,45,0,0,642,"1,092",0,0,"1,408",0,"15,642"
          National Conciliation and Mediation Board,"57,524",0,0,0,0,259,0,0,0,"6,864",247,0,436,0,245,0,0,"3,036","6,112",0,0,"7,483",0,"82,206"
          National Labor Relations Commission,"277,635",0,89,0,0,"13,729",0,"1,874",0,"22,961","1,125",0,"2,945",0,"1,100",0,212,"36,468","29,672","5,987",0,"41,675",0,"435,472"
          National Maritime Polytechnic,"23,656",0,298,0,0,67,0,0,0,"2,845",138,0,244,0,142,0,0,"1,534","2,636",0,0,"4,137",0,"35,697"
          National Wages and Productivity Commission,"47,908",0,"2,164",0,0,658,0,0,"16,471","5,787",228,0,302,0,204,0,646,"2,942","4,839",0,0,"8,202",0,"90,351"
          Philippine Overseas Employment Administration,"129,723",0,"2,765",0,0,"1,148",0,0,0,"12,060",506,0,"1,117",0,506,0,0,"6,691","10,455",0,0,"15,429",0,"180,400"
          Professional Regulation Commission,"75,859",0,428,0,0,"2,757",0,"2,094",0,"9,459",474,0,801,0,488,0,0,"84,321","8,457","1,394",0,"15,074",0,"201,606"
          Technical Education and Skills Development Authority,"859,362",0,"33,669",0,0,"13,524",0,"1,744",0,"101,444","4,676",0,"9,588",0,"4,434",0,0,"29,678","91,867",0,0,"229,163",0,"1,379,149"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,"1,524,112","21,738,311","474,939",0,0,"1,460,412",0,"3,076,317",0,"187,938","12,097","151,910","16,373","199,195","13,077","167,013","1,013","15,674","184,905","21,405","32,027,896","5,129,173","20,639,855","87,041,615"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          DND Proper (Office of the Secretary),"57,742",0,"14,225",0,0,"1,323",0,0,0,"6,885",288,0,639,0,298,0,0,"3,373","8,617",0,0,"10,610",0,"104,000"
          Government Arsenal,"90,006",0,"2,142",0,0,"13,343",0,"21,265",0,"10,577",672,0,"1,046",0,668,0,0,275,"10,290",0,0,"56,248",0,"206,532"
          National Defense College of the Philippines,"11,869",0,392,0,0,704,0,"1,456",0,"1,430",68,0,268,0,66,0,0,"3,687","1,351",0,0,"3,244",0,"24,535"
          Office of Civil Defense,"50,782",0,"1,179",0,0,906,0,257,0,"5,732",280,0,566,0,270,0,0,"2,435","5,482",0,0,"8,611",0,"76,500"
          Philippine Veterans Affairs Office,"279,277",0,"95,023",0,0,"13,883",0,"8,765",0,"33,306","1,878",0,"3,218",0,"1,813",0,"1,013","4,090","30,929",0,"12,684,385","105,533",0,"13,263,113"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Veterans Affairs Office (Proper),"60,399",0,"14,112",0,0,"3,793",0,"8,765",0,"6,943",423,0,621,0,421,0,0,"3,499","5,875",0,"12,684,385","20,308",0,"12,809,544"
               Veterans Memorial Medical Center,"218,878",0,"80,911",0,0,"10,090",0,0,0,"26,363","1,455",0,"2,597",0,"1,392",0,"1,013",591,"25,054",0,0,"85,225",0,"453,569"
,,,,,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,"1,034,436","21,738,311","361,978",0,0,"1,430,253",0,"3,044,574",0,"130,008","8,911","151,910","10,636","199,195","9,962","167,013",0,"1,814","128,236","21,405","19,343,511","4,944,927","20,639,855","73,366,935"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Army (Land Forces),"202,645","13,786,356","45,408",0,0,0,0,0,0,"23,977","1,535","103,210","2,338","111,941","1,607","104,017",0,586,"23,290",0,0,"3,989,923","13,366,829","31,763,662"
               Philippine Air Force (Air Force),"238,265","2,871,618","42,771",0,0,"669,244",0,"21,264",0,"33,433","1,808","18,159","2,917","37,908","3,065","25,019",0,384,"27,867",0,0,"367,749","2,914,074","7,275,545"
               Philippine Navy (Naval Forces),"189,130","4,211,956","58,142",0,0,"708,326",0,0,0,"21,873","1,443","27,816","1,879","40,490","1,443","35,285",0,288,"19,250",0,0,"239,365","3,521,992","9,078,678"
"               General Headquarters, AFP and AFP Wide",,,,,,,,,,,,,,,,,,,,,,,,
                     Service Support Units (AFPWSSUS),"404,396","868,381","215,657",0,0,"52,683",0,"3,023,310",0,"50,725","4,125","2,725","3,502","8,856","3,847","2,692",0,556,"57,829","21,405","19,343,511","347,890","836,960","25,249,050"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,"2,993,935",0,"6,654",0,0,"83,474",0,"35,448",0,"356,237","19,944",0,"32,052",0,"17,922",0,"1,328","33,892","314,833",0,0,"672,251",0,"4,567,970"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"2,993,935",0,"6,654",0,0,"83,474",0,"35,448",0,"356,237","19,944",0,"32,052",0,"17,922",0,"1,328","33,892","314,833",0,0,"672,251",0,"4,567,970"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,"1,680,030",0,"6,881",0,0,"80,996",0,"6,600",843,"198,951","9,652",0,"18,017",0,"9,449",0,"1,885","39,369","178,877",0,0,"618,711",0,"2,850,261"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"160,650",0,0,0,0,"2,806",0,476,0,"19,049",686,0,"1,418",0,660,0,152,"7,960","16,158",0,0,"112,205",0,"322,220"
          Advanced Science and Technology Institute,"14,119",0,77,0,0,0,0,0,0,"1,759",66,0,123,0,52,0,0,608,"1,523",0,0,"8,392",0,"26,719"
          Food and Nutrition Research Institute,"38,969",0,167,0,0,"2,146",0,0,0,"4,667",190,0,178,0,191,0,54,820,"4,410",0,0,"20,828",0,"72,620"
          Forest Products Research and Development Institute,"44,254",0,0,0,0,"13,443",0,0,0,"4,163",212,0,413,0,204,0,0,"1,404","3,811",0,0,"15,486",0,"83,390"
          Industrial Technology Development Institute,"78,457",0,753,0,0,"1,293",0,0,0,"8,626",348,0,865,0,348,0,5,"1,890","7,969",0,0,"43,318",0,"143,872"
          Information and Communications Technology Office,"727,685",0,"3,452",0,0,"27,751",0,0,0,"88,869","5,008",0,"8,039",0,"4,926",0,0,"12,510","79,414",0,0,"183,432",0,"1,141,086"
          Metals Industry Research and Development Center,"45,245",0,0,0,0,"7,734",0,0,0,"5,277",214,0,380,0,214,0,51,"1,081","4,868",0,0,"35,988",0,"101,052"
          National Academy of Science and Technology,"3,117",0,0,0,0,0,0,0,150,374,12,0,17,0,29,0,0,248,347,0,0,"1,994",0,"6,288"
          National Research Council of the Philippines,"9,637",0,0,0,0,0,0,76,214,975,44,0,112,0,43,0,18,443,"1,022",0,0,"5,063",0,"17,647"
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,"176,749",0,0,0,0,"4,976",0,0,0,"21,297","1,061",0,"2,107",0,956,0,0,"1,181","20,417",0,0,"47,143",0,"275,887"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,,,,,,,,,,,,
