Particular,A031,A032,A033,A034,A035,A036,A037,A038,A040,A041,A042,A960,Total
          Presidential Broadcast Staff (RTVM),0,0,0,0,0,0,0,0,"4,085",0,0,0,"4,085"
,,,,,,,,,,,,,
     Other Executive Offices,0,0,0,"2,311,073","164,368","206,212",0,"5,593","32,916","15,058",0,0,"2,735,220"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Commission on Filipinos Overseas,0,0,0,0,0,"1,292",0,0,0,0,0,0,"1,292"
          Commission on Higher Education,0,0,0,0,"50,801","15,724",0,0,0,0,0,0,"66,525"
          Energy Regulatory Commission,0,0,0,0,0,"24,687",0,0,"5,500",0,0,0,"30,187"
          Film Development Council of the Philippines,0,0,0,0,0,"2,464",0,"1,602",0,0,0,0,"4,066"
          Games and Amusements Board,0,0,0,0,0,236,0,0,0,0,0,0,236
          Housing and Land Use Regulatory Board,0,0,0,0,"1,100","3,090",0,0,672,0,0,0,"4,862"
          Housing and Urban Development Coordinating Council,0,0,0,0,0,"4,417",0,0,0,0,0,0,"4,417"
          Mindanao Development Authority,0,0,0,0,0,0,0,"1,672",0,0,0,0,"1,672"
          Movie and Television Review and,,,,,,,,,,,,,
                Classification Board,0,0,0,0,"9,369",540,0,0,0,0,0,0,"9,909"
          National Anti-Poverty Commission,0,0,0,0,0,468,0,0,250,0,0,0,718
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,
                     Arts (Proper),0,0,0,0,0,"53,987",0,0,0,0,0,0,"53,987"
               National Historical Commission of the,,,,,,,,,,,,,
                     Philippines (National Historical Institute),0,0,0,0,"16,888",364,0,0,"10,812",0,0,0,"28,064"
               The National Library of the Philippines,,,,,,,,,,,,,
                     (The National Library),0,0,0,0,0,"15,815",0,0,0,0,0,0,"15,815"
               National Archives of the Philippines,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,
                     Archives Office),0,0,0,0,0,145,0,0,0,0,0,0,145
          National Commission on Indigenous Peoples,0,0,0,0,0,"8,620",0,0,0,0,0,0,"8,620"
          National Intelligence Coordinating Agency,0,0,0,0,0,"6,799",0,"2,319",0,0,0,0,"9,118"
          National Security Council,0,0,0,0,0,"3,700",0,0,0,0,0,0,"3,700"
          National Commission on Muslim Filipinos,,,,,,,,,,,,,
                (Office on Muslim Affairs),0,0,0,0,0,"5,562",0,0,0,0,0,0,"5,562"
          National Telecommunications Commission,0,0,0,0,"22,799","4,324",0,0,"15,000",0,0,0,"42,123"
          Office of the Presidential Adviser on the,,,,,,,,,,,,,
                Peace Process,0,0,0,0,0,"3,489",0,0,0,0,0,0,"3,489"
          Optical Media Board,0,0,0,0,0,480,0,0,11,0,0,0,491
          Philippine Commission on Women (National,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),0,0,0,0,0,"1,657",0,0,0,0,0,0,"1,657"
          Pasig River Rehabilitation Commission,0,0,0,"2,311,073",0,747,0,0,0,"15,058",0,0,"2,326,878"
          Philippine Drug Enforcement Agency,0,0,0,0,0,"20,222",0,0,0,0,0,0,"20,222"
          Philippine Racing Commission,0,0,0,0,0,400,0,0,0,0,0,0,400
          Philippine Sports Commission,0,0,0,0,"63,303",0,0,0,0,0,0,0,"63,303"
          Presidential Commission for the Urban Poor,0,0,0,0,0,210,0,0,0,0,0,0,210
          Presidential Communications Development and,,,,,,,,,,,,,
                Strategic Planning Office,0,0,0,0,0,"1,226",0,0,0,0,0,0,"1,226"
          Presidential Legislative Liaison Office,0,0,0,0,0,558,0,0,0,0,0,0,558
          Presidential Management Staff,0,0,0,0,108,"24,989",0,0,671,0,0,0,"25,768"
,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,0,0,0,"910,000",0,"1,890",0,0,0,"149,783",0,0,"1,061,673"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Autonomous Regional Government in Muslim Mindanao,0,0,0,"910,000",0,"1,890",0,0,0,"149,783",0,0,"1,061,673"
,,,,,,,,,,,,,
     The Judiciary,0,0,0,0,"247,522","93,194",0,"2,716",0,0,0,0,"343,432"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,
                Lower Courts,0,0,0,0,0,151,0,0,0,0,0,0,151
          Sandiganbayan,0,0,0,0,"82,492","15,262",0,0,0,0,0,0,"97,754"
          Court of Appeals,0,0,0,0,"74,526","32,045",0,0,0,0,0,0,"106,571"
          Court of Tax Appeals,0,0,0,0,"90,504","45,736",0,"2,716",0,0,0,0,"138,956"
,,,,,,,,,,,,,
     Civil Service Commission,0,0,0,0,0,737,0,0,263,0,0,0,"1,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Civil Service Commission,0,0,0,0,0,737,0,0,263,0,0,0,"1,000"
,,,,,,,,,,,,,
     Commission on Audit,0,0,0,991,"11,832",0,0,0,0,0,0,0,"12,823"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Commission on Elections,0,0,0,0,0,"318,932",0,0,0,0,0,0,"318,932"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Office of the Ombudsman,0,0,0,"16,122","43,821","24,375",0,"17,068","1,948",0,0,0,"103,334"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
     Commission on Human Rights,0,0,0,0,"10,000","12,993",0,0,50,0,0,0,"23,043"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
SPECIAL PURPOSE FUNDS,"2,354,119","39,559",0,"221,734",0,"38,725",0,0,0,0,0,"9,258,000","11,912,137"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
,,,,,,,,,,,,,
,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,"2,354,119","39,559",0,0,0,0,0,0,0,0,0,"9,258,000","11,651,678"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Department of Agrarian Reform,0,"39,559",0,0,0,0,0,0,0,0,0,0,"39,559"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Land Bank of the Philippines,0,"39,559",0,0,0,0,0,0,0,0,0,0,"39,559"
,,,,,,,,,,,,,
          Department of Agriculture,"30,500",0,0,0,0,0,0,0,0,0,0,0,"30,500"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Philippine Crop Insurance Corporation,"30,500",0,0,0,0,0,0,0,0,0,0,0,"30,500"
,,,,,,,,,,,,,
          Department of Trade and Industry,"191,669",0,0,0,0,0,0,0,0,0,0,0,"191,669"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Aurora Pacific Economic Zone and,,,,,,,,,,,,,
                     Freeport Authority (formerly ASEZA),"100,000",0,0,0,0,0,0,0,0,0,0,0,"100,000"
               Small Business Corporation,"91,669",0,0,0,0,0,0,0,0,0,0,0,"91,669"
,,,,,,,,,,,,,
          Other Executive Offices,"2,131,950",0,0,0,0,0,0,0,0,0,0,0,"2,131,950"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Cagayan Economic Zone Authority,"1,114,450",0,0,0,0,0,0,0,0,0,0,0,"1,114,450"
               Credit Information Corporation,"17,500",0,0,0,0,0,0,0,0,0,0,0,"17,500"
               Home Guaranty Corporation,"600,000",0,0,0,0,0,0,0,0,0,0,0,"600,000"
               National Home Mortgage Finance Corporation,"400,000",0,0,0,0,0,0,0,0,0,0,0,"400,000"
,,,,,,,,,,,,,
          Net Lending,0,0,0,0,0,0,0,0,0,0,0,"9,258,000","9,258,000"
,,,,,,,,,,,,,
     Allocation to Local Government Units,0,0,0,"221,734",0,"38,725",0,0,0,0,0,0,"260,459"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Metropolitan Manila Development Authority,0,0,0,"221,734",0,"38,725",0,0,0,0,0,0,"260,459"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
GRAND TOTAL,"2,369,315","277,666","961,997","4,554,235","10,934,998","6,001,223","347,633","1,286,881","8,970,938","156,564,227","896,109","9,258,000","202,423,222"
