year,month ,day,time,recto_entry,recto_exit,legarda_entry,legarda_exit,pureza_entry,pureza_exit,v_mapa_entry,v_mapa_exit,j_ruiz_entry,j_ruiz_exit,gilmore_entry,gilmore_exit,betty_go_entry,betty_go_exit,araneta_cubao_entry,araneta_cubao_exit,anonas_entry,anonas_exit,katipunan_entry,katipunan_exit,santolan_entry,santolan_exit
2013,January,2, 7:00-8:00 ,1745,3842,228,556,604,596,625,597,191,315,139,385,170,226,1019,1705,665,295,1773,455,3795,972
2013,January,2, 8:00-9:00 ,1581,4146,203,578,537,492,586,683,168,321,148,521,160,240,1001,1883,559,310,1645,476,3388,1024
2013,January,2, 9:00-10:00 ,1690,3682,234,426,481,321,461,623,146,140,164,497,137,142,896,1868,480,249,1238,374,2966,1013
2013,January,2, 10:00-11:00 ,1681,3133,208,335,342,341,388,445,138,104,153,321,95,79,1010,1544,484,208,1185,487,2552,1058
2013,January,2, 11:00-12:00 ,2080,3288,216,340,356,295,411,536,120,91,187,366,101,65,1077,1822,392,215,1070,451,2516,1211
2013,January,2, 12:00-13:00 ,2212,2616,233,260,361,270,405,498,123,80,179,326,102,111,1236,1624,467,280,1043,608,1948,1341
2013,January,2, 13:00-14:00 ,2274,2943,245,345,389,315,399,483,117,101,249,289,104,76,1270,1898,489,281,993,541,2075,1406
2013,January,2, 14:00-15:00 ,2742,2750,295,303,372,305,592,448,130,118,302,384,116,94,1376,1668,481,360,1014,656,1998,1599
2013,January,2, 15:00-16:00 ,2965,2707,281,338,372,352,538,488,129,95,351,334,115,116,1642,1902,372,401,780,810,1647,2021
2013,January,2, 16:00-17:00 ,3392,2517,385,365,470,392,602,573,150,106,377,305,110,115,1758,1728,365,556,745,917,1585,2170
2013,January,2, 17:00-18:00 ,4537,2299,564,436,676,549,1036,658,237,151,544,286,191,146,2048,2437,537,691,879,1180,1724,3052
2013,January,2, 18:00-19:00 ,4248,2219,535,514,687,636,1019,779,186,174,485,242,149,167,2647,2446,422,833,734,1491,1597,3672
2013,January,2, 19:00-20:00 ,3084,1840,343,509,507,528,791,688,136,158,363,182,113,118,2294,1973,246,727,510,1110,1146,2864
2013,January,2, 20:00-21:00 ,1839,1140,230,325,306,478,537,472,70,126,166,185,53,68,1902,1239,194,499,442,718,792,2067
2013,January,2, 21:00-22:00 ,991,845,126,250,157,323,501,281,36,55,96,137,30,44,933,671,105,309,166,566,273,1475
2013,January,2, 22:00-23:00 , -   , -   , -   , -   , -   ,2,7,2, -   , -   , -   ,1, -   ,7,15,68, -   ,43, -   ,117, -   ,278
2013,January,2, 23:00-24:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,2, 24:00-1:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,3, 4:00-5:00 ,66, -   ,4, -   ,13, -   ,12, -   ,11, -   ,10, -   ,2, -   ,17, -   ,30, -   ,73, -   ,177, -   
2013,January,3, 5:00-6:00 ,590,933,95,209,135,203,133,132,43,57,48,148,42,18,304,330,171,56,800,128,1929,208
2013,January,3, 6:00-7:00 ,1134,2570,219,2641,406,1078,485,442,206,219,209,291,173,138,1270,1090,821,185,2437,295,5368,612
2013,January,3, 7:00-8:00 ,2108,5025,350,3034,896,2037,1024,785,280,554,280,517,323,260,1790,2223,1143,441,2779,643,5921,1142
2013,January,3, 8:00-9:00 ,1933,5425,355,2131,769,1343,917,844,240,412,249,680,270,329,1570,2380,966,481,2478,601,4921,1165
2013,January,3, 9:00-10:00 ,1927,4377,423,1523,564,938,603,768,163,184,214,584,189,199,1445,2114,722,287,1791,515,3806,1086
2013,January,3, 10:00-11:00 ,1999,3578,526,1161,558,933,556,641,147,116,246,423,185,121,1565,1755,625,314,1535,523,3281,1289
2013,January,3, 11:00-12:00 ,2336,3615,753,1352,524,656,640,691,162,107,198,463,156,115,1467,2289,631,357,1418,655,2922,1466
2013,January,3, 12:00-13:00 ,2565,2887,912,880,582,625,571,606,115,112,310,404,176,122,1492,2062,576,404,1239,677,2368,1784
2013,January,3, 13:00-14:00 ,2720,3239,1101,965,725,575,717,577,177,154,338,391,157,132,1664,2297,560,433,1186,858,2205,1739
2013,January,3, 14:00-15:00 ,3154,2926,1222,732,783,564,743,506,141,116,381,419,146,123,1824,2261,543,548,1112,997,1770,2505
2013,January,3, 15:00-16:00 ,3535,2622,1408,672,804,504,835,567,168,125,418,371,155,137,1752,2586,461,540,808,1000,1540,2897
2013,January,3, 16:00-17:00 ,4360,2231,1683,547,899,416,931,615,208,154,482,351,141,177,1953,2478,444,776,783,1396,1241,3287
2013,January,3, 17:00-18:00 ,5202,2295,1809,697,1178,640,1375,733,383,188,628,327,251,169,2425,3344,583,920,982,1747,1551,4001
2013,January,3, 18:00-19:00 ,5342,2376,1518,629,1135,785,1306,1018,248,229,664,379,173,252,2858,3183,555,1206,823,1942,1378,4917
2013,January,3, 19:00-20:00 ,3654,1852,1116,596,911,567,1073,668,165,162,453,227,119,191,2334,2516,297,853,497,1574,957,3956
2013,January,3, 20:00-21:00 ,2110,1135,706,374,534,405,620,480,81,162,138,199,61,98,2271,1768,255,545,389,963,736,2741
2013,January,3, 21:00-22:00 ,1088,861,441,264,297,370,561,321,35,69,130,128,34,75,973,950,130,458,142,761,237,1762
2013,January,3, 22:00-23:00 , -   , -   , -   , -   , -   ,1,2,7, -   , -   , -   ,1,1,5,6,79, -   ,51, -   ,84, -   ,256
2013,January,3, 23:00-24:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,3, 24:00-1:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,4, 4:00-5:00 ,27, -   ,9, -   ,10, -   ,6, -   ,8, -   ,11, -   ,1, -   ,16, -   ,33, -   ,47, -   ,144, -   
2013,January,4, 5:00-6:00 ,562,1014,80,141,130,139,124,101,40,38,46,104,32,17,246,289,179,52,780,107,1658,219
2013,January,4, 6:00-7:00 ,1031,2774,174,2166,397,738,464,417,196,197,204,271,193,116,1113,1033,851,168,2446,333,5147,466
2013,January,4, 7:00-8:00 ,2306,5307,314,3149,906,1901,1141,766,334,576,314,475,350,258,1704,2176,1221,427,2975,665,6152,1087
2013,January,4, 8:00-9:00 ,2430,6632,301,2222,857,1281,979,919,282,469,235,739,295,341,1778,2532,1053,484,2870,688,5576,1299
2013,January,4, 9:00-10:00 ,2288,5388,380,1468,631,992,662,877,204,190,234,640,243,235,1645,2303,915,366,2267,612,4205,1273
2013,January,4, 10:00-11:00 ,2559,4957,459,1525,486,925,602,649,234,158,272,441,185,162,1615,1985,765,353,1878,584,3619,1275
2013,January,4, 11:00-12:00 ,2956,4080,701,1198,509,763,624,664,163,128,244,440,180,121,1630,2143,767,427,1770,813,3231,1520
2013,January,4, 12:00-13:00 ,3243,4058,1011,1098,604,654,632,671,153,137,322,418,192,140,1739,2312,671,488,1502,971,2603,2125
2013,January,4, 13:00-14:00 ,3336,3700,1057,960,668,545,657,625,177,152,307,493,181,172,1835,2653,614,520,1406,854,2265,2031
2013,January,4, 14:00-15:00 ,3788,3614,1421,811,730,608,770,573,202,119,406,474,194,169,1915,2509,630,611,1376,1072,2510,2519
2013,January,4, 15:00-16:00 ,4273,3763,1590,694,836,456,844,635,179,134,492,413,166,186,2023,2862,617,648,1041,1300,1840,3251
2013,January,4, 16:00-17:00 ,5181,3131,1783,541,1007,463,934,678,245,142,545,421,188,185,2132,2763,524,856,983,1576,1532,3418
2013,January,4, 17:00-18:00 ,6053,3075,2045,613,1113,635,1423,876,389,199,763,478,302,287,2620,3512,647,1060,1148,2057,1700,4581
2013,January,4, 18:00-19:00 ,6474,3138,1696,587,1181,721,1496,1031,273,252,698,334,245,313,2711,3806,698,1237,976,2008,1444,5156
2013,January,4, 19:00-20:00 ,4906,2268,1218,502,944,564,1135,782,150,192,499,261,160,256,2715,3038,398,1023,630,1741,1111,4437
2013,January,4, 20:00-21:00 ,3327,1359,802,335,660,460,703,546,75,152,242,235,79,124,2131,2269,262,763,468,1256,853,3498
2013,January,4, 21:00-22:00 ,1742,902,520,253,404,393,653,311,38,80,104,146,23,96,1125,1309,112,621,159,997,290,2270
2013,January,4, 22:00-23:00 , -   , -   , -   , -   ,1, -   ,5,5, -   ,2, -   ,4, -   ,8,36,134, -   ,68, -   ,216, -   ,564
2013,January,4, 23:00-24:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,5, 4:00-5:00 ,35, -   ,7, -   ,8, -   ,9, -   ,3, -   ,8, -   ,1, -   ,9, -   ,17, -   ,40, -   ,105, -   
2013,January,5, 5:00-6:00 ,441,589,67,109,106,97,102,98,38,50,47,96,14,17,203,231,96,39,438,97,974,166
2013,January,5, 6:00-7:00 ,862,1666,147,1204,275,475,337,317,102,91,155,246,111,74,769,653,415,100,1366,240,3147,475
2013,January,5, 7:00-8:00 ,1589,3238,261,1958,574,1423,677,541,193,325,211,351,202,195,1322,1308,809,265,1934,488,4047,938
2013,January,5, 8:00-9:00 ,1695,3897,325,1665,563,1104,710,727,217,330,213,566,220,222,1412,1648,741,326,1969,510,3967,1141
2013,January,5, 9:00-10:00 ,1808,4134,403,1274,573,851,625,755,200,155,205,589,170,156,1412,1882,675,281,1686,478,3321,1180
2013,January,5, 10:00-11:00 ,1939,3332,466,941,479,895,570,578,129,104,242,419,158,137,1428,1754,671,250,1487,449,2819,1240
2013,January,5, 11:00-12:00 ,2447,3089,804,768,555,717,543,681,156,122,264,451,152,102,1514,2132,602,338,1410,682,2752,1627
2013,January,5, 12:00-13:00 ,2596,3331,823,1036,632,663,703,757,163,120,327,417,163,92,1662,2299,611,410,1363,747,2548,1885
2013,January,5, 13:00-14:00 ,3000,3190,956,816,712,629,694,617,146,134,316,503,161,129,1727,2465,578,419,1229,823,2014,2014
2013,January,5, 14:00-15:00 ,2894,2985,899,541,809,481,817,565,150,121,392,472,167,143,1854,2319,541,526,1230,939,1933,2216
2013,January,5, 15:00-16:00 ,3466,2895,1153,497,838,475,850,700,222,144,532,447,178,119,1964,2701,488,565,993,940,1745,2692
2013,January,5, 16:00-17:00 ,3996,2963,1419,450,963,482,1027,732,272,147,565,429,169,142,2023,2711,481,661,934,1444,1649,3182
2013,January,5, 17:00-18:00 ,4684,2648,1475,435,1191,537,1238,767,310,168,671,391,170,202,2091,3047,462,834,949,1472,1666,3749
2013,January,5, 18:00-19:00 ,4347,2212,1073,481,1042,588,1123,744,174,168,495,285,132,216,2130,2967,426,825,778,1527,1436,4010
2013,January,5, 19:00-20:00 ,3265,1833,671,368,768,490,794,576,102,104,376,185,97,155,1939,2426,311,648,549,1170,1196,3246
2013,January,5, 20:00-21:00 ,2072,1090,414,295,520,481,621,416,76,137,194,177,92,87,1568,1468,222,478,448,815,867,2340
2013,January,5, 21:00-22:00 ,1004,997,258,263,286,339,611,257,31,73,82,74,33,46,855,854,101,411,197,730,325,1677
2013,January,5, 22:00-23:00 , -   , -   , -   , -   , -   , -   ,7, -   , -   , -   , -   , -   ,1,3,8,58, -   ,44, -   ,96, -   ,281
2013,January,5, 23:00-24:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,5, 24:00-1:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,6, 4:00-5:00 ,22, -   ,6, -   ,6, -   ,11, -   ,10, -   ,12, -   ,1, -   ,8, -   ,18, -   ,38, -   ,65, -   
2013,January,6, 5:00-6:00 ,312,563,52,71,96,71,85,44,22,25,19,60,21,12,168,137,80,32,335,82,602,124
2013,January,6, 6:00-7:00 ,593,483,86,96,142,75,134,148,36,30,72,95,36,30,335,201,127,43,484,128,1042,225
2013,January,6, 7:00-8:00 ,965,2312,162,575,232,261,265,265,95,56,100,142,81,53,592,646,289,172,799,373,1553,764
2013,January,6, 8:00-9:00 ,1418,2284,199,414,315,239,369,270,94,84,146,189,104,64,673,918,359,182,959,419,1932,764
2013,January,6, 9:00-10:00 ,1651,2786,262,322,428,247,411,523,113,54,115,423,127,89,876,1283,407,204,1028,437,2087,1144
2013,January,6, 10:00-11:00 ,1776,2776,290,293,318,240,453,458,121,69,147,315,87,66,867,1477,442,214,1164,548,2133,1124
2013,January,6, 11:00-12:00 ,2072,2949,276,278,426,267,435,589,119,73,144,331,108,79,1021,1701,418,222,1114,581,1954,1313
2013,January,6, 12:00-13:00 ,2267,2330,313,254,365,287,424,575,120,90,170,347,86,75,1163,1557,396,264,848,471,1638,1411
2013,January,6, 13:00-14:00 ,2274,2430,308,311,426,270,434,452,109,88,222,326,114,88,1131,1536,448,328,905,712,1625,1288
2013,January,6, 14:00-15:00 ,2248,2466,367,241,474,290,526,420,157,75,226,327,113,75,1377,1483,396,343,880,738,1749,1567
2013,January,6, 15:00-16:00 ,2702,2855,373,333,440,311,534,509,130,99,280,379,121,69,1457,1845,464,365,913,751,1504,1608
2013,January,6, 16:00-17:00 ,2815,2297,348,345,427,351,598,469,132,98,309,278,115,84,1532,1812,424,467,767,889,1554,1892
2013,January,6, 17:00-18:00 ,3056,2024,422,449,357,340,593,530,121,108,270,217,89,112,1608,1725,331,411,719,896,1454,2013
2013,January,6, 18:00-19:00 ,2863,1841,391,502,373,461,601,537,93,101,308,199,71,124,1603,1806,346,539,774,897,1295,2030
2013,January,6, 19:00-20:00 ,2293,1368,326,472,293,460,506,603,64,119,242,120,51,121,1518,1420,256,558,567,773,1193,1954
2013,January,6, 20:00-21:00 ,1596,1030,215,318,220,443,428,344,50,106,107,134,42,46,1275,901,164,352,390,560,811,1394
2013,January,6, 21:00-22:00 ,731,852,134,263,155,301,464,262,22,74,71,64,14,27,681,551,79,310,164,544,329,1186
2013,January,6, 22:00-23:00 , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   ,4,12,24, -   ,18, -   ,42, -   ,198
2013,January,6, 23:00-24:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,6, 24:00-1:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,7, 4:00-5:00 ,81, -   ,9, -   ,14, -   ,22, -   ,8, -   ,7, -   ,2, -   ,33, -   ,49, -   ,96, -   ,149, -   
2013,January,7, 5:00-6:00 ,638,1281,97,298,193,231,167,188,60,84,38,125,51,25,319,367,234,69,1030,160,2571,237
2013,January,7, 6:00-7:00 ,1492,3491,276,3348,607,1193,703,653,329,295,266,510,352,199,1436,1280,1455,215,3097,455,7413,595
2013,January,7, 7:00-8:00 ,2448,3999,420,5500,1259,2827,1440,994,433,638,325,784,428,376,2050,2740,1640,564,3999,977,7827,1228
2013,January,7, 8:00-9:00 ,2239,3719,380,3235,912,1924,1022,990,294,483,283,865,338,374,1819,2769,1177,487,3176,865,6209,1126
2013,January,7, 9:00-10:00 ,2153,2860,344,2200,628,1229,760,801,215,185,258,689,248,245,1671,2242,950,346,2122,721,4281,1110
2013,January,7, 10:00-11:00 ,2154,2481,546,1888,501,1053,602,610,168,140,251,511,211,132,1618,2009,793,350,1794,653,3498,1174
2013,January,7, 11:00-12:00 ,2605,2072,765,1419,518,874,581,721,151,146,277,477,188,133,1616,2017,696,410,1594,766,2951,1443
2013,January,7, 12:00-13:00 ,2695,1960,1224,1503,753,854,679,633,156,126,311,502,206,175,1800,2426,700,539,1604,907,2791,1842
2013,January,7, 13:00-14:00 ,2844,2061,1262,1176,846,747,662,585,176,122,318,446,194,161,1757,2329,596,518,1334,993,2152,1968
2013,January,7, 14:00-15:00 ,3053,1921,1778,914,928,625,770,597,193,126,382,448,174,167,1843,2572,628,568,1210,1165,1912,2314
2013,January,7, 15:00-16:00 ,3927,1897,1969,772,1056,549,892,658,165,164,509,410,172,166,2081,2648,518,815,1028,1384,1499,3005
2013,January,7, 16:00-17:00 ,4712,1462,2502,698,1147,615,964,890,282,211,584,476,216,210,2181,2910,568,900,1071,1582,1338,3631
2013,January,7, 17:00-18:00 ,6174,1843,3506,798,1682,845,1555,1150,416,268,921,506,308,316,2698,4008,708,1257,1286,2146,1580,4924
2013,January,7, 18:00-19:00 ,6902,1892,2901,788,1807,1028,1528,1343,279,324,687,395,248,361,3162,4461,671,1702,1106,2409,1401,4986
2013,January,7, 19:00-20:00 ,5145,1307,1984,547,1377,755,1199,923,150,245,485,282,156,241,2864,3567,466,1291,779,2107,998,4423
2013,January,7, 20:00-21:00 ,3055,892,1262,392,972,533,820,580,122,158,242,197,78,172,2242,2427,292,973,506,1526,707,3045
2013,January,7, 21:00-22:00 ,1481,526,905,204,487,336,570,312,40,99,132,157,22,109,1035,1312,121,520,206,911,271,2149
2013,January,7, 22:00-23:00 , -   , -   , -   , -   , -   ,2,5,3, -   ,1, -   ,1, -   ,7,3,84,1,79, -   ,198, -   ,398
2013,January,7, 23:00-24:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,7, 24:00-1:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,8, 4:00-5:00 ,72, -   ,13, -   ,11, -   ,9, -   ,3, -   ,9, -   , -   , -   ,22, -   ,53, -   ,74, -   ,159, -   
2013,January,8, 5:00-6:00 ,558,569,102,238,196,175,160,145,56,71,60,109,54,28,321,369,211,62,903,139,2057,162
2013,January,8, 6:00-7:00 ,1336,2052,247,3285,619,1151,733,569,330,299,285,587,359,187,1617,1192,1317,250,3187,502,7024,508
2013,January,8, 7:00-8:00 ,2433,3810,430,5293,1316,2754,1569,852,417,541,418,925,493,346,2236,2670,1661,525,3679,1004,7359,1016
2013,January,8, 8:00-9:00 ,2378,3870,397,3427,1008,1848,1225,988,314,541,344,1012,358,392,2049,2842,1366,582,3349,945,6388,901
2013,January,8, 9:00-10:00 ,2201,3025,424,2375,615,1441,788,907,244,203,278,754,299,251,1850,2363,1029,392,2314,739,4220,946
2013,January,8, 10:00-11:00 ,2061,2367,506,1741,500,1064,668,606,193,173,327,537,212,135,1735,1966,767,342,1800,651,3434,913
2013,January,8, 11:00-12:00 ,2483,2380,748,1558,673,941,676,673,176,120,317,502,194,159,1803,2165,718,360,1670,775,3085,1145
2013,January,8, 12:00-13:00 ,2879,2100,1044,1552,761,873,680,691,184,125,372,498,230,166,1796,2283,773,483,1498,895,2582,1676
2013,January,8, 13:00-14:00 ,2920,1686,1290,1261,756,784,746,509,158,144,381,492,173,170,1726,2269,671,479,1309,1032,2180,1578
2013,January,8, 14:00-15:00 ,3397,1852,1528,972,898,603,735,642,158,120,417,529,199,149,1903,2457,613,581,1201,1129,1907,2085
2013,January,8, 15:00-16:00 ,3956,1584,1931,747,1044,614,928,705,215,156,628,498,200,219,1904,2693,578,710,1183,1468,1552,2474
2013,January,8, 16:00-17:00 ,4742,1623,2812,759,1248,565,1022,726,292,185,738,487,234,186,2087,2909,538,939,1203,1601,1441,2936
2013,January,8, 17:00-18:00 ,5989,2117,3102,874,1663,792,1538,996,413,259,952,496,335,308,2804,4138,725,1403,1355,2267,1650,4258
2013,January,8, 18:00-19:00 ,6277,1698,2727,681,1706,891,1604,1102,325,305,798,396,266,345,3123,4327,727,1572,1218,2381,1369,1562
2013,January,8, 19:00-20:00 ,4528,1512,2241,595,1363,737,1188,916,196,219,606,333,150,241,2878,3337,455,1317,845,1944,1078,2004
2013,January,8, 20:00-21:00 ,2810,978,1426,485,1089,529,818,615,103,162,283,240,82,178,2332,2352,319,944,642,1581,833,1399
2013,January,8, 21:00-22:00 ,1579,610,941,275,562,368,661,354,31,100,146,135,35,102,1081,1346,121,619,232,976,336,1054
2013,January,8, 22:00-23:00 , -   , -   , -   ,4, -   ,6,8,9, -   , -   , -   ,4, -   ,10,8,127, -   ,84, -   ,206, -   ,181
2013,January,8, 23:00-24:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,8, 24:00-1:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,9, 4:00-5:00 ,94, -   ,16, -   ,14, -   ,19, -   ,7, -   ,22, -   ,2, -   ,41, -   ,59, -   ,88, -   ,190, -   
2013,January,9, 5:00-6:00 ,684,1080,112,139,194,154,180,129,69,69,84,118,107,30,378,377,277,85,1202,190,2002,64
2013,January,9, 6:00-7:00 ,1516,2435,301,462,580,485,562,511,223,300,151,596,240,182,987,1293,718,247,1920,551,3876,105
2013,January,9, 7:00-8:00 ,2841,3754,477,1016,1115,964,1181,868,325,472,312,962,350,351,1692,2695,1120,553,2768,1155,4842,204
2013,January,9, 8:00-9:00 ,2583,4054,460,935,963,862,1110,952,233,431,273,882,299,363,1752,2776,970,605,2391,1173,4667,241
2013,January,9, 9:00-10:00 ,3007,3307,464,653,724,513,758,897,201,238,225,750,221,275,1581,2590,735,476,1828,918,3143,322
2013,January,9, 10:00-11:00 ,2891,2900,530,508,542,478,760,700,184,155,335,589,177,175,1593,2237,612,397,1453,963,2733,545
2013,January,9, 11:00-12:00 ,2964,2352,482,514,542,392,728,647,159,102,281,526,175,150,1449,2189,622,398,1292,862,2454,746
2013,January,9, 12:00-13:00 ,3010,2175,611,598,622,400,773,576,193,109,304,567,207,160,1676,2354,608,406,1268,838,2076,854
2013,January,9, 13:00-14:00 ,3750,2183,564,591,615,415,767,664,189,136,399,509,203,192,1735,2218,608,510,1260,1007,1949,996
2013,January,9, 14:00-15:00 ,3605,2161,676,591,563,434,795,632,174,110,511,483,226,187,1866,2379,618,551,1172,995,1784,999
2013,January,9, 15:00-16:00 ,3583,1874,626,556,577,444,846,704,220,132,663,445,203,192,2024,2226,521,600,1090,1075,1521,1016
2013,January,9, 16:00-17:00 ,4652,1944,571,660,639,481,944,739,326,125,782,352,279,204,2202,2425,548,754,1190,1220,1466,1095
2013,January,9, 17:00-18:00 ,5870,2073,808,766,1079,769,1530,904,432,191,986,421,386,259,2838,3256,859,923,1491,1748,1830,1703
2013,January,9, 18:00-19:00 ,5336,2153,728,914,944,872,1341,1079,318,190,881,322,269,273,3378,3603,827,1151,1308,1655,1617,1858
2013,January,9, 19:00-20:00 ,4022,1648,557,763,680,775,1064,832,195,174,507,225,166,194,2851,2527,521,891,856,1425,1204,1525
2013,January,9, 20:00-21:00 ,2856,1130,504,563,418,541,686,581,116,134,265,219,98,156,2325,1776,338,626,595,1108,856,1071
2013,January,9, 21:00-22:00 ,1814,691,386,399,243,419,550,370,42,70,142,151,36,79,1582,1012,129,511,253,867,286,760
2013,January,9, 22:00-23:00 , -   , -   , -   ,5, -   ,1,5,7, -   ,1,2, -   , -   ,16,23,97, -   ,87, -   ,111, -   ,172
2013,January,9, 23:00-24:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,9, 24:00-1:00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2013,January,10, 4:00-5:00 ,62, -   ,11, -   ,14, -   ,19, -   ,6, -   ,14, -   ,1, -   ,15, -   , -   , -   ,73, -   ,131, -   
2013,January,10, 5:00-6:00 ,554,495,101,201,191,181,153,160,53,75,66,108,53,28,294,325,246,68,927,159,1929,113
2013,January,10, 6:00-7:00 ,1298,2023,233,3408,553,1017,741,491,299,236,298,628,336,160,1497,1199,1266,200,3262,524,7440,251
