particulars,name_1,total_12,total_34,amt_c,amt_b_12,amt_b_34,amt_a1_12,amt_a1_34,amt_a2_12,amt_a2_34,amt_u_12,name_2,name_3,name_4,name_5,name_6,name_7,name_8,name_9,sw1
          National Commission for Culture and the Arts,          National Commission for Culture and the Arts,123994,327436,116104,0,0,0,17450,217910,78517,106544,109526,37587,0,0,0,0,0,0,1
               National Commission for Culture and,               National Commission for Culture and,,,,,,,,,,,,,,,,,,,
                     the Arts (Proper),                     the Arts (Proper),18535,228908,78517,0,0,0,8815,217910,78517,9720,10998,0,0,0,0,0,0,0,0
               National Historical Institute,               National Historical Institute,32670,41165,21386,0,0,0,2647,0,0,30023,41165,21386,0,0,0,0,0,0,0
               The National Library,               The National Library,37265,31765,15625,0,0,0,3069,0,0,34196,31765,15625,0,0,0,0,0,0,0
               National Archives of the,               National Archives of the,,,,,,,,,,,,,,,,,,,
                     Philippines (formerly Records,                     Philippines (formerly Records,,,,,,,,,,,,,,,,,,,
                     Management and Archives Office),                     Management and Archives Office),35524,25598,576,0,0,0,2919,0,0,32605,25598,576,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Commission on the Role of,          National Commission on the Role of,,,,,,,,,,,,,,,,,,,
                Filipino Women,                Filipino Women,20696,94162,1000,0,0,0,6086,78911,0,14610,15251,1000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Council on Disability Affairs,          National Council on Disability Affairs,17720,11338,3800,0,0,0,1433,0,0,16287,11338,3800,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Intelligence Coordinating Agency,          National Intelligence Coordinating Agency,260863,147320,6245,0,0,0,16313,0,0,244550,147320,6245,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Security Council,          National Security Council,28865,31746,910,0,0,0,2231,0,0,26634,31746,910,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Water Resources Board,          National Water Resources Board,29763,8800,0,0,0,0,2487,0,0,27276,8800,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Youth Commission,          National Youth Commission,23342,33328,0,0,0,0,1894,0,0,21448,33328,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office on Muslim Affairs,          Office on Muslim Affairs,243612,62072,7162,0,0,0,20093,0,0,223519,62072,7162,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Optical Media Board,          Optical Media Board,14705,12032,1850,0,0,0,1169,0,0,13536,12032,1850,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Drug Enforcement Agency,          Philippine Drug Enforcement Agency,352665,241902,42302,0,0,0,13203,0,0,339462,241902,42302,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Racing Commission,          Philippine Racing Commission,19134,77284,1600,0,0,0,1513,0,0,17621,77284,1600,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Sports Commission,          Philippine Sports Commission,36267,152393,48000,0,0,0,2950,25262,0,33317,127131,48000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Commission for the Urban Poor,          Presidential Commission for the Urban Poor,41445,20108,750,0,0,0,3387,0,0,38058,20108,750,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Legislative Liaison Office,          Presidential Legislative Liaison Office,10238,10532,100,0,0,0,799,0,0,9439,10532,100,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Management Staff,          Presidential Management Staff,98765,119395,14021,0,0,0,7834,0,0,90931,119395,14021,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Securities and Exchange Commission,          Securities and Exchange Commission,157848,81457,0,0,0,0,14201,0,0,143647,81457,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,     Autonomous Region in Muslim Mindanao,6719449,1893404,1181971,0,0,0,545867,0,0,6173582,1893404,1181971,0,0,0,0,0,0,1
          Autonomous Regional Government in Muslim Mindanao,          Autonomous Regional Government in Muslim Mindanao,6719449,1893404,1181971,0,0,0,545867,0,0,6173582,1893404,1181971,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,     Joint Legislative-Executive Councils,1271,500,0,0,0,0,0,0,0,1271,500,0,0,0,0,0,0,0,1
          Legislative-Executive Development,          Legislative-Executive Development,,,,,,,,,,,,,,,,,,,
                Advisory Council,                Advisory Council,1271,500,0,0,0,0,0,0,0,1271,500,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     The Judiciary,     The Judiciary,9309034,3057339,422946,0,0,0,614275,0,0,8694759,3057339,422946,0,0,0,0,0,0,1
          Supreme Court of the Philippines and the,          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,
                Lower Courts,                Lower Courts,8504237,2736270,52438,0,0,0,557978,0,0,7946259,2736270,52438,0,0,0,0,0,0,0
               Presidential Electoral Tribunal,               Presidential Electoral Tribunal,47013,12306,132,0,0,0,3839,0,0,43174,12306,132,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Sandiganbayan,          Sandiganbayan,119815,66615,136394,0,0,0,8311,0,0,111504,66615,136394,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Court of Appeals,          Court of Appeals,551389,221089,111216,0,0,0,38559,0,0,512830,221089,111216,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Court of Tax Appeals,          Court of Tax Appeals,86580,21059,122766,0,0,0,5588,0,0,80992,21059,122766,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,     Civil Service Commission,487288,127431,5612,0,0,0,39019,0,0,448269,127431,5612,0,0,0,0,0,0,1
          Civil Service Commission,          Civil Service Commission,473051,107384,4542,0,0,0,37882,0,0,435169,107384,4542,0,0,0,0,0,0,0
               Career Executive Service Board,               Career Executive Service Board,14237,20047,1070,0,0,0,1137,0,0,13100,20047,1070,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,     Commission on Audit,3872001,174351,0,0,0,0,300291,0,0,3571710,174351,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,     Commission on Elections,1527932,2501144,1466787,0,0,0,111677,0,0,1416255,2501144,1466787,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,     Office of the Ombudsman,804261,194866,160223,0,0,0,62267,0,0,741994,194866,160223,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,     Commission on Human Rights,198784,54532,0,0,0,0,16052,0,0,182732,54532,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
SPECIAL PURPOSE FUNDS,SPECIAL PURPOSE FUNDS,102419585,629696792,58528521,0,0,0,14373,576188518,13104307,102405212,53497274,45395214,0,11000,29000,175000,23390357,52404837,1
,,,,,,,,,,,,,,,,,,,,
     Budgetary Support to Government Corporations,     Budgetary Support to Government Corporations,0,10567936,18787500,0,0,0,0,15000,12157000,0,10552936,6630500,0,0,0,0,0,0,1
          Department of Agriculture,          Department of Agriculture,0,4502200,500500,0,0,0,0,10000,0,0,4492200,500500,0,0,0,0,0,0,1
               National Dairy Authority,               National Dairy Authority,0,52200,0,0,0,0,0,0,0,0,52200,0,0,0,0,0,0,0,0
               National Food Authority,               National Food Authority,0,4000000,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,0
               National Tobacco Administration,               National Tobacco Administration,0,115000,0,0,0,0,0,0,0,0,115000,0,0,0,0,0,0,0,0
               Philippine Coconut Authority,               Philippine Coconut Authority,0,240000,0,0,0,0,0,10000,0,0,230000,0,0,0,0,0,0,0,0
               Philippine Crop Insurance Corporation,               Philippine Crop Insurance Corporation,0,0,30500,0,0,0,0,0,0,0,0,30500,0,0,0,0,0,0,0
               Philippine Rice Research Institute,               Philippine Rice Research Institute,0,95000,0,0,0,0,0,0,0,0,95000,0,0,0,0,0,0,0,0
               Quedan and Rural Credit Guarantee Corporation,               Quedan and Rural Credit Guarantee Corporation,0,0,470000,0,0,0,0,0,0,0,0,470000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Energy,          Department of Energy,0,500000,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,1
               National Electrification Administration,               National Electrification Administration,0,500000,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Health,          Department of Health,0,1103560,0,0,0,0,0,0,0,0,1103560,0,0,0,0,0,0,0,1
               Local Water Utilities Administration,               Local Water Utilities Administration,0,300000,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0
               Lung Center of the Philippines,               Lung Center of the Philippines,0,157560,0,0,0,0,0,0,0,0,157560,0,0,0,0,0,0,0,0
               National Kidney and Transplant Institute,               National Kidney and Transplant Institute,0,185000,0,0,0,0,0,0,0,0,185000,0,0,0,0,0,0,0,0
               Philippine Children`s Medical Center,               Philippine Children`s Medical Center,0,236000,0,0,0,0,0,0,0,0,236000,0,0,0,0,0,0,0,0
               Philippine Heart Center,               Philippine Heart Center,0,185000,0,0,0,0,0,0,0,0,185000,0,0,0,0,0,0,0,0
               Philippine Institute of Alternative,               Philippine Institute of Alternative,,,,,,,,,,,,,,,,,,,
                     Health Care,                     Health Care,0,40000,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Tourism,          Department of Tourism,0,65000,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,1
               Philippine Convention and Visitors Corporation,               Philippine Convention and Visitors Corporation,0,65000,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Trade and Industry,          Department of Trade and Industry,0,77831,0,0,0,0,0,0,0,0,77831,0,0,0,0,0,0,0,1
               Center for International Trade,               Center for International Trade,,,,,,,,,,,,,,,,,,,
                     Expositions and Missions,                     Expositions and Missions,0,67831,0,0,0,0,0,0,0,0,67831,0,0,0,0,0,0,0,0
               Cottage Industry Technology Center,               Cottage Industry Technology Center,0,10000,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Transportation and Communications,          Department of Transportation and Communications,0,100000,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,1
               Philippine National Railways,               Philippine National Railways,0,100000,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Economic and Development Authority,          National Economic and Development Authority,0,67000,0,0,0,0,0,0,0,0,67000,0,0,0,0,0,0,0,1
               Philippine Institute for,               Philippine Institute for,,,,,,,,,,,,,,,,,,,
                     Development Studies,                     Development Studies,0,67000,0,0,0,0,0,0,0,0,67000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Other Executive Offices,          Other Executive Offices,0,4138735,6130000,0,0,0,0,5000,0,0,4133735,6130000,0,0,0,0,0,0,1
               Bangko Sentral ng Pilipinas,               Bangko Sentral ng Pilipinas,0,0,4000000,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
               Cagayan Economic Zone Authority,               Cagayan Economic Zone Authority,0,0,800000,0,0,0,0,0,0,0,0,800000,0,0,0,0,0,0,0
               Cultural Center of the Philippines,               Cultural Center of the Philippines,0,226792,0,0,0,0,0,5000,0,0,221792,0,0,0,0,0,0,0,0
               Development Academy of the Philippines,               Development Academy of the Philippines,0,70000,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0
               Home Guaranty Corporation,               Home Guaranty Corporation,0,0,600000,0,0,0,0,0,0,0,0,600000,0,0,0,0,0,0,0
               National Home Mortgage Finance Corporation,               National Home Mortgage Finance Corporation,0,500000,400000,0,0,0,0,0,0,0,500000,400000,0,0,0,0,0,0,0
               National Housing Authority,               National Housing Authority,0,3200000,300000,0,0,0,0,0,0,0,3200000,300000,0,0,0,0,0,0,0
               Southern Philippines Development Authority,               Southern Philippines Development Authority,0,111943,0,0,0,0,0,0,0,0,111943,0,0,0,0,0,0,0,0
               Zamboanga City Special Economic,               Zamboanga City Special Economic,,,,,,,,,,,,,,,,,,,
                     Zone Authority,                     Zone Authority,0,30000,30000,0,0,0,0,0,0,0,30000,30000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Budgetary Support to Government,          Budgetary Support to Government,,,,,,,,,,,,,,,,,,,
                Corporations - Others,                Corporations - Others,0,13610,0,0,0,0,0,0,0,0,13610,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Net Lending,          Net Lending,0,0,12157000,0,0,0,0,0,12157000,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Agriculture and Fisheries Modernization Program,     Agriculture and Fisheries Modernization Program,289302,18054042,24063413,0,0,0,11655,163651,947307,277647,17879391,23087106,0,11000,29000,0,0,0,1
          Department of Agrarian Reform,          Department of Agrarian Reform,122010,1654756,3391841,0,0,0,0,0,0,122010,1654756,3391841,0,0,0,0,0,0,1
               Office of the Secretary,               Office of the Secretary,122010,1654756,3391841,0,0,0,0,0,0,122010,1654756,3391841,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Department of Agriculture,          Department of Agriculture,167292,15712515,19970372,0,0,0,11655,163651,947307,155637,15537864,18994065,0,11000,29000,0,0,0,1
               Office of the Secretary,               Office of the Secretary,29618,13658646,18203210,0,0,0,0,0,843018,29618,13658646,17360192,0,0,0,0,0,0,0
               Bureau of Fisheries and Aquatic Resources,               Bureau of Fisheries and Aquatic Resources,0,1166186,705922,0,0,0,0,0,0,0,1166186,705922,0,0,0,0,0,0,0
               National Agricultural and Fishery Council,               National Agricultural and Fishery Council,1235,628309,662835,0,0,0,235,163651,104289,1000,464658,558546,0,0,0,0,0,0,0
               National Meat Inspection Service,               National Meat Inspection Service,102195,47220,30200,0,0,0,8695,0,0,93500,36220,1200,0,11000,29000,0,0,0,0
               Philippine Carabao Center,               Philippine Carabao Center,34244,212154,368205,0,0,0,2725,0,0,31519,212154,368205,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Budgetary Support to Government Corporations,          Budgetary Support to Government Corporations,0,686771,0,0,0,0,0,0,0,0,686771,0,0,0,0,0,0,0,1
               Philippine Coconut Authority,               Philippine Coconut Authority,0,250000,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0
               Philippine Rice Research Institute,               Philippine Rice Research Institute,0,323000,0,0,0,0,0,0,0,0,323000,0,0,0,0,0,0,0,0
               Philippine Crop Insurance Corporation,               Philippine Crop Insurance Corporation,0,113771,0,0,0,0,0,0,0,0,113771,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Allocation to Local Government Units,          Allocation to Local Government Units,0,0,701200,0,0,0,0,0,0,0,0,701200,0,0,0,0,0,0,1
               Municipal Development Fund,               Municipal Development Fund,0,0,701200,0,0,0,0,0,0,0,0,701200,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Allocation to Local Government Units,     Allocation to Local Government Units,32147,267754366,3298858,0,0,0,2718,249988867,0,29429,17765499,3298858,0,0,0,0,0,0,1
          Internal Revenue Allotment,          Internal Revenue Allotment,0,249988867,0,0,0,0,0,249988867,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Special Shares of Local Government Units,          Special Shares of Local Government Units,,,,,,,,,,,,,,,,,,,
                in the Proceeds of National Taxes,                in the Proceeds of National Taxes,0,11026685,0,0,0,0,0,0,0,0,11026685,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Barangay Officials Death Benefits Fund,          Barangay Officials Death Benefits Fund,0,50000,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Metropolitan Manila Development Authority,          Metropolitan Manila Development Authority,26535,1539818,226000,0,0,0,2260,0,0,24275,1539818,226000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Pasig River Rehabilitation Commission,          Pasig River Rehabilitation Commission,5612,131961,632368,0,0,0,458,0,0,5154,131961,632368,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Premium Subsidy for Indigents under the,          Premium Subsidy for Indigents under the,,,,,,,,,,,,,,,,,,,
                National Health Insurance Program,                National Health Insurance Program,0,5000000,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Kalayaan Barangay Program Fund,          Kalayaan Barangay Program Fund,0,0,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Kilos Asenso Support Fund,          Kilos Asenso Support Fund,0,0,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Municipal Development Fund,          Municipal Development Fund,0,17035,440490,0,0,0,0,0,0,0,17035,440490,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     AFP  Modernization Program,     AFP  Modernization Program,0,0,5000000,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Calamity Fund,     Calamity Fund,0,1200000,800000,0,0,0,0,0,0,0,1200000,800000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Contingent Fund,     Contingent Fund,0,640000,160000,0,0,0,0,0,0,0,640000,160000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     DepEd - School Building Program,     DepEd - School Building Program,0,0,2000000,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     E-Government Fund,     E-Government Fund,0,0,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     General Fund Adjustments,     General Fund Adjustments,0,500000,500000,0,0,0,0,0,0,0,500000,500000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     International Commitments Fund,     International Commitments Fund,0,1588198,0,0,0,0,0,0,0,0,1588198,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Miscellaneous Personnel Benefits Fund,     Miscellaneous Personnel Benefits Fund,31030330,0,0,0,0,0,0,0,0,31030330,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     National Unification Fund,     National Unification Fund,0,43750,6250,0,0,0,0,0,0,0,43750,6250,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Pension and Gratuity Fund,     Pension and Gratuity Fund,71067806,0,0,0,0,0,0,0,0,71067806,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Priority Development Assistance Fund,     Priority Development Assistance Fund,0,3327500,2912500,0,0,0,0,0,0,0,3327500,2912500,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Tax Expenditures Fund,     Tax Expenditures Fund,0,23371000,0,0,0,0,0,23371000,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Debt Service Fund-Interest Payment,     Debt Service Fund-Interest Payment,0,302650000,0,0,0,0,0,302650000,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Unprogrammed Fund,     Unprogrammed Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000,23390357,52404837,0
