Particular,A031,A032,A033,A034,A035,A036,A037,A038,A040,A041,A042,A960,Total
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Batangas State University,0,0,0,0,0,380,0,0,0,0,0,0,380
               Cavite State University,0,0,0,0,0,380,0,0,0,0,0,0,380
               Laguna State Polytechnic University,,,,,,,,,,,,,
                     (Laguna State Polytechnic College),0,0,0,0,"21,721",375,0,0,0,0,0,0,"22,096"
               Southern Luzon State University,,,,,,,,,,,,,
                     (Southern Luzon Polytechnic College),0,0,0,0,0,"4,737",0,0,0,0,0,0,"4,737"
               University of Rizal System,0,0,0,0,0,398,0,0,0,0,0,0,398
,,,,,,,,,,,,,
          Region IV-B - MIMAROPA,188,0,0,0,"4,611","3,556",0,36,7,0,0,0,"8,398"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Marinduque State College,188,0,0,0,"1,402",221,0,0,0,0,0,0,"1,811"
               Mindoro State College of Agriculture and Technology,0,0,0,0,"2,600",400,0,0,0,0,0,0,"3,000"
               Occidental Mindoro National College,0,0,0,0,0,898,0,0,0,0,0,0,898
               Palawan State University,0,0,0,0,0,64,0,0,7,0,0,0,71
               Romblon State College,0,0,0,0,609,"1,190",0,36,0,0,0,0,"1,835"
               Western Philippines University,0,0,0,0,0,783,0,0,0,0,0,0,783
,,,,,,,,,,,,,
          Region V - BICOL,0,0,0,0,"42,273","1,648",0,0,170,0,0,0,"44,091"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Bicol University,0,0,0,0,0,478,0,0,0,0,0,0,478
               Camarines Norte State College,0,0,0,0,"4,751",67,0,0,0,0,0,0,"4,818"
               Camarines Sur State Agricultural College,0,0,0,0,0,15,0,0,0,0,0,0,15
               Catanduanes State Colleges,0,0,0,0,"27,791",0,0,0,0,0,0,0,"27,791"
"               Dr. Emilio B. Espinosa, Sr. Memorial",,,,,,,,,,,,,
                     State College of Agriculture and Technology,0,0,0,0,950,0,0,0,0,0,0,0,950
               Partido State University,0,0,0,0,"8,781",723,0,0,170,0,0,0,"9,674"
               Sorsogon State College,0,0,0,0,0,365,0,0,0,0,0,0,365
,,,,,,,,,,,,,
          Region VI - WESTERN VISAYAS,"5,567",0,0,412,"3,607","5,073",0,0,0,0,0,0,"14,659"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Aklan State University,"1,612",0,0,0,0,400,0,0,0,0,0,0,"2,012"
               Capiz State University,"1,210",0,0,0,0,947,0,0,0,0,0,0,"2,157"
               Carlos C. Hilado Memorial State College,"1,384",0,0,0,0,400,0,0,0,0,0,0,"1,784"
               Guimaras State College,0,0,0,0,0,400,0,0,0,0,0,0,400
               Iloilo State College of Fisheries,0,0,0,0,0,503,0,0,0,0,0,0,503
               Negros State College of Agriculture,0,0,0,0,"1,612",0,0,0,0,0,0,0,"1,612"
               Northern Iloilo Polytechnic State College,0,0,0,412,890,860,0,0,0,0,0,0,"2,162"
               Polytechnic State College of Antique,0,0,0,0,"1,105",707,0,0,0,0,0,0,"1,812"
               Western Visayas College of Science and Technology,"1,361",0,0,0,0,400,0,0,0,0,0,0,"1,761"
               West Visayas State University,0,0,0,0,0,456,0,0,0,0,0,0,456
,,,,,,,,,,,,,
          Region VII - CENTRAL VISAYAS,"4,836",0,0,0,0,"8,810",0,0,0,0,0,0,"13,646"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Cebu Normal University,0,0,0,0,0,"1,004",0,0,0,0,0,0,"1,004"
               Cebu State College of Science and Technology,0,0,0,0,0,"2,007",0,0,0,0,0,0,"2,007"
               Central Visayas State College of,,,,,,,,,,,,,
"                     Agriculture, Forestry and Technology","1,612",0,0,0,0,400,0,0,0,0,0,0,"2,012"
               Negros Oriental State University,,,,,,,,,,,,,
                     (Central Visayas Polytechnic College),"1,612",0,0,0,0,"4,999",0,0,0,0,0,0,"6,611"
               Siquijor State College,"1,612",0,0,0,0,400,0,0,0,0,0,0,"2,012"
,,,,,,,,,,,,,
          Region VIII - EASTERN VISAYAS,"3,874",0,0,101,"6,656","17,467",0,0,"3,235",0,0,0,"31,333"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Eastern Samar State University,0,0,0,0,"2,002","5,000",0,0,0,0,0,0,"7,002"
               Eastern Visayas State University (Leyte,,,,,,,,,,,,,
                     Institute of Technology),0,0,0,0,0,0,0,0,"2,973",0,0,0,"2,973"
               Leyte Normal University,868,0,0,0,0,800,0,0,0,0,0,0,"1,668"
               Visayas State University (Leyte State University),0,0,0,0,735,"1,166",0,0,0,0,0,0,"1,901"
               Naval Institute of Technology,0,0,0,0,"1,665",500,0,0,0,0,0,0,"2,165"
               Palompon Institute of Technology,0,0,0,0,"1,242",299,0,0,262,0,0,0,"1,803"
               Southern Leyte State University,,,,,,,,,,,,,
                     (Southern Leyte State College of,,,,,,,,,,,,,
                     Sci. and Tech. and TONC),0,0,0,101,612,344,0,0,0,0,0,0,"1,057"
               Samar State College of Agriculture and Forestry,"1,612",0,0,0,0,400,0,0,0,0,0,0,"2,012"
               Samar State University (Samar State,,,,,,,,,,,,,
                     Polytechnic College),0,0,0,0,400,"2,500",0,0,0,0,0,0,"2,900"
               Tiburcio Tancinco Memorial Institute of,,,,,,,,,,,,,
                     Science and Technology,0,0,0,0,0,"3,680",0,0,0,0,0,0,"3,680"
               University of Eastern Philippines,"1,394",0,0,0,0,"2,778",0,0,0,0,0,0,"4,172"
,,,,,,,,,,,,,
          Region IX - WESTERN MINDANAO,"5,642",0,0,0,"2,256","4,870",0,0,0,0,0,0,"12,768"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Basilan State College,806,0,0,0,0,400,0,0,0,0,0,0,"1,206"
               J. H. Cerilles State College,"1,612",0,0,0,0,800,0,0,0,0,0,0,"2,412"
               Jose Rizal Memorial State College,0,0,0,0,0,742,0,0,0,0,0,0,742
               MSU-Tawi-Tawi College of Technology and Oceanography,"1,612",0,0,0,0,"1,400",0,0,0,0,0,0,"3,012"
               Sulu State College,0,0,0,0,"1,612",400,0,0,0,0,0,0,"2,012"
               Tawi-Tawi Regional Agricultural College,"1,612",0,0,0,0,400,0,0,0,0,0,0,"2,012"
               Western Mindanao State University,0,0,0,0,444,274,0,0,0,0,0,0,718
               Zamboanga City State Polytechnic College,0,0,0,0,200,0,0,0,0,0,0,0,200
               Zamboanga State College of Marine,,,,,,,,,,,,,
                     Sciences and Technology,0,0,0,0,0,454,0,0,0,0,0,0,454
,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"5,623",0,0,0,"1,595","3,020",0,0,0,0,0,0,"10,238"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Bukidnon State College,"1,140",0,0,0,0,400,0,0,0,0,0,0,"1,540"
               Camiguin Polytechnic State College,"1,612",0,0,0,0,400,0,0,0,0,0,0,"2,012"
               Central Mindanao University,"1,612",0,0,0,95,635,0,0,0,0,0,0,"2,342"
               Mindanao Polytechnic State College,0,0,0,0,0,700,0,0,0,0,0,0,700
               Misamis Oriental State College of,,,,,,,,,,,,,
                     Agriculture and Technology,"1,259",0,0,0,0,373,0,0,0,0,0,0,"1,632"
               Northwestern Mindanao State College of,,,,,,,,,,,,,
                     Science and Technology,0,0,0,0,"1,500",512,0,0,0,0,0,0,"2,012"
,,,,,,,,,,,,,
          Region XI - SOUTHEASTERN MINDANAO,0,0,0,0,"3,079","1,151",0,0,117,0,0,0,"4,347"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Davao del Norte State College,0,0,0,0,"1,006",0,0,0,0,0,0,0,"1,006"
               Davao Oriental State College of Science,,,,,,,,,,,,,
                     and Technology,0,0,0,0,473,501,0,0,0,0,0,0,974
               Southern Philippines Agri-Business and,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,0,0,0,0,"1,600",148,0,0,117,0,0,0,"1,865"
               University of Southeastern Philippines,0,0,0,0,0,502,0,0,0,0,0,0,502
,,,,,,,,,,,,,
          Region XII - CENTRAL MINDANAO,"6,448",0,0,0,"7,330","8,568",0,0,"5,259",0,0,0,"27,605"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Adiong Memorial Polytechnic State College,"1,612",0,0,0,0,400,0,0,0,0,0,0,"2,012"
               Cotabato City State Polytechnic College,0,0,0,0,0,"1,836",0,0,0,0,0,0,"1,836"
               Cotabato Foundation College of Science,,,,,,,,,,,,,
                     and Technology,"1,612",0,0,0,0,397,0,0,0,0,0,0,"2,009"
               Mindanao State University,0,0,0,0,"7,330","5,135",0,0,"5,259",0,0,0,"17,724"
               Sultan Kudarat Polytechnic State College,"1,612",0,0,0,0,400,0,0,0,0,0,0,"2,012"
               University of Southern Mindanao,"1,612",0,0,0,0,400,0,0,0,0,0,0,"2,012"
,,,,,,,,,,,,,
          Caraga Administrative Region,"1,612",0,0,0,"2,033","2,454",0,0,421,0,0,0,"6,520"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Agusan del Sur State College of,,,,,,,,,,,,,
                     Agriculture and Technology,0,0,0,0,"2,033",0,0,0,0,0,0,0,"2,033"
               Northern Mindanao State Institute of,,,,,,,,,,,,,
                     Science and Technology,0,0,0,0,0,0,0,0,421,0,0,0,421
               Surigao del Sur Polytechnic State College,"1,612",0,0,0,0,421,0,0,0,0,0,0,"2,033"
               Surigao State College of Technology,0,0,0,0,0,"2,033",0,0,0,0,0,0,"2,033"
,,,,,,,,,,,,,
     Department of Energy,0,0,0,"500,000",0,"1,733",0,0,"31,039",0,0,0,"532,772"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"500,000",0,"1,733",0,0,"31,039",0,0,0,"532,772"
,,,,,,,,,,,,,
     Department of Environment and Natural Resources,0,0,0,"168,758","70,862","132,121",0,"16,441","119,694",60,"44,218",0,"552,154"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"168,758","68,220","44,766",0,0,"41,913",60,"44,218",0,"367,935"
          Environmental Management Bureau,0,0,0,0,"2,642","4,710",0,0,"27,328",0,0,0,"34,680"
          Mines and Geo-Sciences Bureau,0,0,0,0,0,"10,667",0,0,"4,843",0,0,0,"15,510"
          National Mapping and Resource Information Authority,0,0,0,0,0,"71,978",0,"16,441","45,610",0,0,0,"134,029"
,,,,,,,,,,,,,
     Department of Finance,0,0,0,"500,173","77,211","92,155",0,"30,469","7,745",0,0,0,"707,753"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,895,"20,787",0,"5,000",199,0,0,0,"26,881"
          Bureau of Customs,0,0,0,0,0,"10,256",0,0,0,0,0,0,"10,256"
          Bureau of Internal Revenue,0,0,0,0,"68,338","23,830",0,0,"7,067",0,0,0,"99,235"
          Bureau of Local Government Finance,0,0,0,0,0,"4,549",0,"1,982",0,0,0,0,"6,531"
          Bureau of the Treasury,0,0,0,"500,173",0,"25,756",0,"23,487",479,0,0,0,"549,895"
          Cooperative Development Authority,0,0,0,0,"7,000","1,663",0,0,0,0,0,0,"8,663"
          Insurance Commission,0,0,0,0,978,"5,149",0,0,0,0,0,0,"6,127"
          National Tax Research Center,0,0,0,0,0,165,0,0,0,0,0,0,165
,,,,,,,,,,,,,
     Department of Foreign Affairs,0,0,0,0,"262,452","8,358",0,800,0,0,0,0,"271,610"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"262,452","8,300",0,0,0,0,0,0,"270,752"
          Foreign Service Institute,0,0,0,0,0,58,0,0,0,0,0,0,58
          UNESCO National Commission of the Philippines,0,0,0,0,0,0,0,800,0,0,0,0,800
,,,,,,,,,,,,,
     Department of Health,0,0,0,"2,941","776,706","27,535",0,"3,919","417,802","201,442",0,0,"1,430,345"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,"2,941","776,706","24,333",0,79,"417,802","201,442",0,0,"1,423,303"
          Commission on Population,0,0,0,0,0,585,0,0,0,0,0,0,585
          National Nutrition Council,0,0,0,0,0,"2,617",0,"3,840",0,0,0,0,"6,457"
,,,,,,,,,,,,,
     Department of the Interior and Local Government,0,0,0,0,"62,174","8,665",0,"511,137","208,056",0,0,0,"790,032"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"2,032",0,0,0,0,0,0,"2,032"
          Bureau of Fire Protection,0,0,0,0,0,0,0,0,"51,945",0,0,0,"51,945"
          Bureau of Jail Management and Penology,0,0,0,0,"15,750",0,0,0,"16,500",0,0,0,"32,250"
          Local Government Academy,0,0,0,0,0,750,0,0,0,0,0,0,750
          National Police Commission,0,0,0,0,0,633,0,0,0,0,0,0,633
          Philippine National Police,0,0,0,0,"41,424","5,250",0,"511,137","139,611",0,0,0,"697,422"
          Philippine Public Safety College,0,0,0,0,"5,000",0,0,0,0,0,0,0,"5,000"
,,,,,,,,,,,,,
     Department of Justice,0,0,0,"193,667","100,528","226,467",0,"11,784","12,686",0,0,0,"545,132"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"22,331","2,973",0,914,0,0,0,0,"26,218"
          Bureau of Corrections,0,0,0,0,"41,331",0,0,0,"12,520",0,0,0,"53,851"
          Bureau of Immigration,0,0,0,"193,667","27,570","155,445",0,0,0,0,0,0,"376,682"
          Land Registration Authority,0,0,0,0,"9,296","4,458",0,0,0,0,0,0,"13,754"
          National Bureau of Investigation,0,0,0,0,0,"33,980",0,0,0,0,0,0,"33,980"
          Office of the Solicitor General,0,0,0,0,0,"22,459",0,0,0,0,0,0,"22,459"
          Parole and Probation Administration,0,0,0,0,0,"4,277",0,"8,340",0,0,0,0,"12,617"
          Public Attorney's Office,0,0,0,0,0,"2,875",0,"2,530",166,0,0,0,"5,571"
,,,,,,,,,,,,,
     Department of Labor and Employment,0,0,0,"1,400","97,398","192,038",0,"6,627","502,634","4,071",0,0,"804,168"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,"5,500","22,209",0,"5,681",29,0,0,0,"33,419"
          Institute for Labor Studies,0,0,0,0,0,500,0,0,0,0,0,0,500
          National Conciliation and Mediation Board,0,0,0,0,0,"2,017",0,946,0,0,0,0,"2,963"
          National Labor Relations Commission,0,0,0,0,0,"3,520",0,0,0,0,0,0,"3,520"
          National Maritime Polytechnic,0,0,0,0,0,"2,046",0,0,"16,100",0,0,0,"18,146"
          National Wages and Productivity Commission,0,0,0,0,0,"3,728",0,0,0,0,0,0,"3,728"
          Philippine Overseas Employment Administration,0,0,0,0,0,"7,656",0,0,0,0,0,0,"7,656"
          Technical Education and Skills Development Authority,0,0,0,"1,400","91,898","150,362",0,0,"486,505","4,071",0,0,"734,236"
,,,,,,,,,,,,,
     Department of National Defense,0,0,0,"18,000","148,185","49,722",0,"84,797","4,846,067",0,0,0,"5,146,771"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          DND Proper (Office of the Secretary),0,0,0,0,"48,750","1,391",0,0,"27,978",0,0,0,"78,119"
          Government Arsenal,0,0,0,0,0,464,0,0,443,0,0,0,907
          National Defense College of the Philippines,0,0,0,0,0,841,0,890,0,0,0,0,"1,731"
          Office of Civil Defense,0,0,0,0,"10,000","24,599",0,0,0,0,0,0,"34,599"
          Philippine Veterans Affairs Office,0,0,0,0,154,90,0,493,0,0,0,0,737
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Philippine Veterans Affairs Office (Proper),0,0,0,0,0,80,0,493,0,0,0,0,573
               Military Shrines Service,0,0,0,0,154,10,0,0,0,0,0,0,164
,,,,,,,,,,,,,
          Armed Forces of the Philippines,0,0,0,"18,000","89,281","22,337",0,"83,414","4,817,646",0,0,0,"5,030,678"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Philippine Army (Land Forces),0,0,0,0,0,0,0,0,"19,942",0,0,0,"19,942"
               Philippine Air Force (Air Forces),0,0,0,"18,000","47,144",0,0,0,"5,000",0,0,0,"70,144"
               Philippine Navy (Maritime Forces),0,0,0,0,0,0,0,0,"61,115",0,0,0,"61,115"
               General Headquarters (Proper),0,0,0,0,"42,137","19,854",0,"7,886","4,720,469",0,0,0,"4,790,346"
               Presidential Security Group,0,0,0,0,0,0,0,"74,432",0,0,0,0,"74,432"
               Philippine Military Academy,0,0,0,0,0,"2,483",0,"1,096","8,579",0,0,0,"12,158"
               Armed Forces of the Philippines Medical Center,0,0,0,0,0,0,0,0,"2,541",0,0,0,"2,541"
,,,,,,,,,,,,,
     Department of Public Works and Highways,0,0,0,0,0,"5,770",0,0,867,"86,443,337",0,0,"86,449,974"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"5,770",0,0,867,"86,443,337",0,0,"86,449,974"
,,,,,,,,,,,,,
     Department of Science and Technology,0,0,0,0,"76,611","62,264",0,"7,383","409,404",0,0,0,"555,662"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Office of the Secretary,0,0,0,0,0,"2,424",0,"3,745","9,512",0,0,0,"15,681"
          Advanced Science and Technology Institute,0,0,0,0,"1,378","3,155",0,0,0,0,0,0,"4,533"
          Food and Nutrition Research Institute,0,0,0,0,0,"2,835",0,0,"4,616",0,0,0,"7,451"
          Forest Products Research and Development Institute,0,0,0,0,248,114,0,0,0,0,0,0,362
          Industrial Technology Development Institute,0,0,0,0,0,"8,547",0,0,0,0,0,0,"8,547"
          Metals Industry Research and Development Center,0,0,0,0,0,580,0,999,0,0,0,0,"1,579"
          National Academy of Science and Technology,0,0,0,0,0,100,0,0,0,0,0,0,100
          National Research Council of the Philippines,0,0,0,0,0,64,0,760,119,0,0,0,943
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,
                Astronomical Services Administration,0,0,0,0,"14,679","28,169",0,0,0,0,0,0,"42,848"
          Philippine Council for Advanced Science and,,,,,,,,,,,,,
                Technology Research and Development,0,0,0,0,0,290,0,0,0,0,0,0,290
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,
                and Natural Resources Research and Development,0,0,0,0,0,"1,555",0,0,0,0,0,0,"1,555"
          Philippine Council for Health Research and Development,0,0,0,0,0,472,0,0,28,0,0,0,500
          Philippine Council for Industry and Energy,,,,,,,,,,,,,
                Research and Development,0,0,0,0,0,109,0,0,0,0,0,0,109
          Philippine Institute of Volcanology and Seismology,0,0,0,0,"3,572",385,0,0,"395,030",0,0,0,"398,987"
          Philippine Nuclear Research Institute,0,0,0,0,0,"1,662",0,"1,079",99,0,0,0,"2,840"
