psgc_muni,pov_muni_year,pov_muni_measure,estimate,standard_error,coefficient_of_variation
166723000,2006,Gap,-,-,-
166724000,2006,Gap,-,-,-
166725000,2006,Gap,-,-,-
166727000,2006,Gap,-,-,-
166801000,2006,Gap,-,-,-
166802000,2006,Gap,-,-,-
166804000,2006,Gap,-,-,-
166805000,2006,Gap,-,-,-
166806000,2006,Gap,-,-,-
166807000,2006,Gap,-,-,-
166803000,2006,Gap,-,-,-
166819000,2006,Gap,-,-,-
166808000,2006,Gap,-,-,-
166809000,2006,Gap,-,-,-
166810000,2006,Gap,-,-,-
166811000,2006,Gap,-,-,-
166812000,2006,Gap,-,-,-
166813000,2006,Gap,-,-,-
166814000,2006,Gap,-,-,-
166815000,2006,Gap,-,-,-
166816000,2006,Gap,-,-,-
166817000,2006,Gap,-,-,-
166818000,2006,Gap,-,-,-
150708000,2009,Incidence,32.7,7,21.3
150709000,2009,Incidence,27,5,18.5
150702000,2009,Incidence,17.5,3.6,20.4
150710000,2009,Incidence,30.5,5.4,17.8
150712000,2009,Incidence,35.5,6.6,18.6
150703000,2009,Incidence,25.2,4.3,17.2
150704000,2009,Incidence,39.2,6.7,17
150705000,2009,Incidence,29.4,4.9,16.8
150713000,2009,Incidence,40.3,7.4,18.3
150706000,2009,Incidence,28,6.3,22.4
150707000,2009,Incidence,37.6,7.4,19.7
150711000,2009,Incidence,26.5,5.8,21.8
153601000,2009,Incidence,29.4,4.1,13.9
153602000,2009,Incidence,34.4,4.7,13.6
153603000,2009,Incidence,42.9,7,16.3
153604000,2009,Incidence,33.9,4.9,14.5
153605000,2009,Incidence,36.8,5.7,15.5
153633000,2009,Incidence,38.6,5.8,15
153606000,2009,Incidence,42.6,7,16.5
153637000,2009,Incidence,37.8,6.3,16.6
153607000,2009,Incidence,37.1,6.1,16.4
153632000,2009,Incidence,53.9,10,18.6
153624000,2009,Incidence,41.9,6.1,14.6
153609000,2009,Incidence,34.8,4.9,14
153610000,2009,Incidence,43,6.5,15.1
153639000,2009,Incidence,32.3,4.8,14.8
153611000,2009,Incidence,38.8,5.7,14.8
153641000,2009,Incidence,36,6.9,19.1
153612000,2009,Incidence,36.8,4.7,12.8
153636000,2009,Incidence,55.7,9.7,17.4
153613000,2009,Incidence,32.6,4.5,13.9
153614000,2009,Incidence,46.7,7,15
153634000,2009,Incidence,29.9,4.1,13.6
153615000,2009,Incidence,37.7,5.1,13.7
153616000,2009,Incidence,29.2,4.7,16
153617000,2009,Incidence,34.5,4.7,13.7
153631000,2009,Incidence,46.2,7.5,16.2
153618000,2009,Incidence,39.4,6.9,17.6
153619000,2009,Incidence,54.2,10.2,18.8
153620000,2009,Incidence,43.5,7.3,16.7
153621000,2009,Incidence,37,4.4,11.9
153635000,2009,Incidence,47.3,6.8,14.5
153622000,2009,Incidence,28.3,4.7,16.5
153623000,2009,Incidence,27.5,4.7,17
153625000,2009,Incidence,33.2,4.4,13.4
153640000,2009,Incidence,51.4,10.5,20.4
153638000,2009,Incidence,59.3,9.3,15.6
153626000,2009,Incidence,39.9,5.8,14.6
153627000,2009,Incidence,38,5.4,14.3
153628000,2009,Incidence,44.4,7.3,16.4
153629000,2009,Incidence,45.3,7.9,17.4
153630000,2009,Incidence,25.5,4.2,16.4
153801000,2009,Incidence,51.9,6.2,11.9
153818000,2009,Incidence,39.9,5.3,13.2
153802000,2009,Incidence,53.4,6.9,12.9
153803000,2009,Incidence,50.7,10.6,20.8
153828000,2009,Incidence,51,7,13.7
153831000,2009,Incidence,57,8,14
153830000,2009,Incidence,48.7,6.3,13
153835000,2009,Incidence,49.1,8.1,16.4
153807000,2009,Incidence,45,4.5,10
153805000,2009,Incidence,48.4,5.2,10.8
153806000,2009,Incidence,52.5,11.4,21.6
153836000,2009,Incidence,52.5,6,11.4
153826000,2009,Incidence,43.4,7.9,18.3
153827000,2009,Incidence,47.1,9.9,21.1
153819000,2009,Incidence,61,6.1,10.1
153825000,2009,Incidence,64.5,6.5,10
153814000,2009,Incidence,62.8,6.4,10.1
153820000,2009,Incidence,55.8,7.5,13.5
153832000,2009,Incidence,56.9,7,12.4
153809000,2009,Incidence,43.7,7.3,16.7
153834000,2009,Incidence,41.2,6.1,14.8
153822000,2009,Incidence,53,6,11.4
153810000,2009,Incidence,46.7,6.2,13.2
153823000,2009,Incidence,61.1,7.3,12
153833000,2009,Incidence,66.8,7.7,11.5
153811000,2009,Incidence,42,5.6,13.4
153829000,2009,Incidence,53.9,6.2,11.6
153808000,2009,Incidence,56.9,8.4,14.8
153837000,2009,Incidence,51.2,7.8,15.2
153817000,2009,Incidence,42.9,6.9,16.2
153812000,2009,Incidence,50,3.6,7.2
153824000,2009,Incidence,44.4,6.4,14.5
153813000,2009,Incidence,61.1,6.1,10
153816000,2009,Incidence,50.9,5.7,11.1
153821000,2009,Incidence,51.9,7.9,15.1
153815000,2009,Incidence,34.8,5.1,14.8
156606000,2009,Incidence,53.2,10.5,19.7
156601000,2009,Incidence,42.7,5.4,12.8
156602000,2009,Incidence,46.1,7.8,17
156603000,2009,Incidence,48.3,7.5,15.6
156617000,2009,Incidence,50.1,6.4,12.7
156604000,2009,Incidence,47.9,6.9,14.5
156605000,2009,Incidence,51.9,5.6,10.8
156607000,2009,Incidence,55.9,7,12.5
156619000,2009,Incidence,50.8,9.9,19.4
156618000,2009,Incidence,49.2,6.3,12.7
156616000,2009,Incidence,68.7,8,11.6
156608000,2009,Incidence,49.3,5.9,12
156609000,2009,Incidence,53.2,5.1,9.5
156610000,2009,Incidence,52.6,7.4,14.1
156611000,2009,Incidence,37,5.3,14.3
156612000,2009,Incidence,46.1,4.6,9.9
156613000,2009,Incidence,59.8,5.1,8.5
156614000,2009,Incidence,52.4,5.9,11.4
156615000,2009,Incidence,51.2,6.4,12.5
157002000,2009,Incidence,27.7,4.1,15
157009000,2009,Incidence,38,6.5,17.1
157003000,2009,Incidence,35.2,5.7,16.2
157001000,2009,Incidence,44.9,6.6,14.6
157010000,2009,Incidence,37.2,5.3,14.2
157011000,2009,Incidence,38.9,6.9,17.6
157004000,2009,Incidence,30.4,5.7,18.6
157005000,2009,Incidence,31.7,7.5,23.8
157006000,2009,Incidence,36.4,4.7,12.8
157007000,2009,Incidence,35.3,6.1,17.4
157008000,2009,Incidence,28.6,13,45.4
140101000,2009,Incidence,16.8,2.1,12.7
140102000,2009,Incidence,50.6,9.5,18.9
140103000,2009,Incidence,36.2,5.8,16.1
140104000,2009,Incidence,77.2,10.1,13
140105000,2009,Incidence,32.2,8.8,27.3
140106000,2009,Incidence,32,7.3,22.8
140107000,2009,Incidence,33.5,5,15
140108000,2009,Incidence,36,5.4,14.9
140109000,2009,Incidence,67.2,9.5,14.2
140110000,2009,Incidence,27.5,4.5,16.5
140111000,2009,Incidence,41.4,7.8,18.8
140112000,2009,Incidence,46,8.1,17.6
140113000,2009,Incidence,46.7,8.4,18
140114000,2009,Incidence,36.2,6.7,18.5
140115000,2009,Incidence,55.6,8.8,15.8
140116000,2009,Incidence,34.9,6.9,19.8
140117000,2009,Incidence,35.7,7,19.6
140118000,2009,Incidence,25.9,4.9,18.9
140119000,2009,Incidence,42.8,6.2,14.4
140120000,2009,Incidence,62,8.2,13.2
140121000,2009,Incidence,42.3,6.7,15.9
140122000,2009,Incidence,33.7,6.6,19.7
140123000,2009,Incidence,28.7,6.7,23.3
140124000,2009,Incidence,23.7,4.4,18.7
140125000,2009,Incidence,43.2,8.6,19.9
140126000,2009,Incidence,56.4,9.4,16.6
140127000,2009,Incidence,49.1,7.7,15.7
148101000,2009,Incidence,32.9,7,21.4
148102000,2009,Incidence,30.3,4.6,15.2
148103000,2009,Incidence,26.2,5.3,20.1
148104000,2009,Incidence,40.6,5.3,13
148105000,2009,Incidence,28.8,4.7,16.4
148106000,2009,Incidence,29.8,5.5,18.3
148107000,2009,Incidence,23.8,4.9,20.7
141101000,2009,Incidence,39.7,9.9,24.9
141102000,2009,Incidence,2.4,0.8,31.3
141103000,2009,Incidence,53.7,9.6,17.9
141104000,2009,Incidence,21.5,4.8,22.4
141105000,2009,Incidence,42,8.1,19.2
141106000,2009,Incidence,8.9,2.6,29
141107000,2009,Incidence,58.6,7.3,12.5
141108000,2009,Incidence,37.7,6.6,17.5
141109000,2009,Incidence,67.9,11.3,16.7
141110000,2009,Incidence,5.4,1.5,27.3
141111000,2009,Incidence,16.5,4.3,26.2
141112000,2009,Incidence,19.3,5.4,27.7
141113000,2009,Incidence,14.2,3.2,22.7
141114000,2009,Incidence,30.4,6.9,22.7
142708000,2009,Incidence,33.2,6,18.1
142707000,2009,Incidence,37.1,4.5,12.2
142711000,2009,Incidence,47.5,9.3,19.5
142701000,2009,Incidence,20.9,3.4,16.3
142709000,2009,Incidence,25.2,5.7,22.7
142702000,2009,Incidence,29.9,5.8,19.3
142703000,2009,Incidence,22.9,5,21.9
142704000,2009,Incidence,19.9,3.5,17.4
142705000,2009,Incidence,18.2,3.3,18.3
142706000,2009,Incidence,34.1,4.1,11.9
142710000,2009,Incidence,49.6,7.5,15
143201000,2009,Incidence,30.1,5.7,19.1
143213000,2009,Incidence,17.3,2.8,16.3
143206000,2009,Incidence,24.8,5.3,21.2
143208000,2009,Incidence,26.5,4.5,16.9
143209000,2009,Incidence,29.9,4.3,14.5
143211000,2009,Incidence,25.3,5.4,21.2
143214000,2009,Incidence,30.7,6.1,20
143215000,2009,Incidence,34.1,5.3,15.5
144401000,2009,Incidence,27.4,8.3,30.4
144402000,2009,Incidence,34.4,7.8,22.7
144403000,2009,Incidence,26.9,7.7,28.7
144404000,2009,Incidence,16.7,4.9,29.4
144405000,2009,Incidence,37.4,9.2,24.5
144406000,2009,Incidence,46.7,10,21.4
144407000,2009,Incidence,26,8.1,31.1
144408000,2009,Incidence,39,10.9,27.8
144409000,2009,Incidence,35.4,9,25.4
144410000,2009,Incidence,36.2,7.2,20
137501000,2009,Incidence,3.1,0.9,28.2
137601000,2009,Incidence,2.8,1,37.8
137602000,2009,Incidence,1.4,0.6,42.3
137502000,2009,Incidence,4,1.7,41.4
137401000,2009,Incidence,1.8,0.8,45.1
133900000,2009,Incidence,-,-,-
137402000,2009,Incidence,2.2,0.9,41.1
137603000,2009,Incidence,2.4,1.2,49.6
137503000,2009,Incidence,3.8,1.8,48.4
137604000,2009,Incidence,2,1,41.9
137403000,2009,Incidence,2.2,0.8,37.3
137405000,2009,Incidence,1.5,0.6,42.5
137504000,2009,Incidence,3.7,1.3,33.4
137605000,2009,Incidence,1.7,0.5,26.4
137606000,2009,Incidence,3,1.9,64.9
137404000,2009,Incidence,2.4,0.6,25.3
137607000,2009,Incidence,2.7,1.1,41.5
12801000,2009,Incidence,29.4,1.1,8.5
12802000,2009,Incidence,13.2,2.3,11.7
12803000,2009,Incidence,19.6,1.4,11.3
12804000,2009,Incidence,12.6,2.1,13.6
12811000,2009,Incidence,17.8,2.2,12.2
12806000,2009,Incidence,16.8,5.3,23.5
12807000,2009,Incidence,22.6,1.3,8.7
12805000,2009,Incidence,15.3,1.6,9.6
12808000,2009,Incidence,15.2,2.1,13.1
12809000,2009,Incidence,16.3,2.6,9.8
12810000,2009,Incidence,21.6,5.7,26.3
12812000,2009,Incidence,9.9,0.8,8.2
12813000,2009,Incidence,18.7,2,10.9
12814000,2009,Incidence,24.9,2.7,10.7
12815000,2009,Incidence,20.2,1.3,6.3
12816000,2009,Incidence,14.9,1.2,7.9
12817000,2009,Incidence,14.1,1.6,11.4
12818000,2009,Incidence,16.3,2.6,16.1
12819000,2009,Incidence,17.6,2.3,13
12820000,2009,Incidence,12.3,1.1,9.2
12821000,2009,Incidence,14,1.9,13.5
12822000,2009,Incidence,15,1.3,8.7
12823000,2009,Incidence,16.8,2,12
12901000,2009,Incidence,27.4,2.4,8.6
12902000,2009,Incidence,20.9,2.6,12.6
12903000,2009,Incidence,16.4,1.9,11.3
12904000,2009,Incidence,26.5,3.2,12.2
12905000,2009,Incidence,20.7,2.4,11.4
12907000,2009,Incidence,14.4,1.4,9.9
12908000,2009,Incidence,24.5,3.6,14.6
12906000,2009,Incidence,17.8,2,11
12934000,2009,Incidence,12.4,1.6,12.9
12909000,2009,Incidence,20.6,2.8,13.8
12910000,2009,Incidence,26.1,3.4,13.1
12911000,2009,Incidence,17.3,3.4,19.9
12912000,2009,Incidence,18.1,2.5,13.9
12913000,2009,Incidence,28.4,4.6,16
12914000,2009,Incidence,17.7,1.9,11
12915000,2009,Incidence,27.2,4.3,15.8
12916000,2009,Incidence,22.7,2.8,12.5
12917000,2009,Incidence,23.7,4.7,19.9
12918000,2009,Incidence,15.7,2.9,18.6
12919000,2009,Incidence,15.4,2.4,15.4
12920000,2009,Incidence,18,2.3,12.8
12921000,2009,Incidence,12.9,2.8,21.5
12922000,2009,Incidence,13.6,2.3,16.9
12923000,2009,Incidence,11.7,2.3,19.6
12924000,2009,Incidence,24,2.3,9.7
12925000,2009,Incidence,25.1,2.8,11.2
12926000,2009,Incidence,16.9,2.1,12.7
12927000,2009,Incidence,20.9,2.4,11.4
12928000,2009,Incidence,16.4,2,12.3
12929000,2009,Incidence,27.2,5.5,20.1
12930000,2009,Incidence,18.7,2.5,13.2
12931000,2009,Incidence,35.4,7.4,20.9
12932000,2009,Incidence,24.4,4.4,18.1
12933000,2009,Incidence,20.6,1.9,9.3
13301000,2009,Incidence,21.3,2.2,10.3
13302000,2009,Incidence,26,3.5,13.4
13303000,2009,Incidence,21.1,1.8,8.4
13304000,2009,Incidence,35.1,3.6,10.2
13305000,2009,Incidence,26.6,2.2,8.2
13306000,2009,Incidence,27.9,3.3,11.9
13307000,2009,Incidence,20.3,2.2,10.7
13308000,2009,Incidence,26.2,2.8,10.6
13309000,2009,Incidence,25.2,1.8,7.2
13314000,2009,Incidence,15,1.3,8.9
13310000,2009,Incidence,24.7,2.9,11.8
13311000,2009,Incidence,21.9,2.8,12.9
13312000,2009,Incidence,27.4,2.6,9.4
13313000,2009,Incidence,24.8,3.6,14.4
13315000,2009,Incidence,29.7,4,13.6
13316000,2009,Incidence,22.7,2.8,12.3
13317000,2009,Incidence,22.7,1.4,6.3
13318000,2009,Incidence,32.7,3.2,9.8
13319000,2009,Incidence,25.8,3.6,14
13320000,2009,Incidence,26.2,3.5,13.3
15501000,2009,Incidence,28.4,3.3,11.5
15502000,2009,Incidence,26,2.1,8.1
15504000,2009,Incidence,20.3,1.5,7.5
15505000,2009,Incidence,25.9,2.1,8
15506000,2009,Incidence,20.4,2,10
15507000,2009,Incidence,21.4,2.1,10
15508000,2009,Incidence,21,1.1,5.3
15509000,2009,Incidence,24.6,1.2,5
15510000,2009,Incidence,23.4,2.2,9.4
15511000,2009,Incidence,24.2,1.9,7.9
15512000,2009,Incidence,14.8,1.4,9.7
15513000,2009,Incidence,17.5,1.7,9.6
15514000,2009,Incidence,28.7,2.8,9.7
15515000,2009,Incidence,24.8,1.9,7.6
15516000,2009,Incidence,28.7,2.8,9.8
15517000,2009,Incidence,17.2,1.9,11.1
15503000,2009,Incidence,19.9,2,10.1
15546000,2009,Incidence,14.4,1.2,8.4
15518000,2009,Incidence,13.9,1,7
15519000,2009,Incidence,25.3,2.4,9.6
15520000,2009,Incidence,24,2.6,11
15521000,2009,Incidence,18.6,1.8,9.9
15548000,2009,Incidence,21,1.2,5.9
15522000,2009,Incidence,18.3,1.1,5.8
15523000,2009,Incidence,21.5,1.6,7.6
15524000,2009,Incidence,24.5,1.5,6.3
15525000,2009,Incidence,22.3,2.5,11.2
15526000,2009,Incidence,17.8,1.3,7
15527000,2009,Incidence,25.5,2,8
15528000,2009,Incidence,21.3,2.1,10
15529000,2009,Incidence,21.5,2.8,12.8
15530000,2009,Incidence,20,1.4,7.2
15531000,2009,Incidence,17.9,1.9,10.4
15532000,2009,Incidence,26.4,1.9,7.3
15533000,2009,Incidence,22.1,2.3,10.3
15534000,2009,Incidence,21.1,2.6,12.3
15535000,2009,Incidence,21.3,2.1,10
15536000,2009,Incidence,18.9,1.2,6.6
15537000,2009,Incidence,20.5,2.3,11.2
15538000,2009,Incidence,20.4,2.1,10.2
15539000,2009,Incidence,18.3,2.5,13.8
15540000,2009,Incidence,17.5,1.2,6.6
15541000,2009,Incidence,18.9,1.7,8.8
15542000,2009,Incidence,26.7,1.3,4.9
15543000,2009,Incidence,16.4,1.2,7.3
15544000,2009,Incidence,22.9,2.2,9.6
15545000,2009,Incidence,31.7,3,9.6
15547000,2009,Incidence,17,1.7,9.8
20901000,2009,Incidence,5.1,1.9,36.8
20902000,2009,Incidence,12.6,4.2,33.4
20903000,2009,Incidence,8.9,3.8,42.2
20904000,2009,Incidence,8.9,3.8,42.8
20905000,2009,Incidence,11.4,3.9,33.8
20906000,2009,Incidence,8.1,3.2,39.6
21501000,2009,Incidence,21.6,2.6,12.1
21502000,2009,Incidence,21.8,2.3,10.4
21503000,2009,Incidence,21.2,2.6,12.4
21504000,2009,Incidence,27.9,2.1,7.5
21505000,2009,Incidence,15.4,1.7,11.2
21506000,2009,Incidence,22.6,1.9,8.6
21507000,2009,Incidence,22.7,2.5,11.1
21508000,2009,Incidence,22.4,2.3,10.2
21509000,2009,Incidence,27.7,4.1,14.9
21510000,2009,Incidence,16.9,1.9,11.5
21511000,2009,Incidence,15.1,1.8,12.1
21512000,2009,Incidence,19.8,2.3,11.5
21513000,2009,Incidence,19.2,1.9,9.9
21514000,2009,Incidence,16.6,2.4,14.5
21515000,2009,Incidence,19.5,2.3,11.7
21516000,2009,Incidence,16.7,2.2,13.1
21517000,2009,Incidence,18.2,2.2,11.8
21518000,2009,Incidence,20.7,2.6,12.4
21519000,2009,Incidence,18.2,2.4,13
21520000,2009,Incidence,22.5,2.8,12.5
21521000,2009,Incidence,26.1,2.8,10.9
21522000,2009,Incidence,13.4,2.2,16.6
21523000,2009,Incidence,16.3,2.7,16.2
21524000,2009,Incidence,17.2,3.7,21.4
21525000,2009,Incidence,18.6,3.1,16.5
21526000,2009,Incidence,26.3,3,11.2
21527000,2009,Incidence,22.5,2,8.8
21528000,2009,Incidence,22.7,2.3,10.2
21529000,2009,Incidence,8.5,1.1,12.9
23101000,2009,Incidence,17.2,2,11.8
23102000,2009,Incidence,18.9,1.8,9.4
23103000,2009,Incidence,16.4,1.9,11.9
23104000,2009,Incidence,25.4,2.9,11.3
23105000,2009,Incidence,18.2,3.3,18.1
23106000,2009,Incidence,16.6,1.8,11
23107000,2009,Incidence,12.7,2.1,16.8
23108000,2009,Incidence,15.9,1.5,9.6
23135000,2009,Incidence,10.8,1.6,14.3
23109000,2009,Incidence,16.3,2,12.4
23118000,2009,Incidence,19.9,2.2,11.2
23110000,2009,Incidence,13.8,4.9,35.3
23111000,2009,Incidence,23.6,4.1,17.4
23112000,2009,Incidence,15.2,1.4,9.2
23113000,2009,Incidence,14.8,2.6,17.7
23114000,2009,Incidence,15.3,1.3,8.3
23115000,2009,Incidence,15.5,2.1,13.7
23116000,2009,Incidence,13.8,2.2,16.2
23117000,2009,Incidence,9.9,2.4,24.3
23119000,2009,Incidence,23.8,2.7,11.4
23120000,2009,Incidence,18.7,2,10.5
23121000,2009,Incidence,19.8,2.9,14.9
23122000,2009,Incidence,23.8,3.4,14.2
23123000,2009,Incidence,20.4,2.2,10.8
23124000,2009,Incidence,16.3,2.1,13.1
23125000,2009,Incidence,14,2.5,17.9
23126000,2009,Incidence,15.8,2.1,13.2
23127000,2009,Incidence,11.8,2,17.1
23128000,2009,Incidence,21.6,2.5,11.6
23129000,2009,Incidence,17.3,2.7,15.6
23130000,2009,Incidence,20.5,2.4,11.9
23131000,2009,Incidence,24.2,2,8.3
23132000,2009,Incidence,14.6,2.1,14.2
23133000,2009,Incidence,19.7,3.3,16.7
23134000,2009,Incidence,24.4,2.9,11.8
23136000,2009,Incidence,18.5,2.4,12.9
23137000,2009,Incidence,19.8,1.8,9
25015000,2009,Incidence,14,4.6,33.1
25001000,2009,Incidence,15.5,3.9,25.1
25002000,2009,Incidence,16.2,2.1,13.1
25003000,2009,Incidence,13.4,2.2,16.2
25004000,2009,Incidence,11.3,1.5,13.6
25005000,2009,Incidence,8.6,1.4,16.7
25006000,2009,Incidence,17.6,2.1,12.1
25007000,2009,Incidence,11.4,2.5,21.6
25008000,2009,Incidence,15.4,2.5,16.4
25009000,2009,Incidence,13.6,2.1,15.5
25010000,2009,Incidence,16.1,2.4,14.9
25011000,2009,Incidence,16.6,3.3,19.6
25012000,2009,Incidence,11.4,2.6,23.1
25013000,2009,Incidence,10.1,1.7,17.3
25014000,2009,Incidence,11.1,2.7,24.4
25701000,2009,Incidence,16.3,2.4,14.8
25702000,2009,Incidence,11.8,2.3,19.5
25703000,2009,Incidence,17.5,1.9,10.6
25704000,2009,Incidence,14.4,2,13.9
25706000,2009,Incidence,15.4,3.1,20.1
25705000,2009,Incidence,18.8,3.3,17.5
37701000,2009,Incidence,9.6,2.2,23.4
37702000,2009,Incidence,19.7,3.5,17.5
37703000,2009,Incidence,19.2,3.9,20.4
37704000,2009,Incidence,25.6,4.9,19.2
37705000,2009,Incidence,14.5,4.2,28.8
37706000,2009,Incidence,17.9,3.1,17.3
37707000,2009,Incidence,13.2,2,15.4
37708000,2009,Incidence,13.8,3.1,22
30801000,2009,Incidence,7,2.1,29.5
30802000,2009,Incidence,19.7,3.3,16.8
30803000,2009,Incidence,5.9,1.2,21.1
30804000,2009,Incidence,11.7,1.9,16.2
30805000,2009,Incidence,12.6,2,16
30806000,2009,Incidence,7.4,2.4,32.5
30807000,2009,Incidence,7.2,1.8,24.7
30808000,2009,Incidence,20.8,4.8,22.9
30809000,2009,Incidence,10.4,1.8,17.6
30810000,2009,Incidence,9.5,1.8,19
30811000,2009,Incidence,8.9,2,23
30812000,2009,Incidence,12,2.2,18
31401000,2009,Incidence,7.8,1.9,24.9
31402000,2009,Incidence,5.5,1.9,33.9
31403000,2009,Incidence,5.7,1.3,22.6
31404000,2009,Incidence,3.4,1.4,40.6
31405000,2009,Incidence,3.6,1.3,36.9
31406000,2009,Incidence,8.1,2,24.3
31407000,2009,Incidence,6.4,1.5,22.8
31410000,2009,Incidence,5.2,0.8,15.5
31412000,2009,Incidence,4.5,1.3,27.9
31420000,2009,Incidence,5.8,1.1,19
31424000,2009,Incidence,35.2,5.4,15.4
31408000,2009,Incidence,4.1,1.3,31.3
31409000,2009,Incidence,8.6,1.6,18.4
31411000,2009,Incidence,3.4,1.3,37.1
31413000,2009,Incidence,10,2.4,24
31414000,2009,Incidence,6.8,2.1,30.8
31415000,2009,Incidence,7.6,1.7,22
31416000,2009,Incidence,7.1,1.8,25.5
31417000,2009,Incidence,5,1.5,29.4
31418000,2009,Incidence,6.9,1.4,20.8
31419000,2009,Incidence,12.3,1.5,12
31421000,2009,Incidence,11.8,1.6,13.5
31422000,2009,Incidence,8.3,1.4,16.3
31423000,2009,Incidence,5,1.3,26.2
34901000,2009,Incidence,25.4,3.6,14.2
34902000,2009,Incidence,21.7,2.8,13
34903000,2009,Incidence,10.9,1.1,9.9
34904000,2009,Incidence,15.2,2.5,16.4
34905000,2009,Incidence,32.3,4,12.4
34908000,2009,Incidence,14,2,14.3
34906000,2009,Incidence,27.2,2.4,8.9
34907000,2009,Incidence,29.2,3.4,11.6
34909000,2009,Incidence,26.8,3.1,11.4
34910000,2009,Incidence,15.7,3.3,20.8
34911000,2009,Incidence,25.2,2.3,9.1
34912000,2009,Incidence,19,2.7,14.2
34913000,2009,Incidence,31.2,3.5,11.1
34914000,2009,Incidence,25.5,4.1,16.1
34915000,2009,Incidence,25.7,3.1,11.8
34916000,2009,Incidence,26.4,3.3,12.3
34918000,2009,Incidence,25.8,3.3,12.9
34919000,2009,Incidence,16,2.1,13
34920000,2009,Incidence,21.8,3.2,14.5
34921000,2009,Incidence,11.3,3.1,27.1
34922000,2009,Incidence,26.7,3.3,12.2
34923000,2009,Incidence,19.3,2.4,12.5
34924000,2009,Incidence,17.2,3.3,18.9
34925000,2009,Incidence,11.8,2.7,22.5
34926000,2009,Incidence,19.1,2.2,11.7
34927000,2009,Incidence,13.6,2.5,18.6
34928000,2009,Incidence,15,2,13
34929000,2009,Incidence,20.3,2.5,12.3
34917000,2009,Incidence,21.4,2.6,12
34930000,2009,Incidence,18.3,1.8,10.1
34931000,2009,Incidence,36,3,8.3
34932000,2009,Incidence,19.3,2.6,13.6
35401000,2009,Incidence,5,1.1,22.4
35402000,2009,Incidence,9.1,2.1,22.7
35403000,2009,Incidence,8.7,1.6,18.3
35404000,2009,Incidence,6.2,1.8,28.3
35405000,2009,Incidence,17.7,2.7,15.3
35416000,2009,Incidence,4.8,1.1,22.9
35406000,2009,Incidence,13.4,1.6,11.6
35407000,2009,Incidence,7.4,1.3,17.9
35408000,2009,Incidence,10.6,1.5,13.9
35409000,2009,Incidence,7.2,2.1,29.5
35410000,2009,Incidence,9.2,1.9,20.9
35411000,2009,Incidence,8.1,1.9,23.4
35412000,2009,Incidence,9.1,2.2,24
35413000,2009,Incidence,7.7,1.4,18.5
35414000,2009,Incidence,9,2.1,22.8
35415000,2009,Incidence,11.3,2.1,18.3
35417000,2009,Incidence,16.2,2.9,17.7
35418000,2009,Incidence,9.1,2.4,25.8
35419000,2009,Incidence,11,2.4,22
35420000,2009,Incidence,9.4,2.8,30.3
35421000,2009,Incidence,6,2.3,39.3
35422000,2009,Incidence,11.5,2.3,20.3
36901000,2009,Incidence,18,3.3,18.1
36902000,2009,Incidence,10.6,3.4,32
36903000,2009,Incidence,15.8,1.8,11.6
36904000,2009,Incidence,13.2,2.5,19.3
36916000,2009,Incidence,8.7,0.8,9.5
36905000,2009,Incidence,13.5,1.9,13.9
36906000,2009,Incidence,17.6,2.2,12.4
36907000,2009,Incidence,17,2.5,14.5
36908000,2009,Incidence,28.3,4,14
36909000,2009,Incidence,15.9,2.1,13.4
36910000,2009,Incidence,12.8,1.6,12.5
36911000,2009,Incidence,14.7,2.7,18.1
36912000,2009,Incidence,16.7,3.2,19.2
36913000,2009,Incidence,18.2,3.1,17.3
36918000,2009,Incidence,32.1,3.9,12.1
36914000,2009,Incidence,17,3.1,18.4
36915000,2009,Incidence,21.8,2.9,13.1
36917000,2009,Incidence,20.2,2.7,13.3
37101000,2009,Incidence,17.4,2.4,14
37102000,2009,Incidence,21.2,2.7,12.5
37103000,2009,Incidence,18.2,2.9,16.1
37104000,2009,Incidence,12.5,2.6,21.1
37105000,2009,Incidence,12.5,2.8,22.2
37106000,2009,Incidence,18.2,3.4,18.4
37107000,2009,Incidence,4.5,1.6,35.1
37108000,2009,Incidence,21.3,2.7,12.7
37109000,2009,Incidence,12,2.1,17.8
37110000,2009,Incidence,14.5,3.7,25.4
37111000,2009,Incidence,14.8,2,13.5
37112000,2009,Incidence,10.7,2.1,19.4
37113000,2009,Incidence,18.7,2.7,14.3
37114000,2009,Incidence,11.5,2.5,21.8
41001000,2009,Incidence,15.4,1.9,12.1
41002000,2009,Incidence,8.6,1.5,17
41003000,2009,Incidence,14.1,1.3,9
41004000,2009,Incidence,17.2,2.8,16.2
41005000,2009,Incidence,7.1,0.7,9.7
41006000,2009,Incidence,2.7,0.7,24.4
41007000,2009,Incidence,17.8,1.7,9.4
41008000,2009,Incidence,21.9,2.4,10.8
41031000,2009,Incidence,4,0.7,16.6
41009000,2009,Incidence,9.9,1.6,16.5
41010000,2009,Incidence,12.1,1.8,15
41011000,2009,Incidence,21.8,2.5,11.3
41012000,2009,Incidence,14.3,1.3,8.9
41013000,2009,Incidence,16.5,2.4,14.7
41014000,2009,Incidence,3.9,0.6,16.3
41015000,2009,Incidence,19.1,2.1,10.7
41016000,2009,Incidence,11.7,1.5,12.9
41017000,2009,Incidence,6.5,1.5,22.2
41018000,2009,Incidence,9.8,2,20.1
41019000,2009,Incidence,17.3,2,11.3
