region,prov,proj_type,title,address,,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Basak, San Juan (Cabalian), Southern Leyte","Basak, San Juan (Cabalian), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Cogon, Pintuyan, Southern Leyte ","Cogon, Pintuyan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Canlusay, Macrohon, Southern Leyte ","Canlusay, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Mohon, Macrohon, Southern Leyte ","Mohon, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Camang, San Ricardo, Southern Leyte ","Camang, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Benit, Malitbog, Southern Leyte ","Benit, Malitbog, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Hinapu Daku, City of Maasin (Capital), Southern Leyte","Hinapu Daku, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Gawisan, City of Maasin (Capital), Southern Leyte","Gawisan, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Garrido, San Juan (Cabalian), Southern Leyte","Garrido, San Juan (Cabalian), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond 1 Manlico, Hinunangan, Southern Leyte","Manlico, Hinunangan, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Asphalt Barangay Ilihan, Macrohon","Ilihan, Macrohon, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Estela, Liloan, Southern Leyte ","Estela, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Esperanza, San Ricardo, Southern Leyte ","Esperanza, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer San Agustin, City of Maasin (Capital), Southern Leyte","San Agustin, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary)  Barangay Laray, Macrohon","Laray, Macrohon, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Pres. Quezon (Maugoc), Liloan, Southern Leyte ","Pres. Quezon (Maugoc), Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Cogon, Pintuyan, Southern Leyte 3","Cogon, Pintuyan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Benit, San Ricardo, Southern Leyte ","Benit, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Calinao, Hinunangan, Southern Leyte","Casao, Bontoc, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Camang, San Ricardo, Southern Leyte 2","Camang, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Cogon, Pintuyan, Southern Leyte 2","Cogon, Pintuyan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Hinapu Daku, City of Maasin (Capital), Southern Leyte","Hinapu Daku, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Inolinan, San Ricardo, Southern Leyte ","Inolinan, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer  Looc, San Ricardo, Southern Leyte ","Looc, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse Minoyho, San Juan (Cabalian)","Minoyho, San Juan (Cabalian), Southern Leyte ",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse Poblacion Ibabao, Pintuyan, Southern Leyte ","Poblacion Ibabao, Pintuyan, Southern Leyte ",,
RFU VIII,Southern Leyte,Nurseries,"Nurseries  Caraatan, Malitbog, Southern Leyte ","Caraatan, Malitbog, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"FMR Concrte Basak, City of Maasin (Capital), Southern Leyte","Basak, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra DryerMercedes, Silago, Southern Leyte 1","Mercedes, Silago, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond 2 Tagup-on, Anahawan, Southern Leyte","Tagup-on, Anahawan, Southern Leyte ",,
RFU VIII,Southern Leyte,Trading Post,"Trading Post Marayag, San Francisco, Southern Leyte ","Marayag, San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra DryerMercedes, Silago, Southern Leyte 2","Mercedes, Silago, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Amaga, Hinundayan, Southern Leyte","Amaga, Hinundayan, Southern Leyte",,
RFU VIII,Southern Leyte,Multi Purpose Drying Pavement (MPDP),"MPDP Multi Purpose Drying Pavement An-an, Hinundayan, Southern Leyte","An-an, Hinundayan, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Capacuhan, Anahawan, Southern Leyte","Capacuhan, Anahawan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Canlawis, Pintuyan, Southern Leyte 2","Canlawis, Pintuyan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Cambaro, Macrohon, Southern Leyte ","Cambaro, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Barangay Caligangan, Liloan, ","Caligangan, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Cabadiangan, City of Maasin (Capital), Southern Leyte","Cabadiangan, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Tambis II, Saint Bernard, Southern Leyte","Tambis II, Saint Bernard, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Amparo, Macrohon, Southern Leyte ","Amparo, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Benit, San Ricardo, Southern Leyte 2","Benit, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer," Copra Dryer Ilag, Liloan, Southern Leyte ","Ilag, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Cabulisan, Hinundayan, Southern Leyte","Cabulisan, Hinundayan, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Laboon, City of Maasin (Capital), Southern Leyte","Laboon, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Lo-ok, Anahawan, Southern Leyte","Lo-ok, Anahawan, Southern Leyte ",,
RFU VIII,Southern Leyte,Nurseries,"Nurseries Barangay Danao, Macrohon, Southern Leyte ","Danao, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Puntana, Silago, Southern Leyte 6","Puntana, Silago, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Tigbawan II, Malitbog, Southern Leyte","Tigbawan II, Malitbog, Southern Leyte ",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse Rizal, Sogod, Southern Leyte","Rizal, Sogod, Southern Leyte",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Earth Buenavista, Bontoc, Southern Leyte)","Buenavista, Bontoc, Southern Leyte",,
RFU VIII,Southern Leyte,Fishpond,"PSF Fishpond Manlico, Hinunangan 3, Southern Leyte","Manlico, Hinunangan, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Nahulid, Libagon, Southern Leyte","Nahulid, Libagon, Southern Leyte",,
RFU VIII,Southern Leyte,Rice Mill (Single Pass)," Rice Mill/Mini Cono (Stationary) Tahusan, Hinunangan, Southern Leyte","Tahusan, Hinunangan, Southern Leyte",,
RFU VIII,-,Copra Dryer,"Copra Dryer Lapgap, Maydolong, Eastern Samar ","Lapgap, Maydolong, Eastern Samar ",,
RFU VIII,-,Sea Cage,"Sea Cage San Isidro (Poblacion), Biliran ","San Isidro (Poblacion), Biliran ",,
RFU VIII,-,National Irrigation System (NIS),Calbiga Irrigation Project,"Calbiga, Western Samar  ",,
RFU VIII,-,Agri-Market,"Agri-market -Suribao, Borongan (Capital), Eastern Samar ","Suribao, Borongan (Capital), Eastern Samar ",,
RFU IX,Zamboanga del Norte,Farm-To-Market Road,FMR East Poblacion Nipilan,East Poblacion- Nipilan,,
RFU IX,Zamboanga del Norte,Farm-To-Market Road,Farm-To-Market Road New Sequijor-G. Bergado Mutia ,New Sequijor-G. Bergado Mutia ,,
RFU IX,Zamboanga del Norte,Organic Trading Post,"2015 Organic Trading Post Dumalinao, Zamboanga del Sur","Dumalinao, Zamboanga del Sur",,
RFU IX,Zamboanga del Norte,Organic Trading Post,"2016 Organic Trading Post Buug, Zamboanga del Norte","Buug, Zamboanga del Norte",,
RFU IX,Zamboanga del Norte,Farm-To-Market Road,FMR Kawit Bridge,Kawit Bridge Zamboanga del Norte,,
RFU IX,Zamboanga del Norte,Organic Trading Post,2015 Organic Trading Post Zamboanga del Norte,"Liloy, Zamboanga del Norte",,
RFU IX,Zamboanga del Norte,Organic Trading Post,2016 Organic Trading Post Katipunan Zamboanga del Norte,Katipunan Zamboanga del Norte,,
RFU IX,Zamboanga del Norte,Farm-To-Market Road,FMR Kauswagan,"Baliguian Barangay Kauswagan, Zamboanga del Norte",,
RFU IX,Zamboanga del Norte,National Irrigation System (NIS),Sindangan Irrigation System Extension Project,"Sindangan, Zamboanga del Norte  ",,
RFU IX,Zamboanga del Norte,Farm-To-Market Road,Farm-To-Market Road Alvenda Mutia,Alvinda Mutya,,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,"Ambulon, Vicenzo sagum","Ambulon, Vicenzo sagum Zamboanga Del Sur",,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,Farm-To-Market Road Bokong- Langapod ,Bokong- Langapod ,,
RFU IX,Zamboanga del Sur,Demo Farm,Improvement of Existing Stock Farms-Zamboanga Del Sur,"Bagalupa, Zamboanga Del Sur",,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,"FMR Tiguma, Barangay Kawit","Tiguma, Barangay Kawit Zamboanga Del Sur",,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,"FMR Lacarayan, Tigbao","Lacarayan, Tigbao Zamboanga Del Sur",,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,FMR Sta. Rita,Sta. Rita Zamboanga Del Sur,,
RFU IX,Zamboanga del Sur,Demo Farm,Improvement of Existing Stock Farms Zamboanga Del Sur,"Bagalupa, Zamboanga Del Sur",,
RFU IX,Zamboanga del Sur,National Irrigation System (NIS),Salug River Irrigation System Project,"Molave, Zamboanga del Sur ",,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,"FMR Codilog, Dimatiling","Codilog, Dimatiling Zamboanga Del Sur",,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,"FMR Rebokon, San Pablo","Rebokon, San Pablo Zamboanga Del Sur",,
RFU IX,Zamboanga del Sur,Demo Farm,Improvement of existing stock farms-Zamboanga del Sur,"Bagalupa, Zamboanga del Sur",,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,"Lumbog, Limamawan",Lumbog-Limamawan Zamboanga Del Sur,,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,FMR Nemeno-Dawa,Nemeno-Dawa Zamboanga Del Sur,,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,FMR La Dicha,"Barangay Ladicha, Zamboanga del Sur",,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,"FMR Canipay, Golitop","Canipay, Golitop Zamboanga Del Sur",,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,FMR Gabunon- Alang-Alang ,Gabunon- Alang-Alang Zamboanga del Sur,,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,FMR Moradji-Dawa,Muraji-Dawa Zamboanga Del Sur,,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,FMR Sitio Balabag,"Sito Balabag, Zamboanga Del Sur",,
RFU IX,Zamboanga del Sur,Farm-To-Market Road,"FMR Sto. Nino, Sominot","Sto Nino, Sominot Zamboanga Del Sur",,
RFU IX,Zamboanga Sibugay,Tramline,Agricultural Tramline System,RT Lim Zamboanga Sibugay,,
RFU IX,Zamboanga Sibugay,Tramline,Agricultural Tramline System,Barangay Alicia Zamboanga Sibugay,,
RFU IX,Zamboanga Sibugay,National Irrigation System (NIS),Lower Sibuguey River Irrigation System II Extension Project,"Diplahan, Zamboanga Sibugay  ",,
RFU IX,Zamboanga Sibugay,Multi Purpose Drying Pavement (MPDP),Solar Dryer ,Gandian Imelda,,
RFU IX,Zamboanga Sibugay,National Irrigation System (NIS),Lower Sibuguey River Irrigation System II Extension Project,"Diplahan, Imelda, Siay, and Payao, Zamboanga Sibugay   ",,
RFU IX,Zamboanga Sibugay,Organic Trading Post,2014 Organic Trading Post Titay Zamboanga Sibugay,Zamboanga Sibugay,,
RFU IX,Zamboanga Sibugay,Farm-To-Market Road,FMR Malungan,"Barangay Malungan, Zamboanga Sibugay",,
RFU IX,Zamboanga Sibugay,Farm-To-Market Road,FMR Barangay Siawang,"Siawang, R.T. Lim, Zamboanga Sibugay",,
RFU IX,Zamboanga Sibugay,National Irrigation System (NIS),Titay Small Reservoir Irrigation Project,"Titay, Zamboanga ",,
RFU IX,Zamboanga City,Small Water Impounding System (SWIP),Small Water Impounding System,Buenavista,,
RFU IX,Zamboanga City,Farm-To-Market Road,FMR Riars (Phase III),"Riars (Phase III), Zamboanga City",,
RFU IX,Zamboanga City,Organic Trading Post,2014 Organic Trading Post Zamboanga City,Zamboanga City,,
RFU IX,Zamboanga City,Tramline,Agricultural Tramline ,Sta.Rita,,
RFU IX,Zamboanga City,Farm-To-Market Road,FMR Sitio Baluno,"Sitio Baluno, Zamboanga City",,
RFU IX,Zamboanga City,Farm-To-Market Road,Farm-To-Market Road Famukutan,Famukutan,,
RFU IX,Zamboanga City,Multi Purpose Drying Pavement (MPDP),Solar Dryer ,Barangay Baluno Zamboanga City,,
RFU IX,Zamboanga City,Farm-To-Market Road,"Farm-To-Market Road New Argao, Singiran  ",New Argao-Singiran  ,,
RFU IX,Zamboanga City,Tramline,Agricultural Tramline ,Maria Clara Lorenzo Lobregat Hwy,,
RFU X,Bukidnon,Hand Tractor,"Hand Tractor/Power Tiller Kahaponan, Valencia City","ARFI Lopez Farm IA, Kahaponan, Valencia City",,
RFU X,Bukidnon,National Irrigation System (NIS),Nala Irrigation Project,"San Fernando, Bukidnon ",,
RFU X,Bukidnon,National Irrigation System (NIS),Dagumbaan Irrigation Project,"Maramag, Bukidnon ",,
RFU X,Bukidnon,Flatbed Dryer (FBD),"Flatbed Rehabilitationilitation San Martin, Malaybalay City","SAS IA, San Martin, Malaybalay City",,
RFU X,Bukidnon,National Irrigation System (NIS),Talakag Irrigation Project,"Talakag, Bukidnon ",,
RFU X,Bukidnon,Palay Shed,"Palay Shed Apo Macote, Malaybalay City","Apo Macote MPC, Apo Macote, Malaybalay City",,
RFU X,Bukidnon,Tramline,"Tramline Libona, Bukidnon","Gotasan, Capehan, Libona, Bukidnon",,
RFU X,Bukidnon,Hand Tractor,"Hand Tractor Tongantongan, Valencia City","Tongantongan Ricebowl Sunriser, Tongantongan, Valencia City",,
RFU X,Bukidnon,Farm-To-Market Road,"FMR Rehabilitationilitation of (Spillway), Kitubo, Kitaotao  ","Kitubo, Kitaotao, Bukidnon  ",,
RFU X,Bukidnon,Hand Tractor,"Hand Tractor/Power Tiller San Isidro, Valencia City","San Isidro, Valencia City",,
RFU X,Bukidnon,Demo Farm,"Improvement of existing stock farms-Daluangan, Malaybalay","Daluangan, Malaybalay",,
RFU X,Bukidnon,Tramline,"Tramline Intabas, Impasug-ong, Bukidnon","Intabas, Impasug-ong, Bukidnon",,
RFU X,Bukidnon,Organic Trading Post,"2014 Organic Trading Post Malitbog, Bukidnon","Malitbog, Bukidnon",,
RFU X,Bukidnon,Tiller,"Power Tiller Delapa, Quezon, Bukidnon","Delapa, Quezon, Bukidnon",,
RFU X,Bukidnon,Mechanical Dryer,Rehabilitationilitation of Mechanical Dryer Valencia City,"Sugod, Valencia City",,
RFU X,Bukidnon,Harvester,"Rice Cutter/Harvester Maramag, Bukidnon","BLGU P7 Kalagutay IA, Kalagutay, Base Camp, Maramag, Bukidnon",,
RFU X,Bukidnon,Hand Tractor,"Hand Tractor Pinatilan, Valencia City","RIS-MACRAPIMA IA, Pinatilan, Valencia City",,
RFU X,Bukidnon,Hand Tractor,"Hand Tractor Kahaponan, Valencia City","ARFI Logong IA,Kahaponan, Valencia City",,
RFU X,Bukidnon,Demo Farm,Improvement of Existing Stock Farms-Malaybalay,"Daluangan, Malaybalay",,
RFU X,Bukidnon,Hand Tractor,"Hand Tractor/Power Tiller Nabag-O, Valencia City","Nabag-O  IA, Nabag-O, Valencia City",,
RFU X,Bukidnon,Flatbed Dryer (FBD),"Flatbed Construction Managok, Malaybalay City","Managok IA, Managok, Malaybalay City",,
RFU X,Bukidnon,Flatbed Dryer (FBD),"Flatbed Construction Busdi, Malaybalay City","BuSDi IA, BuSDi, Malaybalay City",,
RFU X,Bukidnon,Demo Farm,Improvement of Existing Stock Farms-Malaybalay,"Daluangan, Malaybalay",,
RFU X,Bukidnon,Flatbed Dryer (FBD),"Flatbed Construction Incalbug, Malaybalay City","Incalbug IA, Incalbug, Malaybalay City",,
RFU X,Bukidnon,Flatbed Dryer (FBD),"Flatbed Construction Silae, Malaybalay City","SILAE IA, Silae, Malaybalay City",,
RFU X,Bukidnon,Multi Purpose Drying Pavement (MPDP),"MPDP Hindangon, Valencia City","Hindangon, Valencia City",,
RFU X,Bukidnon,Tresher and Mudboat,"On-Farm and Postharvest Mechanization of the Agri-pinoy Rice Program  Malabalay City, Bukidnon","Linabu, Malaybalay City, Bukidnon",,
RFU X,Bukidnon,National Irrigation System (NIS),Kulaman Small Reservoir Irrigation Project (KOICA GRANT),"Maramag, Malaybalay City, Bukidnon",,
RFU X,Bukidnon,Flatbed Dryer (FBD),"Flatbed Rehabilitationilitation C3, Colonia, Valencia City","C3, Colonia, Valencia City",,
RFU X,Bukidnon,Palay Shed,"Palay Shed Maramag, Bukidnon","Springside IA, Springside, North Poblacion, Maramag, Bukidnon",,
RFU X,Bukidnon,Farm-To-Market Road,"FMR Rehabilitationilitation of (Bridge), Sinuda, Kitaotao  "," Sinuda,Kitaotao, Bukidnon  ",,
RFU X,Bukidnon,Flatbed Dryer (FBD),"Flatbed Rehabilitationilitation Colonia, Valencia City","Colonia, Valencia City",,
RFU X,Bukidnon,Flatbed Dryer (FBD),"Flatbed Construction Zamboanguita, Malaybalay City","Zamboanguita IA, Zamboanguita, Malaybalay City",,
RFU X,Bukidnon,Other PHF,On farm and Postharvest Mechanization of the Agri-pinoy Rice Program Barangay Linabu,"Linabu, Malaybay City Bukidnon",,
RFU X,Bukidnon,On-Farm and Postharvest Mechanization,On farm and Postharvest Mechanization of the Agri-pinoy Rice Program Barangay Little Baguio,"Luittle Baguio, San Fernando, Bukidnon",,
RFU X,Bukidnon,Tiller,"Power Tiller Patag, South Poblacion, Maramag, Bukidnon","Patag Coruna IA, Patag, South Poblacion, Maramag, Bukidnon",,
RFU X,Bukidnon,Multi Purpose Drying Pavement (MPDP),"MPDP Simaya, Malaybalay City","Simaya MPC, Simaya, Malaybalay City",,
RFU X,Bukidnon,Multi Purpose Drying Pavement (MPDP),"MPDP Laligan, Valencia City","Laligan, Valencia City",,
RFU X,Bukidnon,Warehouse,"Warehouse Construction Kalagutay, Base Camp, Maramag, Bukidnon","Kalagutay IA, Kalagutay, Base Camp, Maramag, Bukidnon",,
RFU X,Bukidnon,Flatbed Dryer (FBD),"Flatbed Construction Kulaman, Malaybalay City","Kulaman IA, Kulaman, Malaybalay City",,
RFU X,Bukidnon,Flatbed Dryer (FBD),"Flatbed Construction St. Peter, Malaybalay City","St. Peter, Malaybalay City",,
RFU X,Bukidnon,Farm Tractor,"Tractor Maramag, Bukidnon","Taskforce Mapalad Corn Farmers, Danggawan, Maramag, Bukidnon",,
RFU X,Bukidnon,Multi Purpose Drying Pavement (MPDP),"MPDP Bagontaas, Valencia City ","Bagontaas, Valencia City",,
RFU X,Bukidnon,Warehouse,Rehabilitationilitation and Expansion of Warehouse,"Dagumbaan CIA, Dagumbaan, Maramag, Bukidnon",,
RFU X,Bukidnon,Tresher and Mudboat,"On-Farm and Postharvest Mechanization of the Agri-pinoy Rice Program Valencia City, Bukidnon  ","San Isidro, Valencia City, Bukidnon",,
RFU X,Bukidnon,Palay Shed,"Palay Shed Silae, Malaybalay City","Silae FIA, Silae, Malaybalay City",,
RFU X,Bukidnon,Organic Trading Post,"2014 Organic Trading Post Malaybalay, Bukidnon","Malaybalay, Bukidnon",,
RFU X,Bukidnon,Hand Tractor,"Hand Tractor/Power Tiller Tongantongan, Valencia City","Tongantongan IA, Tongantongan, Valencia City",,
RFU X,Bukidnon,Tresher and Mudboat,"On-Farm and Postharvest Mechanization of the Agri-pinoy Rice Program  San Fernando, Bukidnon","Little Baguio, San Fernando, Bukidnon",,
RFU X,Bukidnon,Tramline,"Tramline Lingi-on, Manolo Fortich, Bukidnon","Lingi-on, Manolo Fortich, Bukidnon",,
RFU X,Bukidnon,Hand Tractor,"Hand Tractor Laligan, Valencia City","Laligan, Valencia City",,
RFU X,Bukidnon,On-Farm and Postharvest Mechanization,On farm and Postharvest Mechanization of the Agri-pinoy Rice Program Barangay San Isidro,"San Isidro, Valencia City, Bukidnon",,
RFU X,Bukidnon,Harvester,"Rice Cutter/Harvester San Martin, Malaybalay City","SRI FIA, San Martin, Malaybalay City",,
RFU X,Bukidnon,Palay Shed,"Palay Shed Busdi, Malaybalay City","BuSDi IA, BuSDi, Malaybalay City",,
RFU X,Camiguin,Farm-To-Market Road,FMR Rehabilitationilitation/Improvement of Sitio Lima-Kuguita,"Mambajao, Camiguin ",,
RFU X,Camiguin,Farm-To-Market Road,FMR Rehabilitationilitation/Improvement of Poblacion Tangaro-Tampunay ,"Catarman, Camiguin ",,
RFU X,Camiguin,Farm-To-Market Road,FMR Rehabilitationilitation/Improvement of Tupsan PE-Queno-Mapa ,"Mahinog, Camiguin  ",,
RFU X,Camiguin,Farm-To-Market Road,FMR Rehabilitationilitation/Improvement of San Miguel,"Mahinog, Camiguin ",,
RFU X,Camiguin,Farm-To-Market Road,FMR Concreting of Sitio Datag Sitio Mapa,"Mahinog, Camiguin ",,
RFU X,Camiguin,Farm-To-Market Road,"FMR Concreting of Sitio Langcangan, Poblacion ","Mahinog, Camiguin ",,
RFU X,Camiguin,Farm-To-Market Road,FMR Rehabilitationilitation/Improvement of Lumad-Quipasa ,"Mambajao, Camiguin ",,
RFU X,Camiguin,Farm-To-Market Road,FMR Concreting of San Isidro ,"Mahinog, Camiguin  ",,
