region,prov,proj_type,title,address,,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer San Mateo, Sulat, Eastern Samar ","San Mateo, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Asphalt Sabang North, Borongan (Capital), Eastern Samar ","Sabang North, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"FMR Quezon, General Macarthur, Eastern Samar ","Quezon, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Fish Sanctuary,"Fish Sanctuary San Miguel, Hernani, Eastern Samar 2 ","San Miguel, Hernani, Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Barangay 13 (Poblacion), Dolores, Eastern Samar ","Barangay 13 (Poblacion), Dolores, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Banahao, Guiuan, Eastern Samar","Banahao, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Balud (Poblacion), Arteche, Eastern Samar ","Balud (Poblacion), Arteche, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Bagte, Quinapondan, Eastern Samar","Bagte, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Bacayawan, Llorente, Eastern Samar","Bacayawan, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Fish Sanctuary,"Fish Sanctuary San Miguel, Hernani, Eastern Samar 1","San Miguel, Hernani, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Port Kennedy, Mercedes, Eastern Samar ","Port Kennedy, Mercedes, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Taguite, Lawaan, Eastern Samar ","Taguite, Lawaan, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Roque, Llorente, Eastern Samar 1","San Roque, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 6 Sto. Nino, Sulat, Eastern Samar ","Sto. Nino, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 5 Sto. Nino, Sulat, Eastern Samar ","Sto. Nino, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,National Irrigation System (NIS),"SFR Small Farm Reservoir Cadian, Oras, Eastern Samar ","Cadian, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,Corn Mill,"Corn Mill Bagua, Guiuan, Eastern Samar 2","Bagua, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 4 Sto. Nino, Sulat, Eastern Samar ","Sto. Nino, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Municipal Fish Ports,"Municipal Fish Ports Sto. Nino, Quinapondan, Eastern Samar","Sto. Nino, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 4 Polangi, Taft, Eastern Samar ","Polangi, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 3 San Vicente, Sulat, Eastern Samar ","San Vicente, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 3 Sto. Nino, Sulat, Eastern Samar ","Sto. Nino, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"WarehouseSan Isidro (Malabag), Giporlos, Eastern Samar","San Isidro (Malabag), Giporlos, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 3 Polangi, Taft, Eastern Samar ","Polangi, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 3 Barangay 1 (Poblacion), Jipapad, Eastern Samar ","Barangay 1 (Poblacion), Jipapad, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 2 Sto. Nino, Sulat, Eastern Samar ","Sto. Nino, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 2 San Mateo, Borongan (Capital), Eastern Samar ","San Mateo, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 2 San Juan, Sulat, Eastern Samar ","San Juan, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete 1 Malogo, Can-avid, Eastern Samar ","Malogo, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 2 Can-ilay, Can-avid, Eastern Samar ","Can-ilay, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 2 Barangay 1 (Poblacion), Jipapad, Eastern Samar ","Barangay 1 (Poblacion), Jipapad, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post 1 San Mateo, Borongan (Capital), Eastern Samar ","San Mateo, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Corn Mill,"Corn Mill Bagua, Guiuan, Eastern Samar 1","Bagua, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Municipal Fish Ports,"Municipal Fish ports Sto. Nino, Quinapondan, Eastern Samar ","Sto. Nino, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 1 San Vicente, Sulat, Eastern Samar ","San Vicente, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Trinidad, Guiuan, Eastern Samar 4","Trinidad, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse Can-abong, Borongan (Capital), Eastern Samar ","Can-abong, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Barangay 2 (Poblacion), Dolores, Eastern Samar ","Barangay 2 (Poblacion), Dolores, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 1 Sto. Tomas, Sulat, Eastern Samar ","Sto. Tomas, Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Aguinaldo, General Macarthur, Eastern Samar ","Aguinaldo, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 1 San Mateo, Borongan (Capital), Eastern Samar ","San Mateo, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Gahoy, Guiuan, Eastern Samar","Gahoy, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 1 Polangi, Taft, Eastern Samar ","Polangi, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Nurseries,"Nurseries Binalay, General Macarthur, Eastern Samar","Binalay, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Poblacion Barangay 5, General Macarthur, Eastern Samar 1","Poblacion Barangay 5, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 1 Can-ilay, Can-avid, Eastern Samar ","Can-ilay, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Alingarog, Guiuan, Eastern Samar","Alingarog, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 1 Barangay 1 (Poblacion), Jipapad, Eastern Samar ","Barangay 1 (Poblacion), Jipapad, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,Copra Dryer Barangay Campesao,"Campesao, Borongan (Capital), Eastern Samar",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer San Roque, General Macarthur, Eastern Samar 2","San Roque, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet -Poblacion V, Balangkayanb, Eastern Samar ","Poblacion V, Balangkayanb, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Poblacion Barangay 5, General Macarthur, Eastern Samar 2","Poblacion Barangay 5, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Isidro, Hernani, Eastern Samar","San Isidro, Hernani, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Earth Campesao, Borongan (Capital), Eastern Samar `","Campesao, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Seaweed Nursery,"Seaweed Nursery Sulangan, Guiuan, Eastern Samar","Sulangan, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Small Farm Reservoir,"SFR Small Farm Reservoir Mabuhay, Can-avid, Eastern Samar ","Mabuhay, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,National Irrigation System (NIS),"STW Shallow Tube Well San Roque, Jipapad, Eastern Samar ","San Roque, Jipapad, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet Barangay 3 (Poblacion), Hernani, Eastern Samar","Barangay 3 (Poblacion), Hernani, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin OutletBarangay 4 Poblacion, Mercedes, Eastern Samar","Barangay 4 Poblacion, Mercedes, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Poblacion Barangay 5, General Macarthur, Eastern Samar 3","Poblacion Barangay 5, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Gravel Cantenio, Quinapondan, Eastern Samar ","Cantenio, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Roque, Llorente, Eastern Samar 2","San Roque, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Mateo, Borongan (Capital), Eastern Samar ","San Mateo, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) 1 Tangbo, Arteche, Eastern Samar ","Tangbo, Arteche, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"WoodSanta Rosa, Balangiga, Eastern Samar","Santa Rosa, Balangiga, Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) 2 Rizal, Oras, Eastern Samar ","Rizal, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,Municipal Fish Ports,"Municipal Fish Ports Barobo, Llorente, Eastern Samar","Barobo, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 2 Ando, Borongan (Capital), Eastern Samar ","Ando, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Banana Plantation,"Banana Plantation Obong, Can-avid, Eastern Samar ","Obong, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Canjaway, Borongan (Capital), Eastern Samar ","Canjaway, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Bagsakan Center Barangay No. 3 (Poblacion), Quinapondan, Eastern Samar","Barangay No. 3 (Poblacion), Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond San Pablo, Taft, Eastern Samar ","San Pablo, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Copra Dryer Cagusu-an, Guiuan, Eastern Samar ","Cagusu-an, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Catumsan, Arteche, Eastern Samar","Catumsan, Arteche, Eastern Samar",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) 2 Balud (Poblacion), Arteche, Eastern Samar ","Balud (Poblacion), Arteche, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Food Terminal Barangay 3 (Poblacion), Dolores, Eastern Samar ","Barangay 3 (Poblacion), Dolores, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Barangay Bagsakan Poblacion Barangay 1, Taft, Eastern Samar ","Poblacion Barangay 1, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Bagsakan Center Poblacion Barangay 5, General Macarthur, Eastern Samar","Poblacion Barangay 5, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Osmena, Dolores, Eastern Samar ","Osmena, Dolores, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Bagsakan Center Barangay Poblacion V, Balangiga, Eastern Samar","Barangay Poblacion V, Balangiga, Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Osmena, Dolores, Eastern Samar ","Osmena, Dolores, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Barangay Bagsakan Surok, Guiuan, Eastern Samar","Surok, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Dapdap, Dolores, Eastern Samar ","Dapdap, Dolores, Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Magsaysay, Dolores, Eastern Samar ","Magsaysay, Dolores, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Barangay BagsakanLupok (Poblacion), Guiuan, Eastern Samar","Lupok (Poblacion), Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Buyayawon, Mercedes, Eastern Samar ","Buyayawon, Mercedes, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Bagsakan Center Poblacion Ward 6, Guiuan, Eastern Samar","Poblacion Ward 6, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Barangay Bagsakan Sulangan, Guiuan, Eastern Samar","Sulangan, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Corn Mill/Cassava,"Corn Mill Pingan, General Macarthur, Eastern Samar","Pingan, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,Bagsakan Center Barangay No.3 (Pob) Quinapondan,"Barangay No. 3 (Poblacion), Quinapondan, Eastern Samar",,
RFU VIII,Eastern Samar,National Irrigation System (NIS),"OSP Open Source Pump Alugan, San Policarpo, Eastern Samar ","Alugan, San Policarpo, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Food Terminal Tabunan, Borongan (Capital), Eastern Samar ","Tabunan, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,National Irrigation System (NIS),"OSP Open Source Pump Saurong, Oras, Eastern Samar ","Saurong, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,National Irrigation System (NIS),"Irrigation without Pumps Barangay Mabuhay, Can-avid, Eastern Samar","Barangay Mabuhay, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,National Irrigation System (NIS),"OSP Open Source Pump Dalid, Oras, Eastern Samar ","Dalid, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,National Irrigation System (NIS),CIS Communal Irrigation System,"Cagbonga, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,National Irrigation System (NIS),"STW Shallow Tube Well Songco, Borongan (Capital), Eastern Samar ","Songco, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,National Irrigation System (NIS),SFR Small Farm Reservoir,"Bangon, Balangkayanb, Eastern Samar ",,
RFU VIII,Eastern Samar,Diversion Dam,"Irrigation DD Diversion Dams San Miguel, Balangiga, Eastern Samar ","San Miguel, Balangiga, Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse Barangay 2 (Poblacion), Dolores, Eastern Samar ","Barangay 2 (Poblacion), Dolores, Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Processing Centers,"Rice Mill/Mini Cono (Stationary) Saugan, Oras, Eastern Samar ","Saugan, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete  San Roque, Llorente, Eastern Samar ","San Roque, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Port Kennedy, Mercedes, Eastern Samar ","Port Kennedy, Mercedes, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Domrog, General Macarthur, Eastern Samar 2","Domrog, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Multi Purpose Drying Pavement (MPDP),"MPDP Banahao, Guiuan, Eastern Samar","Banahao, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Maca-anga, Llorente, Eastern Samar","Maca-anga, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Poblacion Ward 8, Guiuan, Eastern Samar 1","Poblacion Ward 8, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Poblacion Ward 12, Guiuan, Eastern Samar 2","Poblacion Ward 12, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Poblacion Barangay 5, Taft, Eastern Samar ","Poblacion Barangay 5, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post San Roque, Llorente, Eastern Samar 3","San Roque, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Pingan, General Macarthur, Eastern Samar","Pingan, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tinadahan Natin Outlet Borongan (Capital), Eastern Samar ","Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Padang, Hernani, Eastern Samar","Padang, Hernani, Eastern Samar ",,
RFU VIII,Eastern Samar,Nurseries,"Nurseries Pingan, General Macarthur, Eastern Samar ","Pingan, General Macarthur, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Hagna, Guiuan, Eastern Samar 3","Hagna, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Naga, Oras, Eastern Samar ","Naga, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Minap-os, Oras, Eastern Samar ","Minap-os, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Lomatud (Burak), Taft, Eastern Samar ","Lomatud (Burak), Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Culasi, Guiuan, Eastern Samar","Culasi, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Danao, Taft, Eastern Samar ","Danao, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Canjaway, Borongan (Capital), Eastern Samar ","Canjaway, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Cabunga-an, Mercedes, Eastern Samar","Cabunga-an, Mercedes, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Pangabutan, Taft, Eastern Samar ","Pangabutan, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Barangay 5 (Poblacion), Giporlos, Eastern Samar","Barangay 5 (Poblacion), Giporlos, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Alingarog, Guiuan, Eastern Samar 2","Alingarog, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Alingarog, Guiuan, Eastern Samar 1","Alingarog, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete Hagna, Guiuan, Eastern Samar 1","Hagna, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete 4 Pangabutan, Taft, Eastern Samar ","Pangabutan, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete 3 Pangabutan, Taft, Eastern Samar ","Pangabutan, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Concrete 2 Pangabutan, Taft, Eastern Samar ","Pangabutan, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Communal Irrigation System (CIS),"CIS Communal Irrigation System San Gabriel, Borongan (Capital), Eastern Samar ","San Gabriel, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 2 Batiawan, Taft, Eastern Samar ","Batiawan, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Barangay Bagsakan Tabi (Poblacion), Sulat, Eastern Samar ","Tabi (Poblacion), Sulat, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Bagsakan Center Barangay Poblacion 5, Maydolong, Eastern Samar ","Barangay Poblacion 5, Maydolong, Eastern Samar ",,
RFU VIII,Eastern Samar,Bagsakan Center/Food Terminals,"Bagsakan Center Barangay 1 (Poblacion), Llorente, Eastern Samar ","Barangay 1 (Poblacion), Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Agri-Market,"Agri-Market Central (Poblacion), Arteche, Eastern Samar ","Central (Poblacion), Arteche, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet Camada, Maydolong, Eastern Samar ","Camada, Maydolong, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Padang, Hernani, Eastern Samar ","Padang, Hernani, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet Camada, Borongan (Capital), Eastern Samar ","Camada, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet Camada, Borongan (Capital), Eastern Samar ","Camada, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet Cabay, Balangkayanb, Eastern Samar ","Cabay, Balangkayanb, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet Barobo, Llorente, Eastern Samar ","Barobo, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet Poblacion Ward 12, Guiuan, Eastern Samar ","Poblacion Ward 12, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet Barangay Poblacion 3, Maydolong, Eastern Samar ","Barangay Poblacion 3, Maydolong, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet Barangay Poblacion 3, Maydolong, Eastern Samar ","Barangay Poblacion 3, Maydolong, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet Poblacion Ward 12, Guiuan, Eastern Samar","Poblacion Ward 12, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Camparang, Guiuan, Eastern Samar 1","Camparang, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Barobo, Llorente, Eastern Samar ","Barobo, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Santa Margarita, Quinapondan, Eastern Samar 1 ","Santa Margarita, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 1 Ando, Borongan (Capital), Eastern Samar ","Ando, Borongan (Capital), Eastern Samar ",,
RFU VIII,Eastern Samar,Flatbed Dryer (FBD),"Flatbed Dryer Barangay Poblacion 8, Lawaan, Eastern Samar","Barangay Poblacion 8, Lawaan, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage San Pedro, Quinapondan, Eastern Samar 2","San Pedro, Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet San Jose, Llorente, Eastern Samar ","San Jose, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Bagua, Guiuan, Eastern Samar","Bagua, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Barangay 1 (Poblacion) 1, Llorente","Barangay 1 (Poblacion), Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Mabuhay, Taft, Eastern Samar ","Mabuhay, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Factoria, Oras, Eastern Samar ","Factoria, Oras, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Bolusao, Lawaan, Eastern Samar ","Bolusao, Lawaan, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Barangay Poblacion 8, Lawaan, Eastern Samar 5","Barangay Poblacion 8, Lawaan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer 2 Polangi, Taft, Eastern Samar ","Polangi, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Bucao, Guiuan, Eastern Samar","Bucao, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Tindahan Natin Outlet,"Tindahan Natin Outlet San Miguel, Llorente, Eastern Samar ","San Miguel, Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Farm-To-Market Road,"Gravel Lomatud (Burak), Taft, Eastern Samar ","Lomatud (Burak), Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Dacul, Taft, Eastern Samar ","Dacul, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Casuguran, Guiuan, Eastern Samar 2","Casuguran, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Trading Post,"Trading Post Barangay 10 (Poblacion), Llorente","Barangay 10 (Poblacion), Llorente, Eastern Samar ",,
RFU VIII,Eastern Samar,Small Farm Reservoir,"SFR Small Farm Reservoir Polangi, Taft, Eastern Samar ","Polangi, Taft, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Palactad (Valley), Quinapondan, Eastern Samar 1 ","Palactad (Valley), Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Copra Dryer,"Copra Dryer Casuguran, Guiuan, Eastern Samar 3","Casuguran, Guiuan, Eastern Samar ",,
RFU VIII,Eastern Samar,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Cansangaya, Can-avid, Eastern Samar ","Cansangaya, Can-avid, Eastern Samar ",,
RFU VIII,Eastern Samar,Sea Cage,"Sea Cage Palactad (Valley), Quinapondan, Eastern Samar 5","Palactad (Valley), Quinapondan, Eastern Samar ",,
RFU VIII,Eastern Samar,Fishpond,"Fishpond Barangay Poblacion 8, Lawaan, Eastern Samar 4","Barangay Poblacion 8, Lawaan, Eastern Samar ",,
RFU VIII,Eastern Samar,Warehouse,"Warehouse Barangay Poblacion 8, Lawaan, Eastern Samar 1","Barangay Poblacion 8, Lawaan, Eastern Samar ",,
